r,z,phi_T,phi_L
0.0306159,0.351759,0.0638357,0.18891
0.0306159,0.356784,0.0646583,0.190123
0.0306159,0.361809,0.0654576,0.191295
0.0306159,0.366834,0.066233,0.192425
0.0306159,0.371859,0.066984,0.193512
0.0306159,0.376884,0.0677102,0.194558
0.0306159,0.38191,0.0684109,0.195563
0.0306159,0.386935,0.0690858,0.196525
0.0306159,0.39196,0.0697345,0.197445
0.0306159,0.396985,0.0703566,0.198324
0.0306159,0.40201,0.0709515,0.199161
0.0306159,0.407035,0.0715191,0.199956
0.0306159,0.41206,0.0720588,0.200709
0.0306159,0.417085,0.0725705,0.20142
0.0306159,0.422111,0.0730537,0.20209
0.0306159,0.427136,0.0735081,0.202717
0.0306159,0.432161,0.0739336,0.203303
0.0306159,0.437186,0.0743297,0.203847
0.0306159,0.442211,0.0746963,0.204349
0.0306159,0.447236,0.0750332,0.204809
0.0306159,0.452261,0.0753401,0.205228
0.0306159,0.457286,0.0756168,0.205604
0.0306159,0.462312,0.0758632,0.205939
0.0306159,0.467337,0.0760791,0.206232
0.0306159,0.472362,0.0762645,0.206483
0.0306159,0.477387,0.0764191,0.206692
0.0306159,0.482412,0.0765429,0.20686
0.0306159,0.487437,0.0766358,0.206985
0.0306159,0.492462,0.0766978,0.207069
0.0306159,0.497487,0.0767288,0.207111
0.0306159,0.502513,0.0767288,0.207111
0.0306159,0.507538,0.0766978,0.207069
0.0306159,0.512563,0.0766358,0.206985
0.0306159,0.517588,0.0765429,0.20686
0.0306159,0.522613,0.0764191,0.206692
0.0306159,0.527638,0.0762645,0.206483
0.0306159,0.532663,0.0760791,0.206232
0.0306159,0.537688,0.0758632,0.205939
0.0306159,0.542714,0.0756168,0.205604
0.0306159,0.547739,0.0753401,0.205228
0.0306159,0.552764,0.0750332,0.204809
0.0306159,0.557789,0.0746963,0.204349
0.0306159,0.562814,0.0743297,0.203847
0.0306159,0.567839,0.0739336,0.203303
0.0306159,0.572864,0.0735081,0.202717
0.0306159,0.577889,0.0730537,0.20209
0.0306159,0.582915,0.0725705,0.20142
0.0306159,0.58794,0.0720588,0.200709
0.0306159,0.592965,0.0715191,0.199956
0.0306159,0.59799,0.0709515,0.199161
0.0306159,0.603015,0.0703566,0.198324
0.0306159,0.60804,0.0697345,0.197445
0.0306159,0.613065,0.0690858,0.196525
0.0306159,0.61809,0.0684109,0.195563
0.0306159,0.623116,0.0677102,0.194558
0.0306159,0.628141,0.066984,0.193512
0.0306159,0.633166,0.066233,0.192425
0.0306159,0.638191,0.0654576,0.191295
0.0306159,0.643216,0.0646583,0.190123
0.0306159,0.648241,0.0638357,0.18891
0.0306159,0.653266,0.0629902,0.187655
0.0306159,0.658291,0.0621224,0.186358
0.0306159,0.663317,0.061233,0.185019
0.0306159,0.668342,0.0603225,0.183638
0.0306159,0.673367,0.0593915,0.182215
0.0306159,0.678392,0.0584407,0.180751
0.0306159,0.683417,0.0574707,0.179245
0.0306159,0.688442,0.0564823,0.177697
0.0306159,0.693467,0.0554761,0.176107
0.0306159,0.698492,0.0544528,0.174475
0.0306159,0.703518,0.0534131,0.172801
0.0306159,0.708543,0.0523579,0.171086
0.0306159,0.713568,0.0512878,0.169329
0.0306159,0.718593,0.0502037,0.167529
0.0306159,0.723618,0.0491064,0.165688
0.0306159,0.728643,0.0479967,0.163806
0.0306159,0.733668,0.0468754,0.161881
0.0306159,0.738693,0.0457435,0.159914
0.0306159,0.743719,0.0446017,0.157906
0.0306159,0.748744,0.0434511,0.155856
0.0306159,0.753769,0.0422924,0.153764
0.0306159,0.758794,0.0411267,0.15163
0.0306159,0.763819,0.039955,0.149454
0.0306159,0.768844,0.0387781,0.147237
0.0306159,0.773869,0.0375971,0.144977
0.0306159,0.778894,0.036413,0.142676
0.0306159,0.78392,0.0352269,0.140333
0.0306159,0.788945,0.0340397,0.137948
0.0306159,0.79397,0.0328526,0.135521
0.0306159,0.798995,0.0316666,0.133053
0.0306159,0.80402,0.030483,0.130542
0.0306159,0.809045,0.0293026,0.12799
0.0306159,0.81407,0.0281269,0.125396
0.0306159,0.819095,0.0269568,0.12276
0.0306159,0.824121,0.0257936,0.120082
0.0306159,0.829146,0.0246385,0.117363
0.0306159,0.834171,0.0234926,0.114601
0.0306159,0.839196,0.0223574,0.111798
0.0306159,0.844221,0.0212339,0.108953
0.0306159,0.849246,0.0201235,0.106066
0.0306159,0.854271,0.0190275,0.103137
0.0306159,0.859296,0.0179472,0.100166
0.0306159,0.864322,0.0168839,0.0971537
0.0306159,0.869347,0.015839,0.0940993
0.0306159,0.874372,0.0148138,0.0910031
0.0306159,0.879397,0.0138098,0.0878651
0.0306159,0.884422,0.0128283,0.0846852
0.0306159,0.889447,0.0118708,0.0814635
0.0306159,0.894472,0.0109387,0.0781999
0.0306159,0.899497,0.0100335,0.0748945
0.0306159,0.904523,0.00915672,0.0715473
0.0306159,0.909548,0.00830979,0.0681582
0.0306159,0.914573,0.00749426,0.0647273
0.0306159,0.919598,0.00671166,0.0612545
0.0306159,0.924623,0.00596357,0.0577399
0.0306159,0.929648,0.00525155,0.0541835
0.0306159,0.934673,0.00457721,0.0505852
0.0306159,0.939698,0.00394215,0.0469451
0.0306159,0.944724,0.00334803,0.0432631
0.0306159,0.949749,0.00279648,0.0395393
0.0306159,0.954774,0.00228918,0.0357736
0.0306159,0.959799,0.00182782,0.0319662
0.0306159,0.964824,0.00141412,0.0281168
0.0306159,0.969849,0.0010498,0.0242257
0.0306159,0.974874,0.000736599,0.0202926
0.0306159,0.979899,0.000476296,0.0163178
0.0306159,0.984925,0.000270672,0.0123011
0.0306159,0.98995,0.000121529,0.00824258
0.0306159,0.994975,3.06915e-05,0.00414221
0.0306159,1,0,0
0.0324394,0,0,0
0.0324394,0.00502513,3.06845e-05,0.00414127
0.0324394,0.0100503,0.000121501,0.00824071
0.0324394,0.0150754,0.00027061,0.0122983
0.0324394,0.0201005,0.000476188,0.0163141
0.0324394,0.0251256,0.000736432,0.020288
0.0324394,0.0301508,0.00104956,0.0242202
0.0324394,0.0351759,0.0014138,0.0281104
0.0324394,0.040201,0.00182741,0.0319589
0.0324394,0.0452261,0.00228866,0.0357655
0.0324394,0.0502513,0.00279584,0.0395303
0.0324394,0.0552764,0.00334727,0.0432533
0.0324394,0.0603015,0.00394126,0.0469344
0.0324394,0.0653266,0.00457617,0.0505737
0.0324394,0.0703518,0.00525036,0.0541711
0.0324394,0.0753769,0.00596221,0.0577268
0.0324394,0.080402,0.00671014,0.0612406
0.0324394,0.0854271,0.00749255,0.0647126
0.0324394,0.0904523,0.0083079,0.0681427
0.0324394,0.0954774,0.00915464,0.071531
0.0324394,0.100503,0.0100313,0.0748775
0.0324394,0.105528,0.0109362,0.0781821
0.0324394,0.110553,0.0118681,0.081445
0.0324394,0.115578,0.0128254,0.084666
0.0324394,0.120603,0.0138066,0.0878451
0.0324394,0.125628,0.0148104,0.0909824
0.0324394,0.130653,0.0158354,0.0940779
0.0324394,0.135678,0.01688,0.0971316
0.0324394,0.140704,0.0179431,0.100143
0.0324394,0.145729,0.0190232,0.103113
0.0324394,0.150754,0.0201189,0.106042
0.0324394,0.155779,0.0212291,0.108928
0.0324394,0.160804,0.0223523,0.111772
0.0324394,0.165829,0.0234873,0.114575
0.0324394,0.170854,0.0246329,0.117336
0.0324394,0.175879,0.0257877,0.120055
0.0324394,0.180905,0.0269507,0.122732
0.0324394,0.18593,0.0281205,0.125368
0.0324394,0.190955,0.029296,0.127961
0.0324394,0.19598,0.030476,0.130513
0.0324394,0.201005,0.0316595,0.133023
0.0324394,0.20603,0.0328451,0.135491
0.0324394,0.211055,0.034032,0.137917
0.0324394,0.21608,0.0352189,0.140301
0.0324394,0.221106,0.0364047,0.142644
0.0324394,0.226131,0.0375886,0.144944
0.0324394,0.231156,0.0387693,0.147203
0.0324394,0.236181,0.0399459,0.14942
0.0324394,0.241206,0.0411174,0.151596
0.0324394,0.246231,0.0422828,0.153729
0.0324394,0.251256,0.0434412,0.15582
0.0324394,0.256281,0.0445916,0.15787
0.0324394,0.261307,0.0457331,0.159878
0.0324394,0.266332,0.0468648,0.161844
0.0324394,0.271357,0.0479858,0.163768
0.0324394,0.276382,0.0490953,0.165651
0.0324394,0.281407,0.0501923,0.167491
0.0324394,0.286432,0.0512762,0.16929
0.0324394,0.291457,0.052346,0.171047
0.0324394,0.296482,0.053401,0.172762
0.0324394,0.301508,0.0544404,0.174435
0.0324394,0.306533,0.0554635,0.176067
0.0324394,0.311558,0.0564695,0.177656
0.0324394,0.316583,0.0574577,0.179204
0.0324394,0.321608,0.0584274,0.18071
0.0324394,0.326633,0.059378,0.182174
0.0324394,0.331658,0.0603087,0.183596
0.0324394,0.336683,0.0612191,0.184977
0.0324394,0.341709,0.0621083,0.186315
0.0324394,0.346734,0.0629759,0.187612
0.0324394,0.351759,0.0638212,0.188867
0.0324394,0.356784,0.0646436,0.19008
0.0324394,0.361809,0.0654428,0.191251
0.0324394,0.366834,0.066218,0.192381
0.0324394,0.371859,0.0669688,0.193468
0.0324394,0.376884,0.0676948,0.194514
0.0324394,0.38191,0.0683953,0.195518
0.0324394,0.386935,0.0690701,0.19648
0.0324394,0.39196,0.0697187,0.197401
0.0324394,0.396985,0.0703406,0.198279
0.0324394,0.40201,0.0709354,0.199116
0.0324394,0.407035,0.0715028,0.19991
0.0324394,0.41206,0.0720425,0.200663
0.0324394,0.417085,0.072554,0.201374
0.0324394,0.422111,0.0730371,0.202044
0.0324394,0.427136,0.0734914,0.202671
0.0324394,0.432161,0.0739168,0.203257
0.0324394,0.437186,0.0743128,0.203801
0.0324394,0.442211,0.0746793,0.204303
0.0324394,0.447236,0.0750161,0.204763
0.0324394,0.452261,0.0753229,0.205181
0.0324394,0.457286,0.0755996,0.205558
0.0324394,0.462312,0.0758459,0.205892
0.0324394,0.467337,0.0760618,0.206185
0.0324394,0.472362,0.0762471,0.206436
0.0324394,0.477387,0.0764017,0.206645
0.0324394,0.482412,0.0765255,0.206812
0.0324394,0.487437,0.0766184,0.206938
0.0324394,0.492462,0.0766803,0.207022
0.0324394,0.497487,0.0767113,0.207063
0.0324394,0.502513,0.0767113,0.207063
0.0324394,0.507538,0.0766803,0.207022
0.0324394,0.512563,0.0766184,0.206938
0.0324394,0.517588,0.0765255,0.206812
0.0324394,0.522613,0.0764017,0.206645
0.0324394,0.527638,0.0762471,0.206436
0.0324394,0.532663,0.0760618,0.206185
0.0324394,0.537688,0.0758459,0.205892
0.0324394,0.542714,0.0755996,0.205558
0.0324394,0.547739,0.0753229,0.205181
0.0324394,0.552764,0.0750161,0.204763
0.0324394,0.557789,0.0746793,0.204303
0.0324394,0.562814,0.0743128,0.203801
0.0324394,0.567839,0.0739168,0.203257
0.0324394,0.572864,0.0734914,0.202671
0.0324394,0.577889,0.0730371,0.202044
0.0324394,0.582915,0.072554,0.201374
0.0324394,0.58794,0.0720425,0.200663
0.0324394,0.592965,0.0715028,0.19991
0.0324394,0.59799,0.0709354,0.199116
0.0324394,0.603015,0.0703406,0.198279
0.0324394,0.60804,0.0697187,0.197401
0.0324394,0.613065,0.0690701,0.19648
0.0324394,0.61809,0.0683953,0.195518
0.0324394,0.623116,0.0676948,0.194514
0.0324394,0.628141,0.0669688,0.193468
0.0324394,0.633166,0.066218,0.192381
0.0324394,0.638191,0.0654428,0.191251
0.0324394,0.643216,0.0646436,0.19008
0.0324394,0.648241,0.0638212,0.188867
0.0324394,0.653266,0.0629759,0.187612
0.0324394,0.658291,0.0621083,0.186315
0.0324394,0.663317,0.0612191,0.184977
0.0324394,0.668342,0.0603087,0.183596
0.0324394,0.673367,0.059378,0.182174
0.0324394,0.678392,0.0584274,0.18071
0.0324394,0.683417,0.0574577,0.179204
0.0324394,0.688442,0.0564695,0.177656
0.0324394,0.693467,0.0554635,0.176067
0.0324394,0.698492,0.0544404,0.174435
0.0324394,0.703518,0.053401,0.172762
0.0324394,0.708543,0.052346,0.171047
0.0324394,0.713568,0.0512762,0.16929
0.0324394,0.718593,0.0501923,0.167491
0.0324394,0.723618,0.0490953,0.165651
0.0324394,0.728643,0.0479858,0.163768
0.0324394,0.733668,0.0468648,0.161844
0.0324394,0.738693,0.0457331,0.159878
0.0324394,0.743719,0.0445916,0.15787
0.0324394,0.748744,0.0434412,0.15582
0.0324394,0.753769,0.0422828,0.153729
0.0324394,0.758794,0.0411174,0.151596
0.0324394,0.763819,0.0399459,0.14942
0.0324394,0.768844,0.0387693,0.147203
0.0324394,0.773869,0.0375886,0.144944
0.0324394,0.778894,0.0364047,0.142644
0.0324394,0.78392,0.0352189,0.140301
0.0324394,0.788945,0.034032,0.137917
0.0324394,0.79397,0.0328451,0.135491
0.0324394,0.798995,0.0316595,0.133023
0.0324394,0.80402,0.030476,0.130513
0.0324394,0.809045,0.029296,0.127961
0.0324394,0.81407,0.0281205,0.125368
0.0324394,0.819095,0.0269507,0.122732
0.0324394,0.824121,0.0257877,0.120055
0.0324394,0.829146,0.0246329,0.117336
0.0324394,0.834171,0.0234873,0.114575
0.0324394,0.839196,0.0223523,0.111772
0.0324394,0.844221,0.0212291,0.108928
0.0324394,0.849246,0.0201189,0.106042
0.0324394,0.854271,0.0190232,0.103113
0.0324394,0.859296,0.0179431,0.100143
0.0324394,0.864322,0.01688,0.0971316
0.0324394,0.869347,0.0158354,0.0940779
0.0324394,0.874372,0.0148104,0.0909824
0.0324394,0.879397,0.0138066,0.0878451
0.0324394,0.884422,0.0128254,0.084666
0.0324394,0.889447,0.0118681,0.081445
0.0324394,0.894472,0.0109362,0.0781821
0.0324394,0.899497,0.0100313,0.0748775
0.0324394,0.904523,0.00915464,0.071531
0.0324394,0.909548,0.0083079,0.0681427
0.0324394,0.914573,0.00749255,0.0647126
0.0324394,0.919598,0.00671014,0.0612406
0.0324394,0.924623,0.00596221,0.0577268
0.0324394,0.929648,0.00525036,0.0541711
0.0324394,0.934673,0.00457617,0.0505737
0.0324394,0.939698,0.00394126,0.0469344
0.0324394,0.944724,0.00334727,0.0432533
0.0324394,0.949749,0.00279584,0.0395303
0.0324394,0.954774,0.00228866,0.0357655
0.0324394,0.959799,0.00182741,0.0319589
0.0324394,0.964824,0.0014138,0.0281104
0.0324394,0.969849,0.00104956,0.0242202
0.0324394,0.974874,0.000736432,0.020288
0.0324394,0.979899,0.000476188,0.0163141
0.0324394,0.984925,0.00027061,0.0122983
0.0324394,0.98995,0.000121501,0.00824071
0.0324394,0.994975,3.06845e-05,0.00414127
0.0324394,1,0,0
0.0343715,0,0,0
0.0343715,0.00502513,3.06767e-05,0.00414021
0.0343715,0.0100503,0.00012147,0.0082386
0.0343715,0.0150754,0.000270541,0.0122952
0.0343715,0.0201005,0.000476066,0.0163099
0.0343715,0.0251256,0.000736244,0.0202829
0.0343715,0.0301508,0.00104929,0.024214
0.0343715,0.0351759,0.00141344,0.0281033
0.0343715,0.040201,0.00182694,0.0319507
0.0343715,0.0452261,0.00228808,0.0357564
0.0343715,0.0502513,0.00279513,0.0395202
0.0343715,0.0552764,0.00334641,0.0432422
0.0343715,0.0603015,0.00394025,0.0469224
0.0343715,0.0653266,0.004575,0.0505608
0.0343715,0.0703518,0.00524902,0.0541573
0.0343715,0.0753769,0.00596069,0.0577121
0.0343715,0.080402,0.00670842,0.061225
0.0343715,0.0854271,0.00749064,0.064696
0.0343715,0.0904523,0.00830578,0.0681253
0.0343715,0.0954774,0.00915231,0.0715128
0.0343715,0.100503,0.0100287,0.0748584
0.0343715,0.105528,0.0109334,0.0781622
0.0343715,0.110553,0.0118651,0.0814242
0.0343715,0.115578,0.0128221,0.0846443
0.0343715,0.120603,0.0138031,0.0878227
0.0343715,0.125628,0.0148067,0.0909592
0.0343715,0.130653,0.0158313,0.0940539
0.0343715,0.135678,0.0168757,0.0971068
0.0343715,0.140704,0.0179385,0.100118
0.0343715,0.145729,0.0190183,0.103087
0.0343715,0.150754,0.0201138,0.106015
0.0343715,0.155779,0.0212237,0.1089
0.0343715,0.160804,0.0223466,0.111744
0.0343715,0.165829,0.0234813,0.114546
0.0343715,0.170854,0.0246266,0.117306
0.0343715,0.175879,0.0257811,0.120024
0.0343715,0.180905,0.0269438,0.122701
0.0343715,0.18593,0.0281133,0.125336
0.0343715,0.190955,0.0292885,0.127928
0.0343715,0.19598,0.0304682,0.130479
0.0343715,0.201005,0.0316514,0.132989
0.0343715,0.20603,0.0328368,0.135456
0.0343715,0.211055,0.0340233,0.137882
0.0343715,0.21608,0.0352099,0.140265
0.0343715,0.221106,0.0363954,0.142607
0.0343715,0.226131,0.037579,0.144907
0.0343715,0.231156,0.0387594,0.147166
0.0343715,0.236181,0.0399357,0.149382
0.0343715,0.241206,0.0411069,0.151557
0.0343715,0.246231,0.042272,0.15369
0.0343715,0.251256,0.0434301,0.155781
0.0343715,0.256281,0.0445802,0.15783
0.0343715,0.261307,0.0457214,0.159837
0.0343715,0.266332,0.0468528,0.161803
0.0343715,0.271357,0.0479735,0.163727
0.0343715,0.276382,0.0490827,0.165608
0.0343715,0.281407,0.0501795,0.167449
0.0343715,0.286432,0.0512631,0.169247
0.0343715,0.291457,0.0523326,0.171003
0.0343715,0.296482,0.0533874,0.172718
0.0343715,0.301508,0.0544265,0.174391
0.0343715,0.306533,0.0554493,0.176022
0.0343715,0.311558,0.0564551,0.177611
0.0343715,0.316583,0.057443,0.179158
0.0343715,0.321608,0.0584125,0.180664
0.0343715,0.326633,0.0593628,0.182128
0.0343715,0.331658,0.0602934,0.183549
0.0343715,0.336683,0.0612034,0.184929
0.0343715,0.341709,0.0620924,0.186268
0.0343715,0.346734,0.0629598,0.187564
0.0343715,0.351759,0.0638049,0.188819
0.0343715,0.356784,0.0646271,0.190032
0.0343715,0.361809,0.0654261,0.191203
0.0343715,0.366834,0.0662011,0.192332
0.0343715,0.371859,0.0669517,0.193419
0.0343715,0.376884,0.0676775,0.194465
0.0343715,0.38191,0.0683779,0.195468
0.0343715,0.386935,0.0690525,0.19643
0.0343715,0.39196,0.0697009,0.19735
0.0343715,0.396985,0.0703226,0.198228
0.0343715,0.40201,0.0709173,0.199065
0.0343715,0.407035,0.0714846,0.199859
0.0343715,0.41206,0.0720241,0.200612
0.0343715,0.417085,0.0725355,0.201323
0.0343715,0.422111,0.0730184,0.201992
0.0343715,0.427136,0.0734727,0.202619
0.0343715,0.432161,0.0738979,0.203205
0.0343715,0.437186,0.0742938,0.203749
0.0343715,0.442211,0.0746603,0.20425
0.0343715,0.447236,0.074997,0.204711
0.0343715,0.452261,0.0753037,0.205129
0.0343715,0.457286,0.0755803,0.205505
0.0343715,0.462312,0.0758266,0.20584
0.0343715,0.467337,0.0760424,0.206132
0.0343715,0.472362,0.0762277,0.206383
0.0343715,0.477387,0.0763822,0.206592
0.0343715,0.482412,0.076506,0.20676
0.0343715,0.487437,0.0765988,0.206885
0.0343715,0.492462,0.0766608,0.206969
0.0343715,0.497487,0.0766918,0.207011
0.0343715,0.502513,0.0766918,0.207011
0.0343715,0.507538,0.0766608,0.206969
0.0343715,0.512563,0.0765988,0.206885
0.0343715,0.517588,0.076506,0.20676
0.0343715,0.522613,0.0763822,0.206592
0.0343715,0.527638,0.0762277,0.206383
0.0343715,0.532663,0.0760424,0.206132
0.0343715,0.537688,0.0758266,0.20584
0.0343715,0.542714,0.0755803,0.205505
0.0343715,0.547739,0.0753037,0.205129
0.0343715,0.552764,0.074997,0.204711
0.0343715,0.557789,0.0746603,0.20425
0.0343715,0.562814,0.0742938,0.203749
0.0343715,0.567839,0.0738979,0.203205
0.0343715,0.572864,0.0734727,0.202619
0.0343715,0.577889,0.0730184,0.201992
0.0343715,0.582915,0.0725355,0.201323
0.0343715,0.58794,0.0720241,0.200612
0.0343715,0.592965,0.0714846,0.199859
0.0343715,0.59799,0.0709173,0.199065
0.0343715,0.603015,0.0703226,0.198228
0.0343715,0.60804,0.0697009,0.19735
0.0343715,0.613065,0.0690525,0.19643
0.0343715,0.61809,0.0683779,0.195468
0.0343715,0.623116,0.0676775,0.194465
0.0343715,0.628141,0.0669517,0.193419
0.0343715,0.633166,0.0662011,0.192332
0.0343715,0.638191,0.0654261,0.191203
0.0343715,0.643216,0.0646271,0.190032
0.0343715,0.648241,0.0638049,0.188819
0.0343715,0.653266,0.0629598,0.187564
0.0343715,0.658291,0.0620924,0.186268
0.0343715,0.663317,0.0612034,0.184929
0.0343715,0.668342,0.0602934,0.183549
0.0343715,0.673367,0.0593628,0.182128
0.0343715,0.678392,0.0584125,0.180664
0.0343715,0.683417,0.057443,0.179158
0.0343715,0.688442,0.0564551,0.177611
0.0343715,0.693467,0.0554493,0.176022
0.0343715,0.698492,0.0544265,0.174391
0.0343715,0.703518,0.0533874,0.172718
0.0343715,0.708543,0.0523326,0.171003
0.0343715,0.713568,0.0512631,0.169247
0.0343715,0.718593,0.0501795,0.167449
0.0343715,0.723618,0.0490827,0.165608
0.0343715,0.728643,0.0479735,0.163727
0.0343715,0.733668,0.0468528,0.161803
0.0343715,0.738693,0.0457214,0.159837
0.0343715,0.743719,0.0445802,0.15783
0.0343715,0.748744,0.0434301,0.155781
0.0343715,0.753769,0.042272,0.15369
0.0343715,0.758794,0.0411069,0.151557
0.0343715,0.763819,0.0399357,0.149382
0.0343715,0.768844,0.0387594,0.147166
0.0343715,0.773869,0.037579,0.144907
0.0343715,0.778894,0.0363954,0.142607
0.0343715,0.78392,0.0352099,0.140265
0.0343715,0.788945,0.0340233,0.137882
0.0343715,0.79397,0.0328368,0.135456
0.0343715,0.798995,0.0316514,0.132989
0.0343715,0.80402,0.0304682,0.130479
0.0343715,0.809045,0.0292885,0.127928
0.0343715,0.81407,0.0281133,0.125336
0.0343715,0.819095,0.0269438,0.122701
0.0343715,0.824121,0.0257811,0.120024
0.0343715,0.829146,0.0246266,0.117306
0.0343715,0.834171,0.0234813,0.114546
0.0343715,0.839196,0.0223466,0.111744
0.0343715,0.844221,0.0212237,0.1089
0.0343715,0.849246,0.0201138,0.106015
0.0343715,0.854271,0.0190183,0.103087
0.0343715,0.859296,0.0179385,0.100118
0.0343715,0.864322,0.0168757,0.0971068
0.0343715,0.869347,0.0158313,0.0940539
0.0343715,0.874372,0.0148067,0.0909592
0.0343715,0.879397,0.0138031,0.0878227
0.0343715,0.884422,0.0128221,0.0846443
0.0343715,0.889447,0.0118651,0.0814242
0.0343715,0.894472,0.0109334,0.0781622
0.0343715,0.899497,0.0100287,0.0748584
0.0343715,0.904523,0.00915231,0.0715128
0.0343715,0.909548,0.00830578,0.0681253
0.0343715,0.914573,0.00749064,0.064696
0.0343715,0.919598,0.00670842,0.061225
0.0343715,0.924623,0.00596069,0.0577121
0.0343715,0.929648,0.00524902,0.0541573
0.0343715,0.934673,0.004575,0.0505608
0.0343715,0.939698,0.00394025,0.0469224
0.0343715,0.944724,0.00334641,0.0432422
0.0343715,0.949749,0.00279513,0.0395202
0.0343715,0.954774,0.00228808,0.0357564
0.0343715,0.959799,0.00182694,0.0319507
0.0343715,0.964824,0.00141344,0.0281033
0.0343715,0.969849,0.00104929,0.024214
0.0343715,0.974874,0.000736244,0.0202829
0.0343715,0.979899,0.000476066,0.0163099
0.0343715,0.984925,0.000270541,0.0122952
0.0343715,0.98995,0.00012147,0.0082386
0.0343715,0.994975,3.06767e-05,0.00414021
0.0343715,1,0,0
0.0364186,0,0,0
0.0364186,0.00502513,3.06679e-05,0.00413903
0.0364186,0.0100503,0.000121436,0.00823624
0.0364186,0.0150754,0.000270463,0.0122917
0.0364186,0.0201005,0.00047593,0.0163053
0.0364186,0.0251256,0.000736033,0.020277
0.0364186,0.0301508,0.00104899,0.024207
0.0364186,0.0351759,0.00141303,0.0280952
0.0364186,0.040201,0.00182642,0.0319416
0.0364186,0.0452261,0.00228742,0.0357461
0.0364186,0.0502513,0.00279433,0.0395089
0.0364186,0.0552764,0.00334545,0.0432298
0.0364186,0.0603015,0.00393912,0.046909
0.0364186,0.0653266,0.00457369,0.0505463
0.0364186,0.0703518,0.00524751,0.0541418
0.0364186,0.0753769,0.00595898,0.0576955
0.0364186,0.080402,0.0067065,0.0612074
0.0364186,0.0854271,0.00748849,0.0646775
0.0364186,0.0904523,0.0083034,0.0681058
0.0364186,0.0954774,0.00914968,0.0714923
0.0364186,0.100503,0.0100258,0.0748369
0.0364186,0.105528,0.0109303,0.0781398
0.0364186,0.110553,0.0118617,0.0814008
0.0364186,0.115578,0.0128184,0.0846201
0.0364186,0.120603,0.0137992,0.0877975
0.0364186,0.125628,0.0148024,0.0909332
0.0364186,0.130653,0.0158268,0.094027
0.0364186,0.135678,0.0168709,0.097079
0.0364186,0.140704,0.0179334,0.100089
0.0364186,0.145729,0.0190129,0.103058
0.0364186,0.150754,0.020108,0.105984
0.0364186,0.155779,0.0212176,0.108869
0.0364186,0.160804,0.0223402,0.111712
0.0364186,0.165829,0.0234746,0.114513
0.0364186,0.170854,0.0246195,0.117272
0.0364186,0.175879,0.0257738,0.11999
0.0364186,0.180905,0.0269361,0.122666
0.0364186,0.18593,0.0281052,0.1253
0.0364186,0.190955,0.0292801,0.127892
0.0364186,0.19598,0.0304595,0.130442
0.0364186,0.201005,0.0316423,0.132951
0.0364186,0.20603,0.0328273,0.135417
0.0364186,0.211055,0.0340135,0.137842
0.0364186,0.21608,0.0351998,0.140225
0.0364186,0.221106,0.036385,0.142566
0.0364186,0.226131,0.0375682,0.144866
0.0364186,0.231156,0.0387483,0.147124
0.0364186,0.236181,0.0399242,0.149339
0.0364186,0.241206,0.0410951,0.151513
0.0364186,0.246231,0.0422599,0.153646
0.0364186,0.251256,0.0434177,0.155736
0.0364186,0.256281,0.0445674,0.157785
0.0364186,0.261307,0.0457083,0.159791
0.0364186,0.266332,0.0468394,0.161756
0.0364186,0.271357,0.0479598,0.16368
0.0364186,0.276382,0.0490687,0.165561
0.0364186,0.281407,0.0501651,0.167401
0.0364186,0.286432,0.0512484,0.169198
0.0364186,0.291457,0.0523176,0.170954
0.0364186,0.296482,0.0533721,0.172668
0.0364186,0.301508,0.0544109,0.174341
0.0364186,0.306533,0.0554334,0.175971
0.0364186,0.311558,0.0564389,0.17756
0.0364186,0.316583,0.0574266,0.179107
0.0364186,0.321608,0.0583958,0.180612
0.0364186,0.326633,0.0593458,0.182075
0.0364186,0.331658,0.0602761,0.183497
0.0364186,0.336683,0.0611859,0.184877
0.0364186,0.341709,0.0620746,0.186214
0.0364186,0.346734,0.0629417,0.18751
0.0364186,0.351759,0.0637866,0.188765
0.0364186,0.356784,0.0646086,0.189977
0.0364186,0.361809,0.0654073,0.191148
0.0364186,0.366834,0.0661821,0.192277
0.0364186,0.371859,0.0669325,0.193364
0.0364186,0.376884,0.0676581,0.194409
0.0364186,0.38191,0.0683583,0.195412
0.0364186,0.386935,0.0690327,0.196374
0.0364186,0.39196,0.0696809,0.197294
0.0364186,0.396985,0.0703025,0.198172
0.0364186,0.40201,0.070897,0.199008
0.0364186,0.407035,0.0714641,0.199802
0.0364186,0.41206,0.0720034,0.200555
0.0364186,0.417085,0.0725147,0.201265
0.0364186,0.422111,0.0729975,0.201934
0.0364186,0.427136,0.0734516,0.202561
0.0364186,0.432161,0.0738767,0.203147
0.0364186,0.437186,0.0742726,0.20369
0.0364186,0.442211,0.0746389,0.204192
0.0364186,0.447236,0.0749755,0.204652
0.0364186,0.452261,0.0752821,0.20507
0.0364186,0.457286,0.0755586,0.205446
0.0364186,0.462312,0.0758049,0.205781
0.0364186,0.467337,0.0760206,0.206073
0.0364186,0.472362,0.0762058,0.206324
0.0364186,0.477387,0.0763603,0.206533
0.0364186,0.482412,0.076484,0.2067
0.0364186,0.487437,0.0765769,0.206826
0.0364186,0.492462,0.0766388,0.20691
0.0364186,0.497487,0.0766698,0.206951
0.0364186,0.502513,0.0766698,0.206951
