r,overlap_GLC,overlap_BG
0.00212336,0.00181737,0.00245491
0.00214797,0.00183358,0.00247689
0.00217287,0.00184992,0.00249905
0.00219806,0.00186639,0.00252139
0.00222354,0.00188299,0.00254392
0.00224931,0.00189973,0.00256662
0.00227538,0.0019166,0.00258952
0.00230176,0.00193361,0.00261259
0.00232843,0.00195076,0.00263586
0.00235542,0.00196804,0.00265931
0.00238273,0.00198546,0.00268295
0.00241034,0.00200302,0.00270679
0.00243828,0.00202072,0.00273081
0.00246655,0.00203857,0.00275503
0.00249514,0.00205655,0.00277944
0.00252406,0.00207468,0.00280405
0.00255331,0.00209295,0.00282886
0.00258291,0.00211137,0.00285386
0.00261285,0.00212994,0.00287907
0.00264313,0.00214865,0.00290447
0.00267377,0.0021675,0.00293008
0.00270476,0.00218651,0.00295589
0.00273611,0.00220566,0.00298191
0.00276783,0.00222497,0.00300813
0.00279991,0.00224443,0.00303456
0.00283236,0.00226404,0.00306119
0.0028652,0.0022838,0.00308804
0.00289841,0.00230372,0.0031151
0.002932,0.00232379,0.00314237
0.00296599,0.00234402,0.00316986
0.00300037,0.0023644,0.00319756
0.00303514,0.00238494,0.00322547
0.00307032,0.00240565,0.00325361
0.00310591,0.00242651,0.00328196
0.00314191,0.00244753,0.00331053
0.00317833,0.00246871,0.00333933
0.00321517,0.00249005,0.00336835
0.00325244,0.00251156,0.00339759
0.00329014,0.00253323,0.00342706
0.00332828,0.00255507,0.00345675
0.00336685,0.00257708,0.00348667
0.00340588,0.00259925,0.00351682
0.00344536,0.00262158,0.00354721
0.00348529,0.00264409,0.00357782
0.00352569,0.00266677,0.00360867
0.00356656,0.00268962,0.00363975
0.0036079,0.00271264,0.00367107
0.00364972,0.00273583,0.00370262
0.00369202,0.00275919,0.00373442
0.00373482,0.00278273,0.00376645
0.00377811,0.00280645,0.00379872
0.0038219,0.00283034,0.00383124
0.0038662,0.0028544,0.003864
0.00391101,0.00287865,0.00389701
0.00395635,0.00290307,0.00393026
0.00400221,0.00292768,0.00396376
0.0040486,0.00295246,0.0039975
0.00409552,0.00297743,0.0040315
0.00414299,0.00300258,0.00406575
0.00419102,0.00302791,0.00410025
0.0042396,0.00305342,0.00413501
0.00428874,0.00307912,0.00417002
0.00433845,0.00310501,0.00420528
0.00438874,0.00313108,0.00424081
0.00443961,0.00315734,0.00427659
0.00449107,0.00318379,0.00431263
0.00454312,0.00321043,0.00434894
0.00459578,0.00323726,0.0043855
0.00464905,0.00326428,0.00442234
0.00470294,0.00329149,0.00445943
0.00475745,0.0033189,0.00449679
0.0048126,0.00334649,0.00453442
0.00486838,0.00337429,0.00457232
0.00492481,0.00340227,0.00461049
0.00498189,0.00343046,0.00464892
0.00503964,0.00345884,0.00468763
0.00509805,0.00348741,0.00472662
0.00515715,0.00351619,0.00476587
0.00521692,0.00354516,0.00480541
0.00527739,0.00357434,0.00484522
0.00533856,0.00360371,0.0048853
0.00540044,0.00363329,0.00492567
0.00546304,0.00366306,0.00496632
0.00552636,0.00369305,0.00500724
0.00559042,0.00372323,0.00504845
0.00565522,0.00375362,0.00508995
0.00572077,0.00378421,0.00513172
0.00578708,0.00381501,0.00517378
0.00585416,0.00384602,0.00521613
0.00592202,0.00387723,0.00525877
0.00599066,0.00390865,0.00530169
0.0060601,0.00394028,0.0053449
0.00613034,0.00397211,0.00538841
0.0062014,0.00400416,0.0054322
0.00627328,0.00403641,0.00547628
0.00634599,0.00406888,0.00552066
0.00641955,0.00410156,0.00556534
0.00649396,0.00413445,0.0056103
0.00656923,0.00416755,0.00565557
0.00664538,0.00420087,0.00570112
0.0067224,0.0042344,0.00574698
0.00680032,0.00426814,0.00579313
0.00687915,0.0043021,0.00583959
0.00695888,0.00433627,0.00588634
0.00703955,0.00437065,0.00593339
0.00712114,0.00440526,0.00598075
0.00720368,0.00444008,0.0060284
0.00728718,0.00447511,0.00607636
0.00737165,0.00451036,0.00612462
0.00745709,0.00454583,0.00617318
0.00754353,0.00458152,0.00622205
0.00763097,0.00461743,0.00627123
0.00771942,0.00465355,0.0063207
0.0078089,0.00468989,0.00637049
0.00789941,0.00472645,0.00642058
0.00799097,0.00476323,0.00647098
0.0080836,0.00480023,0.00652168
0.00817729,0.00483745,0.00657269
0.00827208,0.00487489,0.00662401
0.00836796,0.00491255,0.00667564
0.00846496,0.00495043,0.00672758
0.00856307,0.00498853,0.00677982
0.00866233,0.00502684,0.00683238
0.00876274,0.00506538,0.00688524
0.00886431,0.00510414,0.00693841
0.00896705,0.00514312,0.0069919
0.00907099,0.00518232,0.00704569
0.00917613,0.00522174,0.00709979
0.00928249,0.00526138,0.0071542
0.00939009,0.00530123,0.00720892
0.00949893,0.00534131,0.00726396
0.00960903,0.00538161,0.0073193
0.00972041,0.00542213,0.00737495
0.00983308,0.00546286,0.00743091
0.00994706,0.00550382,0.00748717
0.0100624,0.00554499,0.00754375
0.010179,0.00558638,0.00760064
0.010297,0.00562799,0.00765783
0.0104163,0.00566982,0.00771533
0.0105371,0.00571186,0.00777314
0.0106592,0.00575412,0.00783126
0.0107828,0.0057966,0.00788968
0.0109077,0.00583929,0.0079484
0.0110342,0.00588219,0.00800743
0.0111621,0.00592531,0.00806677
0.0112915,0.00596865,0.00812641
0.0114223,0.00601219,0.00818635
0.0115547,0.00605595,0.00824659
0.0116887,0.00609992,0.00830714
0.0118241,0.00614409,0.00836798
0.0119612,0.00618848,0.00842912
0.0120998,0.00623308,0.00849056
0.0122401,0.00627788,0.0085523
0.012382,0.00632289,0.00861433
0.0125255,0.00636811,0.00867666
0.0126707,0.00641353,0.00873928
0.0128175,0.00645915,0.00880218
0.0129661,0.00650497,0.00886538
0.0131164,0.006551,0.00892887
0.0132684,0.00659722,0.00899264
0.0134222,0.00664364,0.0090567
0.0135778,0.00669026,0.00912104
0.0137352,0.00673707,0.00918566
0.0138944,0.00678408,0.00925056
0.0140555,0.00683128,0.00931574
0.0142184,0.00687867,0.00938119
0.0143832,0.00692624,0.00944692
0.0145499,0.00697401,0.00951291
0.0147185,0.00702195,0.00957918
0.0148892,0.00707009,0.00964571
0.0150617,0.0071184,0.0097125
0.0152363,0.00716689,0.00977956
0.0154129,0.00721556,0.00984687
0.0155916,0.0072644,0.00991444
0.0157723,0.00731341,0.00998226
0.0159551,0.0073626,0.0100503
0.0161401,0.00741195,0.0101186
0.0163271,0.00746147,0.0101872
0.0165164,0.00751115,0.010256
0.0167078,0.007561,0.010325
0.0169015,0.007611,0.0103943
0.0170974,0.00766115,0.0104638
0.0172956,0.00771146,0.0105335
0.017496,0.00776192,0.0106035
0.0176988,0.00781253,0.0106737
0.017904,0.00786328,0.010744
0.0181115,0.00791417,0.0108146
0.0183215,0.00796519,0.0108854
0.0185338,0.00801636,0.0109564
0.0187487,0.00806765,0.0110276
0.018966,0.00811907,0.011099
0.0191858,0.00817062,0.0111706
0.0194082,0.00822228,0.0112424
0.0196332,0.00827407,0.0113143
0.0198607,0.00832597,0.0113864
0.0200909,0.00837797,0.0114587
0.0203238,0.00843009,0.0115312
0.0205594,0.0084823,0.0116038
0.0207977,0.00853461,0.0116766
0.0210388,0.00858702,0.0117495
0.0212826,0.00863951,0.0118225
0.0215293,0.0086921,0.0118957
0.0217789,0.00874476,0.0119691
0.0220313,0.00879749,0.0120425
0.0222867,0.0088503,0.0121161
0.022545,0.00890318,0.0121897
0.0228063,0.00895612,0.0122635
0.0230707,0.00900911,0.0123374
0.0233381,0.00906216,0.0124114
0.0236086,0.00911526,0.0124854
0.0238822,0.00916839,0.0125596
0.0241591,0.00922156,0.0126338
0.0244391,0.00927477,0.012708
0.0247224,0.009328,0.0127823
0.0250089,0.00938125,0.0128567
0.0252988,0.00943451,0.0129311
0.0255921,0.00948778,0.0130055
0.0258887,0.00954106,0.01308
0.0261888,0.00959433,0.0131545
0.0264923,0.00964759,0.0132289
0.0267994,0.00970083,0.0133034
0.02711,0.00975405,0.0133779
0.0274243,0.00980725,0.0134523
0.0277422,0.0098604,0.0135267
0.0280637,0.00991352,0.0136011
0.028389,0.00996658,0.0136754
0.0287181,0.0100196,0.0137497
0.0290509,0.0100725,0.0138239
0.0293877,0.0101254,0.013898
0.0297283,0.0101782,0.013972
0.0300729,0.0102309,0.0140459
0.0304215,0.0102835,0.0141198
0.0307741,0.0103361,0.0141934
0.0311308,0.0103885,0.014267
0.0314916,0.0104408,0.0143404
0.0318567,0.0104929,0.0144137
0.0322259,0.010545,0.0144868
0.0325994,0.0105969,0.0145597
0.0329773,0.0106486,0.0146324
0.0333596,0.0107002,0.0147049
0.0337462,0.0107516,0.0147772
0.0341374,0.0108028,0.0148493
0.0345331,0.0108539,0.0149212
0.0349334,0.0109048,0.0149927
0.0353383,0.0109554,0.015064
0.0357479,0.0110059,0.0151351
0.0361622,0.0110561,0.0152058
0.0365814,0.0111061,0.0152763
0.0370054,0.0111559,0.0153464
0.0374344,0.0112054,0.0154161
0.0378683,0.0112546,0.0154856
0.0383072,0.0113036,0.0155546
0.0387512,0.0113523,0.0156233
0.0392004,0.0114007,0.0156916
0.0396548,0.0114488,0.0157595
0.0401144,0.0114965,0.0158269
0.0405794,0.011544,0.0158939
0.0410497,0.0115911,0.0159605
0.0415255,0.0116379,0.0160265
0.0420069,0.0116843,0.0160921
0.0424938,0.0117304,0.0161572
0.0429863,0.0117761,0.0162217
0.0434846,0.0118213,0.0162857
0.0439886,0.0118662,0.0163492
0.0444985,0.0119107,0.0164121
0.0450143,0.0119547,0.0164744
0.0455361,0.0119983,0.016536
0.0460639,0.0120415,0.0165971
0.0465978,0.0120842,0.0166575
0.0471379,0.0121264,0.0167172
0.0476843,0.0121681,0.0167763
0.048237,0.0122093,0.0168346
0.0487961,0.01225,0.0168922
0.0493617,0.0122902,0.0169491
0.0499339,0.0123298,0.0170052
0.0505127,0.0123689,0.0170606
0.0510982,0.0124075,0.0171151
0.0516905,0.0124454,0.0171688
0.0522896,0.0124828,0.0172217
0.0528957,0.0125195,0.0172737
0.0535088,0.0125556,0.0173249
0.0541291,0.0125911,0.0173751
0.0547565,0.012626,0.0174244
0.0553912,0.0126602,0.0174728
0.0560332,0.0126937,0.0175202
0.0566827,0.0127265,0.0175666
0.0573397,0.0127586,0.017612
0.0580043,0.01279,0.0176564
0.0586767,0.0128207,0.0176997
0.0593568,0.0128506,0.017742
0.0600448,0.0128798,0.0177831
0.0607408,0.0129082,0.0178232
0.0614449,0.0129358,0.0178621
0.0621571,0.0129626,0.0178998
0.0628775,0.0129886,0.0179364
0.0636064,0.0130138,0.0179717
0.0643436,0.0130381,0.0180058
0.0650894,0.0130615,0.0180386
0.0658439,0.0130841,0.0180702
0.0666071,0.0131057,0.0181005
0.0673792,0.0131265,0.0181294
0.0681602,0.0131464,0.018157
0.0689502,0.0131653,0.0181832
0.0697494,0.0131832,0.018208
0.0705579,0.0132002,0.0182315
0.0713757,0.0132162,0.0182534
0.0722031,0.0132312,0.0182739
0.07304,0.0132452,0.0182929
0.0738866,0.0132582,0.0183104
0.074743,0.0132702,0.0183264
0.0756094,0.013281,0.0183408
0.0764858,0.0132909,0.0183536
0.0773723,0.0132996,0.0183648
0.0782692,0.0133072,0.0183744
0.0791764,0.0133137,0.0183823
0.0800941,0.0133191,0.0183885
0.0810225,0.0133234,0.0183931
0.0819616,0.0133265,0.0183959
0.0829117,0.0133284,0.018397
0.0838727,0.0133291,0.0183963
0.0848449,0.0133287,0.0183938
0.0858283,0.013327,0.0183895
0.0868232,0.0133241,0.0183833
0.0878296,0.01332,0.0183753
0.0888476,0.0133146,0.0183654
0.0898774,0.013308,0.0183537
0.0909192,0.0133,0.01834
0.0919731,0.0132908,0.0183243
0.0930391,0.0132803,0.0183067
0.0941176,0.0132685,0.0182871
0.0952085,0.0132553,0.0182655
0.0963121,0.0132408,0.0182418
