r2,N_ipsat
0.1973,0.0131291
0.199081,0.0132554
0.20087,0.0133824
0.202667,0.01351
0.204472,0.0136382
0.206285,0.0137669
0.208106,0.0138963
0.209935,0.0140264
0.211772,0.014157
0.213618,0.0142882
0.215471,0.01442
0.217332,0.0145525
0.219201,0.0146855
0.221078,0.0148192
0.222963,0.0149534
0.224856,0.0150883
0.226757,0.0152238
0.228666,0.0153598
0.230584,0.0154965
0.232509,0.0156338
0.234442,0.0157717
0.236383,0.0159102
0.238332,0.0160493
0.240289,0.016189
0.242254,0.0163293
0.244228,0.0164702
0.246209,0.0166117
0.248198,0.0167538
0.250195,0.0168965
0.2522,0.0170399
0.254213,0.0171838
0.256235,0.0173283
0.258264,0.0174734
0.260301,0.0176191
0.262346,0.0177654
0.264399,0.0179123
0.26646,0.0180598
0.26853,0.0182079
0.270607,0.0183566
0.272692,0.0185059
0.274785,0.0186558
0.276886,0.0188063
0.278996,0.0189574
0.281113,0.0191091
0.283238,0.0192613
0.285371,0.0194142
0.287512,0.0195676
0.289662,0.0197217
0.291819,0.0198763
0.293984,0.0200316
0.296157,0.0201874
0.298339,0.0203438
0.300528,0.0205008
0.302725,0.0206584
0.30493,0.0208166
0.307143,0.0209753
0.309365,0.0211347
0.311594,0.0212946
0.313831,0.0214552
0.316076,0.0216163
0.31833,0.021778
0.320591,0.0219403
0.32286,0.0221032
0.325138,0.0222666
0.327423,0.0224307
0.329716,0.0225953
0.332017,0.0227605
0.334327,0.0229263
0.336644,0.0230927
0.338969,0.0232596
0.341302,0.0234272
0.343644,0.0235953
0.345993,0.023764
0.34835,0.0239333
0.350716,0.0241031
0.353089,0.0242736
0.35547,0.0244446
0.35786,0.0246162
0.360257,0.0247883
0.362662,0.0249611
0.365076,0.0251344
0.367497,0.0253083
0.369926,0.0254828
0.372363,0.0256578
0.374809,0.0258334
0.377262,0.0260096
0.379723,0.0261864
0.382193,0.0263637
0.38467,0.0265416
0.387155,0.0267201
0.389649,0.0268991
0.39215,0.0270787
0.39466,0.0272589
0.397177,0.0274397
0.399702,0.027621
0.402236,0.0278029
0.404777,0.0279853
0.407326,0.0281683
0.409884,0.0283519
0.412449,0.0285361
0.415022,0.0287208
0.417604,0.0289061
0.420193,0.0290919
0.422791,0.0292783
0.425396,0.0294653
0.428009,0.0296528
0.430631,0.0298409
0.43326,0.0300295
0.435898,0.0302187
0.438543,0.0304085
0.441196,0.0305988
0.443858,0.0307897
0.446527,0.0309811
0.449205,0.0311731
0.45189,0.0313657
0.454584,0.0315588
0.457285,0.0317524
0.459994,0.0319466
0.462712,0.0321414
0.465437,0.0323367
0.468171,0.0325326
0.470912,0.032729
0.473662,0.032926
0.476419,0.0331235
0.479184,0.0333216
0.481958,0.0335202
0.484739,0.0337194
0.487529,0.0339191
0.490326,0.0341194
0.493132,0.0343202
0.495945,0.0345216
0.498767,0.0347235
0.501596,0.0349259
0.504434,0.0351289
0.507279,0.0353325
0.510133,0.0355366
0.512994,0.0357412
0.515864,0.0359464
0.518741,0.0361521
0.521627,0.0363583
0.52452,0.0365651
0.527422,0.0367724
0.530331,0.0369803
0.533249,0.0371887
0.536174,0.0373977
0.539108,0.0376072
0.542049,0.0378172
0.544999,0.0380277
0.547956,0.0382388
0.550922,0.0384504
0.553895,0.0386626
0.556877,0.0388753
0.559866,0.0390885
0.562864,0.0393023
0.565869,0.0395166
0.568883,0.0397314
0.571904,0.0399467
0.574934,0.0401626
0.577972,0.040379
0.581017,0.040596
0.584071,0.0408134
0.587132,0.0410314
0.590202,0.0412499
0.593279,0.041469
0.596365,0.0416886
0.599459,0.0419086
0.60256,0.0421293
0.60567,0.0423504
0.608787,0.0425721
0.611913,0.0427943
0.615046,0.043017
0.618188,0.0432402
0.621338,0.0434639
0.624495,0.0436882
0.627661,0.043913
0.630834,0.0441383
0.634016,0.0443641
0.637206,0.0445904
0.640403,0.0448173
0.643609,0.0450447
0.646823,0.0452726
0.650044,0.045501
0.653274,0.0457299
0.656511,0.0459593
0.659757,0.0461892
0.663011,0.0464197
0.666272,0.0466506
0.669542,0.0468821
0.67282,0.0471141
0.676105,0.0473466
0.679399,0.0475796
0.682701,0.0478131
0.68601,0.0480471
0.689328,0.0482816
0.692654,0.0485167
0.695987,0.0487522
0.699329,0.0489882
0.702679,0.0492248
0.706036,0.0494618
0.709402,0.0496994
0.712776,0.0499374
0.716157,0.050176
0.719547,0.050415
0.722945,0.0506546
0.72635,0.0508947
0.729764,0.0511352
0.733186,0.0513763
0.736615,0.0516178
0.740053,0.0518599
0.743499,0.0521024
0.746953,0.0523454
0.750414,0.052589
0.753884,0.052833
0.757362,0.0530775
0.760847,0.0533225
0.764341,0.0535681
0.767843,0.0538141
0.771353,0.0540605
0.77487,0.0543075
0.778396,0.054555
0.78193,0.054803
0.785472,0.0550514
0.789021,0.0553004
0.792579,0.0555498
0.796145,0.0557997
0.799719,0.0560501
0.8033,0.056301
0.80689,0.0565524
0.810488,0.0568042
0.814094,0.0570566
0.817707,0.0573094
0.821329,0.0575627
0.824959,0.0578165
0.828597,0.0580708
0.832243,0.0583255
0.835896,0.0585808
0.839558,0.0588365
0.843228,0.0590927
0.846906,0.0593493
0.850592,0.0596065
0.854285,0.0598641
0.857987,0.0601222
0.861697,0.0603808
0.865415,0.0606398
0.869141,0.0608993
0.872874,0.0611593
0.876616,0.0614198
0.880366,0.0616807
0.884124,0.0619422
0.88789,0.062204
0.891664,0.0624664
0.895445,0.0627292
0.899235,0.0629925
0.903033,0.0632563
0.906839,0.0635205
0.910653,0.0637852
0.914475,0.0640504
0.918304,0.064316
0.922142,0.0645821
0.925988,0.0648487
0.929842,0.0651157
0.933704,0.0653832
0.937574,0.0656512
0.941452,0.0659196
0.945338,0.0661885
0.949231,0.0664578
0.953133,0.0667276
0.957043,0.0669979
0.960961,0.0672686
0.964887,0.0675398
0.968821,0.0678114
0.972763,0.0680835
0.976713,0.068356
0.980671,0.0686291
0.984637,0.0689025
0.98861,0.0691764
0.992592,0.0694508
0.996582,0.0697256
1.00058,0.0700009
1.00459,0.0702766
1.0086,0.0705528
1.01262,0.0708295
1.01665,0.0711065
1.02069,0.0713841
1.02474,0.0716621
1.02879,0.0719405
1.03285,0.0722194
1.03692,0.0724987
1.041,0.0727785
1.04509,0.0730587
1.04918,0.0733394
1.05328,0.0736205
1.05739,0.073902
1.06151,0.074184
1.06564,0.0744665
1.06977,0.0747494
1.07391,0.0750327
1.07806,0.0753164
1.08222,0.0756007
1.08639,0.0758853
1.09056,0.0761704
1.09474,0.0764559
1.09893,0.0767419
1.10313,0.0770283
1.10734,0.0773151
1.11155,0.0776024
1.11577,0.0778901
1.12,0.0781783
1.12424,0.0784668
1.12849,0.0787559
1.13274,0.0790453
1.137,0.0793352
1.14127,0.0796255
1.14555,0.0799163
1.14984,0.0802074
1.15413,0.080499
1.15843,0.0807911
1.16274,0.0810835
1.16706,0.0813764
1.17139,0.0816697
1.17572,0.0819635
1.18006,0.0822577
1.18441,0.0825523
1.18877,0.0828473
1.19314,0.0831427
1.19751,0.0834386
1.20189,0.0837349
1.20628,0.0840316
1.21068,0.0843288
1.21509,0.0846264
1.2195,0.0849243
1.22392,0.0852227
1.22835,0.0855216
1.23279,0.0858208
1.23724,0.0861205
1.24169,0.0864206
1.24615,0.0867211
1.25062,0.087022
1.2551,0.0873233
1.25959,0.0876251
1.26408,0.0879272
1.26858,0.0882298
1.27309,0.0885328
1.27761,0.0888362
1.28214,0.08914
1.28667,0.0894443
1.29121,0.0897489
1.29576,0.090054
1.30032,0.0903594
1.30489,0.0906653
1.30946,0.0909716
1.31404,0.0912783
1.31863,0.0915854
1.32323,0.0918929
1.32784,0.0922008
1.33245,0.0925091
1.33708,0.0928178
1.34171,0.0931269
1.34634,0.0934365
1.35099,0.0937464
1.35564,0.0940567
1.36031,0.0943675
1.36498,0.0946786
1.36965,0.0949902
1.37434,0.0953021
1.37903,0.0956145
1.38374,0.0959272
1.38845,0.0962403
1.39317,0.0965539
1.39789,0.0968678
1.40263,0.0971822
1.40737,0.0974969
1.41212,0.097812
1.41688,0.0981275
1.42164,0.0984435
1.42642,0.0987598
1.4312,0.0990765
1.43599,0.0993936
1.44079,0.0997111
1.44559,0.100029
1.45041,0.100347
1.45523,0.100666
1.46006,0.100985
1.4649,0.101304
1.46974,0.101624
1.4746,0.101944
1.47946,0.102265
1.48433,0.102586
1.48921,0.102907
1.4941,0.103229
1.49899,0.103551
1.50389,0.103874
1.5088,0.104197
1.51372,0.10452
1.51865,0.104844
1.52358,0.105168
1.52852,0.105492
1.53347,0.105817
1.53843,0.106142
1.5434,0.106468
1.54837,0.106794
1.55336,0.10712
1.55835,0.107447
1.56334,0.107774
1.56835,0.108102
1.57336,0.108429
1.57839,0.108758
1.58342,0.109086
1.58846,0.109415
1.5935,0.109745
1.59856,0.110074
1.60362,0.110405
1.60869,0.110735
1.61377,0.111066
1.61885,0.111397
1.62395,0.111729
1.62905,0.112061
1.63416,0.112393
1.63928,0.112726
1.64441,0.113059
1.64954,0.113392
1.65468,0.113726
1.65983,0.11406
1.66499,0.114395
1.67016,0.11473
1.67533,0.115065
1.68051,0.1154
1.6857,0.115736
1.6909,0.116073
1.69611,0.11641
1.70132,0.116747
1.70655,0.117084
1.71178,0.117422
1.71701,0.11776
1.72226,0.118099
1.72752,0.118437
1.73278,0.118777
1.73805,0.119116
1.74333,0.119456
1.74861,0.119797
1.75391,0.120137
1.75921,0.120478
1.76452,0.12082
1.76984,0.121161
1.77516,0.121503
1.7805,0.121846
1.78584,0.122189
1.79119,0.122532
1.79655,0.122875
1.80192,0.123219
1.80729,0.123563
1.81267,0.123908
1.81806,0.124253
1.82346,0.124598
1.82887,0.124944
1.83428,0.12529
1.83971,0.125636
1.84514,0.125983
1.85058,0.12633
1.85602,0.126677
1.86148,0.127025
1.86694,0.127373
1.87241,0.127721
1.87789,0.12807
1.88337,0.128419
1.88887,0.128768
1.89437,0.129118
1.89988,0.129468
1.9054,0.129818
1.91093,0.130169
1.91646,0.13052
1.922,0.130871
1.92755,0.131223
1.93311,0.131575
1.93868,0.131928
1.94425,0.132281
1.94984,0.132634
1.95543,0.132987
1.96103,0.133341
1.96663,0.133695
1.97225,0.134049
1.97787,0.134404
1.9835,0.134759
1.98914,0.135115
1.99478,0.13547
2.00044,0.135827
2.0061,0.136183
2.01177,0.13654
2.01745,0.136897
2.02314,0.137254
2.02883,0.137612
2.03453,0.13797
2.04024,0.138328
2.04596,0.138687
2.05169,0.139046
2.05742,0.139406
2.06317,0.139765
2.06892,0.140125
2.07468,0.140486
2.08044,0.140846
2.08622,0.141207
2.092,0.141569
2.09779,0.14193
2.10359,0.142292
2.1094,0.142654
2.11521,0.143017
2.12103,0.14338
2.12686,0.143743
2.1327,0.144107
2.13855,0.14447
2.1444,0.144835
2.15027,0.145199
2.15614,0.145564
2.16202,0.145929
2.1679,0.146294
2.1738,0.14666
2.1797,0.147026
2.18561,0.147393
2.19153,0.147759
2.19746,0.148126
2.20339,0.148494
2.20933,0.148861
2.21528,0.149229
2.22124,0.149597
2.22721,0.149966
2.23318,0.150335
2.23917,0.150704
2.24516,0.151073
2.25116,0.151443
2.25716,0.151813
2.26318,0.152183
2.2692,0.152554
2.27523,0.152925
2.28127,0.153296
2.28732,0.153668
2.29337,0.15404
2.29943,0.154412
2.3055,0.154784
2.31158,0.155157
2.31767,0.15553
2.32376,0.155904
2.32987,0.156277
2.33598,0.156651
2.3421,0.157026
2.34822,0.1574
2.35436,0.157775
2.3605,0.15815
2.36665,0.158526
2.37281,0.158902
2.37898,0.159278
2.38515,0.159655
2.39133,0.160032
2.39752,0.160409
2.40372,0.160787
2.40993,0.161164
2.41614,0.161543
2.42237,0.161921
2.4286,0.1623
2.43484,0.162679
2.44108,0.163058
2.44734,0.163438
2.4536,0.163817
2.45987,0.164198
2.46615,0.164578
2.47244,0.164959
2.47873,0.16534
2.48504,0.165721
2.49135,0.166103
2.49766,0.166484
2.50399,0.166866
2.51033,0.167249
2.51667,0.167631
2.52302,0.168014
2.52938,0.168398
2.53575,0.168781
2.54212,0.169165
2.5485,0.169549
2.55489,0.169933
2.56129,0.170318
2.5677,0.170702
2.57411,0.171087
2.58054,0.171473
2.58697,0.171858
2.59341,0.172244
2.59985,0.17263
2.60631,0.173017
2.61277,0.173404
2.61924,0.17379
2.62572,0.174178
2.63221,0.174565
2.6387,0.174953
2.64521,0.175341
2.65172,0.175729
2.65824,0.176118
2.66476,0.176506
2.6713,0.176895
2.67784,0.177285
2.68439,0.177674
2.69095,0.178064
2.69752,0.178454
2.70409,0.178844
2.71068,0.179235
2.71727,0.179625
2.72386,0.180016
2.73047,0.180408
2.73709,0.180799
2.74371,0.181191
2.75034,0.181583
2.75698,0.181975
2.76363,0.182368
2.77028,0.18276
2.77694,0.183153
2.78362,0.183546
2.79029,0.18394
2.79698,0.184334
2.80368,0.184727
2.81038,0.185122
2.81709,0.185516
2.82381,0.185911
2.83054,0.186306
2.83727,0.186701
2.84401,0.187096
2.85076,0.187492
2.85752,0.187887
2.86429,0.188283
2.87107,0.18868
2.87785,0.189076
2.88464,0.189473
2.89144,0.18987
2.89825,0.190267
2.90506,0.190665
2.91188,0.191062
2.91871,0.19146
2.92555,0.191858
2.9324,0.192257
2.93926,0.192655
2.94612,0.193053
2.95299,0.193452
2.95987,0.19385
2.96676,0.194249
2.97365,0.194648
2.98055,0.195048
2.98746,0.195447
2.99438,0.195847
3.00131,0.196247
3.00825,0.196647
3.01519,0.197048
3.02214,0.197449
3.0291,0.197849
3.03607,0.198251
3.04304,0.198652
3.05002,0.199053
3.05702,0.199455
3.06401,0.199857
3.07102,0.200259
3.07804,0.200662
3.08506,0.201064
3.09209,0.201467
3.09913,0.20187
3.10618,0.202273
3.11323,0.202677
3.12029,0.203081
3.12737,0.203484
3.13444,0.203889
3.14153,0.204295
3.14863,0.204702
3.15573,0.20511
3.16284,0.205517
3.16996,0.205925
3.17709,0.206333
3.18422,0.206742
3.19137,0.20715
3.19852,0.207559
3.20568,0.207968
3.21284,0.208377
3.22002,0.208787
3.2272,0.209196
3.23439,0.209606
3.24159,0.210016
3.2488,0.210426
3.25601,0.210837
3.26324,0.211247
3.27047,0.211658
3.27771,0.212069
3.28495,0.21248
3.29221,0.212892
3.29947,0.213303
3.30674,0.213715
3.31402,0.214127
3.32131,0.21454
3.32861,0.214952
3.33591,0.215365
3.34322,0.215778
3.35054,0.216191
3.35787,0.216604
3.3652,0.217018
3.37254,0.217431
3.3799,0.217845
3.38725,0.218259
3.39462,0.218674
3.402,0.219088
3.40938,0.219503
3.41677,0.219918
3.42417,0.220333
3.43158,0.220748
3.43899,0.221163
3.44642,0.221579
3.45385,0.221995
3.46129,0.222411
3.46873,0.222827
3.47619,0.223244
3.48365,0.22366
3.49112,0.224077
3.4986,0.224494
3.50609,0.224911
3.51359,0.225329
3.52109,0.225747
3.5286,0.226164
3.53612,0.226582
3.54365,0.227001
3.55118,0.227419
3.55873,0.227837
3.56628,0.228256
3.57384,0.228675
3.5814,0.229094
3.58898,0.229514
3.59656,0.229933
3.60415,0.230353
3.61175,0.230773
3.61936,0.231193
3.62697,0.231613
3.6346,0.232033
3.64223,0.232454
3.64987,0.232875
3.65752,0.233296
3.66517,0.233717
3.67283,0.234138
3.68051,0.23456
3.68819,0.234982
3.69587,0.235403
3.70357,0.235825
3.71127,0.236248
3.71898,0.23667
3.7267,0.237093
3.73443,0.237516
3.74216,0.237939
3.74991,0.238362
3.75766,0.238785
3.76542,0.239209
3.77319,0.239632
3.78096,0.240056
3.78874,0.24048
3.79654,0.240905
3.80434,0.241329
3.81214,0.241754
3.81996,0.242178
3.82778,0.242603
3.83561,0.243029
3.84345,0.243454
3.8513,0.243879
3.85916,0.244305
3.86702,0.244731
3.87489,0.245157
3.88277,0.245583
3.89066,0.246009
3.89855,0.246436
3.90646,0.246862
3.91437,0.247289
3.92229,0.247716
3.93021,0.248143
3.93815,0.248571
3.94609,0.248998
3.95404,0.249426
3.962,0.249854
3.96997,0.250282
3.97795,0.25071
3.98593,0.251138
3.99392,0.251567
4.00192,0.251995
4.00993,0.252424
4.01794,0.252853
4.02597,0.253282
4.034,0.253712
4.04204,0.254141
4.05009,0.254571
4.05814,0.255
4.0662,0.25543
4.07428,0.25586
4.08236,0.256291
4.09044,0.256721
4.09854,0.257151
4.10664,0.257582
4.11475,0.258013
4.12287,0.258444
4.131,0.258875
4.13914,0.259306
4.14728,0.259738
4.15543,0.260169
4.16359,0.260601
4.17176,0.261033
4.17993,0.261465
4.18812,0.261897
4.19631,0.26233
4.20451,0.262762
4.21272,0.263195
4.22093,0.263628
4.22915,0.264061
4.23739,0.264494
4.24563,0.264927
4.25387,0.26536
4.26213,0.265794
4.27039,0.266228
4.27866,0.266661
4.28694,0.267095
4.29523,0.26753
4.30353,0.267964
4.31183,0.268398
4.32014,0.268833
4.32846,0.269267
4.33679,0.269702
4.34512,0.270137
4.35347,0.270572
4.36182,0.271008
4.37018,0.271443
4.37855,0.271878
4.38692,0.272314
4.39531,0.27275
4.4037,0.273186
4.4121,0.273622
4.4205,0.274058
4.42892,0.274494
4.43734,0.274931
4.44577,0.275367
4.45421,0.275804
4.46266,0.276241
4.47112,0.276678
4.47958,0.277115
4.48805,0.277552
4.49653,0.27799
4.50502,0.278427
4.51352,0.278865
4.52202,0.279303
4.53053,0.279741
4.53905,0.280179
4.54758,0.280617
4.55611,0.281055
4.56466,0.281493
4.57321,0.281932
4.58177,0.282371
4.59034,0.282809
4.59891,0.283248
4.6075,0.283687
4.61609,0.284127
4.62469,0.284566
4.63329,0.285005
4.64191,0.285445
4.65053,0.285884
4.65917,0.286324
4.66781,0.286764
4.67645,0.287204
4.68511,0.287644
4.69377,0.288084
4.70244,0.288525
4.71112,0.288965
4.71981,0.289406
4.72851,0.289847
4.73721,0.290287
4.74592,0.290728
4.75464,0.291169
4.76337,0.291611
4.77211,0.292052
4.78085,0.292493
4.7896,0.292935
4.79836,0.293376
4.80713,0.293818
4.8159,0.29426
4.82469,0.294702
4.83348,0.295144
4.84228,0.295586
4.85109,0.296029
4.8599,0.296471
4.86873,0.296913
4.87756,0.297356
4.8864,0.297799
4.89525,0.298242
4.9041,0.298685
4.91297,0.299128
4.92184,0.299571
4.93072,0.300014
4.93961,0.300457
4.9485,0.300901
4.9574,0.301344
4.96632,0.301788
4.97524,0.302232
4.98416,0.302676
4.9931,0.30312
5.00204,0.303564
5.011,0.304008
5.01996,0.304452
5.02892,0.304896
5.0379,0.305341
5.04688,0.305785
5.05587,0.30623
5.06487,0.306675
5.07388,0.30712
5.0829,0.307565
5.09192,0.30801
5.10095,0.308456
5.10999,0.308901
5.11904,0.309346
5.1281,0.309792
5.13716,0.310237
5.14623,0.310683
5.15531,0.311129
5.1644,0.311575
5.1735,0.312021
5.1826,0.312467
5.19171,0.312913
5.20083,0.313359
5.20996,0.313806
5.2191,0.314252
5.22824,0.314699
5.23739,0.315145
5.24655,0.315592
5.25572,0.316039
5.2649,0.316485
5.27408,0.316932
5.28327,0.317379
5.29247,0.317826
5.30168,0.318274
5.31089,0.318721
5.32012,0.319168
5.32935,0.319616
5.33859,0.320063
5.34784,0.320511
5.35709,0.320959
5.36636,0.321406
5.37563,0.321854
5.38491,0.322302
5.3942,0.32275
5.40349,0.323198
5.4128,0.323646
5.42211,0.324094
5.43143,0.324543
5.44076,0.324991
5.45009,0.325439
5.45944,0.325888
5.46879,0.326337
5.47815,0.326785
5.48752,0.327234
5.49689,0.327683
5.50628,0.328132
5.51567,0.328581
5.52507,0.32903
5.53448,0.329479
5.54389,0.329928
5.55332,0.330377
5.56275,0.330826
5.57219,0.331276
5.58164,0.331725
5.59109,0.332175
5.60056,0.332624
5.61003,0.333074
5.61951,0.333523
5.629,0.333973
5.63849,0.334423
5.648,0.334873
5.65751,0.335323
5.66703,0.335773
5.67656,0.336223
5.68609,0.336673
5.69564,0.337123
5.70519,0.337573
5.71475,0.338024
5.72432,0.338474
5.73389,0.338924
5.74348,0.339375
5.75307,0.339825
5.76267,0.340276
5.77228,0.340727
5.78189,0.341177
5.79152,0.341628
5.80115,0.342079
5.81079,0.34253
5.82044,0.342981
5.83009,0.343432
5.83976,0.343883
5.84943,0.344334
5.85911,0.344785
5.8688,0.345236
5.87849,0.345687
5.8882,0.346139
5.89791,0.34659
5.90763,0.347041
5.91736,0.347493
5.92709,0.347944
5.93684,0.348396
5.94659,0.348847
5.95635,0.349299
5.96612,0.349751
5.9759,0.350202
5.98568,0.350654
5.99547,0.351106
6.00527,0.351558
6.01508,0.35201
6.0249,0.352461
6.03472,0.352913
6.04455,0.353365
6.05439,0.353817
6.06424,0.35427
6.0741,0.354722
6.08396,0.355174
6.09383,0.355626
6.10371,0.356078
6.1136,0.356531
6.1235,0.356983
6.1334,0.357435
6.14331,0.357888
6.15323,0.35834
6.16316,0.358793
6.1731,0.359245
6.18304,0.359698
6.19299,0.36015
6.20295,0.360603
6.21292,0.361055
6.2229,0.361508
6.23288,0.361961
6.24288,0.362413
6.25288,0.362866
6.26288,0.363319
6.2729,0.363772
6.28292,0.364225
6.29296,0.364678
6.303,0.36513
6.31305,0.365583
6.3231,0.366036
6.33317,0.366489
6.34324,0.366942
6.35332,0.367395
6.36341,0.367848
6.3735,0.368302
6.38361,0.368755
6.39372,0.369208
6.40384,0.369661
6.41397,0.370114
6.4241,0.370567
6.43425,0.371021
6.4444,0.371474
6.45456,0.371927
6.46473,0.37238
6.4749,0.372834
6.48509,0.373287
6.49528,0.37374
6.50548,0.374194
6.51569,0.374647
6.52591,0.3751
6.53613,0.375554
6.54636,0.376007
6.5566,0.376461
6.56685,0.376914
6.57711,0.377368
6.58737,0.377821
6.59764,0.378275
6.60792,0.378728
6.61821,0.379182
6.62851,0.379635
6.63881,0.380089
6.64913,0.380542
6.65945,0.380996
6.66977,0.381449
6.68011,0.381903
6.69046,0.382357
6.70081,0.38281
6.71117,0.383264
6.72154,0.383718
6.73191,0.384171
6.7423,0.384625
6.75269,0.385078
6.76309,0.385532
6.7735,0.385986
6.78391,0.386439
6.79434,0.386893
6.80477,0.387347
6.81521,0.3878
6.82566,0.388254
6.83612,0.388708
6.84658,0.389161
6.85705,0.389615
6.86753,0.390069
6.87802,0.390522
6.88852,0.390976
6.89902,0.39143
6.90953,0.391884
6.92006,0.392337
6.93058,0.392791
6.94112,0.393245
6.95166,0.393698
6.96222,0.394152
6.97278,0.394606
6.98335,0.395059
