t,dsigma_dt_GLC,dsigma_dt_BG
0.241611,85.6326,100.157
0.134228,135.296,157.089
0.0805369,169.87,196.57
0.214765,96.0351,112.109
0.161074,120.712,140.402
0.0268456,213.13,245.849
0,238.671,274.893
0.187919,107.679,125.47
0.107383,151.614,175.736
0.0536913,190.291,219.847
0.402685,42.8437,50.7525
0.268456,76.341,89.4654
0.348993,54.0182,63.7028
0.483221,30.2047,36.0418
0.295302,68.0429,79.9025
0.42953,38.1415,45.2887
0.375839,48.1135,56.8652
0.322148,60.6333,71.3502
0.510067,26.868,32.1429
0.456376,33.9465,40.4055
0.536913,23.8929,28.6599
0.563758,21.241,25.5488
0.590604,18.8776,22.7704
0.61745,16.7718,20.2895
0.697987,11.7381,14.3334
0.751678,9.23617,11.3547
0.644295,14.896,18.0747
0.724832,10.4143,12.7591
0.778523,8.18814,10.102
0.671141,13.2255,16.0977
0.805369,7.25606,8.98495
0.832215,6.42735,7.98905
0.939597,3.93889,4.97765
0.912752,4.45504,5.60544
0.85906,5.69079,7.10134
0.885906,5.03634,6.31025
0.966443,3.48075,4.41859
1.02013,2.71374,3.47791
1.04698,2.39411,3.08376
0.993289,3.07426,3.92088
1.07383,2.11085,2.73316
1.12752,1.63779,2.14422
1.15436,1.44118,1.89791
1.20805,1.11352,1.48476
1.10067,1.85995,2.42138
1.18121,1.26727,1.67909
1.2349,0.977657,1.31224
1.28859,0.751769,1.02333
1.31544,0.658353,0.902899
1.26174,0.857672,1.15914
1.34228,0.576004,0.796159
1.36913,0.503458,0.70159
1.47651,0.290647,0.420148
1.39597,0.439592,0.617844
1.42282,0.38341,0.543717
1.44966,0.334024,0.478137
1.58389,0.164373,0.24842
1.5302,0.219201,0.323633
1.50336,0.252579,0.3689
1.55705,0.189962,0.283673
1.61074,0.142003,0.21734
1.66443,0.105427,0.165846
1.63758,0.122467,0.189956
1.71812,0.0776643,0.125987
1.69128,0.090581,0.144634
1.74497,0.0664414,0.109607
1.8255,0.0409771,0.0715836
1.79866,0.0482706,0.0826261
1.77181,0.0567047,0.0952315
1.85235,0.0346815,0.0619197
1.87919,0.0292578,0.0534713
1.98658,0.0142532,0.0291777
1.90604,0.024595,0.0460939
1.93289,0.0205955,0.0396592
1.95973,0.0171734,0.0340539
2.01342,0.0117686,0.0249417
2.12081,0.00512596,0.0129622
2.04027,0.00966141,0.0212675
2.06711,0.00788073,0.0180858
2.09396,0.00638192,0.0153354
2.14765,0.00407875,0.0109188
2.1745,0.00321056,0.00916309
2.20134,0.00249548,0.0076582
2.22819,0.00191095,0.00637162
2.38926,0.000213745,0.00185962
2.28188,0.00105783,0.00434268
2.25503,0.0014374,0.00527481
2.30872,0.000757536,0.00355321
2.33557,0.00052381,0.00288712
2.36242,0.00034569,0.00232752
2.41611,0.000119883,0.00147053
2.49664,2.45401e-06,0.000670466
2.44295,5.71749e-05,0.00114897
2.4698,1.97082e-05,0.000885126
2.57718,3.25878e-05,0.000252172
2.52349,1.15081e-06,0.000497567
2.55034,1.22023e-05,0.000359993
2.65772,0.000126598,6.23257e-05
2.60403,5.9784e-05,0.000169291
2.63087,9.16962e-05,0.000107199
2.68456,0.000163079,3.16063e-05
2.71141,0.000199999,1.24197e-05
2.79195,0.000305236,3.32806e-06
2.7651,0.000271709,3.57554e-08
2.73826,0.000236447,2.5298e-06
2.81879,0.000336617,1.10498e-05
2.84564,0.000365558,2.20626e-05
2.87248,0.000391863,3.54171e-05
2.89933,0.000415415,5.03265e-05
2.92617,0.000436163,6.61442e-05
2.95302,0.00045411,8.23433e-05
3.00671,0.000481811,0.000114277
2.97987,0.000469299,9.84997e-05
3.03356,0.000491749,0.000129411
3.0604,0.000499238,0.000143704
3.08725,0.000504415,0.000157008
3.11409,0.000507429,0.00016922
3.19463,0.000505037,0.000198789
3.14094,0.000508433,0.000180274
3.16779,0.000507584,0.000190134
3.22148,0.000500946,0.000206248
3.24832,0.000495464,0.000212535
3.27517,0.000488734,0.00021769
3.32886,0.00047209,0.000224793
3.30201,0.000480899,0.000221757
3.3557,0.000462434,0.000226857
3.38255,0.000452052,0.000228011
3.4094,0.000441053,0.000228321
3.43624,0.000429542,0.000227852
3.46309,0.000417616,0.000226669
3.48993,0.000405363,0.000224837
3.54362,0.000380195,0.000219475
3.51678,0.000392864,0.000222419
3.57047,0.000367424,0.000216064
3.59732,0.000354611,0.000212242
3.62416,0.000341812,0.000208059
3.7047,0.000303969,0.000193836
3.65101,0.000329077,0.000203567
3.73154,0.00029167,0.000188681
3.67785,0.00031645,0.000198812
3.75839,0.000279581,0.000183382
3.78523,0.000267729,0.000177975
3.81208,0.000256136,0.000172491
3.83893,0.00024482,0.000166957
3.86577,0.000233796,0.000161401
3.91946,0.000212672,0.000150309
3.89262,0.000223077,0.000155844
3.94631,0.000202589,0.000144814
3.97315,0.000192833,0.000139376
4,0.000183407,0.000134009
