r,N_ipsat
0.0560461,0.0304661
0.0564407,0.030838
0.0568353,0.0312115
0.0572298,0.0315865
0.0576244,0.031963
0.0580189,0.032341
0.0584135,0.0327206
0.058808,0.0331016
0.0592026,0.0334841
0.0595971,0.0338681
0.0599917,0.0342536
0.0603862,0.0346404
0.0607808,0.0350286
0.0611753,0.0354182
0.0615699,0.0358091
0.0619644,0.0362017
0.062359,0.0365956
0.0627535,0.0369908
0.0631481,0.0373871
0.0635426,0.0377845
0.0639372,0.0381828
0.0643317,0.0385821
0.0647263,0.038986
0.0651209,0.0393909
0.0655154,0.0397963
0.06591,0.0402025
0.0663045,0.0406097
0.0666991,0.0410179
0.0670936,0.041427
0.0674882,0.0418373
0.0678827,0.0422487
0.0682773,0.0426614
0.0686718,0.0430759
0.0690664,0.0434916
0.0694609,0.0439085
0.0698555,0.0443266
0.07025,0.0447459
0.0706446,0.0451663
0.0710391,0.0455879
0.0714337,0.0460106
0.0718282,0.0464345
0.0722228,0.0468595
0.0726173,0.0472856
0.0730119,0.0477128
0.0734064,0.0481412
0.073801,0.0485706
0.0741956,0.0490011
0.0745901,0.0494327
0.0749847,0.0498653
0.0753792,0.050299
0.0757738,0.0507338
0.0761683,0.0511696
0.0765629,0.0516064
0.0769574,0.0520443
0.077352,0.0524831
0.0777465,0.052923
0.0781411,0.0533639
0.0785356,0.0538057
0.0789302,0.0542486
0.0793247,0.0546924
0.0797193,0.0551371
0.0801138,0.0555829
0.0805084,0.0560295
0.0809029,0.0564772
0.0812975,0.0569257
0.081692,0.0573752
0.0820866,0.0578256
0.0824812,0.0582769
0.0828757,0.0587291
0.0832703,0.0591821
0.0836648,0.0596361
0.0840594,0.060091
0.0844539,0.0605467
0.0848485,0.0610033
0.085243,0.0614607
0.0856376,0.061919
0.0860321,0.0623781
0.0864267,0.0628381
0.0868212,0.0632988
0.0872158,0.0637604
0.0876103,0.0642228
0.0880049,0.064686
0.0883994,0.06515
0.088794,0.0656148
0.0891885,0.0660804
0.0895831,0.0665468
0.0899776,0.0670139
0.0903722,0.0674817
0.0907667,0.0679504
0.0911613,0.0684198
0.0915559,0.0688899
0.0919504,0.0693607
0.092345,0.0698323
0.0927395,0.0703046
0.0931341,0.0707776
0.0935286,0.0712513
0.0939232,0.0717258
0.0943177,0.0722009
0.0947123,0.0726767
0.0951068,0.0731532
0.0955014,0.0736303
0.0958959,0.0741082
0.0962905,0.0745867
0.096685,0.0750658
0.0970796,0.0755456
0.0974741,0.0760261
0.0978687,0.0765071
0.0982632,0.0769889
0.0986578,0.0774712
0.0990523,0.0779542
0.0994469,0.0784377
0.0998415,0.0789219
0.100236,0.0794067
0.100631,0.0798921
0.101025,0.0803781
0.10142,0.0808647
0.101814,0.0813518
0.102209,0.0818395
0.102603,0.0823278
0.102998,0.0828167
0.103392,0.0833061
0.103787,0.0837961
0.104182,0.0842866
0.104576,0.0847776
0.104971,0.0852692
0.105365,0.0857613
0.10576,0.086254
0.106154,0.0867472
0.106549,0.0872408
0.106943,0.087735
0.107338,0.0882297
0.107732,0.088725
0.108127,0.0892207
0.108522,0.0897168
0.108916,0.0902135
0.109311,0.0907107
0.109705,0.0912083
0.1101,0.0917064
0.110494,0.092205
0.110889,0.092704
0.111283,0.0932035
0.111678,0.0937035
0.112073,0.0942039
0.112467,0.0947047
0.112862,0.095206
0.113256,0.0957077
0.113651,0.0962098
0.114045,0.0967124
0.11444,0.0972154
0.114834,0.0977188
0.115229,0.0982226
0.115624,0.0987268
0.116018,0.0992314
0.116413,0.0997364
0.116807,0.100242
0.117202,0.100748
0.117596,0.101254
0.117991,0.10176
0.118385,0.102267
0.11878,0.102775
0.119175,0.103282
0.119569,0.10379
0.119964,0.104299
0.120358,0.104808
0.120753,0.105317
0.121147,0.105826
0.121542,0.106336
0.121936,0.106846
0.122331,0.107357
0.122725,0.107868
0.12312,0.108379
0.123515,0.10889
0.123909,0.109402
0.124304,0.109915
0.124698,0.110427
0.125093,0.11094
0.125487,0.111453
0.125882,0.111966
0.126276,0.11248
0.126671,0.112994
0.127066,0.113508
0.12746,0.114023
0.127855,0.114538
0.128249,0.115053
0.128644,0.115569
0.129038,0.116084
0.129433,0.1166
0.129827,0.117117
0.130222,0.117633
0.130617,0.11815
0.131011,0.118667
0.131406,0.119185
0.1318,0.119702
0.132195,0.12022
0.132589,0.120738
0.132984,0.121257
0.133378,0.121775
0.133773,0.122294
0.134168,0.122813
0.134562,0.123333
0.134957,0.123852
0.135351,0.124372
0.135746,0.124892
0.13614,0.125412
0.136535,0.125933
0.136929,0.126454
0.137324,0.126974
0.137718,0.127496
0.138113,0.128017
0.138508,0.128539
0.138902,0.12906
0.139297,0.129582
0.139691,0.130105
0.140086,0.130627
0.14048,0.13115
0.140875,0.131672
0.141269,0.132195
0.141664,0.132718
0.142059,0.133242
0.142453,0.133765
0.142848,0.134289
0.143242,0.134813
0.143637,0.135337
0.144031,0.135861
0.144426,0.136386
0.14482,0.13691
0.145215,0.137435
0.14561,0.13796
0.146004,0.138485
0.146399,0.139011
0.146793,0.139536
0.147188,0.140062
0.147582,0.140587
0.147977,0.141113
0.148371,0.141639
0.148766,0.142165
0.14916,0.142692
0.149555,0.143218
0.14995,0.143745
0.150344,0.144272
0.150739,0.144799
0.151133,0.145326
0.151528,0.145853
0.151922,0.14638
0.152317,0.146908
0.152711,0.147435
0.153106,0.147963
0.153501,0.148491
0.153895,0.149019
0.15429,0.149547
0.154684,0.150075
0.155079,0.150603
0.155473,0.151132
0.155868,0.15166
0.156262,0.152189
0.156657,0.152718
0.157052,0.153247
0.157446,0.153776
0.157841,0.154305
0.158235,0.154834
0.15863,0.155364
0.159024,0.155893
0.159419,0.156422
0.159813,0.156952
0.160208,0.157482
0.160603,0.158012
0.160997,0.158542
0.161392,0.159072
0.161786,0.159602
0.162181,0.160132
0.162575,0.160662
0.16297,0.161193
0.163364,0.161723
0.163759,0.162254
0.164153,0.162784
0.164548,0.163315
0.164943,0.163846
0.165337,0.164377
0.165732,0.164908
0.166126,0.165439
0.166521,0.16597
0.166915,0.166501
0.16731,0.167032
0.167704,0.167564
0.168099,0.168095
0.168494,0.168627
0.168888,0.169158
0.169283,0.16969
0.169677,0.170221
0.170072,0.170753
0.170466,0.171285
0.170861,0.171817
0.171255,0.172349
0.17165,0.172881
0.172045,0.173413
0.172439,0.173945
0.172834,0.174477
0.173228,0.175009
0.173623,0.175541
0.174017,0.176074
0.174412,0.176606
0.174806,0.177139
0.175201,0.177671
0.175595,0.178204
0.17599,0.178736
0.176385,0.179269
0.176779,0.179801
0.177174,0.180334
0.177568,0.180867
0.177963,0.1814
0.178357,0.181933
0.178752,0.182465
0.179146,0.182998
0.179541,0.183531
0.179936,0.184064
0.18033,0.184597
0.180725,0.185131
0.181119,0.185664
0.181514,0.186197
0.181908,0.18673
0.182303,0.187263
0.182697,0.187796
0.183092,0.18833
0.183487,0.188863
0.183881,0.189396
0.184276,0.18993
0.18467,0.190463
0.185065,0.190997
0.185459,0.19153
0.185854,0.192064
0.186248,0.192597
0.186643,0.193131
0.187038,0.193664
0.187432,0.194198
0.187827,0.194731
0.188221,0.195265
0.188616,0.195799
0.18901,0.196332
0.189405,0.196866
0.189799,0.1974
0.190194,0.197934
0.190588,0.198467
0.190983,0.199001
0.191378,0.199535
0.191772,0.200069
0.192167,0.200603
0.192561,0.201136
0.192956,0.20167
0.19335,0.202204
0.193745,0.202738
0.194139,0.203272
0.194534,0.203806
0.194929,0.20434
0.195323,0.204874
0.195718,0.205408
0.196112,0.205942
0.196507,0.206476
0.196901,0.20701
0.197296,0.207544
0.19769,0.208078
0.198085,0.208612
0.19848,0.209146
0.198874,0.20968
0.199269,0.210214
0.199663,0.210748
0.200058,0.211282
0.200452,0.211816
0.200847,0.21235
0.201241,0.212884
0.201636,0.213418
0.20203,0.213952
0.202425,0.214486
0.20282,0.21502
0.203214,0.215554
0.203609,0.216088
0.204003,0.216622
0.204398,0.217156
0.204792,0.21769
0.205187,0.218224
0.205581,0.218758
0.205976,0.219293
0.206371,0.219827
0.206765,0.220361
0.20716,0.220895
0.207554,0.221429
0.207949,0.221963
0.208343,0.222497
0.208738,0.223031
0.209132,0.223565
0.209527,0.224099
0.209922,0.224633
0.210316,0.225167
0.210711,0.225701
0.211105,0.226235
0.2115,0.226769
0.211894,0.227303
0.212289,0.227837
0.212683,0.228371
0.213078,0.228905
0.213473,0.229439
0.213867,0.229973
0.214262,0.230507
0.214656,0.231041
0.215051,0.231575
0.215445,0.232109
0.21584,0.232643
0.216234,0.233176
0.216629,0.23371
0.217023,0.234244
0.217418,0.234778
0.217813,0.235312
0.218207,0.235846
0.218602,0.23638
0.218996,0.236913
0.219391,0.237447
0.219785,0.237981
0.22018,0.238515
0.220574,0.239049
0.220969,0.239582
0.221364,0.240116
0.221758,0.24065
0.222153,0.241184
0.222547,0.241717
0.222942,0.242251
0.223336,0.242785
0.223731,0.243318
0.224125,0.243852
0.22452,0.244386
0.224915,0.244919
0.225309,0.245453
0.225704,0.245986
0.226098,0.24652
0.226493,0.247053
0.226887,0.247587
0.227282,0.24812
0.227676,0.248654
0.228071,0.249187
0.228465,0.249721
0.22886,0.250254
0.229255,0.250788
0.229649,0.251321
0.230044,0.251855
0.230438,0.252388
0.230833,0.252921
0.231227,0.253455
0.231622,0.253988
0.232016,0.254521
0.232411,0.255055
0.232806,0.255588
0.2332,0.256121
0.233595,0.256654
0.233989,0.257187
0.234384,0.257721
0.234778,0.258254
0.235173,0.258787
0.235567,0.25932
0.235962,0.259853
0.236357,0.260386
0.236751,0.260919
0.237146,0.261452
0.23754,0.261985
0.237935,0.262518
0.238329,0.263051
0.238724,0.263584
0.239118,0.264117
0.239513,0.26465
0.239908,0.265183
0.240302,0.265716
0.240697,0.266249
0.241091,0.266781
0.241486,0.267314
0.24188,0.267847
0.242275,0.26838
0.242669,0.268912
0.243064,0.269445
0.243458,0.269978
0.243853,0.27051
0.244248,0.271043
0.244642,0.271576
0.245037,0.272108
0.245431,0.272641
0.245826,0.273173
0.24622,0.273706
0.246615,0.274238
0.247009,0.274771
0.247404,0.275303
0.247799,0.275836
0.248193,0.276368
0.248588,0.2769
0.248982,0.277433
0.249377,0.277965
0.249771,0.278497
0.250166,0.27903
0.25056,0.279562
0.250955,0.280094
0.25135,0.280626
0.251744,0.281158
0.252139,0.28169
0.252533,0.282222
0.252928,0.282755
0.253322,0.283287
0.253717,0.283819
0.254111,0.284351
0.254506,0.284882
0.2549,0.285414
0.255295,0.285946
0.25569,0.286478
0.256084,0.28701
0.256479,0.287542
0.256873,0.288074
0.257268,0.288605
0.257662,0.289137
0.258057,0.289669
0.258451,0.2902
0.258846,0.290732
0.259241,0.291264
0.259635,0.291795
0.26003,0.292327
0.260424,0.292858
0.260819,0.29339
0.261213,0.293921
0.261608,0.294453
0.262002,0.294984
0.262397,0.295516
0.262792,0.296047
0.263186,0.296578
0.263581,0.29711
0.263975,0.297641
0.26437,0.298172
0.264764,0.298703
0.265159,0.299234
0.265553,0.299766
0.265948,0.300297
0.266343,0.300828
0.266737,0.301359
0.267132,0.30189
0.267526,0.302421
0.267921,0.302952
0.268315,0.303483
0.26871,0.304013
0.269104,0.304544
0.269499,0.305075
0.269893,0.305606
0.270288,0.306137
0.270683,0.306667
0.271077,0.307198
0.271472,0.307729
0.271866,0.308259
0.272261,0.30879
0.272655,0.309321
0.27305,0.309851
0.273444,0.310382
0.273839,0.310912
0.274234,0.311442
0.274628,0.311973
0.275023,0.312503
0.275417,0.313033
0.275812,0.313564
0.276206,0.314094
0.276601,0.314624
0.276995,0.315154
0.27739,0.315685
0.277785,0.316215
0.278179,0.316745
0.278574,0.317275
0.278968,0.317805
0.279363,0.318335
0.279757,0.318865
0.280152,0.319395
0.280546,0.319924
0.280941,0.320454
0.281336,0.320984
0.28173,0.321514
0.282125,0.322044
0.282519,0.322573
0.282914,0.323103
0.283308,0.323632
0.283703,0.324162
0.284097,0.324692
0.284492,0.325221
0.284886,0.325751
0.285281,0.32628
0.285676,0.326809
0.28607,0.327339
0.286465,0.327868
0.286859,0.328397
0.287254,0.328926
0.287648,0.329456
0.288043,0.329985
0.288437,0.330514
0.288832,0.331043
0.289227,0.331572
0.289621,0.332101
0.290016,0.33263
0.29041,0.333159
0.290805,0.333688
0.291199,0.334217
0.291594,0.334745
0.291988,0.335274
0.292383,0.335803
0.292778,0.336332
0.293172,0.33686
0.293567,0.337389
0.293961,0.337917
0.294356,0.338446
0.29475,0.338974
0.295145,0.339503
0.295539,0.340031
0.295934,0.340559
0.296328,0.341088
0.296723,0.341616
0.297118,0.342144
0.297512,0.342672
0.297907,0.3432
0.298301,0.343729
0.298696,0.344257
0.29909,0.344785
0.299485,0.345313
0.299879,0.34584
0.300274,0.346368
0.300669,0.346896
0.301063,0.347424
0.301458,0.347952
0.301852,0.348479
0.302247,0.349007
0.302641,0.349535
0.303036,0.350062
0.30343,0.35059
0.303825,0.351117
0.30422,0.351645
0.304614,0.352173
0.305009,0.352701
0.305403,0.353229
0.305798,0.353757
0.306192,0.354285
0.306587,0.354813
0.306981,0.35534
0.307376,0.355868
0.307771,0.356395
0.308165,0.356923
0.30856,0.35745
0.308954,0.357978
0.309349,0.358505
0.309743,0.359032
0.310138,0.35956
0.310532,0.360087
0.310927,0.360614
0.311321,0.361141
0.311716,0.361668
0.312111,0.362195
0.312505,0.362722
0.3129,0.363249
0.313294,0.363775
0.313689,0.364302
0.314083,0.364829
0.314478,0.365355
0.314872,0.365882
0.315267,0.366408
0.315662,0.366934
0.316056,0.367461
0.316451,0.367987
0.316845,0.368513
0.31724,0.369039
0.317634,0.369565
0.318029,0.370091
0.318423,0.370617
0.318818,0.371143
0.319213,0.371669
0.319607,0.372194
0.320002,0.37272
0.320396,0.373245
0.320791,0.373771
0.321185,0.374296
0.32158,0.374821
0.321974,0.375346
0.322369,0.375872
0.322763,0.376397
0.323158,0.376922
0.323553,0.377446
0.323947,0.377971
0.324342,0.378496
0.324736,0.379021
0.325131,0.379545
0.325525,0.38007
0.32592,0.380594
0.326314,0.381118
0.326709,0.381642
0.327104,0.382166
0.327498,0.382691
0.327893,0.383214
0.328287,0.383738
0.328682,0.384262
0.329076,0.384786
0.329471,0.385309
0.329865,0.385833
0.33026,0.386356
0.330655,0.38688
0.331049,0.387403
0.331444,0.387926
0.331838,0.388449
0.332233,0.388972
0.332627,0.389495
0.333022,0.390017
0.333416,0.39054
0.333811,0.391063
0.334206,0.391585
0.3346,0.392108
0.334995,0.39263
0.335389,0.393152
0.335784,0.393674
0.336178,0.394196
0.336573,0.394718
0.336967,0.39524
0.337362,0.395761
0.337756,0.396283
0.338151,0.396804
0.338546,0.397325
0.33894,0.397845
0.339335,0.398365
0.339729,0.398885
0.340124,0.399405
0.340518,0.399925
0.340913,0.400445
0.341307,0.400965
0.341702,0.401484
0.342097,0.402004
0.342491,0.402523
0.342886,0.403042
0.34328,0.403561
0.343675,0.40408
0.344069,0.404599
0.344464,0.405118
0.344858,0.405637
0.345253,0.406156
0.345648,0.406674
0.346042,0.407193
0.346437,0.407711
0.346831,0.408229
0.347226,0.408747
0.34762,0.409265
0.348015,0.409783
0.348409,0.410301
0.348804,0.410819
0.349198,0.411336
0.349593,0.411858
0.349988,0.41238
0.350382,0.412902
0.350777,0.413424
0.351171,0.413945
0.351566,0.414467
0.35196,0.414989
0.352355,0.41551
0.352749,0.416032
0.353144,0.416553
0.353539,0.417074
0.353933,0.417595
0.354328,0.418116
0.354722,0.418637
0.355117,0.419157
0.355511,0.419678
0.355906,0.420199
0.3563,0.420719
0.356695,0.421239
0.35709,0.421759
0.357484,0.42228
0.357879,0.4228
0.358273,0.423319
0.358668,0.423839
0.359062,0.424359
0.359457,0.424878
0.359851,0.425398
0.360246,0.425917
0.360641,0.426436
0.361035,0.426955
0.36143,0.427474
0.361824,0.427993
0.362219,0.428512
0.362613,0.429031
0.363008,0.429549
0.363402,0.430068
0.363797,0.430586
0.364191,0.431105
0.364586,0.431623
0.364981,0.432141
0.365375,0.432659
0.36577,0.433176
0.366164,0.433694
0.366559,0.434212
0.366953,0.434729
0.367348,0.435247
0.367742,0.435764
0.368137,0.436281
0.368532,0.436798
0.368926,0.437315
0.369321,0.437832
0.369715,0.438349
0.37011,0.438865
0.370504,0.439382
0.370899,0.439898
0.371293,0.440414
0.371688,0.440931
0.372083,0.441447
0.372477,0.441963
0.372872,0.442478
0.373266,0.442994
0.373661,0.44351
0.374055,0.444025
0.37445,0.444541
0.374844,0.445056
0.375239,0.445571
0.375633,0.446086
0.376028,0.446601
0.376423,0.447116
0.376817,0.447631
0.377212,0.448145
0.377606,0.44866
0.378001,0.449174
0.378395,0.449688
0.37879,0.450202
0.379184,0.450716
0.379579,0.45123
0.379974,0.451744
0.380368,0.452258
0.380763,0.452771
0.381157,0.453285
0.381552,0.453798
0.381946,0.454311
0.382341,0.454824
0.382735,0.455337
0.38313,0.45585
0.383525,0.456363
0.383919,0.456876
0.384314,0.457389
0.384708,0.457901
0.385103,0.458414
0.385497,0.458926
0.385892,0.459438
0.386286,0.45995
0.386681,0.460462
0.387076,0.460974
0.38747,0.461486
0.387865,0.461997
0.388259,0.462509
0.388654,0.46302
0.389048,0.463531
0.389443,0.464042
0.389837,0.464553
0.390232,0.465064
0.390626,0.465575
0.391021,0.466086
0.391416,0.466596
0.39181,0.467106
0.392205,0.467617
0.392599,0.468127
0.392994,0.468637
0.393388,0.469147
0.393783,0.469656
0.394177,0.470166
0.394572,0.470675
0.394967,0.471185
0.395361,0.471694
0.395756,0.472203
0.39615,0.472712
0.396545,0.473221
0.396939,0.47373
0.397334,0.474238
0.397728,0.474747
0.398123,0.475255
0.398518,0.475763
0.398912,0.476272
0.399307,0.47678
0.399701,0.477287
0.400096,0.477795
0.40049,0.478303
0.400885,0.47881
0.401279,0.479317
0.401674,0.479825
0.402069,0.480332
0.402463,0.480839
0.402858,0.481345
0.403252,0.481852
0.403647,0.482359
0.404041,0.482865
0.404436,0.483371
0.40483,0.483877
0.405225,0.484383
0.405619,0.484889
0.406014,0.485395
0.406409,0.485901
0.406803,0.486406
0.407198,0.486911
0.407592,0.487416
0.407987,0.487922
0.408381,0.488426
0.408776,0.488931
0.40917,0.489436
0.409565,0.48994
0.40996,0.490445
0.410354,0.490949
0.410749,0.491453
0.411143,0.491957
0.411538,0.492461
0.411932,0.492965
0.412327,0.493468
0.412721,0.493971
0.413116,0.494475
0.413511,0.494978
0.413905,0.495481
0.4143,0.495984
0.414694,0.496486
0.415089,0.496989
0.415483,0.497491
0.415878,0.497993
0.416272,0.498496
0.416667,0.498998
0.417061,0.499499
0.417456,0.500001
0.417851,0.500503
0.418245,0.501004
0.41864,0.501505
0.419034,0.502006
0.419429,0.502507
0.419823,0.503008
0.420218,0.503509
0.420612,0.504009
0.421007,0.50451
0.421402,0.50501
0.421796,0.50551
0.422191,0.50601
0.422585,0.50651
0.42298,0.507009
0.423374,0.507509
0.423769,0.508008
0.424163,0.508507
0.424558,0.509006
0.424953,0.509505
0.425347,0.510004
0.425742,0.510502
0.426136,0.511001
0.426531,0.511499
0.426925,0.511997
0.42732,0.512495
0.427714,0.512993
0.428109,0.513491
0.428504,0.513988
0.428898,0.514485
0.429293,0.514983
0.429687,0.51548
0.430082,0.515977
0.430476,0.516473
0.430871,0.51697
0.431265,0.517466
0.43166,0.517963
0.432054,0.518459
0.432449,0.518955
0.432844,0.51945
0.433238,0.519946
0.433633,0.520441
0.434027,0.520937
0.434422,0.521432
0.434816,0.521927
0.435211,0.522422
0.435605,0.522916
0.436,0.523411
0.436395,0.523905
0.436789,0.524399
0.437184,0.524893
0.437578,0.525387
0.437973,0.525881
0.438367,0.526374
0.438762,0.526868
0.439156,0.527361
0.439551,0.527854
0.439946,0.528347
0.44034,0.528839
0.440735,0.529332
0.441129,0.529824
0.441524,0.530316
0.441918,0.530808
0.442313,0.5313
0.442707,0.531792
0.443102,0.532284
0.443496,0.532775
0.443891,0.533266
0.444286,0.533758
0.44468,0.534249
0.445075,0.534739
0.445469,0.53523
0.445864,0.535721
0.446258,0.536211
0.446653,0.536701
0.447047,0.537191
0.447442,0.537681
0.447837,0.53817
0.448231,0.53866
0.448626,0.539149
0.44902,0.539638
0.449415,0.540127
0.449809,0.540616
0.450204,0.541105
0.450598,0.541593
0.450993,0.542081
0.451388,0.542569
0.451782,0.543057
0.452177,0.543545
0.452571,0.544032
0.452966,0.54452
0.45336,0.545007
0.453755,0.545494
0.454149,0.545981
0.454544,0.546467
0.454939,0.546954
0.455333,0.54744
0.455728,0.547926
0.456122,0.548412
0.456517,0.548898
0.456911,0.549383
0.457306,0.549869
0.4577,0.550354
0.458095,0.550839
0.458489,0.551323
0.458884,0.551808
0.459279,0.552293
0.459673,0.552777
0.460068,0.553261
0.460462,0.553745
0.460857,0.554228
0.461251,0.554712
0.461646,0.555195
0.46204,0.555678
0.462435,0.556161
0.46283,0.556644
0.463224,0.557127
0.463619,0.557609
0.464013,0.558091
0.464408,0.558573
0.464802,0.559055
0.465197,0.559536
0.465591,0.560018
0.465986,0.560499
0.466381,0.56098
0.466775,0.561461
0.46717,0.561942
0.467564,0.562422
0.467959,0.562902
0.468353,0.563382
0.468748,0.563862
0.469142,0.564342
0.469537,0.564821
0.469931,0.565301
0.470326,0.56578
0.470721,0.566258
0.471115,0.566737
0.47151,0.567216
0.471904,0.567694
0.472299,0.568172
0.472693,0.56865
0.473088,0.569128
0.473482,0.569605
0.473877,0.570082
0.474272,0.570559
0.474666,0.571036
0.475061,0.571513
0.475455,0.57199
0.47585,0.572466
0.476244,0.572942
0.476639,0.573418
0.477033,0.573893
0.477428,0.574369
0.477823,0.574844
0.478217,0.575319
0.478612,0.575794
0.479006,0.576269
0.479401,0.576743
0.479795,0.577217
0.48019,0.577691
0.480584,0.578165
0.480979,0.578639
0.481374,0.579112
0.481768,0.579585
0.482163,0.580058
0.482557,0.580531
0.482952,0.581004
0.483346,0.581476
0.483741,0.581948
0.484135,0.58242
0.48453,0.582892
0.484924,0.583363
0.485319,0.583835
0.485714,0.584306
0.486108,0.584777
0.486503,0.585247
0.486897,0.585718
0.487292,0.586188
0.487686,0.586658
0.488081,0.587128
0.488475,0.587598
0.48887,0.588067
0.489265,0.588536
0.489659,0.589005
0.490054,0.589474
0.490448,0.589942
0.490843,0.590411
0.491237,0.590879
0.491632,0.591347
0.492026,0.591814
0.492421,0.592282
0.492816,0.592749
0.49321,0.593216
0.493605,0.593683
0.493999,0.594149
0.494394,0.594616
0.494788,0.595082
0.495183,0.595548
0.495577,0.596013
0.495972,0.596479
0.496366,0.596944
0.496761,0.597409
0.497156,0.597874
0.49755,0.598338
0.497945,0.598803
0.498339,0.599267
0.498734,0.59973
0.499128,0.600194
0.499523,0.600658
0.499917,0.601121
0.500312,0.601584
0.500707,0.602046
0.501101,0.602509
0.501496,0.602971
0.50189,0.603433
0.502285,0.603895
0.502679,0.604357
0.503074,0.604818
0.503468,0.605279
0.503863,0.60574
0.504258,0.606201
0.504652,0.606661
0.505047,0.607122
0.505441,0.607582
0.505836,0.608041
0.50623,0.608501
0.506625,0.60896
0.507019,0.609419
0.507414,0.609878
0.507809,0.610337
0.508203,0.610795
0.508598,0.611253
0.508992,0.611711
0.509387,0.612169
0.509781,0.612626
0.510176,0.613083
0.51057,0.61354
0.510965,0.613997
0.511359,0.614454
0.511754,0.61491
0.512149,0.615366
0.512543,0.615822
0.512938,0.616277
0.513332,0.616733
0.513727,0.617188
0.514121,0.617642
0.514516,0.618097
0.51491,0.618551
0.515305,0.619005
0.5157,0.619459
0.516094,0.619913
0.516489,0.620366
0.516883,0.620819
0.517278,0.621272
0.517672,0.621725
0.518067,0.622177
0.518461,0.62263
0.518856,0.623081
0.519251,0.623533
0.519645,0.623985
0.52004,0.624436
0.520434,0.624887
0.520829,0.625337
0.521223,0.625788
0.521618,0.626238
0.522012,0.626688
0.522407,0.627138
0.522801,0.627587
0.523196,0.628036
0.523591,0.628485
0.523985,0.628934
0.52438,0.629383
0.524774,0.629831
0.525169,0.630279
0.525563,0.630727
0.525958,0.631174
0.526352,0.631621
0.526747,0.632068
0.527142,0.632515
0.527536,0.632961
0.527931,0.633408
0.528325,0.633854
0.52872,0.634299
0.529114,0.634745
0.529509,0.63519
0.529903,0.635635
0.530298,0.63608
