r2,N_ipsat
7.30412,0.639186
7.31494,0.639628
7.32576,0.640071
7.33659,0.640513
7.34743,0.640955
7.35828,0.641396
7.36914,0.641838
7.38,0.642279
7.39088,0.64272
7.40176,0.64316
7.41264,0.643601
7.42354,0.644041
7.43445,0.644481
7.44536,0.64492
7.45628,0.64536
7.46721,0.645799
7.47814,0.646237
7.48909,0.646676
7.50004,0.647114
7.511,0.647552
7.52197,0.64799
7.53295,0.648427
7.54393,0.648865
7.55492,0.649302
7.56592,0.649738
7.57693,0.650175
7.58795,0.650611
7.59897,0.651047
7.61001,0.651482
7.62105,0.651918
7.6321,0.652353
7.64315,0.652788
7.65422,0.653222
7.66529,0.653657
7.67637,0.654091
7.68746,0.654524
7.69856,0.654958
7.70966,0.655391
7.72077,0.655824
7.73189,0.656257
7.74302,0.656689
7.75416,0.657122
7.7653,0.657553
7.77646,0.657985
7.78762,0.658416
7.79879,0.658848
7.80996,0.659278
7.82115,0.659709
7.83234,0.660139
7.84354,0.660569
7.85475,0.660999
7.86597,0.661428
7.87719,0.661858
7.88842,0.662286
7.89966,0.662715
7.91091,0.663143
7.92217,0.663572
7.93343,0.663999
7.94471,0.664427
7.95599,0.664854
7.96728,0.665281
7.97857,0.665708
7.98988,0.666134
8.00119,0.666561
8.01251,0.666987
8.02384,0.667412
8.03518,0.667838
8.04652,0.668263
8.05787,0.668687
8.06923,0.669112
8.0806,0.669536
8.09198,0.66996
8.10336,0.670384
8.11476,0.670807
8.12616,0.67123
8.13757,0.671653
8.14898,0.672076
8.16041,0.672498
8.17184,0.67292
8.18328,0.673342
8.19473,0.673763
8.20619,0.674185
8.21765,0.674605
8.22912,0.675026
8.24061,0.675446
8.25209,0.675866
8.26359,0.676286
8.2751,0.676706
8.28661,0.677125
8.29813,0.677544
8.30966,0.677962
8.32119,0.678381
8.33274,0.678799
8.34429,0.679217
8.35585,0.679634
8.36742,0.680051
8.379,0.680468
8.39058,0.680885
8.40218,0.681301
8.41378,0.681718
8.42539,0.682133
8.437,0.682549
8.44863,0.682964
8.46026,0.683379
8.4719,0.683794
8.48355,0.684208
8.49521,0.684622
8.50687,0.685036
8.51854,0.685449
8.53023,0.685863
8.54191,0.686276
8.55361,0.686688
8.56532,0.687101
8.57703,0.687513
8.58875,0.687925
8.60048,0.688336
8.61222,0.688747
8.62396,0.689158
8.63571,0.689569
8.64747,0.689979
8.65924,0.690389
8.67102,0.690799
8.6828,0.691208
8.6946,0.691618
8.7064,0.692026
8.71821,0.692435
8.73002,0.692843
8.74185,0.693251
8.75368,0.693659
8.76552,0.694066
8.77737,0.694474
8.78923,0.69488
8.80109,0.695287
8.81297,0.695693
8.82485,0.696099
8.83674,0.696505
8.84863,0.69691
8.86054,0.697315
8.87245,0.69772
8.88437,0.698125
8.8963,0.698529
8.90824,0.698933
8.92018,0.699336
8.93214,0.69974
8.9441,0.700143
8.95607,0.700545
8.96804,0.700948
8.98003,0.70135
8.99202,0.701752
9.00402,0.702153
9.01603,0.702554
9.02805,0.702955
9.04007,0.703356
9.05211,0.703756
9.06415,0.704156
9.07619,0.704556
9.08825,0.704955
9.10032,0.705355
9.11239,0.705753
9.12447,0.706152
9.13656,0.70655
9.14866,0.706948
9.16076,0.707346
9.17287,0.707743
9.185,0.70814
9.19712,0.708537
9.20926,0.708933
9.22141,0.70933
9.23356,0.709725
9.24572,0.710121
9.25789,0.710516
9.27007,0.710911
9.28225,0.711306
9.29445,0.7117
9.30665,0.712094
9.31886,0.712488
9.33107,0.712881
9.3433,0.713274
9.35553,0.713667
9.36777,0.71406
9.38002,0.714452
9.39228,0.714844
9.40454,0.715235
9.41682,0.715627
9.4291,0.716018
9.44139,0.716408
9.45368,0.716799
9.46599,0.717189
9.4783,0.717579
9.49062,0.717968
9.50295,0.718357
9.51529,0.718746
9.52763,0.719135
9.53999,0.719523
9.55235,0.719911
9.56472,0.720298
9.57709,0.720686
9.58948,0.721073
9.60187,0.72146
9.61427,0.721846
9.62668,0.722232
9.6391,0.722618
9.65152,0.723003
9.66396,0.723388
9.6764,0.723773
9.68885,0.724158
9.7013,0.724542
9.71377,0.724926
9.72624,0.72531
9.73872,0.725693
9.75121,0.726076
9.76371,0.726459
9.77622,0.726841
9.78873,0.727223
9.80125,0.727605
9.81378,0.727987
9.82632,0.728368
9.83886,0.728749
9.85141,0.729129
9.86398,0.729509
9.87655,0.729889
9.88912,0.730269
9.90171,0.730648
9.9143,0.731027
9.9269,0.731406
9.93951,0.731784
9.95213,0.732162
9.96475,0.73254
9.97739,0.732917
9.99003,0.733294
10.0027,0.733671
10.0153,0.734048
10.028,0.734424
10.0407,0.7348
10.0534,0.735175
10.066,0.735551
10.0787,0.735926
10.0914,0.7363
10.1042,0.736674
10.1169,0.737048
10.1296,0.737422
10.1423,0.737795
10.1551,0.738168
10.1678,0.738541
10.1806,0.738914
10.1934,0.739286
10.2062,0.739657
10.2189,0.740029
10.2317,0.7404
10.2445,0.740771
10.2573,0.741141
10.2702,0.741512
10.283,0.741882
10.2958,0.742251
10.3087,0.74262
10.3215,0.742989
10.3344,0.743358
10.3472,0.743726
10.3601,0.744094
10.373,0.744462
10.3859,0.744829
10.3988,0.745196
10.4117,0.745563
10.4246,0.74593
10.4375,0.746296
10.4504,0.746661
10.4634,0.747027
10.4763,0.747392
10.4893,0.747757
10.5022,0.748121
10.5152,0.748485
10.5282,0.748849
10.5412,0.749213
10.5542,0.749576
10.5672,0.749939
10.5802,0.750302
10.5932,0.750664
10.6062,0.751026
10.6193,0.751388
10.6323,0.751749
10.6453,0.75211
10.6584,0.752471
10.6715,0.752831
10.6845,0.753191
10.6976,0.753551
10.7107,0.75391
10.7238,0.754269
10.7369,0.754628
10.75,0.754986
10.7631,0.755345
10.7763,0.755702
10.7894,0.75606
10.8026,0.756417
10.8157,0.756774
10.8289,0.75713
10.842,0.757487
10.8552,0.757842
10.8684,0.758198
10.8816,0.758553
10.8948,0.758908
10.908,0.759263
10.9212,0.759617
10.9345,0.759971
10.9477,0.760325
10.9609,0.760678
10.9742,0.761031
10.9874,0.761384
11.0007,0.761736
11.014,0.762088
11.0273,0.76244
11.0405,0.762791
11.0538,0.763142
11.0671,0.763493
11.0805,0.763843
11.0938,0.764193
11.1071,0.764543
11.1204,0.764893
11.1338,0.765242
11.1471,0.765591
11.1605,0.765939
11.1739,0.766287
11.1873,0.766635
11.2006,0.766982
11.214,0.76733
11.2274,0.767677
11.2408,0.768023
11.2543,0.768369
11.2677,0.768715
11.2811,0.769061
11.2946,0.769406
11.308,0.769751
11.3215,0.770096
11.3349,0.77044
11.3484,0.770784
11.3619,0.771127
11.3754,0.771471
11.3889,0.771814
11.4024,0.772156
11.4159,0.772499
11.4294,0.772841
11.4429,0.773182
11.4565,0.773524
11.47,0.773865
11.4836,0.774205
11.4971,0.774546
11.5107,0.774886
11.5243,0.775226
11.5379,0.775565
11.5515,0.775904
11.5651,0.776243
11.5787,0.776581
11.5923,0.776919
11.6059,0.777257
11.6196,0.777595
11.6332,0.777932
11.6469,0.778268
11.6605,0.778605
11.6742,0.778941
11.6878,0.779277
11.7015,0.779612
11.7152,0.779948
11.7289,0.780282
11.7426,0.780617
11.7563,0.780951
11.7701,0.781285
11.7838,0.781619
11.7975,0.781952
11.8113,0.782285
11.825,0.782617
11.8388,0.78295
11.8526,0.783281
11.8663,0.783613
11.8801,0.783944
11.8939,0.784275
11.9077,0.784606
11.9215,0.784936
11.9353,0.785266
11.9492,0.785596
11.963,0.785925
11.9768,0.786254
11.9907,0.786583
12.0046,0.786911
12.0184,0.787239
12.0323,0.787567
12.0462,0.787894
12.0601,0.788221
12.074,0.788548
12.0879,0.788874
12.1018,0.7892
12.1157,0.789526
12.1296,0.789851
12.1436,0.790176
12.1575,0.790501
12.1715,0.790825
12.1854,0.79115
12.1994,0.791473
12.2134,0.791797
12.2274,0.79212
12.2414,0.792443
12.2554,0.792765
12.2694,0.793087
12.2834,0.793409
12.2974,0.79373
12.3114,0.794052
12.3255,0.794372
12.3395,0.794693
12.3536,0.795013
12.3677,0.795333
12.3817,0.795652
12.3958,0.795972
12.4099,0.79629
12.424,0.796609
12.4381,0.796927
12.4522,0.797245
12.4663,0.797562
12.4805,0.79788
12.4946,0.798197
12.5088,0.798513
12.5229,0.798829
12.5371,0.799145
12.5512,0.799461
12.5654,0.799776
12.5796,0.800091
12.5938,0.800406
12.608,0.80072
12.6222,0.801034
12.6364,0.801347
12.6507,0.801661
12.6649,0.801974
12.6791,0.802286
12.6934,0.802599
12.7076,0.80291
12.7219,0.803222
12.7362,0.803533
12.7505,0.803844
12.7647,0.804155
12.779,0.804465
12.7934,0.804775
12.8077,0.805085
12.822,0.805394
12.8363,0.805704
12.8507,0.806012
12.865,0.806321
12.8794,0.806629
12.8937,0.806936
12.9081,0.807244
12.9225,0.807551
12.9369,0.807858
12.9512,0.808164
12.9656,0.80847
12.9801,0.808776
12.9945,0.809081
13.0089,0.809386
13.0233,0.809691
13.0378,0.809996
13.0522,0.8103
13.0667,0.810603
13.0811,0.810907
13.0956,0.81121
13.1101,0.811513
13.1246,0.811815
13.1391,0.812118
13.1536,0.812419
13.1681,0.812721
13.1826,0.813022
13.1972,0.813323
13.2117,0.813623
13.2262,0.813924
13.2408,0.814223
13.2554,0.814523
13.2699,0.814822
13.2845,0.815121
13.2991,0.81542
13.3137,0.815718
13.3283,0.816016
13.3429,0.816313
13.3575,0.816611
13.3721,0.816908
13.3868,0.817204
13.4014,0.817501
13.4161,0.817796
13.4307,0.818092
13.4454,0.818387
13.4601,0.818682
13.4748,0.818977
13.4894,0.819271
13.5041,0.819565
13.5188,0.819859
13.5336,0.820152
13.5483,0.820445
13.563,0.820738
13.5778,0.82103
13.5925,0.821323
13.6073,0.821614
13.622,0.821906
13.6368,0.822197
13.6516,0.822487
13.6663,0.822778
13.6811,0.823068
13.6959,0.823358
13.7108,0.823647
13.7256,0.823936
13.7404,0.824225
13.7552,0.824514
13.7701,0.824802
13.7849,0.825089
13.7998,0.825377
13.8146,0.825664
13.8295,0.825951
13.8444,0.826237
13.8593,0.826524
13.8742,0.82681
13.8891,0.827095
13.904,0.82738
13.9189,0.827665
13.9339,0.82795
13.9488,0.828234
13.9637,0.828518
13.9787,0.828802
13.9937,0.829085
14.0086,0.829368
14.0236,0.82965
14.0386,0.829933
14.0536,0.830215
14.0686,0.830496
14.0836,0.830778
14.0986,0.831059
14.1136,0.831339
14.1287,0.83162
14.1437,0.8319
14.1588,0.832179
14.1738,0.832459
14.1889,0.832738
14.204,0.833017
14.2191,0.833295
14.2341,0.833573
14.2492,0.833851
14.2644,0.834128
14.2795,0.834405
14.2946,0.834682
14.3097,0.834959
14.3249,0.835235
14.34,0.835511
14.3552,0.835786
14.3703,0.836061
14.3855,0.836336
14.4007,0.836611
14.4159,0.836885
14.431,0.837159
14.4462,0.837432
14.4615,0.837706
14.4767,0.837979
14.4919,0.838251
14.5071,0.838524
14.5224,0.838796
14.5376,0.839067
14.5529,0.839339
14.5682,0.83961
14.5834,0.83988
14.5987,0.840151
14.614,0.840421
14.6293,0.84069
14.6446,0.84096
14.6599,0.841229
14.6752,0.841498
14.6906,0.841766
14.7059,0.842034
14.7213,0.842302
14.7366,0.842569
14.752,0.842837
14.7673,0.843103
14.7827,0.84337
14.7981,0.843636
14.8135,0.843902
14.8289,0.844168
14.8443,0.844433
14.8597,0.844698
14.8752,0.844962
14.8906,0.845227
14.906,0.845491
14.9215,0.845754
14.9369,0.846017
14.9524,0.84628
14.9679,0.846543
14.9834,0.846806
14.9989,0.847068
15.0144,0.847329
15.0299,0.847591
15.0454,0.847852
15.0609,0.848113
15.0764,0.848373
15.092,0.848633
15.1075,0.848893
15.1231,0.849153
15.1386,0.849412
15.1542,0.849671
15.1698,0.849929
15.1854,0.850187
15.201,0.850445
15.2166,0.850703
15.2322,0.85096
15.2478,0.851217
15.2634,0.851474
15.2791,0.85173
15.2947,0.851986
15.3103,0.852242
15.326,0.852497
15.3417,0.852752
15.3573,0.853007
15.373,0.853261
15.3887,0.853516
15.4044,0.853769
15.4201,0.854023
15.4358,0.854276
15.4516,0.854529
15.4673,0.854781
15.483,0.855034
15.4988,0.855286
15.5145,0.855537
15.5303,0.855789
15.5461,0.856039
15.5618,0.85629
15.5776,0.85654
15.5934,0.856791
15.6092,0.85704
15.625,0.85729
15.6408,0.857539
15.6567,0.857787
15.6725,0.858036
15.6884,0.858284
15.7042,0.858532
15.7201,0.858779
15.7359,0.859027
15.7518,0.859274
15.7677,0.85952
15.7836,0.859766
15.7995,0.860012
15.8154,0.860258
15.8313,0.860503
15.8472,0.860748
15.8631,0.860993
15.8791,0.861237
15.895,0.861482
15.911,0.861725
15.9269,0.861969
15.9429,0.862212
15.9589,0.862455
15.9749,0.862697
15.9909,0.86294
16.0069,0.863181
16.0229,0.863423
16.0389,0.863664
16.0549,0.863905
16.071,0.864146
16.087,0.864386
16.1031,0.864626
16.1191,0.864866
16.1352,0.865106
16.1513,0.865345
16.1673,0.865583
16.1834,0.865822
16.1995,0.86606
16.2156,0.866298
16.2318,0.866536
16.2479,0.866773
16.264,0.86701
16.2801,0.867247
16.2963,0.867483
16.3124,0.867719
16.3286,0.867955
16.3448,0.86819
16.361,0.868425
16.3771,0.86866
16.3933,0.868894
16.4095,0.869129
16.4258,0.869363
16.442,0.869596
16.4582,0.869829
16.4744,0.870062
16.4907,0.870295
16.5069,0.870527
16.5232,0.870759
16.5395,0.870991
16.5557,0.871223
16.572,0.871454
16.5883,0.871685
16.6046,0.871915
16.6209,0.872145
16.6372,0.872375
16.6535,0.872605
16.6699,0.872834
16.6862,0.873063
16.7026,0.873292
16.7189,0.87352
16.7353,0.873748
16.7516,0.873976
16.768,0.874204
16.7844,0.874431
16.8008,0.874658
16.8172,0.874884
16.8336,0.87511
16.85,0.875336
16.8665,0.875562
16.8829,0.875787
16.8993,0.876012
16.9158,0.876237
16.9323,0.876462
16.9487,0.876686
16.9652,0.87691
16.9817,0.877133
16.9982,0.877356
17.0147,0.877579
17.0312,0.877802
17.0477,0.878024
17.0642,0.878246
17.0807,0.878468
17.0973,0.87869
17.1138,0.878911
17.1304,0.879132
17.1469,0.879352
17.1635,0.879572
17.1801,0.879792
17.1967,0.880012
17.2133,0.880231
17.2299,0.88045
17.2465,0.880669
17.2631,0.880888
17.2797,0.881106
17.2964,0.881324
17.313,0.881541
17.3297,0.881758
17.3463,0.881975
17.363,0.882192
17.3797,0.882408
17.3963,0.882625
17.413,0.88284
17.4297,0.883056
17.4464,0.883271
17.4632,0.883486
17.4799,0.8837
17.4966,0.883915
17.5133,0.884129
17.5301,0.884342
17.5468,0.884556
17.5636,0.884769
17.5804,0.884982
17.5972,0.885194
17.6139,0.885407
17.6307,0.885618
17.6475,0.88583
17.6644,0.886041
17.6812,0.886253
17.698,0.886463
17.7148,0.886674
17.7317,0.886884
17.7485,0.887094
17.7654,0.887303
17.7823,0.887513
17.7991,0.887722
17.816,0.88793
17.8329,0.888139
17.8498,0.888347
17.8667,0.888555
17.8836,0.888762
17.9005,0.88897
17.9175,0.889177
17.9344,0.889383
17.9514,0.88959
17.9683,0.889796
17.9853,0.890001
18.0023,0.890207
18.0192,0.890412
18.0362,0.890617
18.0532,0.890822
18.0702,0.891026
18.0872,0.89123
18.1042,0.891434
18.1213,0.891637
18.1383,0.891841
18.1554,0.892044
18.1724,0.892246
18.1895,0.892448
18.2065,0.89265
18.2236,0.892852
18.2407,0.893054
18.2578,0.893255
18.2749,0.893456
18.292,0.893656
18.3091,0.893857
18.3262,0.894057
18.3434,0.894256
18.3605,0.894456
18.3776,0.894655
18.3948,0.894854
18.412,0.895053
18.4291,0.895251
18.4463,0.895449
18.4635,0.895647
18.4807,0.895844
18.4979,0.896041
18.5151,0.896238
18.5323,0.896435
18.5495,0.896631
18.5668,0.896827
18.584,0.897023
18.6013,0.897218
18.6185,0.897414
18.6358,0.897609
18.6531,0.897803
18.6704,0.897997
18.6876,0.898192
18.7049,0.898385
18.7223,0.898579
18.7396,0.898772
18.7569,0.898965
18.7742,0.899158
18.7916,0.89935
18.8089,0.899542
18.8263,0.899734
18.8436,0.899925
18.861,0.900117
18.8784,0.900308
18.8958,0.900498
18.9132,0.900689
18.9306,0.900879
18.948,0.901069
18.9654,0.901258
18.9828,0.901448
19.0003,0.901637
19.0177,0.901825
19.0351,0.902014
19.0526,0.902202
19.0701,0.90239
19.0876,0.902578
19.105,0.902765
19.1225,0.902952
19.14,0.903139
19.1575,0.903325
19.175,0.903512
19.1926,0.903698
19.2101,0.903883
19.2276,0.904069
19.2452,0.904254
19.2627,0.904439
19.2803,0.904623
19.2979,0.904808
19.3155,0.904992
19.333,0.905175
19.3506,0.905359
19.3682,0.905542
19.3859,0.905725
19.4035,0.905908
19.4211,0.90609
19.4387,0.906272
19.4564,0.906454
19.474,0.906636
19.4917,0.906817
19.5094,0.906998
19.527,0.907179
19.5447,0.907359
19.5624,0.90754
19.5801,0.907719
19.5978,0.907899
19.6155,0.908079
19.6332,0.908258
19.651,0.908437
19.6687,0.908615
19.6865,0.908793
19.7042,0.908972
19.722,0.909149
19.7398,0.909327
19.7575,0.909504
19.7753,0.909681
19.7931,0.909858
19.8109,0.910034
19.8287,0.91021
19.8465,0.910386
19.8644,0.910562
19.8822,0.910737
19.9001,0.910912
19.9179,0.911087
19.9358,0.911262
19.9536,0.911436
19.9715,0.91161
19.9894,0.911784
20.0073,0.911957
20.0252,0.912131
20.0431,0.912304
20.061,0.912476
20.0789,0.912649
20.0969,0.912821
20.1148,0.912993
20.1327,0.913165
20.1507,0.913336
20.1687,0.913507
20.1866,0.913678
20.2046,0.913849
20.2226,0.914019
20.2406,0.914189
20.2586,0.914359
20.2766,0.914528
20.2946,0.914698
20.3127,0.914867
20.3307,0.915035
20.3487,0.915204
20.3668,0.915372
20.3848,0.91554
20.4029,0.915708
20.421,0.915875
20.4391,0.916042
20.4572,0.916209
20.4753,0.916376
20.4934,0.916542
20.5115,0.916709
20.5296,0.916875
20.5477,0.91704
20.5659,0.917206
20.584,0.917371
20.6022,0.917536
20.6203,0.9177
20.6385,0.917864
20.6567,0.918029
20.6749,0.918192
20.6931,0.918356
20.7113,0.918519
20.7295,0.918682
20.7477,0.918845
20.7659,0.919008
20.7842,0.91917
20.8024,0.919332
20.8207,0.919494
20.8389,0.919655
20.8572,0.919817
20.8755,0.919978
20.8938,0.920138
20.912,0.920299
20.9303,0.920459
20.9487,0.920619
20.967,0.920779
20.9853,0.920938
21.0036,0.921098
21.022,0.921257
21.0403,0.921415
21.0587,0.921574
21.077,0.921732
21.0954,0.92189
21.1138,0.922048
21.1322,0.922205
21.1506,0.922362
21.169,0.922519
21.1874,0.922676
21.2058,0.922833
21.2242,0.922989
21.2427,0.923145
21.2611,0.9233
21.2796,0.923456
21.298,0.923611
21.3165,0.923766
21.335,0.923921
21.3534,0.924075
21.3719,0.92423
21.3904,0.924384
21.4089,0.924537
21.4275,0.924691
21.446,0.924844
21.4645,0.924997
21.483,0.92515
21.5016,0.925302
21.5201,0.925454
21.5387,0.925606
21.5573,0.925758
21.5759,0.92591
21.5945,0.926061
21.613,0.926212
21.6316,0.926363
21.6503,0.926513
21.6689,0.926664
21.6875,0.926814
21.7061,0.926963
21.7248,0.927113
21.7434,0.927262
21.7621,0.927411
21.7808,0.92756
21.7994,0.927709
21.8181,0.927857
21.8368,0.928005
21.8555,0.928153
21.8742,0.928301
21.8929,0.928448
21.9117,0.928595
21.9304,0.928742
21.9491,0.928889
21.9679,0.929035
21.9866,0.929181
22.0054,0.929327
22.0242,0.929473
22.043,0.929618
22.0617,0.929764
22.0805,0.929909
22.0993,0.930053
22.1181,0.930198
22.137,0.930342
22.1558,0.930486
22.1746,0.93063
22.1935,0.930773
22.2123,0.930917
22.2312,0.93106
22.2501,0.931203
22.2689,0.931345
22.2878,0.931487
22.3067,0.93163
22.3256,0.931771
22.3445,0.931913
22.3634,0.932055
22.3824,0.932196
22.4013,0.932337
22.4202,0.932477
22.4392,0.932618
22.4581,0.932758
22.4771,0.932898
22.4961,0.933038
22.515,0.933177
22.534,0.933317
22.553,0.933456
22.572,0.933595
22.591,0.933733
22.6101,0.933872
22.6291,0.93401
22.6481,0.934148
22.6672,0.934285
22.6862,0.934423
22.7053,0.93456
22.7243,0.934697
22.7434,0.934834
22.7625,0.93497
22.7816,0.935106
22.8007,0.935243
22.8198,0.935378
22.8389,0.935514
22.858,0.935649
22.8772,0.935785
22.8963,0.935919
22.9155,0.936054
22.9346,0.936189
22.9538,0.936323
22.973,0.936457
22.9921,0.936591
23.0113,0.936724
23.0305,0.936857
23.0497,0.936991
23.0689,0.937123
23.0881,0.937256
23.1074,0.937389
23.1266,0.937521
23.1459,0.937653
23.1651,0.937784
23.1844,0.937916
23.2036,0.938047
23.2229,0.938178
23.2422,0.938309
23.2615,0.93844
23.2808,0.93857
23.3001,0.9387
23.3194,0.93883
23.3387,0.93896
23.3581,0.93909
23.3774,0.939219
23.3968,0.939348
23.4161,0.939477
23.4355,0.939605
23.4548,0.939734
23.4742,0.939862
23.4936,0.93999
23.513,0.940118
23.5324,0.940245
23.5518,0.940372
23.5712,0.9405
23.5907,0.940626
23.6101,0.940753
23.6296,0.940879
23.649,0.941006
23.6685,0.941132
23.6879,0.941257
23.7074,0.941383
23.7269,0.941508
23.7464,0.941633
23.7659,0.941758
23.7854,0.941883
23.8049,0.942007
23.8244,0.942132
23.844,0.942256
23.8635,0.94238
23.883,0.942503
23.9026,0.942627
23.9222,0.94275
23.9417,0.942873
23.9613,0.942995
23.9809,0.943118
24.0005,0.94324
24.0201,0.943362
24.0397,0.943484
24.0593,0.943606
24.079,0.943727
24.0986,0.943849
24.1182,0.94397
24.1379,0.94409
24.1576,0.944211
24.1772,0.944331
24.1969,0.944452
24.2166,0.944571
24.2363,0.944691
24.256,0.944811
24.2757,0.94493
24.2954,0.945049
24.3151,0.945168
24.3349,0.945287
24.3546,0.945405
24.3743,0.945524
24.3941,0.945642
24.4139,0.94576
24.4336,0.945877
24.4534,0.945995
24.4732,0.946112
24.493,0.946229
24.5128,0.946346
24.5326,0.946462
24.5524,0.946579
24.5723,0.946695
24.5921,0.946811
24.6119,0.946927
24.6318,0.947042
24.6517,0.947158
24.6715,0.947273
24.6914,0.947388
24.7113,0.947503
24.7312,0.947617
24.7511,0.947732
24.771,0.947846
24.7909,0.94796
24.8108,0.948073
24.8308,0.948187
24.8507,0.9483
24.8706,0.948413
24.8906,0.948526
24.9106,0.948639
24.9305,0.948752
24.9505,0.948864
24.9705,0.948976
24.9905,0.949088
25.0105,0.9492
25.0305,0.949311
25.0505,0.949422
25.0706,0.949533
25.0906,0.949644
25.1106,0.949755
25.1307,0.949866
25.1508,0.949976
25.1708,0.950086
25.1909,0.950196
25.211,0.950306
25.2311,0.950415
25.2512,0.950524
25.2713,0.950634
25.2914,0.950743
25.3115,0.950851
25.3317,0.95096
25.3518,0.951068
25.3719,0.951176
25.3921,0.951284
25.4123,0.951392
25.4324,0.951499
25.4526,0.951607
25.4728,0.951714
25.493,0.951821
25.5132,0.951928
25.5334,0.952034
25.5536,0.952141
25.5739,0.952247
25.5941,0.952353
25.6143,0.952458
25.6346,0.952564
25.6549,0.952669
25.6751,0.952775
25.6954,0.95288
25.7157,0.952984
25.736,0.953089
25.7563,0.953193
25.7766,0.953298
25.7969,0.953402
25.8172,0.953506
25.8376,0.953609
25.8579,0.953713
25.8782,0.953816
25.8986,0.953919
25.919,0.954022
25.9393,0.954125
25.9597,0.954227
25.9801,0.95433
26.0005,0.954432
26.0209,0.954534
26.0413,0.954635
26.0617,0.954737
26.0822,0.954838
26.1026,0.95494
26.123,0.955041
26.1435,0.955141
26.164,0.955242
26.1844,0.955343
26.2049,0.955443
26.2254,0.955543
26.2459,0.955643
26.2664,0.955742
26.2869,0.955842
26.3074,0.955941
26.3279,0.95604
26.3485,0.956139
26.369,0.956238
26.3896,0.956337
26.4101,0.956435
26.4307,0.956533
26.4512,0.956631
26.4718,0.956729
26.4924,0.956827
26.513,0.956924
26.5336,0.957022
26.5542,0.957119
26.5748,0.957216
26.5955,0.957313
26.6161,0.957409
26.6368,0.957506
26.6574,0.957602
26.6781,0.957698
26.6987,0.957794
26.7194,0.957889
26.7401,0.957985
26.7608,0.95808
26.7815,0.958175
26.8022,0.95827
26.8229,0.958365
26.8436,0.95846
26.8644,0.958554
26.8851,0.958648
26.9059,0.958742
26.9266,0.958836
26.9474,0.95893
26.9681,0.959023
26.9889,0.959117
27.0097,0.95921
27.0305,0.959303
27.0513,0.959396
27.0721,0.959488
27.093,0.959581
27.1138,0.959673
27.1346,0.959765
27.1555,0.959857
27.1763,0.959949
27.1972,0.96004
27.218,0.960132
27.2389,0.960223
27.2598,0.960314
27.2807,0.960405
27.3016,0.960496
27.3225,0.960586
27.3434,0.960677
27.3643,0.960767
27.3853,0.960857
27.4062,0.960947
27.4272,0.961036
27.4481,0.961126
27.4691,0.961215
27.4901,0.961304
27.511,0.961393
27.532,0.961482
27.553,0.961571
27.574,0.961659
27.595,0.961748
27.6161,0.961836
27.6371,0.961924
27.6581,0.962011
27.6792,0.962099
27.7002,0.962187
27.7213,0.962274
27.7424,0.962361
27.7634,0.962448
27.7845,0.962535
27.8056,0.962621
27.8267,0.962708
27.8478,0.962794
27.8689,0.96288
27.8901,0.962966
27.9112,0.963052
27.9323,0.963137
27.9535,0.963223
27.9746,0.963308
27.9958,0.963393
28.017,0.963478
28.0381,0.963563
28.0593,0.963648
28.0805,0.963732
28.1017,0.963816
28.123,0.9639
28.1442,0.963984
28.1654,0.964068
28.1866,0.964152
28.2079,0.964235
28.2291,0.964319
28.2504,0.964402
28.2717,0.964485
28.2929,0.964567
28.3142,0.96465
28.3355,0.964733
28.3568,0.964815
28.3781,0.964897
28.3994,0.964979
28.4208,0.965061
28.4421,0.965143
28.4634,0.965224
28.4848,0.965305
28.5061,0.965387
28.5275,0.965468
28.5489,0.965549
28.5703,0.965629
28.5916,0.96571
28.613,0.96579
28.6344,0.96587
28.6559,0.965951
28.6773,0.96603
28.6987,0.96611
28.7201,0.96619
28.7416,0.966269
28.763,0.966349
28.7845,0.966428
28.806,0.966507
28.8275,0.966585
28.8489,0.966664
28.8704,0.966743
28.8919,0.966821
28.9134,0.966899
28.935,0.966977
28.9565,0.967055
28.978,0.967133
28.9996,0.96721
29.0211,0.967288
29.0427,0.967365
29.0642,0.967442
29.0858,0.967519
29.1074,0.967596
29.129,0.967673
29.1506,0.967749
29.1722,0.967825
29.1938,0.967902
29.2154,0.967978
29.237,0.968054
29.2587,0.968129
29.2803,0.968205
29.302,0.96828
29.3236,0.968356
29.3453,0.968431
29.367,0.968506
29.3887,0.96858
29.4103,0.968655
29.432,0.96873
29.4538,0.968804
29.4755,0.968878
29.4972,0.968952
29.5189,0.969026
29.5407,0.9691
29.5624,0.969174
29.5842,0.969247
29.6059,0.96932
29.6277,0.969394
29.6495,0.969467
29.6713,0.96954
29.6931,0.969612
29.7149,0.969685
29.7367,0.969757
29.7585,0.96983
29.7803,0.969902
29.8022,0.969974
29.824,0.970046
29.8459,0.970117
29.8677,0.970189
29.8896,0.97026
29.9115,0.970332
29.9334,0.970403
29.9553,0.970474
29.9772,0.970545
29.9991,0.970615
30.021,0.970686
30.0429,0.970756
30.0648,0.970826
30.0868,0.970897
30.1087,0.970967
30.1307,0.971036
30.1527,0.971106
30.1746,0.971176
30.1966,0.971245
30.2186,0.971314
30.2406,0.971383
30.2626,0.971452
30.2846,0.971521
30.3066,0.97159
30.3287,0.971658
30.3507,0.971727
30.3727,0.971795
30.3948,0.971863
30.4169,0.971931
30.4389,0.971999
30.461,0.972067
30.4831,0.972134
30.5052,0.972202
