r²,N_GBW
7.22877,0.762634
7.23953,0.763141
7.2503,0.763647
7.26108,0.764153
7.27186,0.764658
7.28266,0.765162
7.29346,0.765666
7.30427,0.766169
7.31508,0.766671
7.32591,0.767172
7.33674,0.767673
7.34758,0.768173
7.35843,0.768672
7.36929,0.769171
7.38015,0.769669
7.39102,0.770166
7.4019,0.770662
7.41279,0.771158
7.42369,0.771653
7.43459,0.772147
7.44551,0.772641
7.45643,0.773134
7.46736,0.773626
7.47829,0.774117
7.48924,0.774608
7.50019,0.775098
7.51115,0.775587
7.52212,0.776076
7.5331,0.776564
7.54408,0.777051
7.55508,0.777538
7.56608,0.778023
7.57708,0.778508
7.5881,0.778993
7.59913,0.779476
7.61016,0.779959
7.6212,0.780442
7.63225,0.780923
7.64331,0.781404
7.65437,0.781884
7.66544,0.782363
7.67652,0.782842
7.68761,0.78332
7.69871,0.783797
7.70981,0.784274
7.72093,0.784749
7.73205,0.785225
7.74318,0.785699
7.75431,0.786173
7.76546,0.786646
7.77661,0.787118
7.78777,0.787589
7.79894,0.78806
7.81012,0.78853
7.8213,0.789
7.8325,0.789469
7.8437,0.789937
7.85491,0.790404
7.86612,0.79087
7.87735,0.791336
7.88858,0.791801
7.89982,0.792266
7.91107,0.79273
7.92233,0.793193
7.93359,0.793655
7.94487,0.794117
7.95615,0.794578
7.96743,0.795038
7.97873,0.795497
7.99004,0.795956
8.00135,0.796414
8.01267,0.796871
8.024,0.797328
8.03534,0.797784
8.04668,0.798239
8.05803,0.798694
8.0694,0.799148
8.08076,0.799601
8.09214,0.800053
8.10353,0.800505
8.11492,0.800956
8.12632,0.801406
8.13773,0.801856
8.14915,0.802305
8.16057,0.802753
8.172,0.8032
8.18344,0.803647
8.19489,0.804093
8.20635,0.804539
8.21782,0.804983
8.22929,0.805427
8.24077,0.80587
8.25226,0.806313
8.26376,0.806755
8.27526,0.807196
8.28677,0.807636
8.29829,0.808076
8.30982,0.808515
8.32136,0.808953
8.33291,0.809391
8.34446,0.809828
8.35602,0.810264
8.36759,0.8107
8.37917,0.811134
8.39075,0.811569
8.40234,0.812002
8.41395,0.812435
8.42555,0.812867
8.43717,0.813298
8.4488,0.813729
8.46043,0.814158
8.47207,0.814588
8.48372,0.815016
8.49538,0.815444
8.50704,0.815871
8.51871,0.816297
8.5304,0.816723
8.54208,0.817148
8.55378,0.817572
8.56549,0.817996
8.5772,0.818419
8.58892,0.818841
8.60065,0.819263
8.61239,0.819683
8.62413,0.820103
8.63589,0.820523
8.64765,0.820942
8.65942,0.82136
8.67119,0.821777
8.68298,0.822194
8.69477,0.82261
8.70657,0.823025
8.71838,0.823439
8.7302,0.823853
8.74202,0.824266
8.75386,0.824679
8.7657,0.825091
8.77755,0.825502
8.7894,0.825912
8.80127,0.826322
8.81314,0.826731
8.82502,0.827139
8.83691,0.827547
8.84881,0.827954
8.86072,0.82836
8.87263,0.828765
8.88455,0.82917
8.89648,0.829575
8.90842,0.829978
8.92036,0.830381
8.93231,0.830783
8.94428,0.831184
8.95624,0.831585
8.96822,0.831985
8.98021,0.832384
8.9922,0.832783
9.0042,0.833181
9.01621,0.833578
9.02823,0.833975
9.04025,0.834371
9.05229,0.834766
9.06433,0.835161
9.07638,0.835555
9.08843,0.835948
9.1005,0.83634
9.11257,0.836732
9.12465,0.837123
9.13674,0.837514
9.14884,0.837904
9.16095,0.838293
9.17306,0.838681
9.18518,0.839069
9.19731,0.839456
9.20945,0.839842
9.22159,0.840228
9.23374,0.840613
9.24591,0.840997
9.25808,0.841381
9.27025,0.841764
9.28244,0.842146
9.29463,0.842528
9.30683,0.842909
9.31904,0.843289
9.33126,0.843669
9.34348,0.844048
9.35572,0.844426
9.36796,0.844804
9.38021,0.845181
9.39247,0.845557
9.40473,0.845932
9.417,0.846307
9.42929,0.846681
9.44157,0.847055
9.45387,0.847428
9.46618,0.8478
9.47849,0.848172
9.49081,0.848542
9.50314,0.848913
9.51548,0.849282
9.52782,0.849651
9.54018,0.850019
9.55254,0.850387
9.56491,0.850754
9.57729,0.85112
9.58967,0.851485
9.60206,0.85185
9.61447,0.852214
9.62687,0.852578
9.63929,0.852941
9.65172,0.853303
9.66415,0.853665
9.67659,0.854026
9.68904,0.854386
9.7015,0.854745
9.71396,0.855104
9.72644,0.855462
9.73892,0.85582
9.75141,0.856177
9.76391,0.856533
9.77641,0.856889
9.78892,0.857244
9.80145,0.857598
9.81398,0.857952
9.82651,0.858305
9.83906,0.858657
9.85161,0.859009
9.86417,0.85936
9.87674,0.85971
9.88932,0.86006
9.90191,0.860409
9.9145,0.860757
9.9271,0.861105
9.93971,0.861452
9.95233,0.861798
9.96495,0.862144
9.97759,0.862489
9.99023,0.862834
10.0029,0.863178
10.0155,0.863521
10.0282,0.863863
10.0409,0.864205
10.0536,0.864547
10.0662,0.864887
10.0789,0.865227
10.0916,0.865566
10.1044,0.865905
10.1171,0.866243
10.1298,0.86658
10.1425,0.866917
10.1553,0.867253
10.168,0.867589
10.1808,0.867924
10.1936,0.868258
10.2064,0.868591
10.2191,0.868924
10.2319,0.869256
10.2447,0.869588
10.2575,0.869919
10.2704,0.870249
10.2832,0.870579
10.296,0.870908
10.3089,0.871236
10.3217,0.871564
10.3346,0.871891
10.3474,0.872218
10.3603,0.872544
10.3732,0.872869
10.3861,0.873194
10.399,0.873518
10.4119,0.873841
10.4248,0.874164
10.4377,0.874486
10.4507,0.874807
10.4636,0.875128
10.4765,0.875448
10.4895,0.875768
10.5024,0.876087
10.5154,0.876405
10.5284,0.876723
10.5414,0.87704
10.5544,0.877357
10.5674,0.877672
10.5804,0.877988
10.5934,0.878302
10.6064,0.878616
10.6195,0.87893
10.6325,0.879242
10.6456,0.879554
10.6586,0.879866
10.6717,0.880177
10.6848,0.880487
10.6978,0.880797
10.7109,0.881106
10.724,0.881414
10.7371,0.881722
10.7502,0.882029
10.7634,0.882336
10.7765,0.882641
10.7896,0.882947
10.8028,0.883252
10.8159,0.883556
10.8291,0.883859
10.8423,0.884162
10.8554,0.884464
10.8686,0.884766
10.8818,0.885067
10.895,0.885367
10.9082,0.885667
10.9214,0.885966
10.9347,0.886265
10.9479,0.886563
10.9611,0.886861
10.9744,0.887157
10.9877,0.887454
11.0009,0.887749
11.0142,0.888044
11.0275,0.888339
11.0408,0.888632
11.0541,0.888926
11.0674,0.889218
11.0807,0.88951
11.094,0.889802
11.1073,0.890092
11.1207,0.890383
11.134,0.890672
11.1474,0.890961
11.1607,0.89125
11.1741,0.891537
11.1875,0.891825
11.2009,0.892111
11.2143,0.892397
11.2277,0.892683
11.2411,0.892968
11.2545,0.893252
11.2679,0.893536
11.2813,0.893819
11.2948,0.894101
11.3082,0.894383
11.3217,0.894664
11.3352,0.894945
11.3486,0.895225
11.3621,0.895505
11.3756,0.895784
11.3891,0.896062
11.4026,0.89634
11.4161,0.896617
11.4296,0.896894
11.4432,0.89717
11.4567,0.897445
11.4703,0.89772
11.4838,0.897995
11.4974,0.898268
11.5109,0.898542
11.5245,0.898814
11.5381,0.899086
11.5517,0.899358
11.5653,0.899629
11.5789,0.899899
11.5925,0.900169
11.6062,0.900438
11.6198,0.900706
11.6334,0.900974
11.6471,0.901242
11.6607,0.901509
11.6744,0.901775
11.6881,0.902041
11.7018,0.902306
11.7155,0.90257
11.7292,0.902834
11.7429,0.903098
11.7566,0.903361
11.7703,0.903623
11.784,0.903885
11.7978,0.904146
11.8115,0.904407
11.8253,0.904667
11.839,0.904926
11.8528,0.905185
11.8666,0.905444
11.8804,0.905702
11.8942,0.905959
11.908,0.906216
11.9218,0.906472
11.9356,0.906727
11.9494,0.906982
11.9632,0.907237
11.9771,0.907491
11.9909,0.907744
12.0048,0.907997
12.0187,0.908249
12.0325,0.908501
12.0464,0.908752
12.0603,0.909003
12.0742,0.909253
12.0881,0.909503
12.102,0.909752
12.1159,0.91
12.1299,0.910248
12.1438,0.910495
12.1578,0.910742
12.1717,0.910989
12.1857,0.911234
12.1996,0.911479
12.2136,0.911724
12.2276,0.911968
12.2416,0.912212
12.2556,0.912455
12.2696,0.912697
12.2836,0.912939
12.2977,0.913181
12.3117,0.913422
12.3257,0.913662
12.3398,0.913902
12.3538,0.914141
12.3679,0.91438
12.382,0.914618
12.3961,0.914856
12.4102,0.915093
12.4242,0.915329
12.4384,0.915566
12.4525,0.915801
12.4666,0.916036
12.4807,0.916271
12.4949,0.916505
12.509,0.916738
12.5232,0.916971
12.5373,0.917203
12.5515,0.917435
12.5657,0.917667
12.5799,0.917897
12.5941,0.918128
12.6083,0.918358
12.6225,0.918587
12.6367,0.918816
12.6509,0.919044
12.6651,0.919271
12.6794,0.919499
12.6936,0.919725
12.7079,0.919952
12.7222,0.920177
12.7364,0.920402
12.7507,0.920627
12.765,0.920851
12.7793,0.921075
12.7936,0.921298
12.8079,0.92152
12.8222,0.921742
12.8366,0.921964
12.8509,0.922185
12.8653,0.922405
12.8796,0.922625
12.894,0.922845
12.9083,0.923064
12.9227,0.923283
12.9371,0.923501
12.9515,0.923718
12.9659,0.923935
12.9803,0.924152
12.9947,0.924368
13.0092,0.924583
13.0236,0.924798
13.038,0.925013
13.0525,0.925227
13.0669,0.92544
13.0814,0.925653
13.0959,0.925866
13.1104,0.926078
13.1249,0.926289
13.1394,0.9265
13.1539,0.926711
13.1684,0.926921
13.1829,0.92713
13.1974,0.927339
13.212,0.927548
13.2265,0.927756
13.2411,0.927964
13.2556,0.928171
13.2702,0.928378
13.2848,0.928584
13.2994,0.928789
13.314,0.928994
13.3286,0.929199
13.3432,0.929403
13.3578,0.929607
13.3724,0.92981
13.387,0.930013
13.4017,0.930215
13.4163,0.930417
13.431,0.930619
13.4457,0.930819
13.4603,0.93102
13.475,0.93122
13.4897,0.931419
13.5044,0.931618
13.5191,0.931817
13.5338,0.932015
13.5486,0.932212
13.5633,0.932409
13.578,0.932606
13.5928,0.932802
13.6075,0.932997
13.6223,0.933193
13.6371,0.933387
13.6518,0.933582
13.6666,0.933775
13.6814,0.933969
13.6962,0.934162
13.711,0.934354
13.7258,0.934546
13.7407,0.934737
13.7555,0.934928
13.7703,0.935119
13.7852,0.935309
13.8001,0.935499
13.8149,0.935688
13.8298,0.935876
13.8447,0.936065
13.8596,0.936252
13.8745,0.93644
13.8894,0.936627
13.9043,0.936813
13.9192,0.936999
13.9341,0.937185
13.9491,0.93737
13.964,0.937554
13.979,0.937738
13.9939,0.937922
14.0089,0.938105
14.0239,0.938288
14.0389,0.938471
14.0539,0.938652
14.0689,0.938834
14.0839,0.939015
14.0989,0.939196
14.1139,0.939376
14.129,0.939555
14.144,0.939735
14.1591,0.939914
14.1741,0.940092
14.1892,0.94027
14.2043,0.940447
14.2193,0.940624
14.2344,0.940801
14.2495,0.940977
14.2646,0.941153
14.2798,0.941328
14.2949,0.941503
14.31,0.941678
14.3251,0.941852
14.3403,0.942025
14.3554,0.942198
14.3706,0.942371
14.3858,0.942543
14.401,0.942715
14.4161,0.942887
14.4313,0.943058
14.4465,0.943228
14.4617,0.943398
14.477,0.943568
14.4922,0.943737
14.5074,0.943906
14.5227,0.944075
14.5379,0.944243
14.5532,0.94441
14.5684,0.944577
14.5837,0.944744
14.599,0.944911
14.6143,0.945077
14.6296,0.945242
14.6449,0.945407
14.6602,0.945572
14.6755,0.945736
14.6909,0.9459
14.7062,0.946063
14.7216,0.946226
14.7369,0.946389
14.7523,0.946551
14.7676,0.946713
14.783,0.946874
14.7984,0.947035
14.8138,0.947196
14.8292,0.947356
14.8446,0.947516
14.86,0.947675
14.8755,0.947834
14.8909,0.947992
14.9063,0.948151
14.9218,0.948308
14.9372,0.948466
14.9527,0.948622
14.9682,0.948779
14.9837,0.948935
14.9992,0.949091
15.0147,0.949246
15.0302,0.949401
15.0457,0.949555
15.0612,0.94971
15.0767,0.949863
15.0923,0.950017
15.1078,0.950169
15.1234,0.950322
15.1389,0.950474
15.1545,0.950626
15.1701,0.950777
15.1857,0.950928
15.2013,0.951079
15.2169,0.951229
15.2325,0.951379
15.2481,0.951528
15.2637,0.951677
15.2794,0.951826
15.295,0.951974
15.3106,0.952122
15.3263,0.952269
15.342,0.952416
15.3576,0.952563
15.3733,0.952709
15.389,0.952855
15.4047,0.953001
15.4204,0.953146
15.4361,0.953291
15.4519,0.953435
15.4676,0.953579
15.4833,0.953723
15.4991,0.953866
15.5148,0.954009
15.5306,0.954151
15.5464,0.954294
15.5621,0.954435
15.5779,0.954577
15.5937,0.954718
15.6095,0.954858
15.6253,0.954999
15.6412,0.955139
15.657,0.955278
15.6728,0.955417
15.6887,0.955556
15.7045,0.955695
15.7204,0.955833
15.7362,0.95597
15.7521,0.956108
15.768,0.956245
15.7839,0.956381
15.7998,0.956518
15.8157,0.956653
15.8316,0.956789
15.8475,0.956924
15.8635,0.957059
15.8794,0.957193
15.8954,0.957327
15.9113,0.957461
15.9273,0.957595
15.9432,0.957728
15.9592,0.95786
15.9752,0.957993
15.9912,0.958124
16.0072,0.958256
16.0232,0.958387
16.0392,0.958518
16.0553,0.958649
16.0713,0.958779
16.0873,0.958909
16.1034,0.959038
16.1194,0.959167
16.1355,0.959296
16.1516,0.959425
16.1677,0.959553
16.1838,0.95968
16.1999,0.959808
16.216,0.959935
16.2321,0.960062
16.2482,0.960188
16.2643,0.960314
16.2805,0.96044
16.2966,0.960565
16.3128,0.96069
16.3289,0.960815
16.3451,0.960939
16.3613,0.961063
16.3775,0.961187
16.3937,0.96131
16.4099,0.961433
16.4261,0.961555
16.4423,0.961678
16.4585,0.9618
16.4748,0.961921
16.491,0.962043
16.5073,0.962164
16.5235,0.962284
16.5398,0.962405
16.5561,0.962525
16.5723,0.962644
16.5886,0.962763
16.6049,0.962882
16.6212,0.963001
16.6376,0.963119
16.6539,0.963237
16.6702,0.963355
16.6865,0.963473
16.7029,0.96359
16.7192,0.963706
16.7356,0.963823
16.752,0.963939
16.7684,0.964054
16.7847,0.96417
16.8011,0.964285
16.8175,0.9644
16.834,0.964514
16.8504,0.964628
16.8668,0.964742
16.8832,0.964856
16.8997,0.964969
16.9161,0.965082
16.9326,0.965194
16.9491,0.965307
16.9655,0.965419
16.982,0.96553
16.9985,0.965641
17.015,0.965752
17.0315,0.965863
17.048,0.965974
17.0646,0.966084
17.0811,0.966193
17.0976,0.966303
17.1142,0.966412
17.1307,0.966521
17.1473,0.966629
17.1639,0.966738
17.1804,0.966846
17.197,0.966953
17.2136,0.96706
17.2302,0.967167
17.2468,0.967274
17.2635,0.967381
17.2801,0.967487
17.2967,0.967593
17.3134,0.967698
17.33,0.967803
17.3467,0.967908
17.3633,0.968013
17.38,0.968117
17.3967,0.968221
17.4134,0.968325
17.4301,0.968428
17.4468,0.968531
17.4635,0.968634
17.4802,0.968737
17.497,0.968839
17.5137,0.968941
17.5304,0.969043
17.5472,0.969144
17.564,0.969245
17.5807,0.969346
17.5975,0.969447
17.6143,0.969547
17.6311,0.969647
17.6479,0.969746
17.6647,0.969846
17.6815,0.969945
17.6984,0.970044
17.7152,0.970142
17.732,0.97024
17.7489,0.970338
17.7657,0.970436
17.7826,0.970533
17.7995,0.970631
17.8164,0.970727
17.8333,0.970824
17.8502,0.97092
17.8671,0.971016
17.884,0.971112
17.9009,0.971207
17.9178,0.971303
17.9348,0.971397
17.9517,0.971492
17.9687,0.971586
17.9856,0.97168
18.0026,0.971774
18.0196,0.971868
18.0366,0.971961
18.0536,0.972054
18.0706,0.972147
18.0876,0.972239
18.1046,0.972331
18.1216,0.972423
18.1387,0.972515
18.1557,0.972606
18.1728,0.972697
18.1898,0.972788
18.2069,0.972879
18.224,0.972969
18.241,0.973059
18.2581,0.973149
18.2752,0.973238
18.2923,0.973328
18.3095,0.973417
18.3266,0.973505
18.3437,0.973594
18.3609,0.973682
18.378,0.97377
18.3952,0.973858
18.4123,0.973945
18.4295,0.974032
18.4467,0.974119
18.4639,0.974206
18.4811,0.974292
18.4983,0.974378
18.5155,0.974464
18.5327,0.97455
18.5499,0.974635
18.5672,0.97472
18.5844,0.974805
18.6016,0.97489
18.6189,0.974974
18.6362,0.975058
18.6534,0.975142
18.6707,0.975226
18.688,0.975309
18.7053,0.975392
18.7226,0.975475
18.7399,0.975558
18.7573,0.97564
18.7746,0.975722
18.7919,0.975804
18.8093,0.975886
18.8266,0.975967
18.844,0.976048
18.8614,0.976129
18.8788,0.97621
18.8961,0.97629
18.9135,0.976371
18.9309,0.976451
18.9484,0.97653
18.9658,0.97661
18.9832,0.976689
19.0006,0.976768
19.0181,0.976847
19.0355,0.976925
19.053,0.977003
19.0705,0.977082
19.0879,0.977159
19.1054,0.977237
19.1229,0.977314
19.1404,0.977391
19.1579,0.977468
19.1754,0.977545
19.193,0.977621
19.2105,0.977697
19.228,0.977773
19.2456,0.977849
19.2631,0.977925
19.2807,0.978
19.2983,0.978075
19.3158,0.97815
19.3334,0.978224
19.351,0.978299
19.3686,0.978373
19.3862,0.978447
19.4039,0.97852
19.4215,0.978594
19.4391,0.978667
19.4568,0.97874
19.4744,0.978813
19.4921,0.978885
19.5097,0.978958
19.5274,0.97903
19.5451,0.979102
19.5628,0.979173
19.5805,0.979245
19.5982,0.979316
19.6159,0.979387
19.6336,0.979458
19.6514,0.979528
19.6691,0.979599
19.6869,0.979669
19.7046,0.979739
19.7224,0.979808
19.7401,0.979878
19.7579,0.979947
19.7757,0.980016
19.7935,0.980085
19.8113,0.980154
19.8291,0.980222
19.8469,0.98029
19.8648,0.980358
19.8826,0.980426
19.9005,0.980494
19.9183,0.980561
19.9362,0.980628
19.954,0.980695
19.9719,0.980762
19.9898,0.980828
20.0077,0.980895
20.0256,0.980961
20.0435,0.981027
20.0614,0.981092
20.0793,0.981158
20.0973,0.981223
20.1152,0.981288
20.1331,0.981353
20.1511,0.981418
20.1691,0.981482
20.187,0.981547
20.205,0.981611
20.223,0.981675
20.241,0.981738
20.259,0.981802
20.277,0.981865
20.295,0.981928
20.3131,0.981991
20.3311,0.982054
20.3491,0.982116
20.3672,0.982179
20.3853,0.982241
20.4033,0.982303
20.4214,0.982364
20.4395,0.982426
20.4576,0.982487
20.4757,0.982548
20.4938,0.982609
20.5119,0.98267
20.53,0.982731
20.5481,0.982791
20.5663,0.982851
20.5844,0.982911
20.6026,0.982971
20.6208,0.98303
20.6389,0.98309
20.6571,0.983149
20.6753,0.983208
20.6935,0.983267
20.7117,0.983326
20.7299,0.983384
20.7481,0.983442
20.7664,0.983501
20.7846,0.983558
20.8028,0.983616
20.8211,0.983674
20.8393,0.983731
20.8576,0.983788
20.8759,0.983845
20.8942,0.983902
20.9125,0.983959
20.9308,0.984015
20.9491,0.984071
20.9674,0.984127
20.9857,0.984183
21.004,0.984239
21.0224,0.984295
21.0407,0.98435
21.0591,0.984405
21.0774,0.98446
21.0958,0.984515
21.1142,0.98457
21.1326,0.984624
21.151,0.984679
21.1694,0.984733
21.1878,0.984787
21.2062,0.98484
21.2246,0.984894
21.2431,0.984948
21.2615,0.985001
21.28,0.985054
21.2984,0.985107
21.3169,0.98516
21.3354,0.985212
21.3539,0.985265
21.3724,0.985317
21.3909,0.985369
21.4094,0.985421
21.4279,0.985472
21.4464,0.985524
21.4649,0.985575
21.4835,0.985627
21.502,0.985678
21.5206,0.985729
21.5391,0.985779
21.5577,0.98583
21.5763,0.98588
21.5949,0.985931
21.6135,0.985981
21.6321,0.986031
21.6507,0.98608
21.6693,0.98613
21.6879,0.986179
21.7066,0.986229
21.7252,0.986278
21.7439,0.986327
21.7625,0.986375
21.7812,0.986424
21.7999,0.986472
21.8186,0.986521
21.8373,0.986569
21.856,0.986617
21.8747,0.986665
21.8934,0.986712
21.9121,0.98676
21.9308,0.986807
21.9496,0.986854
21.9683,0.986901
21.9871,0.986948
22.0058,0.986995
22.0246,0.987042
22.0434,0.987088
22.0622,0.987134
22.081,0.98718
22.0998,0.987226
22.1186,0.987272
22.1374,0.987318
22.1562,0.987363
22.1751,0.987409
22.1939,0.987454
22.2128,0.987499
22.2316,0.987544
22.2505,0.987589
22.2694,0.987633
22.2883,0.987678
22.3072,0.987722
22.3261,0.987766
22.345,0.98781
22.3639,0.987854
22.3828,0.987898
22.4017,0.987941
22.4207,0.987985
22.4396,0.988028
22.4586,0.988071
22.4775,0.988114
22.4965,0.988157
22.5155,0.9882
22.5345,0.988242
22.5535,0.988285
22.5725,0.988327
22.5915,0.988369
22.6105,0.988411
22.6295,0.988453
22.6486,0.988495
22.6676,0.988536
22.6867,0.988578
22.7057,0.988619
22.7248,0.98866
22.7439,0.988701
22.763,0.988742
22.7821,0.988783
22.8012,0.988823
22.8203,0.988864
22.8394,0.988904
22.8585,0.988944
22.8776,0.988984
22.8968,0.989024
22.9159,0.989064
22.9351,0.989104
22.9542,0.989143
22.9734,0.989182
22.9926,0.989222
23.0118,0.989261
23.031,0.9893
23.0502,0.989339
23.0694,0.989377
23.0886,0.989416
23.1078,0.989454
23.1271,0.989493
23.1463,0.989531
23.1656,0.989569
23.1848,0.989607
23.2041,0.989645
23.2234,0.989682
23.2427,0.98972
23.262,0.989757
23.2813,0.989795
23.3006,0.989832
23.3199,0.989869
23.3392,0.989906
23.3585,0.989942
23.3779,0.989979
23.3972,0.990016
23.4166,0.990052
23.4359,0.990088
23.4553,0.990124
23.4747,0.99016
23.4941,0.990196
23.5135,0.990232
23.5329,0.990268
23.5523,0.990303
23.5717,0.990339
23.5911,0.990374
23.6106,0.990409
23.63,0.990444
23.6495,0.990479
23.6689,0.990514
23.6884,0.990549
23.7079,0.990583
23.7274,0.990618
23.7469,0.990652
23.7664,0.990686
23.7859,0.99072
23.8054,0.990754
23.8249,0.990788
23.8444,0.990822
23.864,0.990855
23.8835,0.990889
23.9031,0.990922
23.9226,0.990955
23.9422,0.990989
23.9618,0.991022
23.9814,0.991055
24.001,0.991087
24.0206,0.99112
24.0402,0.991153
24.0598,0.991185
24.0794,0.991217
24.0991,0.99125
24.1187,0.991282
24.1384,0.991314
24.158,0.991346
24.1777,0.991377
24.1974,0.991409
24.2171,0.991441
24.2368,0.991472
24.2565,0.991503
24.2762,0.991535
24.2959,0.991566
24.3156,0.991597
24.3353,0.991628
24.3551,0.991658
24.3748,0.991689
24.3946,0.99172
24.4144,0.99175
24.4341,0.991781
24.4539,0.991811
24.4737,0.991841
24.4935,0.991871
24.5133,0.991901
24.5331,0.991931
24.5529,0.99196
24.5728,0.99199
24.5926,0.99202
24.6124,0.992049
24.6323,0.992078
24.6521,0.992108
24.672,0.992137
24.6919,0.992166
24.7118,0.992194
24.7317,0.992223
24.7516,0.992252
24.7715,0.992281
24.7914,0.992309
24.8113,0.992337
24.8313,0.992366
24.8512,0.992394
24.8711,0.992422
24.8911,0.99245
24.9111,0.992478
24.931,0.992506
24.951,0.992533
24.971,0.992561
24.991,0.992588
25.011,0.992616
25.031,0.992643
25.051,0.99267
25.0711,0.992697
25.0911,0.992724
25.1111,0.992751
25.1312,0.992778
25.1513,0.992805
25.1713,0.992831
25.1914,0.992858
25.2115,0.992884
25.2316,0.99291
25.2517,0.992937
25.2718,0.992963
25.2919,0.992989
25.312,0.993015
25.3322,0.993041
25.3523,0.993066
25.3725,0.993092
25.3926,0.993118
25.4128,0.993143
25.4329,0.993169
25.4531,0.993194
25.4733,0.993219
25.4935,0.993244
25.5137,0.993269
25.5339,0.993294
25.5541,0.993319
25.5744,0.993344
25.5946,0.993368
25.6149,0.993393
25.6351,0.993417
25.6554,0.993442
25.6756,0.993466
25.6959,0.99349
25.7162,0.993514
25.7365,0.993538
25.7568,0.993562
25.7771,0.993586
25.7974,0.99361
25.8177,0.993634
25.8381,0.993657
25.8584,0.993681
25.8788,0.993704
25.8991,0.993728
25.9195,0.993751
25.9399,0.993774
25.9602,0.993797
25.9806,0.99382
26.001,0.993843
26.0214,0.993866
26.0418,0.993889
26.0623,0.993911
26.0827,0.993934
26.1031,0.993956
26.1236,0.993979
26.144,0.994001
26.1645,0.994024
26.185,0.994046
26.2054,0.994068
26.2259,0.99409
26.2464,0.994112
26.2669,0.994134
26.2874,0.994155
26.3079,0.994177
26.3285,0.994199
26.349,0.99422
26.3695,0.994242
26.3901,0.994263
26.4106,0.994284
26.4312,0.994306
26.4518,0.994327
26.4724,0.994348
26.4929,0.994369
26.5135,0.99439
26.5341,0.99441
26.5548,0.994431
26.5754,0.994452
26.596,0.994472
26.6166,0.994493
26.6373,0.994513
26.6579,0.994534
26.6786,0.994554
26.6993,0.994574
26.7199,0.994594
26.7406,0.994614
26.7613,0.994634
26.782,0.994654
26.8027,0.994674
26.8234,0.994694
26.8442,0.994714
26.8649,0.994733
26.8856,0.994753
26.9064,0.994772
26.9272,0.994792
26.9479,0.994811
26.9687,0.99483
26.9895,0.994849
27.0103,0.994869
27.0311,0.994888
27.0519,0.994907
27.0727,0.994925
27.0935,0.994944
27.1143,0.994963
27.1352,0.994982
27.156,0.995
27.1769,0.995019
27.1977,0.995037
27.2186,0.995056
27.2395,0.995074
27.2603,0.995092
27.2812,0.995111
27.3021,0.995129
27.323,0.995147
27.344,0.995165
27.3649,0.995183
27.3858,0.995201
27.4068,0.995218
27.4277,0.995236
27.4487,0.995254
27.4696,0.995271
27.4906,0.995289
27.5116,0.995306
27.5326,0.995324
27.5536,0.995341
27.5746,0.995358
27.5956,0.995375
27.6166,0.995393
27.6376,0.99541
27.6587,0.995427
27.6797,0.995444
27.7008,0.99546
27.7218,0.995477
27.7429,0.995494
27.764,0.995511
27.7851,0.995527
27.8062,0.995544
27.8273,0.99556
27.8484,0.995577
27.8695,0.995593
27.8906,0.995609
27.9117,0.995626
27.9329,0.995642
27.954,0.995658
27.9752,0.995674
27.9964,0.99569
28.0175,0.995706
28.0387,0.995722
28.0599,0.995737
28.0811,0.995753
28.1023,0.995769
28.1235,0.995784
28.1447,0.9958
28.166,0.995816
28.1872,0.995831
28.2084,0.995846
28.2297,0.995862
28.251,0.995877
28.2722,0.995892
28.2935,0.995907
28.3148,0.995922
28.3361,0.995937
28.3574,0.995952
28.3787,0.995967
28.4,0.995982
28.4213,0.995997
28.4427,0.996012
28.464,0.996026
28.4854,0.996041
28.5067,0.996056
28.5281,0.99607
28.5495,0.996085
28.5708,0.996099
28.5922,0.996113
28.6136,0.996128
28.635,0.996142
28.6564,0.996156
28.6779,0.99617
28.6993,0.996184
28.7207,0.996198
28.7422,0.996212
28.7636,0.996226
28.7851,0.99624
28.8066,0.996254
28.828,0.996268
28.8495,0.996281
28.871,0.996295
28.8925,0.996308
28.914,0.996322
28.9355,0.996335
28.9571,0.996349
28.9786,0.996362
29.0001,0.996376
29.0217,0.996389
29.0432,0.996402
29.0648,0.996415
29.0864,0.996428
29.108,0.996441
29.1295,0.996454
29.1511,0.996467
29.1727,0.99648
29.1944,0.996493
29.216,0.996506
29.2376,0.996519
29.2592,0.996531
29.2809,0.996544
29.3025,0.996557
29.3242,0.996569
29.3459,0.996582
29.3676,0.996594
29.3892,0.996607
29.4109,0.996619
29.4326,0.996631
29.4543,0.996644
29.4761,0.996656
29.4978,0.996668
29.5195,0.99668
29.5413,0.996692
29.563,0.996704
29.5848,0.996716
29.6065,0.996728
29.6283,0.99674
29.6501,0.996752
29.6719,0.996764
29.6937,0.996775
29.7155,0.996787
29.7373,0.996799
29.7591,0.99681
29.7809,0.996822
29.8028,0.996833
29.8246,0.996845
29.8465,0.996856
29.8683,0.996868
29.8902,0.996879
29.9121,0.99689
29.934,0.996902
29.9559,0.996913
29.9778,0.996924
29.9997,0.996935
30.0216,0.996946
30.0435,0.996957
30.0654,0.996968
30.0874,0.996979
30.1093,0.99699
30.1313,0.997001
30.1533,0.997011
30.1752,0.997022
30.1972,0.997033
30.2192,0.997044
30.2412,0.997054
30.2632,0.997065
30.2852,0.997075
30.3072,0.997086
30.3293,0.997096
30.3513,0.997107
