W,sigma_GLC,sigma_BG
30.97,25.2679,26.6189
51.4787,32.6288,35.5008
85.5686,42.5458,47.8127
142.233,55.0858,63.8163
236.422,70.5661,84.0951
392.984,89.388,109.365
653.223,111.971,140.395
1085.8,138.71,177.945
1804.82,169.93,222.696
3000,205.842,275.175
