r,N_ipsat
0.0410532,0.00743701
0.0414477,0.00757832
0.0418423,0.00772086
0.0422368,0.00786463
0.0426314,0.00800962
0.0430259,0.00815582
0.0434205,0.00830324
0.043815,0.00845188
0.0442096,0.00860172
0.0446041,0.00875276
0.0449987,0.00890501
0.0453932,0.00905845
0.0457878,0.00921309
0.0461823,0.00936892
0.0465769,0.00952594
0.0469714,0.00968414
0.047366,0.00984352
0.0477606,0.0100041
0.0481551,0.0101658
0.0485497,0.0103287
0.0489442,0.0104928
0.0493388,0.010658
0.0497333,0.0108244
0.0501279,0.010992
0.0505224,0.0111607
0.050917,0.0113305
0.0513115,0.0115015
0.0517061,0.0116737
0.0521006,0.011847
0.0524952,0.0120214
0.0528897,0.012197
0.0532843,0.0123736
0.0536788,0.0125515
0.0540734,0.0127304
0.0544679,0.0129105
0.0548625,0.0130916
0.055257,0.0132739
0.0556516,0.0134573
0.0560461,0.0136418
0.0564407,0.0138274
0.0568353,0.0140141
0.0572298,0.0142019
0.0576244,0.0143908
0.0580189,0.0145808
0.0584135,0.0147718
0.058808,0.014964
0.0592026,0.0151573
0.0595971,0.0153516
0.0599917,0.015547
0.0603862,0.0157434
0.0607808,0.0159409
0.0611753,0.0161395
0.0615699,0.016339
0.0619644,0.0165398
0.062359,0.0167416
0.0627535,0.0169443
0.0631481,0.017148
0.0635426,0.0173526
0.0639372,0.0175581
0.0643317,0.0177645
0.0647263,0.0179734
0.0651209,0.0181831
0.0655154,0.0183935
0.06591,0.0186048
0.0663045,0.0188169
0.0666991,0.0190299
0.0670936,0.0192438
0.0674882,0.0194586
0.0678827,0.0196744
0.0682773,0.0198912
0.0686718,0.0201093
0.0690664,0.0203284
0.0694609,0.0205485
0.0698555,0.0207695
0.07025,0.0209916
0.0706446,0.0212146
0.0710391,0.0214386
0.0714337,0.0216636
0.0718282,0.0218895
0.0722228,0.0221164
0.0726173,0.0223443
0.0730119,0.0225731
0.0734064,0.0228029
0.073801,0.0230337
0.0741956,0.0232654
0.0745901,0.023498
0.0749847,0.0237316
0.0753792,0.0239661
0.0757738,0.0242016
0.0761683,0.024438
0.0765629,0.0246753
0.0769574,0.0249136
0.077352,0.0251527
0.0777465,0.0253928
0.0781411,0.0256339
0.0785356,0.0258758
0.0789302,0.0261186
0.0793247,0.0263624
0.0797193,0.026607
0.0801138,0.0268526
0.0805084,0.0270991
0.0809029,0.0273464
0.0812975,0.0275947
0.081692,0.0278438
0.0820866,0.0280938
0.0824812,0.0283447
0.0828757,0.0285965
0.0832703,0.0288492
0.0836648,0.0291027
0.0840594,0.0293571
0.0844539,0.0296124
0.0848485,0.0298685
0.085243,0.0301255
0.0856376,0.0303833
0.0860321,0.030642
0.0864267,0.0309016
0.0868212,0.031162
0.0872158,0.0314233
0.0876103,0.0316854
0.0880049,0.0319483
0.0883994,0.0322121
0.088794,0.0324767
0.0891885,0.0327421
0.0895831,0.0330084
0.0899776,0.0332755
0.0903722,0.0335434
0.0907667,0.0338121
0.0911613,0.0340817
0.0915559,0.034352
0.0919504,0.0346232
0.092345,0.0348952
0.0927395,0.035168
0.0931341,0.0354415
0.0935286,0.0357159
0.0939232,0.0359911
0.0943177,0.0362671
0.0947123,0.0365438
0.0951068,0.0368213
0.0955014,0.0370997
0.0958959,0.0373788
0.0962905,0.0376587
0.096685,0.0379393
0.0970796,0.0382208
0.0974741,0.038503
0.0978687,0.0387859
0.0982632,0.0390697
0.0986578,0.0393541
0.0990523,0.0396394
0.0994469,0.0399254
0.0998415,0.0402122
0.100236,0.0404997
0.100631,0.0407879
0.101025,0.0410769
0.10142,0.0413667
0.101814,0.0416571
0.102209,0.0419484
0.102603,0.0422403
0.102998,0.042533
0.103392,0.0428264
0.103787,0.0431205
0.104182,0.0434154
0.104576,0.0437109
0.104971,0.0440072
0.105365,0.0443042
0.10576,0.044602
0.106154,0.0449004
0.106549,0.0451995
0.106943,0.0454994
0.107338,0.0457999
0.107732,0.0461012
0.108127,0.0464031
0.108522,0.0467057
0.108916,0.047009
0.109311,0.047313
0.109705,0.0476177
0.1101,0.0479231
0.110494,0.0482292
0.110889,0.0485359
0.111283,0.0488433
0.111678,0.0491514
0.112073,0.0494602
0.112467,0.0497696
0.112862,0.0500797
0.113256,0.0503905
0.113651,0.0507019
0.114045,0.051014
0.11444,0.0513267
0.114834,0.0516401
0.115229,0.0519541
0.115624,0.0522688
0.116018,0.0525841
0.116413,0.0529001
0.116807,0.0532167
0.117202,0.053534
0.117596,0.0538519
0.117991,0.0541704
0.118385,0.0544896
0.11878,0.0548094
0.119175,0.0551298
0.119569,0.0554509
0.119964,0.0557725
0.120358,0.0560948
0.120753,0.0564177
0.121147,0.0567413
0.121542,0.0570654
0.121936,0.0573902
0.122331,0.0577155
0.122725,0.0580415
0.12312,0.0583681
0.123515,0.0586952
0.123909,0.059023
0.124304,0.0593514
0.124698,0.0596804
0.125093,0.0600099
0.125487,0.0603401
0.125882,0.0606708
0.126276,0.0610022
0.126671,0.0613341
0.127066,0.0616666
0.12746,0.0619997
0.127855,0.0623334
0.128249,0.0626676
0.128644,0.0630024
0.129038,0.0633378
0.129433,0.0636738
0.129827,0.0640103
0.130222,0.0643474
0.130617,0.064685
0.131011,0.0650233
0.131406,0.065362
0.1318,0.0657014
0.132195,0.0660413
0.132589,0.0663817
0.132984,0.0667227
0.133378,0.0670643
0.133773,0.0674064
0.134168,0.067749
0.134562,0.0680922
0.134957,0.0684359
0.135351,0.0687802
0.135746,0.069125
0.13614,0.0694704
0.136535,0.0698163
0.136929,0.0701627
0.137324,0.0705096
0.137718,0.0708571
0.138113,0.0712051
0.138508,0.0715536
0.138902,0.0719027
0.139297,0.0722522
0.139691,0.0726023
0.140086,0.0729529
0.14048,0.073304
0.140875,0.0736557
0.141269,0.0740078
0.141664,0.0743605
0.142059,0.0747137
0.142453,0.0750673
0.142848,0.0754215
0.143242,0.0757762
0.143637,0.0761314
0.144031,0.0764871
0.144426,0.0768432
0.14482,0.0771999
0.145215,0.0775571
0.14561,0.0779147
0.146004,0.0782729
0.146399,0.0786315
0.146793,0.0789907
0.147188,0.0793503
0.147582,0.0797104
0.147977,0.080071
0.148371,0.080432
0.148766,0.0807936
0.14916,0.0811556
0.149555,0.0815181
0.14995,0.081881
0.150344,0.0822445
0.150739,0.0826084
0.151133,0.0829727
0.151528,0.0833376
0.151922,0.0837029
0.152317,0.0840687
0.152711,0.0844349
0.153106,0.0848016
0.153501,0.0851688
0.153895,0.0855364
0.15429,0.0859045
0.154684,0.086273
0.155079,0.086642
0.155473,0.0870114
0.155868,0.0873813
0.156262,0.0877516
0.156657,0.0881224
0.157052,0.0884936
0.157446,0.0888653
0.157841,0.0892374
0.158235,0.0896099
0.15863,0.0899829
0.159024,0.0903563
0.159419,0.0907302
0.159813,0.0911045
0.160208,0.0914792
0.160603,0.0918544
0.160997,0.09223
0.161392,0.092606
0.161786,0.0929824
0.162181,0.0933593
0.162575,0.0937366
0.16297,0.0941143
0.163364,0.0944925
0.163759,0.094871
0.164153,0.09525
0.164548,0.0956294
0.164943,0.0960092
0.165337,0.0963895
0.165732,0.0967701
0.166126,0.0971512
0.166521,0.0975327
0.166915,0.0979145
0.16731,0.0982968
0.167704,0.0986795
0.168099,0.0990626
0.168494,0.0994461
0.168888,0.09983
0.169283,0.100214
0.169677,0.100599
0.170072,0.100984
0.170466,0.10137
0.170861,0.101756
0.171255,0.102142
0.17165,0.102529
0.172045,0.102916
0.172439,0.103303
0.172834,0.103691
0.173228,0.104079
0.173623,0.104468
0.174017,0.104857
0.174412,0.105246
0.174806,0.105636
0.175201,0.106026
0.175595,0.106417
0.17599,0.106808
0.176385,0.107199
0.176779,0.107591
0.177174,0.107983
0.177568,0.108375
0.177963,0.108768
0.178357,0.109161
0.178752,0.109555
0.179146,0.109949
0.179541,0.110343
0.179936,0.110738
0.18033,0.111133
0.180725,0.111528
0.181119,0.111924
0.181514,0.11232
0.181908,0.112717
0.182303,0.113114
0.182697,0.113511
0.183092,0.113909
0.183487,0.114307
0.183881,0.114705
0.184276,0.115104
0.18467,0.115503
0.185065,0.115902
0.185459,0.116302
0.185854,0.116702
0.186248,0.117102
0.186643,0.117503
0.187038,0.117904
0.187432,0.118306
0.187827,0.118707
0.188221,0.11911
0.188616,0.119512
0.18901,0.119915
0.189405,0.120318
0.189799,0.120722
0.190194,0.121126
0.190588,0.12153
0.190983,0.121934
0.191378,0.122339
0.191772,0.122744
0.192167,0.12315
0.192561,0.123556
0.192956,0.123962
0.19335,0.124369
0.193745,0.124776
0.194139,0.125183
0.194534,0.12559
0.194929,0.125998
0.195323,0.126407
0.195718,0.126815
0.196112,0.127224
0.196507,0.127633
0.196901,0.128043
0.197296,0.128452
0.19769,0.128863
0.198085,0.129273
0.19848,0.129684
0.198874,0.130095
0.199269,0.130506
0.199663,0.130918
0.200058,0.13133
0.200452,0.131743
0.200847,0.132155
0.201241,0.132568
0.201636,0.132982
0.20203,0.133395
0.202425,0.133809
0.20282,0.134224
0.203214,0.134638
0.203609,0.135053
0.204003,0.135468
0.204398,0.135884
0.204792,0.1363
0.205187,0.136716
0.205581,0.137132
0.205976,0.137549
0.206371,0.137966
0.206765,0.138383
0.20716,0.138801
0.207554,0.139219
0.207949,0.139637
0.208343,0.140055
0.208738,0.140474
0.209132,0.140893
0.209527,0.141313
0.209922,0.141732
0.210316,0.142152
0.210711,0.142573
0.211105,0.142993
0.2115,0.143414
0.211894,0.143835
0.212289,0.144257
0.212683,0.144678
0.213078,0.1451
0.213473,0.145523
0.213867,0.145945
0.214262,0.146368
0.214656,0.146791
0.215051,0.147215
0.215445,0.147639
0.21584,0.148063
0.216234,0.148487
0.216629,0.148911
0.217023,0.149336
0.217418,0.149761
0.217813,0.150187
0.218207,0.150613
0.218602,0.151039
0.218996,0.151465
0.219391,0.151891
0.219785,0.152318
0.22018,0.152745
0.220574,0.153173
0.220969,0.1536
0.221364,0.154028
0.221758,0.154456
0.222153,0.154885
0.222547,0.155313
0.222942,0.155742
0.223336,0.156172
0.223731,0.156601
0.224125,0.157031
0.22452,0.157461
0.224915,0.157891
0.225309,0.158322
0.225704,0.158753
0.226098,0.159184
0.226493,0.159615
0.226887,0.160047
0.227282,0.160479
0.227676,0.160911
0.228071,0.161343
0.228465,0.161776
0.22886,0.162209
0.229255,0.162642
0.229649,0.163075
0.230044,0.163509
0.230438,0.163943
0.230833,0.164377
0.231227,0.164812
0.231622,0.165246
0.232016,0.165681
0.232411,0.166117
0.232806,0.166552
0.2332,0.166988
0.233595,0.167424
0.233989,0.16786
0.234384,0.168297
0.234778,0.168733
0.235173,0.16917
0.235567,0.169607
0.235962,0.170045
0.236357,0.170483
0.236751,0.170921
0.237146,0.171359
0.23754,0.171797
0.237935,0.172236
0.238329,0.172675
0.238724,0.173114
0.239118,0.173553
0.239513,0.173993
0.239908,0.174433
0.240302,0.174873
0.240697,0.175313
0.241091,0.175754
0.241486,0.176195
0.24188,0.176636
0.242275,0.177077
0.242669,0.177519
0.243064,0.177961
0.243458,0.178403
0.243853,0.178845
0.244248,0.179287
0.244642,0.17973
0.245037,0.180173
0.245431,0.180616
0.245826,0.18106
0.24622,0.181503
0.246615,0.181947
0.247009,0.182391
0.247404,0.182836
0.247799,0.18328
0.248193,0.183725
0.248588,0.18417
0.248982,0.184615
0.249377,0.185061
0.249771,0.185506
0.250166,0.185952
0.25056,0.186398
0.250955,0.186845
0.25135,0.187291
0.251744,0.187738
0.252139,0.188185
0.252533,0.188632
0.252928,0.18908
0.253322,0.189527
0.253717,0.189975
0.254111,0.190423
0.254506,0.190872
0.2549,0.19132
0.255295,0.191769
0.25569,0.192218
0.256084,0.192667
0.256479,0.193117
0.256873,0.193566
0.257268,0.194016
0.257662,0.194466
0.258057,0.194916
0.258451,0.195367
0.258846,0.195818
0.259241,0.196269
0.259635,0.19672
0.26003,0.197171
0.260424,0.197622
0.260819,0.198074
0.261213,0.198526
0.261608,0.198978
0.262002,0.199431
0.262397,0.199883
0.262792,0.200336
0.263186,0.200789
0.263581,0.201242
0.263975,0.201695
0.26437,0.202149
0.264764,0.202603
0.265159,0.203057
0.265553,0.203511
0.265948,0.203965
0.266343,0.20442
0.266737,0.204875
0.267132,0.20533
0.267526,0.205785
0.267921,0.20624
0.268315,0.206696
0.26871,0.207152
0.269104,0.207608
0.269499,0.208064
0.269893,0.20852
0.270288,0.208977
0.270683,0.209433
0.271077,0.20989
0.271472,0.210347
0.271866,0.210805
0.272261,0.211262
0.272655,0.21172
0.27305,0.212178
0.273444,0.212636
0.273839,0.213094
0.274234,0.213553
0.274628,0.214011
0.275023,0.21447
0.275417,0.214929
0.275812,0.215389
0.276206,0.215848
0.276601,0.216308
0.276995,0.216767
0.27739,0.217227
0.277785,0.217687
0.278179,0.218148
0.278574,0.218608
0.278968,0.219069
0.279363,0.21953
0.279757,0.219991
0.280152,0.220452
0.280546,0.220914
0.280941,0.221375
0.281336,0.221837
0.28173,0.222299
0.282125,0.222761
0.282519,0.223223
0.282914,0.223686
0.283308,0.224149
0.283703,0.224611
0.284097,0.225074
0.284492,0.225538
0.284886,0.226001
0.285281,0.226465
0.285676,0.226928
0.28607,0.227392
0.286465,0.227856
0.286859,0.22832
0.287254,0.228785
0.287648,0.229249
0.288043,0.229714
0.288437,0.230179
0.288832,0.230644
0.289227,0.231109
0.289621,0.231575
0.290016,0.23204
0.29041,0.232506
0.290805,0.232972
0.291199,0.233438
0.291594,0.233905
0.291988,0.234371
0.292383,0.234838
0.292778,0.235304
0.293172,0.235771
0.293567,0.236238
0.293961,0.236706
0.294356,0.237173
0.29475,0.237641
0.295145,0.238108
0.295539,0.238576
0.295934,0.239044
0.296328,0.239512
0.296723,0.239981
0.297118,0.240449
0.297512,0.240918
0.297907,0.241387
0.298301,0.241856
0.298696,0.242325
0.29909,0.242794
0.299485,0.243264
0.299879,0.243733
0.300274,0.244203
0.300669,0.244673
0.301063,0.245143
0.301458,0.245613
0.301852,0.246084
0.302247,0.246554
0.302641,0.247025
0.303036,0.247496
0.30343,0.247967
0.303825,0.248438
0.30422,0.24891
0.304614,0.249382
0.305009,0.249854
0.305403,0.250326
0.305798,0.250799
0.306192,0.251271
0.306587,0.251744
0.306981,0.252217
0.307376,0.25269
0.307771,0.253163
0.308165,0.253636
0.30856,0.254109
0.308954,0.254583
0.309349,0.255056
0.309743,0.25553
0.310138,0.256004
0.310532,0.256478
0.310927,0.256952
0.311321,0.257427
0.311716,0.257901
0.312111,0.258376
0.312505,0.25885
0.3129,0.259325
0.313294,0.2598
0.313689,0.260275
0.314083,0.26075
0.314478,0.261226
0.314872,0.261701
0.315267,0.262177
0.315662,0.262652
0.316056,0.263128
0.316451,0.263604
0.316845,0.26408
0.31724,0.264556
0.317634,0.265033
0.318029,0.265509
0.318423,0.265986
0.318818,0.266462
0.319213,0.266939
0.319607,0.267416
0.320002,0.267893
0.320396,0.26837
0.320791,0.268847
0.321185,0.269324
0.32158,0.269802
0.321974,0.270279
0.322369,0.270757
0.322763,0.271235
0.323158,0.271713
0.323553,0.272191
0.323947,0.272669
0.324342,0.273147
0.324736,0.273625
0.325131,0.274103
0.325525,0.274582
0.32592,0.27506
0.326314,0.275539
0.326709,0.276018
0.327104,0.276497
0.327498,0.276976
0.327893,0.277455
0.328287,0.277934
0.328682,0.278413
0.329076,0.278892
0.329471,0.279372
0.329865,0.279851
0.33026,0.280331
0.330655,0.280811
0.331049,0.28129
0.331444,0.28177
0.331838,0.28225
0.332233,0.28273
0.332627,0.283211
0.333022,0.283691
0.333416,0.284171
0.333811,0.284651
0.334206,0.285132
0.3346,0.285612
0.334995,0.286093
0.335389,0.286574
0.335784,0.287055
0.336178,0.287536
0.336573,0.288016
0.336967,0.288498
0.337362,0.288979
0.337756,0.28946
0.338151,0.289941
0.338546,0.290422
0.33894,0.290902
0.339335,0.291383
0.339729,0.291864
0.340124,0.292345
0.340518,0.292826
0.340913,0.293307
0.341307,0.293788
0.341702,0.294269
0.342097,0.29475
0.342491,0.295231
0.342886,0.295713
0.34328,0.296194
0.343675,0.296676
0.344069,0.297157
0.344464,0.297639
0.344858,0.298121
0.345253,0.298602
0.345648,0.299084
0.346042,0.299566
0.346437,0.300048
0.346831,0.30053
0.347226,0.301012
0.34762,0.301495
0.348015,0.301977
0.348409,0.302459
0.348804,0.302942
0.349198,0.303424
0.349593,0.30391
0.349988,0.304396
0.350382,0.304883
0.350777,0.305369
0.351171,0.305856
0.351566,0.306342
0.35196,0.306829
0.352355,0.307316
0.352749,0.307803
0.353144,0.30829
0.353539,0.308777
0.353933,0.309264
0.354328,0.309751
0.354722,0.310238
0.355117,0.310725
0.355511,0.311212
0.355906,0.3117
0.3563,0.312187
0.356695,0.312675
0.35709,0.313162
0.357484,0.31365
0.357879,0.314137
0.358273,0.314625
0.358668,0.315113
0.359062,0.315601
0.359457,0.316089
0.359851,0.316577
0.360246,0.317065
0.360641,0.317553
0.361035,0.318041
0.36143,0.318529
0.361824,0.319017
0.362219,0.319505
0.362613,0.319994
0.363008,0.320482
0.363402,0.320971
0.363797,0.321459
0.364191,0.321948
0.364586,0.322436
0.364981,0.322925
0.365375,0.323414
0.36577,0.323903
0.366164,0.324391
0.366559,0.32488
0.366953,0.325369
0.367348,0.325858
0.367742,0.326347
0.368137,0.326836
0.368532,0.327326
0.368926,0.327815
0.369321,0.328304
0.369715,0.328793
0.37011,0.329283
0.370504,0.329772
0.370899,0.330262
0.371293,0.330751
0.371688,0.331241
0.372083,0.33173
0.372477,0.33222
0.372872,0.332709
0.373266,0.333199
0.373661,0.333689
0.374055,0.334179
0.37445,0.334669
0.374844,0.335158
0.375239,0.335648
0.375633,0.336138
0.376028,0.336628
0.376423,0.337119
0.376817,0.337609
0.377212,0.338099
0.377606,0.338589
0.378001,0.339079
0.378395,0.33957
0.37879,0.34006
0.379184,0.34055
0.379579,0.341041
0.379974,0.341531
0.380368,0.342022
0.380763,0.342512
0.381157,0.343003
0.381552,0.343493
0.381946,0.343984
0.382341,0.344474
0.382735,0.344965
0.38313,0.345456
0.383525,0.345947
0.383919,0.346438
0.384314,0.346929
0.384708,0.34742
0.385103,0.347911
0.385497,0.348402
0.385892,0.348893
0.386286,0.349384
0.386681,0.349875
0.387076,0.350366
0.38747,0.350858
0.387865,0.351349
0.388259,0.35184
0.388654,0.352331
0.389048,0.352823
0.389443,0.353314
0.389837,0.353805
0.390232,0.354297
0.390626,0.354788
0.391021,0.35528
0.391416,0.355771
0.39181,0.356263
0.392205,0.356754
0.392599,0.357246
0.392994,0.357737
0.393388,0.358229
0.393783,0.358721
0.394177,0.359212
0.394572,0.359704
0.394967,0.360196
0.395361,0.360688
0.395756,0.361179
0.39615,0.361671
0.396545,0.362163
0.396939,0.362655
0.397334,0.363146
0.397728,0.363638
0.398123,0.36413
0.398518,0.364622
0.398912,0.365114
0.399307,0.365606
0.399701,0.366098
0.400096,0.36659
0.40049,0.367082
0.400885,0.367574
0.401279,0.368066
0.401674,0.368558
0.402069,0.36905
0.402463,0.369542
0.402858,0.370034
0.403252,0.370526
0.403647,0.371018
0.404041,0.37151
0.404436,0.372002
0.40483,0.372494
0.405225,0.372986
0.405619,0.373478
0.406014,0.37397
0.406409,0.374463
0.406803,0.374955
0.407198,0.375447
0.407592,0.375939
0.407987,0.376431
0.408381,0.376923
0.408776,0.377415
0.40917,0.377908
0.409565,0.3784
0.40996,0.378892
0.410354,0.379384
0.410749,0.379876
0.411143,0.380369
0.411538,0.380861
0.411932,0.381353
0.412327,0.381845
0.412721,0.382337
0.413116,0.382829
0.413511,0.383322
0.413905,0.383814
0.4143,0.384306
0.414694,0.384798
0.415089,0.38529
0.415483,0.385783
0.415878,0.386275
0.416272,0.386767
0.416667,0.387259
0.417061,0.387751
0.417456,0.388243
0.417851,0.388736
0.418245,0.389228
0.41864,0.38972
0.419034,0.390212
0.419429,0.390704
0.419823,0.391196
0.420218,0.391688
0.420612,0.39218
0.421007,0.392672
0.421402,0.393165
0.421796,0.393657
0.422191,0.394149
0.422585,0.394641
0.42298,0.395133
0.423374,0.395625
0.423769,0.396117
0.424163,0.396609
0.424558,0.397101
0.424953,0.397593
0.425347,0.398085
0.425742,0.398577
0.426136,0.399068
0.426531,0.39956
0.426925,0.400052
0.42732,0.400544
0.427714,0.401036
0.428109,0.401528
0.428504,0.40202
0.428898,0.402511
0.429293,0.403003
0.429687,0.403495
0.430082,0.403986
0.430476,0.404478
0.430871,0.40497
0.431265,0.405462
0.43166,0.405953
0.432054,0.406445
0.432449,0.406936
0.432844,0.407428
0.433238,0.407919
0.433633,0.408411
0.434027,0.408902
0.434422,0.409394
0.434816,0.409885
0.435211,0.410377
0.435605,0.410868
0.436,0.411359
0.436395,0.411851
0.436789,0.412342
0.437184,0.412833
0.437578,0.413324
0.437973,0.413816
0.438367,0.414307
0.438762,0.414798
0.439156,0.415289
0.439551,0.41578
0.439946,0.416271
0.44034,0.416762
0.440735,0.417253
0.441129,0.417744
0.441524,0.418235
0.441918,0.418726
0.442313,0.419216
0.442707,0.419707
0.443102,0.420198
0.443496,0.420689
0.443891,0.421179
0.444286,0.42167
0.44468,0.422161
0.445075,0.422652
0.445469,0.423142
0.445864,0.423633
0.446258,0.424123
0.446653,0.424614
0.447047,0.425104
0.447442,0.425595
0.447837,0.426085
0.448231,0.426575
0.448626,0.427066
0.44902,0.427556
0.449415,0.428046
0.449809,0.428536
0.450204,0.429026
0.450598,0.429516
0.450993,0.430006
0.451388,0.430496
0.451782,0.430986
0.452177,0.431476
0.452571,0.431966
0.452966,0.432456
0.45336,0.432945
0.453755,0.433435
0.454149,0.433925
0.454544,0.434414
0.454939,0.434904
0.455333,0.435393
0.455728,0.435883
0.456122,0.436372
0.456517,0.436861
0.456911,0.43735
0.457306,0.437839
0.4577,0.438329
0.458095,0.438818
0.458489,0.439307
0.458884,0.439796
0.459279,0.440284
0.459673,0.440773
0.460068,0.441262
0.460462,0.441751
0.460857,0.442239
0.461251,0.442728
0.461646,0.443216
0.46204,0.443705
0.462435,0.444193
0.46283,0.444681
0.463224,0.44517
0.463619,0.445658
0.464013,0.446146
0.464408,0.446634
0.464802,0.447122
0.465197,0.44761
0.465591,0.448098
0.465986,0.448586
0.466381,0.449073
0.466775,0.449561
0.46717,0.450049
0.467564,0.450536
0.467959,0.451023
0.468353,0.451511
0.468748,0.451998
0.469142,0.452485
0.469537,0.452972
0.469931,0.45346
0.470326,0.453947
0.470721,0.454433
0.471115,0.45492
0.47151,0.455407
0.471904,0.455894
0.472299,0.45638
0.472693,0.456867
0.473088,0.457353
0.473482,0.45784
0.473877,0.458326
0.474272,0.458812
0.474666,0.459298
0.475061,0.459785
0.475455,0.460271
0.47585,0.460756
0.476244,0.461242
0.476639,0.461728
0.477033,0.462214
0.477428,0.462699
0.477823,0.463185
0.478217,0.46367
0.478612,0.464156
0.479006,0.464641
0.479401,0.465126
0.479795,0.465611
0.48019,0.466096
0.480584,0.466581
0.480979,0.467066
0.481374,0.46755
0.481768,0.468035
0.482163,0.46852
0.482557,0.469004
0.482952,0.469489
0.483346,0.469973
0.483741,0.470457
0.484135,0.470941
0.48453,0.471425
0.484924,0.471909
0.485319,0.472393
0.485714,0.472877
0.486108,0.47336
0.486503,0.473844
0.486897,0.474327
0.487292,0.474811
0.487686,0.475294
0.488081,0.475777
0.488475,0.47626
0.48887,0.476743
0.489265,0.477226
0.489659,0.477709
0.490054,0.478191
0.490448,0.478674
0.490843,0.479156
0.491237,0.479639
0.491632,0.480121
0.492026,0.480603
0.492421,0.481085
0.492816,0.481567
0.49321,0.482049
0.493605,0.482531
0.493999,0.483012
0.494394,0.483494
0.494788,0.483975
0.495183,0.484457
0.495577,0.484938
0.495972,0.485419
0.496366,0.4859
0.496761,0.486381
0.497156,0.486862
0.49755,0.487343
0.497945,0.487823
0.498339,0.488304
0.498734,0.488784
0.499128,0.489264
0.499523,0.489744
0.499917,0.490225
0.500312,0.490704
0.500707,0.491184
0.501101,0.491664
0.501496,0.492144
0.50189,0.492623
0.502285,0.493102
0.502679,0.493582
0.503074,0.494061
0.503468,0.49454
0.503863,0.495019
0.504258,0.495498
0.504652,0.495976
0.505047,0.496455
0.505441,0.496933
0.505836,0.497411
0.50623,0.49789
0.506625,0.498368
0.507019,0.498846
0.507414,0.499324
0.507809,0.499801
0.508203,0.500279
0.508598,0.500756
0.508992,0.501234
0.509387,0.501711
0.509781,0.502188
0.510176,0.502665
0.51057,0.503142
0.510965,0.503619
0.511359,0.504095
0.511754,0.504572
0.512149,0.505048
0.512543,0.505524
0.512938,0.506
0.513332,0.506476
0.513727,0.506952
0.514121,0.507428
0.514516,0.507904
0.51491,0.508379
0.515305,0.508854
0.5157,0.50933
0.516094,0.509805
0.516489,0.51028
0.516883,0.510755
0.517278,0.511229
0.517672,0.511704
0.518067,0.512178
0.518461,0.512652
0.518856,0.513127
0.519251,0.513601
0.519645,0.514074
0.52004,0.514548
0.520434,0.515022
0.520829,0.515495
0.521223,0.515969
0.521618,0.516442
0.522012,0.516915
0.522407,0.517388
0.522801,0.517861
0.523196,0.518333
0.523591,0.518806
0.523985,0.519278
0.52438,0.51975
0.524774,0.520223
0.525169,0.520694
0.525563,0.521166
