r,sigma_dipolo
0.000155706,2.72142e-07
0.000156065,2.73488e-07
0.000156425,2.7484e-07
0.000156786,2.76199e-07
0.000157147,2.77564e-07
0.00015751,2.78937e-07
0.000157873,2.80316e-07
0.000158237,2.81702e-07
0.000158602,2.83094e-07
0.000158967,2.84494e-07
0.000159334,2.85901e-07
0.000159701,2.87314e-07
0.00016007,2.88735e-07
0.000160439,2.90163e-07
0.000160809,2.91597e-07
0.000161179,2.93039e-07
0.000161551,2.94488e-07
0.000161924,2.95944e-07
0.000162297,2.97408e-07
0.000162671,2.98878e-07
0.000163046,3.00356e-07
0.000163422,3.01841e-07
0.000163799,3.03334e-07
0.000164177,3.04834e-07
0.000164555,3.06341e-07
0.000164935,3.07856e-07
0.000165315,3.09378e-07
0.000165696,3.10908e-07
0.000166078,3.12446e-07
0.000166461,3.13991e-07
0.000166845,3.15543e-07
0.000167229,3.17104e-07
0.000167615,3.18672e-07
0.000168001,3.20248e-07
0.000168389,3.21832e-07
0.000168777,3.23423e-07
0.000169166,3.25023e-07
0.000169556,3.2663e-07
0.000169947,3.28245e-07
0.000170339,3.29869e-07
0.000170732,3.315e-07
0.000171125,3.3314e-07
0.00017152,3.34787e-07
0.000171916,3.36443e-07
0.000172312,3.38107e-07
0.000172709,3.39779e-07
0.000173107,3.4146e-07
0.000173507,3.43149e-07
0.000173907,3.44846e-07
0.000174308,3.46551e-07
0.00017471,3.48265e-07
0.000175112,3.49988e-07
0.000175516,3.51719e-07
0.000175921,3.53459e-07
0.000176326,3.55207e-07
0.000176733,3.56964e-07
0.00017714,3.5873e-07
0.000177549,3.60504e-07
0.000177958,3.62287e-07
0.000178369,3.64079e-07
0.00017878,3.6588e-07
0.000179192,3.6769e-07
0.000179605,3.69509e-07
0.000180019,3.71337e-07
0.000180434,3.73173e-07
0.00018085,3.75019e-07
0.000181267,3.76875e-07
0.000181685,3.78739e-07
0.000182104,3.80612e-07
0.000182524,3.82495e-07
0.000182945,3.84387e-07
0.000183367,3.86289e-07
0.00018379,3.882e-07
0.000184213,3.9012e-07
0.000184638,3.9205e-07
0.000185064,3.9399e-07
0.000185491,3.95939e-07
0.000185918,3.97898e-07
0.000186347,3.99866e-07
0.000186777,4.01845e-07
0.000187207,4.03833e-07
0.000187639,4.05831e-07
0.000188071,4.07838e-07
0.000188505,4.09856e-07
0.00018894,4.11884e-07
0.000189375,4.13922e-07
0.000189812,4.1597e-07
0.00019025,4.18028e-07
0.000190688,4.20096e-07
0.000191128,4.22174e-07
0.000191569,4.24263e-07
0.00019201,4.26363e-07
0.000192453,4.28472e-07
0.000192897,4.30592e-07
0.000193342,4.32723e-07
0.000193787,4.34864e-07
0.000194234,4.37016e-07
0.000194682,4.39178e-07
0.000195131,4.41351e-07
0.000195581,4.43535e-07
0.000196032,4.4573e-07
0.000196484,4.47935e-07
0.000196937,4.50152e-07
0.000197391,4.52379e-07
0.000197846,4.54618e-07
0.000198302,4.56867e-07
0.000198759,4.59128e-07
0.000199218,4.614e-07
0.000199677,4.63684e-07
0.000200137,4.65978e-07
0.000200599,4.68284e-07
0.000201061,4.70601e-07
0.000201525,4.7293e-07
0.00020199,4.75271e-07
0.000202455,4.77623e-07
0.000202922,4.79987e-07
0.00020339,4.82362e-07
0.000203859,4.84749e-07
0.000204329,4.87148e-07
0.0002048,4.89559e-07
0.000205272,4.91982e-07
0.000205746,4.94417e-07
0.00020622,4.96864e-07
0.000206696,4.99323e-07
0.000207172,5.01794e-07
0.00020765,5.04278e-07
0.000208129,5.06774e-07
0.000208608,5.09282e-07
0.000209089,5.11802e-07
0.000209572,5.14336e-07
0.000210055,5.16881e-07
0.000210539,5.1944e-07
0.000211025,5.22011e-07
0.000211511,5.24595e-07
0.000211999,5.27191e-07
0.000212488,5.29801e-07
0.000212978,5.32423e-07
0.000213469,5.35058e-07
0.000213961,5.37707e-07
0.000214454,5.40369e-07
0.000214949,5.43043e-07
0.000215444,5.45731e-07
0.000215941,5.48433e-07
0.000216439,5.51148e-07
0.000216938,5.53876e-07
0.000217438,5.56618e-07
0.000217939,5.59373e-07
0.000218442,5.62142e-07
0.000218946,5.64925e-07
0.00021945,5.67722e-07
0.000219956,5.70532e-07
0.000220464,5.73356e-07
0.000220972,5.76195e-07
0.000221481,5.79047e-07
0.000221992,5.81914e-07
0.000222504,5.84795e-07
0.000223017,5.8769e-07
0.000223531,5.90599e-07
0.000224046,5.93523e-07
0.000224563,5.96462e-07
0.000225081,5.99415e-07
0.0002256,6.02382e-07
0.00022612,6.05365e-07
0.000226641,6.08362e-07
0.000227164,6.11374e-07
0.000227688,6.14401e-07
0.000228213,6.17443e-07
0.000228739,6.205e-07
0.000229266,6.23572e-07
0.000229795,6.2666e-07
0.000230325,6.29762e-07
0.000230856,6.32881e-07
0.000231388,6.36014e-07
0.000231922,6.39163e-07
0.000232456,6.42328e-07
0.000232992,6.45509e-07
0.000233529,6.48705e-07
0.000234068,6.51917e-07
0.000234608,6.55145e-07
0.000235149,6.58389e-07
0.000235691,6.6165e-07
0.000236234,6.64926e-07
0.000236779,6.68219e-07
0.000237325,6.71527e-07
0.000237872,6.74853e-07
0.00023842,6.78195e-07
0.00023897,6.81553e-07
0.000239521,6.84928e-07
0.000240073,6.8832e-07
0.000240627,6.91729e-07
0.000241182,6.95154e-07
0.000241738,6.98597e-07
0.000242295,7.02057e-07
0.000242854,7.05533e-07
0.000243414,7.09027e-07
0.000243975,7.12539e-07
0.000244538,7.16068e-07
0.000245101,7.19614e-07
0.000245667,7.23178e-07
0.000246233,7.2676e-07
0.000246801,7.30359e-07
0.00024737,7.33976e-07
0.00024794,7.37611e-07
0.000248512,7.41265e-07
0.000249085,7.44936e-07
0.000249659,7.48626e-07
0.000250235,7.52333e-07
0.000250812,7.5606e-07
0.00025139,7.59804e-07
0.00025197,7.63568e-07
0.000252551,7.6735e-07
0.000253133,7.71151e-07
0.000253717,7.7497e-07
0.000254302,7.78809e-07
0.000254888,7.82667e-07
0.000255476,7.86543e-07
0.000256065,7.90439e-07
0.000256655,7.94355e-07
0.000257247,7.9829e-07
0.00025784,8.02244e-07
0.000258435,8.06218e-07
0.00025903,8.10211e-07
0.000259628,8.14225e-07
0.000260226,8.18258e-07
0.000260826,8.22312e-07
0.000261428,8.26385e-07
0.00026203,8.30479e-07
0.000262635,8.34593e-07
0.00026324,8.38728e-07
0.000263847,8.42883e-07
0.000264455,8.47058e-07
0.000265065,8.51255e-07
0.000265676,8.55472e-07
0.000266289,8.5971e-07
0.000266903,8.63969e-07
0.000267518,8.68249e-07
0.000268135,8.72551e-07
0.000268753,8.76874e-07
0.000269373,8.81218e-07
0.000269994,8.85584e-07
0.000270617,8.89972e-07
0.000271241,8.94381e-07
0.000271866,8.98812e-07
0.000272493,9.03265e-07
0.000273121,9.07741e-07
0.000273751,9.12238e-07
0.000274382,9.16758e-07
0.000275015,9.21301e-07
0.000275649,9.25865e-07
0.000276284,9.30453e-07
0.000276921,9.35063e-07
0.00027756,9.39696e-07
0.0002782,9.44353e-07
0.000278841,9.49032e-07
0.000279484,9.53734e-07
0.000280129,9.5846e-07
0.000280775,9.6321e-07
0.000281422,9.67983e-07
0.000282071,9.72779e-07
0.000282721,9.776e-07
0.000283373,9.82444e-07
0.000284026,9.87312e-07
0.000284681,9.92205e-07
0.000285338,9.97122e-07
0.000285996,1.00206e-06
0.000286655,1.00703e-06
0.000287316,1.01202e-06
0.000287978,1.01703e-06
0.000288642,1.02207e-06
0.000289308,1.02714e-06
0.000289975,1.03223e-06
0.000290644,1.03735e-06
0.000291314,1.04249e-06
0.000291985,1.04765e-06
0.000292659,1.05285e-06
0.000293333,1.05806e-06
0.00029401,1.06331e-06
0.000294688,1.06858e-06
0.000295367,1.07387e-06
0.000296048,1.0792e-06
0.000296731,1.08454e-06
0.000297415,1.08992e-06
0.000298101,1.09532e-06
0.000298788,1.10075e-06
0.000299477,1.10621e-06
0.000300167,1.11169e-06
0.00030086,1.1172e-06
0.000301553,1.12274e-06
0.000302248,1.1283e-06
0.000302945,1.13389e-06
0.000303644,1.13951e-06
0.000304344,1.14516e-06
0.000305046,1.15084e-06
0.000305749,1.15654e-06
0.000306454,1.16228e-06
0.000307161,1.16804e-06
0.000307869,1.17383e-06
0.000308579,1.17965e-06
0.00030929,1.18549e-06
0.000310003,1.19137e-06
0.000310718,1.19728e-06
0.000311435,1.20321e-06
0.000312153,1.20918e-06
0.000312872,1.21517e-06
0.000313594,1.22119e-06
0.000314317,1.22725e-06
0.000315041,1.23333e-06
0.000315768,1.23945e-06
0.000316496,1.24559e-06
0.000317226,1.25177e-06
0.000317957,1.25797e-06
0.00031869,1.26421e-06
0.000319425,1.27048e-06
0.000320162,1.27677e-06
0.0003209,1.2831e-06
0.00032164,1.28947e-06
0.000322381,1.29586e-06
0.000323125,1.30228e-06
0.00032387,1.30874e-06
0.000324616,1.31523e-06
0.000325365,1.32175e-06
0.000326115,1.3283e-06
0.000326867,1.33489e-06
0.000327621,1.34151e-06
0.000328376,1.34816e-06
0.000329133,1.35484e-06
0.000329892,1.36156e-06
0.000330653,1.36831e-06
0.000331415,1.3751e-06
0.000332179,1.38192e-06
0.000332945,1.38877e-06
0.000333713,1.39566e-06
0.000334482,1.40258e-06
0.000335253,1.40953e-06
0.000336026,1.41652e-06
0.000336801,1.42354e-06
0.000337578,1.4306e-06
0.000338356,1.4377e-06
0.000339136,1.44483e-06
0.000339918,1.45199e-06
0.000340702,1.45919e-06
0.000341487,1.46643e-06
0.000342275,1.4737e-06
0.000343064,1.48101e-06
0.000343855,1.48835e-06
0.000344648,1.49573e-06
0.000345442,1.50315e-06
0.000346239,1.51061e-06
0.000347037,1.5181e-06
0.000347837,1.52563e-06
0.000348639,1.53319e-06
0.000349443,1.5408e-06
0.000350249,1.54844e-06
0.000351057,1.55612e-06
0.000351866,1.56384e-06
0.000352677,1.57159e-06
0.00035349,1.57939e-06
0.000354306,1.58722e-06
0.000355122,1.59509e-06
0.000355941,1.603e-06
0.000356762,1.61096e-06
0.000357585,1.61895e-06
0.000358409,1.62698e-06
0.000359235,1.63505e-06
0.000360064,1.64316e-06
0.000360894,1.65131e-06
0.000361726,1.6595e-06
0.00036256,1.66773e-06
0.000363396,1.676e-06
0.000364234,1.68431e-06
0.000365074,1.69267e-06
0.000365915,1.70106e-06
0.000366759,1.7095e-06
0.000367605,1.71798e-06
0.000368452,1.7265e-06
0.000369302,1.73507e-06
0.000370153,1.74368e-06
0.000371007,1.75233e-06
0.000371862,1.76102e-06
0.00037272,1.76976e-06
0.000373579,1.77853e-06
0.00037444,1.78736e-06
0.000375304,1.79622e-06
0.000376169,1.80514e-06
0.000377036,1.81409e-06
0.000377906,1.82309e-06
0.000378777,1.83214e-06
0.00037965,1.84122e-06
0.000380526,1.85036e-06
0.000381403,1.85954e-06
0.000382283,1.86877e-06
0.000383164,1.87804e-06
0.000384047,1.88735e-06
0.000384933,1.89672e-06
0.000385821,1.90613e-06
0.00038671,1.91559e-06
0.000387602,1.92509e-06
0.000388495,1.93464e-06
0.000389391,1.94424e-06
0.000390289,1.95389e-06
0.000391189,1.96358e-06
0.000392091,1.97333e-06
0.000392995,1.98312e-06
0.000393901,1.99296e-06
0.000394809,2.00285e-06
0.00039572,2.01278e-06
0.000396632,2.02277e-06
0.000397547,2.03281e-06
0.000398463,2.0429e-06
0.000399382,2.05303e-06
0.000400303,2.06322e-06
0.000401226,2.07346e-06
0.000402151,2.08375e-06
0.000403078,2.09409e-06
0.000404007,2.10448e-06
0.000404939,2.11492e-06
0.000405873,2.12542e-06
0.000406808,2.13597e-06
0.000407746,2.14657e-06
0.000408687,2.15722e-06
0.000409629,2.16792e-06
0.000410573,2.17868e-06
0.00041152,2.1895e-06
0.000412469,2.20036e-06
0.00041342,2.21128e-06
0.000414373,2.22226e-06
0.000415329,2.23328e-06
0.000416286,2.24437e-06
0.000417246,2.25551e-06
0.000418208,2.2667e-06
0.000419172,2.27795e-06
0.000420139,2.28926e-06
0.000421107,2.30062e-06
0.000422078,2.31204e-06
0.000423052,2.32351e-06
0.000424027,2.33505e-06
0.000425005,2.34664e-06
0.000425985,2.35828e-06
0.000426967,2.36999e-06
0.000427951,2.38175e-06
0.000428938,2.39357e-06
0.000429927,2.40546e-06
0.000430918,2.4174e-06
0.000431912,2.42939e-06
0.000432908,2.44145e-06
0.000433906,2.45357e-06
0.000434906,2.46575e-06
0.000435909,2.47799e-06
0.000436914,2.49029e-06
0.000437922,2.50265e-06
0.000438931,2.51508e-06
0.000439943,2.52756e-06
0.000440958,2.54011e-06
0.000441974,2.55272e-06
0.000442993,2.56539e-06
0.000444015,2.57813e-06
0.000445039,2.59093e-06
0.000446065,2.60379e-06
0.000447093,2.61672e-06
0.000448124,2.62971e-06
0.000449157,2.64276e-06
0.000450193,2.65588e-06
0.000451231,2.66907e-06
0.000452271,2.68232e-06
0.000453314,2.69564e-06
0.000454359,2.70902e-06
0.000455407,2.72247e-06
0.000456457,2.73598e-06
0.00045751,2.74957e-06
0.000458564,2.76322e-06
0.000459622,2.77694e-06
0.000460681,2.79073e-06
0.000461744,2.80458e-06
0.000462808,2.81851e-06
0.000463875,2.8325e-06
0.000464945,2.84657e-06
0.000466017,2.8607e-06
0.000467091,2.87491e-06
0.000468168,2.88918e-06
0.000469248,2.90353e-06
0.00047033,2.91794e-06
0.000471414,2.93243e-06
0.000472501,2.94699e-06
0.000473591,2.96163e-06
0.000474683,2.97633e-06
0.000475777,2.99111e-06
0.000476874,3.00597e-06
0.000477974,3.02089e-06
0.000479076,3.0359e-06
0.00048018,3.05097e-06
0.000481287,3.06612e-06
0.000482397,3.08135e-06
0.000483509,3.09665e-06
0.000484624,3.11203e-06
0.000485742,3.12748e-06
0.000486862,3.14302e-06
0.000487984,3.15863e-06
0.000489109,3.17431e-06
0.000490237,3.19008e-06
0.000491367,3.20592e-06
0.0004925,3.22184e-06
0.000493636,3.23784e-06
0.000494774,3.25392e-06
0.000495915,3.27008e-06
0.000497058,3.28633e-06
0.000498204,3.30265e-06
0.000499353,3.31905e-06
0.000500504,3.33554e-06
0.000501658,3.3521e-06
0.000502815,3.36875e-06
0.000503974,3.38548e-06
0.000505136,3.4023e-06
0.000506301,3.4192e-06
0.000507469,3.43618e-06
0.000508639,3.45325e-06
0.000509811,3.4704e-06
0.000510987,3.48764e-06
0.000512165,3.50496e-06
0.000513346,3.52237e-06
0.00051453,3.53987e-06
0.000515716,3.55746e-06
0.000516905,3.57513e-06
0.000518097,3.59289e-06
0.000519291,3.61073e-06
0.000520489,3.62867e-06
0.000521689,3.6467e-06
0.000522892,3.66481e-06
0.000524097,3.68302e-06
0.000525306,3.70131e-06
0.000526517,3.7197e-06
0.000527731,3.73818e-06
0.000528948,3.75675e-06
0.000530167,3.77541e-06
0.00053139,3.79417e-06
0.000532615,3.81302e-06
0.000533843,3.83196e-06
0.000535074,3.851e-06
0.000536308,3.87013e-06
0.000537544,3.88936e-06
0.000538784,3.90868e-06
0.000540026,3.9281e-06
0.000541271,3.94762e-06
0.000542519,3.96723e-06
0.00054377,3.98694e-06
0.000545024,4.00675e-06
0.00054628,4.02666e-06
0.00054754,4.04667e-06
0.000548802,4.06677e-06
0.000550068,4.08698e-06
0.000551336,4.10729e-06
0.000552607,4.1277e-06
0.000553881,4.14821e-06
0.000555158,4.16882e-06
0.000556438,4.18953e-06
0.000557721,4.21035e-06
0.000559007,4.23127e-06
0.000560296,4.2523e-06
0.000561588,4.27343e-06
0.000562883,4.29466e-06
0.000564181,4.316e-06
0.000565482,4.33745e-06
0.000566786,4.359e-06
0.000568092,4.38067e-06
0.000569402,4.40244e-06
0.000570715,4.42431e-06
0.000572031,4.4463e-06
0.00057335,4.4684e-06
0.000574672,4.4906e-06
0.000575997,4.51292e-06
0.000577325,4.53535e-06
0.000578656,4.55789e-06
0.00057999,4.58054e-06
0.000581328,4.6033e-06
0.000582668,4.62618e-06
0.000584011,4.64917e-06
0.000585358,4.67228e-06
0.000586708,4.6955e-06
0.00058806,4.71884e-06
0.000589416,4.74229e-06
0.000590775,4.76586e-06
0.000592137,4.78955e-06
0.000593503,4.81335e-06
0.000594871,4.83728e-06
0.000596243,4.86132e-06
0.000597618,4.88548e-06
0.000598995,4.90976e-06
0.000600377,4.93417e-06
0.000601761,4.95869e-06
0.000603148,4.98334e-06
0.000604539,5.00811e-06
0.000605933,5.03301e-06
0.00060733,5.05802e-06
0.00060873,5.08317e-06
0.000610134,5.10843e-06
0.000611541,5.13383e-06
0.000612951,5.15935e-06
0.000614364,5.18499e-06
0.000615781,5.21077e-06
0.0006172,5.23667e-06
0.000618623,5.2627e-06
0.00062005,5.28887e-06
0.000621479,5.31516e-06
0.000622912,5.34158e-06
0.000624349,5.36813e-06
0.000625788,5.39482e-06
0.000627231,5.42164e-06
0.000628677,5.44859e-06
0.000630127,5.47568e-06
0.00063158,5.50291e-06
0.000633036,5.53026e-06
0.000634495,5.55776e-06
0.000635958,5.58539e-06
0.000637425,5.61316e-06
0.000638894,5.64107e-06
0.000640368,5.66911e-06
0.000641844,5.6973e-06
0.000643324,5.72562e-06
0.000644807,5.75409e-06
0.000646294,5.7827e-06
0.000647784,5.81145e-06
0.000649278,5.84035e-06
0.000650775,5.86939e-06
0.000652275,5.89857e-06
0.000653779,5.9279e-06
0.000655287,5.95738e-06
0.000656798,5.987e-06
0.000658312,6.01677e-06
0.00065983,6.04669e-06
0.000661351,6.07675e-06
0.000662876,6.10697e-06
0.000664404,6.13734e-06
0.000665936,6.16786e-06
0.000667472,6.19853e-06
0.000669011,6.22935e-06
0.000670553,6.26033e-06
0.000672099,6.29146e-06
0.000673649,6.32275e-06
0.000675202,6.35419e-06
0.000676759,6.38579e-06
0.00067832,6.41755e-06
0.000679884,6.44946e-06
0.000681451,6.48153e-06
0.000683022,6.51377e-06
0.000684597,6.54616e-06
0.000686176,6.57872e-06
0.000687758,6.61144e-06
0.000689344,6.64432e-06
0.000690933,6.67736e-06
0.000692526,6.71057e-06
0.000694123,6.74395e-06
0.000695723,6.77749e-06
0.000697327,6.8112e-06
0.000698935,6.84507e-06
0.000700547,6.87912e-06
0.000702162,6.91333e-06
0.000703781,6.94772e-06
0.000705404,6.98228e-06
0.00070703,7.01701e-06
0.00070866,7.05191e-06
0.000710294,7.08698e-06
0.000711932,7.12224e-06
0.000713574,7.15766e-06
0.000715219,7.19327e-06
0.000716868,7.22905e-06
0.000718521,7.265e-06
0.000720177,7.30114e-06
0.000721838,7.33746e-06
0.000723502,7.37396e-06
0.000725171,7.41064e-06
0.000726843,7.44751e-06
0.000728518,7.48455e-06
0.000730198,7.52179e-06
0.000731882,7.5592e-06
0.000733569,7.59681e-06
0.000735261,7.6346e-06
0.000736956,7.67258e-06
0.000738655,7.71075e-06
0.000740358,7.74911e-06
0.000742065,7.78766e-06
0.000743776,7.8264e-06
0.000745491,7.86534e-06
0.00074721,7.90447e-06
0.000748933,7.9438e-06
0.00075066,7.98332e-06
0.000752391,8.02304e-06
0.000754125,8.06295e-06
0.000755864,8.10307e-06
0.000757607,8.14338e-06
0.000759354,8.1839e-06
0.000761105,8.22462e-06
0.000762859,8.26554e-06
0.000764618,8.30667e-06
0.000766381,8.348e-06
0.000768148,8.38953e-06
0.00076992,8.43128e-06
0.000771695,8.47323e-06
0.000773474,8.51539e-06
0.000775257,8.55776e-06
0.000777045,8.60034e-06
0.000778837,8.64314e-06
0.000780632,8.68615e-06
0.000782432,8.72937e-06
0.000784236,8.77281e-06
0.000786045,8.81646e-06
0.000787857,8.86033e-06
0.000789673,8.90442e-06
0.000791494,8.94873e-06
0.000793319,8.99327e-06
0.000795148,9.03802e-06
0.000796982,9.083e-06
0.000798819,9.1282e-06
0.000800661,9.17362e-06
0.000802507,9.21928e-06
0.000804358,9.26516e-06
0.000806212,9.31127e-06
0.000808071,9.35761e-06
0.000809934,9.40418e-06
0.000811802,9.45098e-06
0.000813673,9.49801e-06
0.00081555,9.54528e-06
0.00081743,9.59279e-06
0.000819315,9.64053e-06
0.000821204,9.68852e-06
0.000823097,9.73674e-06
0.000824995,9.7852e-06
0.000826897,9.8339e-06
0.000828804,9.88285e-06
0.000830715,9.93203e-06
0.00083263,9.98147e-06
0.00083455,1.00312e-05
0.000836474,1.00811e-05
0.000838403,1.01313e-05
0.000840336,1.01817e-05
0.000842274,1.02324e-05
0.000844216,1.02833e-05
0.000846162,1.03345e-05
0.000848113,1.03859e-05
0.000850069,1.04376e-05
0.000852029,1.04896e-05
0.000853993,1.05418e-05
0.000855962,1.05943e-05
0.000857936,1.0647e-05
0.000859914,1.07e-05
0.000861897,1.07533e-05
0.000863884,1.08068e-05
0.000865876,1.08606e-05
0.000867872,1.09147e-05
0.000869873,1.0969e-05
0.000871879,1.10236e-05
0.000873889,1.10785e-05
0.000875904,1.11336e-05
0.000877924,1.11891e-05
0.000879948,1.12448e-05
0.000881977,1.13008e-05
0.00088401,1.1357e-05
0.000886049,1.14136e-05
0.000888092,1.14704e-05
0.000890139,1.15275e-05
0.000892192,1.15849e-05
0.000894249,1.16426e-05
0.000896311,1.17005e-05
0.000898377,1.17588e-05
0.000900449,1.18173e-05
0.000902525,1.18762e-05
0.000904606,1.19353e-05
0.000906692,1.19947e-05
0.000908782,1.20545e-05
0.000910877,1.21145e-05
0.000912978,1.21748e-05
0.000915083,1.22354e-05
0.000917193,1.22964e-05
0.000919307,1.23576e-05
0.000921427,1.24191e-05
0.000923552,1.2481e-05
0.000925681,1.25431e-05
0.000927815,1.26056e-05
0.000929955,1.26683e-05
0.000932099,1.27314e-05
0.000934248,1.27948e-05
0.000936402,1.28585e-05
0.000938561,1.29226e-05
0.000940725,1.29869e-05
0.000942894,1.30516e-05
0.000945068,1.31166e-05
0.000947247,1.31819e-05
0.000949431,1.32476e-05
0.00095162,1.33135e-05
0.000953815,1.33798e-05
0.000956014,1.34465e-05
0.000958218,1.35134e-05
0.000960427,1.35807e-05
0.000962642,1.36484e-05
0.000964861,1.37164e-05
0.000967086,1.37847e-05
0.000969316,1.38533e-05
0.000971551,1.39223e-05
0.000973791,1.39917e-05
0.000976036,1.40614e-05
0.000978287,1.41314e-05
0.000980542,1.42018e-05
0.000982803,1.42725e-05
0.000985069,1.43436e-05
0.000987341,1.4415e-05
0.000989617,1.44868e-05
0.000991899,1.4559e-05
0.000994186,1.46315e-05
0.000996478,1.47044e-05
0.000998776,1.47777e-05
0.00100108,1.48513e-05
0.00100339,1.49252e-05
0.0010057,1.49996e-05
0.00100802,1.50743e-05
0.00101034,1.51494e-05
0.00101267,1.52249e-05
0.00101501,1.53007e-05
0.00101735,1.53769e-05
0.00101969,1.54535e-05
0.00102204,1.55305e-05
0.0010244,1.56079e-05
0.00102676,1.56856e-05
0.00102913,1.57638e-05
0.0010315,1.58423e-05
0.00103388,1.59212e-05
0.00103627,1.60006e-05
0.00103866,1.60803e-05
0.00104105,1.61604e-05
0.00104345,1.62409e-05
0.00104586,1.63218e-05
0.00104827,1.64031e-05
0.00105068,1.64849e-05
0.00105311,1.6567e-05
0.00105554,1.66495e-05
0.00105797,1.67325e-05
0.00106041,1.68159e-05
0.00106285,1.68996e-05
0.0010653,1.69838e-05
0.00106776,1.70685e-05
0.00107022,1.71535e-05
0.00107269,1.7239e-05
0.00107516,1.73249e-05
0.00107764,1.74112e-05
0.00108013,1.7498e-05
0.00108262,1.75852e-05
0.00108511,1.76728e-05
0.00108762,1.77608e-05
0.00109012,1.78493e-05
0.00109264,1.79383e-05
0.00109516,1.80277e-05
0.00109768,1.81175e-05
0.00110021,1.82078e-05
0.00110275,1.82985e-05
0.00110529,1.83897e-05
0.00110784,1.84814e-05
0.00111039,1.85735e-05
0.00111295,1.8666e-05
0.00111552,1.8759e-05
0.00111809,1.88525e-05
0.00112067,1.89465e-05
0.00112325,1.90409e-05
0.00112584,1.91358e-05
0.00112844,1.92312e-05
0.00113104,1.9327e-05
0.00113365,1.94233e-05
0.00113626,1.95201e-05
0.00113888,1.96174e-05
0.00114151,1.97152e-05
0.00114414,1.98135e-05
0.00114678,1.99122e-05
0.00114942,2.00115e-05
0.00115207,2.01112e-05
0.00115473,2.02114e-05
0.00115739,2.03122e-05
0.00116006,2.04134e-05
0.00116274,2.05152e-05
0.00116542,2.06174e-05
0.0011681,2.07202e-05
0.0011708,2.08235e-05
0.0011735,2.09273e-05
0.0011762,2.10316e-05
0.00117891,2.11364e-05
0.00118163,2.12418e-05
0.00118436,2.13477e-05
0.00118709,2.14541e-05
0.00118983,2.1561e-05
0.00119257,2.16685e-05
0.00119532,2.17765e-05
0.00119807,2.18851e-05
0.00120084,2.19942e-05
0.00120361,2.21038e-05
0.00120638,2.2214e-05
0.00120916,2.23248e-05
0.00121195,2.24361e-05
0.00121474,2.25479e-05
0.00121755,2.26603e-05
0.00122035,2.27733e-05
0.00122317,2.28868e-05
0.00122599,2.30009e-05
0.00122881,2.31156e-05
0.00123165,2.32308e-05
0.00123449,2.33467e-05
0.00123733,2.34631e-05
0.00124019,2.358e-05
0.00124305,2.36976e-05
0.00124591,2.38158e-05
0.00124878,2.39345e-05
0.00125166,2.40538e-05
0.00125455,2.41738e-05
0.00125744,2.42943e-05
0.00126034,2.44154e-05
0.00126325,2.45372e-05
0.00126616,2.46595e-05
0.00126908,2.47825e-05
0.00127201,2.49061e-05
0.00127494,2.50303e-05
0.00127788,2.51551e-05
0.00128082,2.52805e-05
0.00128378,2.54066e-05
0.00128674,2.55333e-05
0.0012897,2.56606e-05
0.00129268,2.57885e-05
0.00129566,2.59171e-05
0.00129865,2.60464e-05
0.00130164,2.61763e-05
0.00130464,2.63068e-05
0.00130765,2.6438e-05
0.00131066,2.65698e-05
0.00131369,2.67023e-05
0.00131672,2.68355e-05
0.00131975,2.69693e-05
0.00132279,2.71038e-05
0.00132584,2.7239e-05
0.0013289,2.73749e-05
0.00133197,2.75114e-05
0.00133504,2.76486e-05
0.00133811,2.77865e-05
0.0013412,2.79251e-05
0.00134429,2.80644e-05
0.00134739,2.82043e-05
0.0013505,2.8345e-05
0.00135361,2.84864e-05
0.00135673,2.86285e-05
0.00135986,2.87712e-05
0.001363,2.89148e-05
0.00136614,2.9059e-05
0.00136929,2.92039e-05
0.00137245,2.93496e-05
0.00137561,2.9496e-05
0.00137878,2.96431e-05
0.00138196,2.9791e-05
0.00138515,2.99396e-05
0.00138834,3.00889e-05
0.00139154,3.0239e-05
0.00139475,3.03898e-05
0.00139797,3.05414e-05
0.00140119,3.06938e-05
0.00140442,3.08469e-05
0.00140766,3.10008e-05
0.00141091,3.11554e-05
0.00141416,3.13109e-05
0.00141742,3.14671e-05
0.00142069,3.1624e-05
0.00142396,3.17818e-05
0.00142725,3.19403e-05
0.00143054,3.20997e-05
0.00143384,3.22598e-05
0.00143714,3.24208e-05
0.00144046,3.25825e-05
0.00144378,3.27451e-05
0.00144711,3.29084e-05
0.00145044,3.30726e-05
0.00145379,3.32376e-05
0.00145714,3.34035e-05
0.0014605,3.35701e-05
0.00146387,3.37376e-05
0.00146724,3.39059e-05
0.00147062,3.40751e-05
0.00147401,3.42451e-05
0.00147741,3.4416e-05
0.00148082,3.45877e-05
0.00148423,3.47603e-05
0.00148766,3.49337e-05
0.00149109,3.5108e-05
0.00149452,3.52832e-05
0.00149797,3.54593e-05
0.00150142,3.56362e-05
0.00150489,3.5814e-05
0.00150836,3.59928e-05
0.00151183,3.61724e-05
0.00151532,3.63529e-05
0.00151881,3.65343e-05
0.00152232,3.67166e-05
0.00152583,3.68998e-05
0.00152934,3.70839e-05
0.00153287,3.7269e-05
0.0015364,3.7455e-05
0.00153995,3.76419e-05
0.0015435,3.78297e-05
0.00154706,3.80185e-05
0.00155062,3.82083e-05
0.0015542,3.8399e-05
