r,sigma_dipolo
0.00155778,3.85906e-05
0.00156137,3.87832e-05
0.00156497,3.89767e-05
0.00156858,3.91713e-05
0.0015722,3.93668e-05
0.00157582,3.95632e-05
0.00157946,3.97607e-05
0.0015831,3.99591e-05
0.00158675,4.01586e-05
0.00159041,4.0359e-05
0.00159407,4.05605e-05
0.00159775,4.07629e-05
0.00160143,4.09664e-05
0.00160513,4.11708e-05
0.00160883,4.13763e-05
0.00161254,4.15829e-05
0.00161625,4.17904e-05
0.00161998,4.1999e-05
0.00162372,4.22086e-05
0.00162746,4.24193e-05
0.00163121,4.26309e-05
0.00163497,4.28437e-05
0.00163874,4.30575e-05
0.00164252,4.32724e-05
0.00164631,4.34883e-05
0.0016501,4.37054e-05
0.00165391,4.39235e-05
0.00165772,4.41427e-05
0.00166155,4.43631e-05
0.00166538,4.45845e-05
0.00166922,4.48071e-05
0.00167306,4.50308e-05
0.00167692,4.52556e-05
0.00168079,4.54816e-05
0.00168466,4.57087e-05
0.00168855,4.5937e-05
0.00169244,4.61664e-05
0.00169634,4.6397e-05
0.00170026,4.66287e-05
0.00170418,4.68617e-05
0.0017081,4.70967e-05
0.00171204,4.73334e-05
0.00171599,4.75713e-05
0.00171995,4.78104e-05
0.00172391,4.80508e-05
0.00172789,4.82923e-05
0.00173187,4.85351e-05
0.00173587,4.87792e-05
0.00173987,4.90245e-05
0.00174388,4.9271e-05
0.0017479,4.95188e-05
0.00175193,4.97678e-05
0.00175597,5.00182e-05
0.00176002,5.02697e-05
0.00176408,5.05226e-05
0.00176814,5.07767e-05
0.00177222,5.10321e-05
0.00177631,5.12889e-05
0.0017804,5.15469e-05
0.00178451,5.18062e-05
0.00178862,5.20668e-05
0.00179275,5.23286e-05
0.00179688,5.25918e-05
0.00180102,5.28563e-05
0.00180518,5.31222e-05
0.00180934,5.33894e-05
0.00181351,5.36579e-05
0.00181769,5.39278e-05
0.00182188,5.41991e-05
0.00182608,5.44717e-05
0.00183029,5.47457e-05
0.00183451,5.50211e-05
0.00183874,5.52979e-05
0.00184298,5.55761e-05
0.00184723,5.58556e-05
0.00185149,5.61366e-05
0.00185576,5.6419e-05
0.00186004,5.67029e-05
0.00186433,5.69881e-05
0.00186863,5.72748e-05
0.00187293,5.7563e-05
0.00187725,5.78525e-05
0.00188158,5.81436e-05
0.00188592,5.84361e-05
0.00189027,5.87301e-05
0.00189463,5.90256e-05
0.00189899,5.93225e-05
0.00190337,5.9621e-05
0.00190776,5.9921e-05
0.00191216,6.02225e-05
0.00191657,6.05255e-05
0.00192099,6.083e-05
0.00192542,6.11361e-05
0.00192986,6.14437e-05
0.00193431,6.17528e-05
0.00193877,6.20636e-05
0.00194324,6.23758e-05
0.00194772,6.26897e-05
0.00195221,6.30051e-05
0.00195671,6.33222e-05
0.00196122,6.36408e-05
0.00196574,6.39611e-05
0.00197028,6.42829e-05
0.00197482,6.46064e-05
0.00197937,6.49315e-05
0.00198394,6.52583e-05
0.00198851,6.55867e-05
0.00199309,6.59167e-05
0.00199769,6.62484e-05
0.0020023,6.65818e-05
0.00200691,6.69169e-05
0.00201154,6.72537e-05
0.00201618,6.75922e-05
0.00202083,6.79323e-05
0.00202549,6.82742e-05
0.00203016,6.86178e-05
0.00203484,6.89632e-05
0.00203953,6.93103e-05
0.00204423,6.96591e-05
0.00204895,7.00097e-05
0.00205367,7.03621e-05
0.0020584,7.07162e-05
0.00206315,7.10722e-05
0.00206791,7.14299e-05
0.00207268,7.17894e-05
0.00207745,7.21508e-05
0.00208224,7.25139e-05
0.00208705,7.2879e-05
0.00209186,7.32458e-05
0.00209668,7.36145e-05
0.00210152,7.39851e-05
0.00210636,7.43575e-05
0.00211122,7.47318e-05
0.00211609,7.5108e-05
0.00212096,7.54861e-05
0.00212585,7.58661e-05
0.00213076,7.6248e-05
0.00213567,7.66318e-05
0.00214059,7.70176e-05
0.00214553,7.74053e-05
0.00215048,7.7795e-05
0.00215543,7.81867e-05
0.0021604,7.85803e-05
0.00216539,7.89759e-05
0.00217038,7.93735e-05
0.00217538,7.97731e-05
0.0021804,8.01748e-05
0.00218543,8.05784e-05
0.00219046,8.09841e-05
0.00219551,8.13919e-05
0.00220058,8.18017e-05
0.00220565,8.22135e-05
0.00221074,8.26275e-05
0.00221583,8.30435e-05
0.00222094,8.34617e-05
0.00222606,8.38819e-05
0.0022312,8.43043e-05
0.00223634,8.47288e-05
0.0022415,8.51554e-05
0.00224667,8.55842e-05
0.00225185,8.60152e-05
0.00225704,8.64483e-05
0.00226224,8.68836e-05
0.00226746,8.73211e-05
0.00227269,8.77609e-05
0.00227793,8.82028e-05
0.00228318,8.8647e-05
0.00228844,8.90934e-05
0.00229372,8.95421e-05
0.00229901,8.9993e-05
0.00230431,9.04462e-05
0.00230962,9.09017e-05
0.00231495,9.13595e-05
0.00232028,9.18197e-05
0.00232563,9.22821e-05
0.002331,9.27469e-05
0.00233637,9.3214e-05
0.00234176,9.36834e-05
0.00234716,9.41553e-05
0.00235257,9.46295e-05
0.00235799,9.51061e-05
0.00236343,9.55852e-05
0.00236888,9.60666e-05
0.00237434,9.65505e-05
0.00237982,9.70368e-05
0.0023853,9.75256e-05
0.0023908,9.80168e-05
0.00239632,9.85105e-05
0.00240184,9.90067e-05
0.00240738,9.95054e-05
0.00241293,0.000100007
0.00241849,0.00010051
0.00242407,0.000101017
0.00242966,0.000101526
0.00243526,0.000102037
0.00244088,0.000102551
0.0024465,0.000103068
0.00245214,0.000103587
0.0024578,0.000104109
0.00246346,0.000104633
0.00246914,0.00010516
0.00247484,0.00010569
0.00248054,0.000106223
0.00248626,0.000106758
0.002492,0.000107296
0.00249774,0.000107836
0.0025035,0.000108379
0.00250927,0.000108926
0.00251506,0.000109474
0.00252086,0.000110026
0.00252667,0.00011058
0.0025325,0.000111137
0.00253834,0.000111697
0.00254419,0.00011226
0.00255005,0.000112826
0.00255593,0.000113394
0.00256183,0.000113966
0.00256773,0.00011454
0.00257365,0.000115117
0.00257959,0.000115697
0.00258554,0.00011628
0.0025915,0.000116866
0.00259747,0.000117455
0.00260346,0.000118047
0.00260946,0.000118642
0.00261548,0.00011924
0.00262151,0.000119841
0.00262756,0.000120444
0.00263361,0.000121051
0.00263969,0.000121662
0.00264577,0.000122275
0.00265187,0.000122891
0.00265799,0.00012351
0.00266412,0.000124133
0.00267026,0.000124758
0.00267642,0.000125387
0.00268259,0.000126019
0.00268877,0.000126654
0.00269497,0.000127292
0.00270119,0.000127934
0.00270741,0.000128579
0.00271366,0.000129227
0.00271991,0.000129878
0.00272618,0.000130533
0.00273247,0.000131191
0.00273877,0.000131852
0.00274508,0.000132517
0.00275141,0.000133185
0.00275776,0.000133856
0.00276412,0.000134531
0.00277049,0.000135209
0.00277688,0.00013589
0.00278328,0.000136575
0.0027897,0.000137264
0.00279613,0.000137956
0.00280258,0.000138651
0.00280904,0.00013935
0.00281552,0.000140053
0.00282201,0.000140759
0.00282851,0.000141468
0.00283504,0.000142182
0.00284157,0.000142898
0.00284812,0.000143619
0.00285469,0.000144343
0.00286127,0.000145071
0.00286787,0.000145802
0.00287448,0.000146537
0.00288111,0.000147276
0.00288775,0.000148018
0.00289441,0.000148765
0.00290109,0.000149515
0.00290777,0.000150269
0.00291448,0.000151026
0.0029212,0.000151788
0.00292793,0.000152553
0.00293469,0.000153322
0.00294145,0.000154095
0.00294823,0.000154872
0.00295503,0.000155653
0.00296185,0.000156438
0.00296867,0.000157227
0.00297552,0.00015802
0.00298238,0.000158817
0.00298926,0.000159617
0.00299615,0.000160422
0.00300306,0.000161231
0.00300998,0.000162044
0.00301692,0.000162862
0.00302388,0.000163683
0.00303085,0.000164508
0.00303784,0.000165338
0.00304484,0.000166172
0.00305186,0.00016701
0.0030589,0.000167852
0.00306595,0.000168699
0.00307302,0.000169549
0.00308011,0.000170405
0.00308721,0.000171264
0.00309433,0.000172128
0.00310146,0.000172996
0.00310861,0.000173868
0.00311578,0.000174745
0.00312296,0.000175627
0.00313016,0.000176513
0.00313738,0.000177403
0.00314462,0.000178298
0.00315187,0.000179197
0.00315913,0.000180101
0.00316642,0.000181009
0.00317372,0.000181922
0.00318104,0.00018284
0.00318837,0.000183762
0.00319572,0.000184689
0.00320309,0.000185621
0.00321048,0.000186557
0.00321788,0.000187498
0.0032253,0.000188444
0.00323273,0.000189395
0.00324019,0.00019035
0.00324766,0.000191311
0.00325515,0.000192276
0.00326265,0.000193246
0.00327017,0.000194221
0.00327771,0.0001952
0.00328527,0.000196185
0.00329285,0.000197175
0.00330044,0.00019817
0.00330805,0.00019917
0.00331568,0.000200174
0.00332332,0.000201184
0.00333098,0.000202199
0.00333866,0.00020322
0.00334636,0.000204245
0.00335408,0.000205276
0.00336181,0.000206311
0.00336956,0.000207352
0.00337733,0.000208398
0.00338512,0.00020945
0.00339292,0.000210507
0.00340075,0.000211569
0.00340859,0.000212637
0.00341645,0.00021371
0.00342432,0.000214788
0.00343222,0.000215872
0.00344013,0.000216961
0.00344807,0.000218056
0.00345602,0.000219156
0.00346398,0.000220262
0.00347197,0.000221374
0.00347998,0.000222491
0.003488,0.000223614
0.00349604,0.000224742
0.0035041,0.000225876
0.00351218,0.000227016
0.00352028,0.000228162
0.0035284,0.000229313
0.00353653,0.000230471
0.00354469,0.000231634
0.00355286,0.000232803
0.00356105,0.000233978
0.00356926,0.000235159
0.00357749,0.000236346
0.00358574,0.000237539
0.00359401,0.000238738
0.0036023,0.000239942
0.0036106,0.000241154
0.00361893,0.000242371
0.00362727,0.000243594
0.00363563,0.000244824
0.00364402,0.000246059
0.00365242,0.000247301
0.00366084,0.00024855
0.00366928,0.000249804
0.00367774,0.000251065
0.00368622,0.000252333
0.00369472,0.000253606
0.00370324,0.000254887
0.00371178,0.000256173
0.00372034,0.000257466
0.00372891,0.000258766
0.00373751,0.000260072
0.00374613,0.000261385
0.00375477,0.000262705
0.00376342,0.000264031
0.0037721,0.000265364
0.0037808,0.000266704
0.00378952,0.00026805
0.00379825,0.000269403
0.00380701,0.000270764
0.00381579,0.000272131
0.00382459,0.000273505
0.00383341,0.000274885
0.00384224,0.000276273
0.0038511,0.000277668
0.00385998,0.00027907
0.00386888,0.000280479
0.0038778,0.000281895
0.00388674,0.000283319
0.00389571,0.000284749
0.00390469,0.000286187
0.00391369,0.000287632
0.00392272,0.000289084
0.00393176,0.000290544
0.00394083,0.000292011
0.00394991,0.000293486
0.00395902,0.000294968
0.00396815,0.000296457
0.0039773,0.000297954
0.00398647,0.000299459
0.00399566,0.000300971
0.00400487,0.000302491
0.00401411,0.000304018
0.00402336,0.000305554
0.00403264,0.000307097
0.00404194,0.000308647
0.00405125,0.000310206
0.0040606,0.000311773
0.00406996,0.000313347
0.00407934,0.00031493
0.00408875,0.00031652
0.00409818,0.000318119
0.00410762,0.000319725
0.0041171,0.00032134
0.00412659,0.000322963
0.0041361,0.000324594
0.00414564,0.000326234
0.0041552,0.000327881
0.00416478,0.000329538
0.00417438,0.000331202
0.00418401,0.000332875
0.00419365,0.000334556
0.00420332,0.000336246
0.00421301,0.000337944
0.00422273,0.000339651
0.00423247,0.000341367
0.00424222,0.000343091
0.00425201,0.000344824
0.00426181,0.000346566
0.00427164,0.000348317
0.00428148,0.000350076
0.00429136,0.000351845
0.00430125,0.000353622
0.00431117,0.000355409
0.00432111,0.000357204
0.00433107,0.000359008
0.00434106,0.000360822
0.00435107,0.000362645
0.0043611,0.000364477
0.00437115,0.000366318
0.00438123,0.000368169
0.00439134,0.000370029
0.00440146,0.000371898
0.00441161,0.000373777
0.00442178,0.000375666
0.00443198,0.000377563
0.00444219,0.000379471
0.00445244,0.000381388
0.0044627,0.000383315
0.00447299,0.000385252
0.00448331,0.000387198
0.00449364,0.000389155
0.004504,0.000391121
0.00451439,0.000393097
0.0045248,0.000395083
0.00453523,0.00039708
0.00454569,0.000399086
0.00455617,0.000401103
0.00456667,0.000403129
0.0045772,0.000405166
0.00458776,0.000407214
0.00459833,0.000409271
0.00460894,0.00041134
0.00461956,0.000413418
0.00463022,0.000415507
0.00464089,0.000417607
0.00465159,0.000419717
0.00466232,0.000421838
0.00467307,0.00042397
0.00468384,0.000426113
0.00469464,0.000428266
0.00470547,0.00043043
0.00471631,0.000432606
0.00472719,0.000434792
0.00473809,0.000436989
0.00474901,0.000439198
0.00475996,0.000441417
0.00477094,0.000443648
0.00478194,0.00044589
0.00479296,0.000448144
0.00480402,0.000450409
0.00481509,0.000452685
0.00482619,0.000454973
0.00483732,0.000457273
0.00484848,0.000459584
0.00485965,0.000461907
0.00487086,0.000464242
0.00488209,0.000466588
0.00489335,0.000468947
0.00490463,0.000471317
0.00491594,0.000473699
0.00492727,0.000476094
0.00493863,0.0004785
0.00495002,0.000480919
0.00496143,0.00048335
0.00497287,0.000485793
0.00498434,0.000488249
0.00499583,0.000490717
0.00500735,0.000493198
0.0050189,0.000495691
0.00503047,0.000498197
0.00504207,0.000500715
0.00505369,0.000503246
0.00506534,0.000505791
0.00507702,0.000508347
0.00508873,0.000510917
0.00510046,0.0005135
0.00511222,0.000516096
0.00512401,0.000518706
0.00513582,0.000521328
0.00514767,0.000523964
0.00515954,0.000526613
0.00517143,0.000529275
0.00518336,0.000531951
0.00519531,0.000534641
0.00520729,0.000537344
0.00521929,0.00054006
0.00523133,0.000542791
0.00524339,0.000545535
0.00525548,0.000548294
0.0052676,0.000551066
0.00527974,0.000553852
0.00529191,0.000556653
0.00530412,0.000559467
0.00531635,0.000562296
0.0053286,0.00056514
0.00534089,0.000567997
0.0053532,0.000570869
0.00536555,0.000573756
0.00537792,0.000576657
0.00539032,0.000579573
0.00540275,0.000582504
0.0054152,0.00058545
0.00542769,0.00058841
0.0054402,0.000591386
0.00545275,0.000594376
0.00546532,0.000597382
0.00547792,0.000600403
0.00549055,0.00060344
0.00550321,0.000606491
0.0055159,0.000609558
0.00552862,0.000612641
0.00554137,0.00061574
0.00555414,0.000618854
0.00556695,0.000621983
0.00557978,0.000625129
0.00559265,0.000628291
0.00560554,0.000631468
0.00561847,0.000634662
0.00563142,0.000637872
0.00564441,0.000641098
0.00565742,0.000644341
0.00567047,0.0006476
0.00568354,0.000650875
0.00569665,0.000654167
0.00570978,0.000657476
0.00572295,0.000660802
0.00573614,0.000664144
0.00574937,0.000667503
0.00576262,0.00067088
0.00577591,0.000674273
0.00578923,0.000677684
0.00580258,0.000681112
0.00581595,0.000684557
0.00582936,0.00068802
0.0058428,0.0006915
0.00585628,0.000694998
0.00586978,0.000698514
0.00588331,0.000702047
0.00589688,0.000705599
0.00591047,0.000709168
0.0059241,0.000712756
0.00593776,0.000716362
0.00595145,0.000719986
0.00596517,0.000723628
0.00597893,0.000727289
0.00599271,0.000730968
0.00600653,0.000734666
0.00602038,0.000738383
0.00603426,0.000742119
0.00604818,0.000745873
0.00606212,0.000749647
0.0060761,0.000753439
0.00609011,0.000757251
0.00610415,0.000761083
0.00611822,0.000764933
0.00613233,0.000768803
0.00614647,0.000772693
0.00616064,0.000776603
0.00617485,0.000780532
0.00618908,0.000784481
0.00620335,0.000788451
0.00621766,0.00079244
0.00623199,0.00079645
0.00624636,0.00080048
0.00626076,0.00080453
0.0062752,0.000808601
0.00628967,0.000812693
0.00630417,0.000816805
0.00631871,0.000820938
0.00633328,0.000825092
0.00634788,0.000829267
0.00636251,0.000833464
0.00637718,0.000837681
0.00639189,0.00084192
0.00640663,0.000846181
0.0064214,0.000850463
0.0064362,0.000854767
0.00645104,0.000859092
0.00646592,0.00086344
0.00648083,0.000867809
0.00649577,0.000872201
0.00651075,0.000876615
0.00652576,0.000881051
0.0065408,0.00088551
0.00655589,0.000889992
0.006571,0.000894496
0.00658615,0.000899023
0.00660134,0.000903573
0.00661656,0.000908146
0.00663181,0.000912742
0.00664711,0.000917362
0.00666243,0.000922005
0.00667779,0.000926672
0.00669319,0.000931362
0.00670862,0.000936076
0.00672409,0.000940814
0.00673959,0.000945575
0.00675513,0.000950361
0.00677071,0.000955172
0.00678632,0.000960007
0.00680197,0.000964866
0.00681765,0.00096975
0.00683337,0.000974658
0.00684913,0.000979592
0.00686492,0.00098455
0.00688075,0.000989534
0.00689661,0.000994543
0.00691251,0.000999577
0.00692845,0.00100464
0.00694443,0.00100972
0.00696044,0.00101483
0.00697649,0.00101997
0.00699257,0.00102513
0.0070087,0.00103032
0.00702486,0.00103554
0.00704105,0.00104078
0.00705729,0.00104605
0.00707356,0.00105135
0.00708987,0.00105667
0.00710622,0.00106202
0.0071226,0.00106739
0.00713902,0.0010728
0.00715548,0.00107823
0.00717198,0.00108369
0.00718852,0.00108918
0.00720509,0.00109469
0.00722171,0.00110023
0.00723836,0.0011058
0.00725505,0.0011114
0.00727177,0.00111703
0.00728854,0.00112268
0.00730535,0.00112837
0.00732219,0.00113408
0.00733907,0.00113982
0.00735599,0.00114559
0.00737296,0.00115139
0.00738995,0.00115722
0.00740699,0.00116308
0.00742407,0.00116897
0.00744119,0.00117489
0.00745835,0.00118084
0.00747554,0.00118682
0.00749278,0.00119283
0.00751006,0.00119887
0.00752737,0.00120494
0.00754473,0.00121104
0.00756212,0.00121717
0.00757956,0.00122334
0.00759704,0.00122953
0.00761455,0.00123576
0.00763211,0.00124202
0.00764971,0.0012483
0.00766734,0.00125463
0.00768502,0.00126098
0.00770274,0.00126737
0.0077205,0.00127378
0.0077383,0.00128023
0.00775615,0.00128672
0.00777403,0.00129323
0.00779195,0.00129978
0.00780992,0.00130637
0.00782793,0.00131298
0.00784598,0.00131963
0.00786407,0.00132631
0.0078822,0.00133303
0.00790037,0.00133978
0.00791859,0.00134657
0.00793685,0.00135339
0.00795515,0.00136024
0.00797349,0.00136713
0.00799187,0.00137406
0.0080103,0.00138101
0.00802877,0.00138801
0.00804728,0.00139504
0.00806584,0.0014021
0.00808443,0.00140921
0.00810307,0.00141634
0.00812176,0.00142352
0.00814048,0.00143073
0.00815925,0.00143797
0.00817807,0.00144526
0.00819692,0.00145258
0.00821582,0.00145994
0.00823476,0.00146733
0.00825375,0.00147476
0.00827278,0.00148223
0.00829186,0.00148974
0.00831098,0.00149729
0.00833014,0.00150487
0.00834934,0.0015125
0.0083686,0.00152016
0.00838789,0.00152786
0.00840723,0.0015356
0.00842662,0.00154338
0.00844604,0.00155119
0.00846552,0.00155905
0.00848504,0.00156695
0.0085046,0.00157489
0.00852421,0.00158287
0.00854387,0.00159089
0.00856356,0.00159894
0.00858331,0.00160704
0.0086031,0.00161519
0.00862294,0.00162337
0.00864282,0.00163159
0.00866275,0.00163986
0.00868272,0.00164817
0.00870274,0.00165652
0.00872281,0.00166491
0.00874292,0.00167334
0.00876308,0.00168182
0.00878328,0.00169034
0.00880353,0.00169891
0.00882383,0.00170751
0.00884418,0.00171616
0.00886457,0.00172486
0.00888501,0.0017336
0.00890549,0.00174238
0.00892603,0.00175121
0.00894661,0.00176008
0.00896724,0.001769
0.00898791,0.00177796
0.00900864,0.00178697
0.00902941,0.00179603
0.00905023,0.00180513
0.00907109,0.00181427
0.00909201,0.00182347
0.00911297,0.00183271
0.00913398,0.00184199
0.00915504,0.00185133
0.00917615,0.00186071
0.00919731,0.00187014
0.00921852,0.00187961
0.00923977,0.00188914
0.00926107,0.00189871
0.00928243,0.00190833
0.00930383,0.001918
0.00932528,0.00192772
0.00934678,0.00193749
0.00936833,0.00194731
0.00938994,0.00195717
0.00941159,0.00196709
0.00943329,0.00197706
0.00945504,0.00198708
0.00947684,0.00199715
0.00949869,0.00200727
0.00952059,0.00201744
0.00954254,0.00202767
0.00956454,0.00203794
0.0095866,0.00204827
0.0096087,0.00205865
0.00963085,0.00206908
0.00965306,0.00207957
0.00967532,0.00209011
0.00969763,0.0021007
0.00971998,0.00211135
0.0097424,0.00212205
0.00976486,0.0021328
0.00978737,0.00214361
0.00980994,0.00215447
0.00983256,0.00216539
0.00985523,0.00217637
0.00987795,0.0021874
0.00990073,0.00219848
0.00992356,0.00220963
0.00994644,0.00222083
0.00996937,0.00223208
0.00999236,0.00224339
0.0100154,0.00225477
0.0100385,0.00226619
0.0100616,0.00227768
0.0100848,0.00228922
0.0101081,0.00230083
0.0101314,0.00231249
0.0101548,0.00232421
0.0101782,0.00233599
0.0102016,0.00234783
0.0102252,0.00235973
0.0102487,0.00237169
0.0102724,0.00238371
0.010296,0.0023958
0.0103198,0.00240794
0.0103436,0.00242015
0.0103674,0.00243241
0.0103913,0.00244474
0.0104153,0.00245714
0.0104393,0.00246959
0.0104634,0.00248211
0.0104875,0.00249469
0.0105117,0.00250734
0.0105359,0.00252005
0.0105602,0.00253282
0.0105846,0.00254566
0.010609,0.00255857
0.0106334,0.00257154
0.0106579,0.00258457
0.0106825,0.00259767
0.0107072,0.00261084
0.0107318,0.00262408
0.0107566,0.00263738
0.0107814,0.00265075
0.0108062,0.00266419
0.0108312,0.00267769
0.0108561,0.00269127
0.0108812,0.00270491
0.0109063,0.00271862
0.0109314,0.00273241
0.0109566,0.00274626
0.0109819,0.00276018
0.0110072,0.00277417
0.0110326,0.00278824
0.011058,0.00280237
0.0110835,0.00281658
0.0111091,0.00283086
0.0111347,0.00284521
0.0111603,0.00285964
0.0111861,0.00287414
0.0112119,0.00288871
0.0112377,0.00290335
0.0112636,0.00291807
0.0112896,0.00293287
0.0113156,0.00294774
0.0113417,0.00296268
0.0113679,0.0029777
0.0113941,0.0029928
0.0114204,0.00300797
0.0114467,0.00302323
0.0114731,0.00303855
0.0114995,0.00305396
0.011526,0.00306944
0.0115526,0.00308501
0.0115793,0.00310065
0.011606,0.00311637
0.0116327,0.00313217
0.0116595,0.00314805
0.0116864,0.00316401
0.0117134,0.00318006
0.0117404,0.00319618
0.0117674,0.00321239
0.0117946,0.00322868
0.0118218,0.00324505
0.011849,0.0032615
0.0118764,0.00327804
0.0119037,0.00329466
0.0119312,0.00331137
0.0119587,0.00332816
0.0119863,0.00334503
0.0120139,0.00336199
0.0120416,0.00337904
0.0120694,0.00339618
0.0120972,0.0034134
0.0121251,0.00343071
0.012153,0.0034481
0.0121811,0.00346559
0.0122091,0.00348316
0.0122373,0.00350082
0.0122655,0.00351858
0.0122938,0.00353642
0.0123221,0.00355435
0.0123506,0.00357238
0.012379,0.00359049
0.0124076,0.0036087
0.0124362,0.003627
0.0124649,0.00364539
0.0124936,0.00366388
0.0125224,0.00368246
0.0125513,0.00370113
0.0125802,0.0037199
0.0126092,0.00373876
0.0126383,0.00375772
0.0126674,0.00377678
0.0126966,0.00379593
0.0127259,0.00381518
0.0127553,0.00383453
0.0127847,0.00385398
0.0128141,0.00387352
0.0128437,0.00389317
0.0128733,0.00391291
0.012903,0.00393275
0.0129327,0.0039527
0.0129626,0.00397274
0.0129924,0.00399289
0.0130224,0.00401314
0.0130524,0.00403349
0.0130825,0.00405395
0.0131127,0.00407451
0.0131429,0.00409517
0.0131732,0.00411594
0.0132036,0.00413682
0.013234,0.0041578
0.0132646,0.00417888
0.0132951,0.00420008
0.0133258,0.00422138
0.0133565,0.00424279
0.0133873,0.0042643
0.0134182,0.00428593
0.0134491,0.00430767
0.0134801,0.00432952
0.0135112,0.00435147
0.0135424,0.00437354
0.0135736,0.00439572
0.0136049,0.00441802
0.0136363,0.00444043
0.0136677,0.00446295
0.0136992,0.00448558
0.0137308,0.00450833
0.0137625,0.0045312
0.0137942,0.00455418
0.013826,0.00457728
0.0138579,0.00460049
0.0138898,0.00462383
0.0139218,0.00464728
0.0139539,0.00467085
0.0139861,0.00469454
0.0140184,0.00471835
0.0140507,0.00474228
0.0140831,0.00476633
0.0141156,0.00479051
0.0141481,0.00481481
0.0141807,0.00483923
0.0142134,0.00486377
0.0142462,0.00488844
0.014279,0.00491324
0.014312,0.00493816
0.014345,0.0049632
0.014378,0.00498838
0.0144112,0.00501368
0.0144444,0.00503911
0.0144777,0.00506467
0.0145111,0.00509036
0.0145446,0.00511618
0.0145781,0.00514213
0.0146117,0.00516821
0.0146454,0.00519442
0.0146792,0.00522077
0.014713,0.00524725
0.0147469,0.00527387
0.0147809,0.00530062
0.014815,0.0053275
0.0148492,0.00535453
0.0148834,0.00538169
0.0149177,0.00540898
0.0149521,0.00543642
0.0149866,0.00546399
0.0150212,0.00549171
0.0150558,0.00551956
0.0150905,0.00554756
0.0151253,0.0055757
0.0151602,0.00560398
0.0151951,0.00563241
0.0152302,0.00566098
0.0152653,0.00568969
0.0153005,0.00571855
0.0153358,0.00574756
0.0153711,0.00577671
0.0154066,0.00580602
0.0154421,0.00583547
0.0154777,0.00586507
0.0155134,0.00589482
0.0155491,0.00592472
0.015585,0.00595477
0.0156209,0.00598497
0.0156569,0.00601533
0.015693,0.00604585
0.0157292,0.00607651
0.0157655,0.00610734
0.0158018,0.00613832
0.0158383,0.00616945
0.0158748,0.00620075
0.0159114,0.0062322
0.0159481,0.00626381
0.0159849,0.00629559
0.0160217,0.00632752
0.0160587,0.00635962
0.0160957,0.00639187
0.0161328,0.0064243
0.01617,0.00645689
0.0162073,0.00648964
0.0162446,0.00652256
0.0162821,0.00655564
0.0163196,0.0065889
0.0163573,0.00662232
0.016395,0.00665591
0.0164328,0.00668967
0.0164707,0.00672361
0.0165087,0.00675771
0.0165467,0.00679199
0.0165849,0.00682644
0.0166231,0.00686107
0.0166614,0.00689587
0.0166999,0.00693085
0.0167384,0.00696601
0.0167769,0.00700134
0.0168156,0.00703686
0.0168544,0.00707255
0.0168933,0.00710843
0.0169322,0.00714449
0.0169713,0.00718073
0.0170104,0.00721715
0.0170496,0.00725376
0.0170889,0.00729056
0.0171283,0.00732754
0.0171678,0.00736471
0.0172074,0.00740206
0.0172471,0.00743961
0.0172868,0.00747735
0.0173267,0.00751528
0.0173666,0.0075534
0.0174067,0.00759171
0.0174468,0.00763022
0.0174871,0.00766893
0.0175274,0.00770783
0.0175678,0.00774692
0.0176083,0.00778622
0.0176489,0.00782572
0.0176896,0.00786541
0.0177304,0.00790531
0.0177713,0.00794541
0.0178122,0.00798571
0.0178533,0.00802622
0.0178945,0.00806693
0.0179357,0.00810785
0.0179771,0.00814898
0.0180185,0.00819031
0.0180601,0.00823185
0.0181017,0.00827361
0.0181434,0.00831558
0.0181853,0.00835776
0.0182272,0.00840015
0.0182692,0.00844276
0.0183114,0.00848558
0.0183536,0.00852863
0.0183959,0.00857189
0.0184383,0.00861536
0.0184808,0.00865906
0.0185234,0.00870299
0.0185661,0.00874713
0.018609,0.0087915
0.0186519,0.00883609
0.0186949,0.00888091
0.018738,0.00892596
0.0187812,0.00897123
0.0188245,0.00901673
0.0188679,0.00906247
0.0189114,0.00910844
0.018955,0.00915464
0.0189987,0.00920107
0.0190425,0.00924774
0.0190864,0.00929465
0.0191304,0.00934179
0.0191745,0.00938917
0.0192187,0.00943679
0.019263,0.00948466
0.0193075,0.00953277
0.019352,0.00958112
0.0193966,0.00962971
0.0194413,0.00967855
0.0194861,0.00972764
0.0195311,0.00977698
0.0195761,0.00982657
0.0196212,0.00987641
0.0196665,0.00992651
0.0197118,0.00997685
0.0197573,0.0100275
0.0198028,0.0100783
0.0198485,0.0101294
0.0198943,0.0101808
0.0199401,0.0102324
0.0199861,0.0102843
0.0200322,0.0103365
0.0200784,0.0103889
0.0201247,0.0104416
0.0201711,0.0104946
0.0202176,0.0105478
0.0202642,0.0106013
0.0203109,0.0106551
0.0203578,0.0107091
0.0204047,0.0107634
0.0204517,0.010818
0.0204989,0.0108729
0.0205462,0.010928
0.0205935,0.0109834
0.020641,0.0110391
0.0206886,0.0110951
0.0207363,0.0111514
0.0207841,0.0112079
0.020832,0.0112648
0.0208801,0.0113219
0.0209282,0.0113793
0.0209765,0.011437
0.0210248,0.011495
0.0210733,0.0115533
0.0211219,0.0116119
0.0211706,0.0116708
0.0212194,0.01173
0.0212683,0.0117895
0.0213174,0.0118493
