r2,N_GBW
7.34758,0.919545
7.35843,0.919843
7.36929,0.92014
7.38015,0.920435
7.39102,0.92073
7.4019,0.921024
7.41279,0.921317
7.42369,0.92161
7.43459,0.921901
7.44551,0.922192
7.45643,0.922481
7.46736,0.92277
7.47829,0.923058
7.48924,0.923345
7.50019,0.923631
7.51115,0.923916
7.52212,0.924201
7.5331,0.924484
7.54408,0.924767
7.55508,0.925049
7.56608,0.92533
7.57708,0.92561
7.5881,0.925889
7.59913,0.926167
7.61016,0.926445
7.6212,0.926721
7.63225,0.926997
7.64331,0.927272
7.65437,0.927546
7.66544,0.92782
7.67652,0.928092
7.68761,0.928364
7.69871,0.928635
7.70981,0.928905
7.72093,0.929174
7.73205,0.929442
7.74318,0.929709
7.75431,0.929976
7.76546,0.930242
7.77661,0.930507
7.78777,0.930771
7.79894,0.931034
7.81012,0.931297
7.8213,0.931558
7.8325,0.931819
7.8437,0.932079
7.85491,0.932338
7.86612,0.932597
7.87735,0.932854
7.88858,0.933111
7.89982,0.933367
7.91107,0.933622
7.92233,0.933877
7.93359,0.93413
7.94487,0.934383
7.95615,0.934635
7.96743,0.934886
7.97873,0.935136
7.99004,0.935386
8.00135,0.935635
8.01267,0.935883
8.024,0.93613
8.03534,0.936376
8.04668,0.936622
8.05803,0.936867
8.0694,0.937111
8.08076,0.937354
8.09214,0.937597
8.10353,0.937838
8.11492,0.938079
8.12632,0.93832
8.13773,0.938559
8.14915,0.938798
8.16057,0.939035
8.172,0.939273
8.18344,0.939509
8.19489,0.939744
8.20635,0.939979
8.21782,0.940213
8.22929,0.940447
8.24077,0.940679
8.25226,0.940911
8.26376,0.941142
8.27526,0.941372
8.28677,0.941602
8.29829,0.94183
8.30982,0.942058
8.32136,0.942286
8.33291,0.942512
8.34446,0.942738
8.35602,0.942963
8.36759,0.943187
8.37917,0.943411
8.39075,0.943634
8.40234,0.943856
8.41395,0.944077
8.42555,0.944298
8.43717,0.944518
8.4488,0.944737
8.46043,0.944956
8.47207,0.945173
8.48372,0.945391
8.49538,0.945607
8.50704,0.945822
8.51871,0.946037
8.5304,0.946251
8.54208,0.946465
8.55378,0.946678
8.56549,0.94689
8.5772,0.947101
8.58892,0.947312
8.60065,0.947522
8.61239,0.947731
8.62413,0.947939
8.63589,0.948147
8.64765,0.948354
8.65942,0.948561
8.67119,0.948766
8.68298,0.948971
8.69477,0.949176
8.70657,0.949379
8.71838,0.949582
8.7302,0.949785
8.74202,0.949986
8.75386,0.950187
8.7657,0.950387
8.77755,0.950587
8.7894,0.950786
8.80127,0.950984
8.81314,0.951182
8.82502,0.951378
8.83691,0.951575
8.84881,0.95177
8.86072,0.951965
8.87263,0.952159
8.88455,0.952353
8.89648,0.952546
8.90842,0.952738
8.92036,0.952929
8.93231,0.95312
8.94428,0.95331
8.95624,0.9535
8.96822,0.953689
8.98021,0.953877
8.9922,0.954065
9.0042,0.954252
9.01621,0.954438
9.02823,0.954624
9.04025,0.954809
9.05229,0.954993
9.06433,0.955177
9.07638,0.95536
9.08843,0.955543
9.1005,0.955724
9.11257,0.955906
9.12465,0.956086
9.13674,0.956266
9.14884,0.956446
9.16095,0.956624
9.17306,0.956802
9.18518,0.95698
9.19731,0.957157
9.20945,0.957333
9.22159,0.957508
9.23374,0.957683
9.24591,0.957858
9.25808,0.958032
9.27025,0.958205
9.28244,0.958377
9.29463,0.958549
9.30683,0.95872
9.31904,0.958891
9.33126,0.959061
9.34348,0.959231
9.35572,0.9594
9.36796,0.959568
9.38021,0.959736
9.39247,0.959903
9.40473,0.960069
9.417,0.960235
9.42929,0.960401
9.44157,0.960565
9.45387,0.960729
9.46618,0.960893
9.47849,0.961056
9.49081,0.961218
9.50314,0.96138
9.51548,0.961541
9.52782,0.961702
9.54018,0.961862
9.55254,0.962022
9.56491,0.962181
9.57729,0.962339
9.58967,0.962497
9.60206,0.962654
9.61447,0.962811
9.62687,0.962967
9.63929,0.963122
9.65172,0.963277
9.66415,0.963432
9.67659,0.963585
9.68904,0.963739
9.7015,0.963891
9.71396,0.964044
9.72644,0.964195
9.73892,0.964346
9.75141,0.964497
9.76391,0.964647
9.77641,0.964796
9.78892,0.964945
9.80145,0.965093
9.81398,0.965241
9.82651,0.965388
9.83906,0.965535
9.85161,0.965681
9.86417,0.965827
9.87674,0.965972
9.88932,0.966116
9.90191,0.966261
9.9145,0.966404
9.9271,0.966547
9.93971,0.966689
9.95233,0.966831
9.96495,0.966973
9.97759,0.967114
9.99023,0.967254
10.0029,0.967394
10.0155,0.967533
10.0282,0.967672
10.0409,0.96781
10.0536,0.967948
10.0662,0.968085
10.0789,0.968222
10.0916,0.968358
10.1044,0.968494
10.1171,0.968629
10.1298,0.968764
10.1425,0.968898
10.1553,0.969031
10.168,0.969165
10.1808,0.969297
10.1936,0.96943
10.2064,0.969561
10.2191,0.969692
10.2319,0.969823
10.2447,0.969953
10.2575,0.970083
10.2704,0.970212
10.2832,0.970341
10.296,0.970469
10.3089,0.970597
10.3217,0.970724
10.3346,0.970851
10.3474,0.970977
10.3603,0.971103
10.3732,0.971229
10.3861,0.971354
10.399,0.971478
10.4119,0.971602
10.4248,0.971725
10.4377,0.971848
10.4507,0.971971
10.4636,0.972093
10.4765,0.972215
10.4895,0.972336
10.5024,0.972456
10.5154,0.972577
10.5284,0.972696
10.5414,0.972816
10.5544,0.972934
10.5674,0.973053
10.5804,0.973171
10.5934,0.973288
10.6064,0.973405
10.6195,0.973522
10.6325,0.973638
10.6456,0.973753
10.6586,0.973869
10.6717,0.973983
10.6848,0.974098
10.6978,0.974212
10.7109,0.974325
10.724,0.974438
10.7371,0.974551
10.7502,0.974663
10.7634,0.974774
10.7765,0.974886
10.7896,0.974996
10.8028,0.975107
10.8159,0.975217
10.8291,0.975326
10.8423,0.975435
10.8554,0.975544
10.8686,0.975652
10.8818,0.97576
10.895,0.975867
10.9082,0.975974
10.9214,0.976081
10.9347,0.976187
10.9479,0.976293
10.9611,0.976398
10.9744,0.976503
10.9877,0.976607
11.0009,0.976711
11.0142,0.976815
11.0275,0.976918
11.0408,0.977021
11.0541,0.977124
11.0674,0.977226
11.0807,0.977327
11.094,0.977428
11.1073,0.977529
11.1207,0.97763
11.134,0.97773
11.1474,0.977829
11.1607,0.977928
11.1741,0.978027
11.1875,0.978126
11.2009,0.978224
11.2143,0.978321
11.2277,0.978419
11.2411,0.978515
11.2545,0.978612
11.2679,0.978708
11.2813,0.978804
11.2948,0.978899
11.3082,0.978994
11.3217,0.979088
11.3352,0.979183
11.3486,0.979276
11.3621,0.97937
11.3756,0.979463
11.3891,0.979555
11.4026,0.979648
11.4161,0.97974
11.4296,0.979831
11.4432,0.979922
11.4567,0.980013
11.4703,0.980103
11.4838,0.980193
11.4974,0.980283
11.5109,0.980373
11.5245,0.980461
11.5381,0.98055
11.5517,0.980638
11.5653,0.980726
11.5789,0.980814
11.5925,0.980901
11.6062,0.980988
11.6198,0.981074
11.6334,0.98116
11.6471,0.981246
11.6607,0.981331
11.6744,0.981416
11.6881,0.981501
11.7018,0.981585
11.7155,0.981669
11.7292,0.981753
11.7429,0.981836
11.7566,0.981919
11.7703,0.982002
11.784,0.982084
11.7978,0.982166
11.8115,0.982248
11.8253,0.982329
11.839,0.98241
11.8528,0.982491
11.8666,0.982571
11.8804,0.982651
11.8942,0.98273
11.908,0.98281
11.9218,0.982889
11.9356,0.982967
11.9494,0.983045
11.9632,0.983123
11.9771,0.983201
11.9909,0.983278
12.0048,0.983355
12.0187,0.983432
12.0325,0.983508
12.0464,0.983584
12.0603,0.98366
12.0742,0.983735
12.0881,0.98381
12.102,0.983885
12.1159,0.98396
12.1299,0.984034
12.1438,0.984108
12.1578,0.984181
12.1717,0.984254
12.1857,0.984327
12.1996,0.9844
12.2136,0.984472
12.2276,0.984544
12.2416,0.984616
12.2556,0.984687
12.2696,0.984758
12.2836,0.984829
12.2977,0.984899
12.3117,0.984969
12.3257,0.985039
12.3398,0.985109
12.3538,0.985178
12.3679,0.985247
12.382,0.985316
12.3961,0.985384
12.4102,0.985452
12.4242,0.98552
12.4384,0.985587
12.4525,0.985655
12.4666,0.985722
12.4807,0.985788
12.4949,0.985855
12.509,0.985921
12.5232,0.985986
12.5373,0.986052
12.5515,0.986117
12.5657,0.986182
12.5799,0.986247
12.5941,0.986311
12.6083,0.986375
12.6225,0.986439
12.6367,0.986503
12.6509,0.986566
12.6651,0.986629
12.6794,0.986692
12.6936,0.986754
12.7079,0.986816
12.7222,0.986878
12.7364,0.98694
12.7507,0.987001
12.765,0.987063
12.7793,0.987123
12.7936,0.987184
12.8079,0.987244
12.8222,0.987304
12.8366,0.987364
12.8509,0.987424
12.8653,0.987483
12.8796,0.987542
12.894,0.987601
12.9083,0.987659
12.9227,0.987718
12.9371,0.987776
12.9515,0.987833
12.9659,0.987891
12.9803,0.987948
12.9947,0.988005
13.0092,0.988062
13.0236,0.988118
13.038,0.988175
13.0525,0.988231
13.0669,0.988286
13.0814,0.988342
13.0959,0.988397
13.1104,0.988452
13.1249,0.988507
13.1394,0.988561
13.1539,0.988616
13.1684,0.98867
13.1829,0.988724
13.1974,0.988777
13.212,0.98883
13.2265,0.988884
13.2411,0.988936
13.2556,0.988989
13.2702,0.989041
13.2848,0.989094
13.2994,0.989146
13.314,0.989197
13.3286,0.989249
13.3432,0.9893
13.3578,0.989351
13.3724,0.989402
13.387,0.989452
13.4017,0.989503
13.4163,0.989553
13.431,0.989603
13.4457,0.989652
13.4603,0.989702
13.475,0.989751
13.4897,0.9898
13.5044,0.989849
13.5191,0.989897
13.5338,0.989945
13.5486,0.989994
13.5633,0.990041
13.578,0.990089
13.5928,0.990137
13.6075,0.990184
13.6223,0.990231
13.6371,0.990278
13.6518,0.990324
13.6666,0.990371
13.6814,0.990417
13.6962,0.990463
13.711,0.990509
13.7258,0.990554
13.7407,0.9906
13.7555,0.990645
13.7703,0.99069
13.7852,0.990734
13.8001,0.990779
13.8149,0.990823
13.8298,0.990867
13.8447,0.990911
13.8596,0.990955
13.8745,0.990998
13.8894,0.991042
13.9043,0.991085
13.9192,0.991128
13.9341,0.991171
13.9491,0.991213
13.964,0.991255
13.979,0.991298
13.9939,0.99134
14.0089,0.991381
14.0239,0.991423
14.0389,0.991464
14.0539,0.991505
14.0689,0.991546
14.0839,0.991587
14.0989,0.991628
14.1139,0.991668
14.129,0.991709
14.144,0.991749
14.1591,0.991788
14.1741,0.991828
14.1892,0.991868
14.2043,0.991907
14.2193,0.991946
14.2344,0.991985
14.2495,0.992024
14.2646,0.992062
14.2798,0.992101
14.2949,0.992139
14.31,0.992177
14.3251,0.992215
14.3403,0.992253
14.3554,0.99229
14.3706,0.992328
14.3858,0.992365
14.401,0.992402
14.4161,0.992439
14.4313,0.992475
14.4465,0.992512
14.4617,0.992548
14.477,0.992584
14.4922,0.99262
14.5074,0.992656
14.5227,0.992692
14.5379,0.992727
14.5532,0.992762
14.5684,0.992798
14.5837,0.992833
14.599,0.992867
14.6143,0.992902
14.6296,0.992936
14.6449,0.992971
14.6602,0.993005
14.6755,0.993039
14.6909,0.993073
14.7062,0.993106
14.7216,0.99314
14.7369,0.993173
14.7523,0.993206
14.7676,0.993239
14.783,0.993272
14.7984,0.993305
14.8138,0.993338
14.8292,0.99337
14.8446,0.993402
14.86,0.993434
14.8755,0.993466
14.8909,0.993498
14.9063,0.99353
14.9218,0.993561
14.9372,0.993593
14.9527,0.993624
14.9682,0.993655
14.9837,0.993686
14.9992,0.993716
15.0147,0.993747
15.0302,0.993778
15.0457,0.993808
15.0612,0.993838
15.0767,0.993868
15.0923,0.993898
15.1078,0.993928
15.1234,0.993957
15.1389,0.993987
15.1545,0.994016
15.1701,0.994045
15.1857,0.994074
15.2013,0.994103
15.2169,0.994132
15.2325,0.99416
15.2481,0.994189
15.2637,0.994217
15.2794,0.994245
15.295,0.994273
15.3106,0.994301
15.3263,0.994329
15.342,0.994357
15.3576,0.994384
15.3733,0.994411
15.389,0.994439
15.4047,0.994466
15.4204,0.994493
15.4361,0.99452
15.4519,0.994546
15.4676,0.994573
15.4833,0.994599
15.4991,0.994626
15.5148,0.994652
15.5306,0.994678
15.5464,0.994704
15.5621,0.99473
15.5779,0.994755
15.5937,0.994781
15.6095,0.994806
15.6253,0.994832
15.6412,0.994857
15.657,0.994882
15.6728,0.994907
15.6887,0.994932
15.7045,0.994956
15.7204,0.994981
15.7362,0.995005
15.7521,0.99503
15.768,0.995054
15.7839,0.995078
15.7998,0.995102
15.8157,0.995126
15.8316,0.995149
15.8475,0.995173
15.8635,0.995197
15.8794,0.99522
15.8954,0.995243
15.9113,0.995266
15.9273,0.995289
15.9432,0.995312
15.9592,0.995335
15.9752,0.995358
15.9912,0.99538
16.0072,0.995403
16.0232,0.995425
16.0392,0.995447
16.0553,0.99547
16.0713,0.995492
16.0873,0.995513
16.1034,0.995535
16.1194,0.995557
16.1355,0.995579
16.1516,0.9956
16.1677,0.995621
16.1838,0.995643
16.1999,0.995664
16.216,0.995685
16.2321,0.995706
16.2482,0.995727
16.2643,0.995747
16.2805,0.995768
16.2966,0.995788
16.3128,0.995809
16.3289,0.995829
16.3451,0.995849
16.3613,0.995869
16.3775,0.995889
16.3937,0.995909
16.4099,0.995929
16.4261,0.995949
16.4423,0.995968
16.4585,0.995988
16.4748,0.996007
16.491,0.996027
16.5073,0.996046
16.5235,0.996065
16.5398,0.996084
16.5561,0.996103
16.5723,0.996122
16.5886,0.99614
16.6049,0.996159
16.6212,0.996178
16.6376,0.996196
16.6539,0.996214
16.6702,0.996233
16.6865,0.996251
16.7029,0.996269
16.7192,0.996287
16.7356,0.996305
16.752,0.996323
16.7684,0.99634
16.7847,0.996358
16.8011,0.996375
16.8175,0.996393
16.834,0.99641
16.8504,0.996427
16.8668,0.996445
16.8832,0.996462
16.8997,0.996479
16.9161,0.996495
16.9326,0.996512
16.9491,0.996529
16.9655,0.996546
16.982,0.996562
16.9985,0.996579
17.015,0.996595
17.0315,0.996611
17.048,0.996628
17.0646,0.996644
17.0811,0.99666
17.0976,0.996676
17.1142,0.996692
17.1307,0.996707
17.1473,0.996723
17.1639,0.996739
17.1804,0.996754
17.197,0.99677
17.2136,0.996785
17.2302,0.9968
17.2468,0.996816
17.2635,0.996831
17.2801,0.996846
17.2967,0.996861
17.3134,0.996876
17.33,0.996891
17.3467,0.996905
17.3633,0.99692
17.38,0.996935
17.3967,0.996949
17.4134,0.996964
17.4301,0.996978
17.4468,0.996992
17.4635,0.997006
17.4802,0.997021
17.497,0.997035
17.5137,0.997049
17.5304,0.997063
17.5472,0.997076
17.564,0.99709
17.5807,0.997104
17.5975,0.997118
17.6143,0.997131
17.6311,0.997145
17.6479,0.997158
17.6647,0.997171
17.6815,0.997185
17.6984,0.997198
17.7152,0.997211
17.732,0.997224
17.7489,0.997237
17.7657,0.99725
17.7826,0.997263
17.7995,0.997276
17.8164,0.997288
17.8333,0.997301
17.8502,0.997314
17.8671,0.997326
17.884,0.997339
17.9009,0.997351
17.9178,0.997363
17.9348,0.997376
17.9517,0.997388
17.9687,0.9974
17.9856,0.997412
18.0026,0.997424
18.0196,0.997436
18.0366,0.997448
18.0536,0.99746
18.0706,0.997471
18.0876,0.997483
18.1046,0.997495
18.1216,0.997506
18.1387,0.997518
18.1557,0.997529
18.1728,0.99754
18.1898,0.997552
18.2069,0.997563
18.224,0.997574
18.241,0.997585
18.2581,0.997596
18.2752,0.997607
18.2923,0.997618
18.3095,0.997629
18.3266,0.99764
18.3437,0.997651
18.3609,0.997661
18.378,0.997672
18.3952,0.997683
18.4123,0.997693
18.4295,0.997704
18.4467,0.997714
18.4639,0.997725
18.4811,0.997735
18.4983,0.997745
18.5155,0.997755
18.5327,0.997765
18.5499,0.997776
18.5672,0.997786
18.5844,0.997796
18.6016,0.997805
18.6189,0.997815
18.6362,0.997825
18.6534,0.997835
18.6707,0.997845
18.688,0.997854
18.7053,0.997864
18.7226,0.997873
18.7399,0.997883
18.7573,0.997892
18.7746,0.997902
18.7919,0.997911
18.8093,0.99792
18.8266,0.99793
18.844,0.997939
18.8614,0.997948
18.8788,0.997957
18.8961,0.997966
18.9135,0.997975
18.9309,0.997984
18.9484,0.997993
18.9658,0.998002
18.9832,0.998011
19.0006,0.998019
19.0181,0.998028
19.0355,0.998037
19.053,0.998045
19.0705,0.998054
19.0879,0.998062
19.1054,0.998071
19.1229,0.998079
19.1404,0.998088
19.1579,0.998096
19.1754,0.998104
19.193,0.998112
19.2105,0.998121
19.228,0.998129
19.2456,0.998137
19.2631,0.998145
19.2807,0.998153
19.2983,0.998161
19.3158,0.998169
19.3334,0.998177
19.351,0.998184
19.3686,0.998192
19.3862,0.9982
19.4039,0.998208
19.4215,0.998215
19.4391,0.998223
19.4568,0.998231
19.4744,0.998238
19.4921,0.998246
19.5097,0.998253
19.5274,0.99826
19.5451,0.998268
19.5628,0.998275
19.5805,0.998282
19.5982,0.99829
19.6159,0.998297
19.6336,0.998304
19.6514,0.998311
19.6691,0.998318
19.6869,0.998325
19.7046,0.998332
19.7224,0.998339
19.7401,0.998346
19.7579,0.998353
19.7757,0.99836
19.7935,0.998366
19.8113,0.998373
19.8291,0.99838
19.8469,0.998387
19.8648,0.998393
19.8826,0.9984
19.9005,0.998406
19.9183,0.998413
19.9362,0.998419
19.954,0.998426
19.9719,0.998432
19.9898,0.998439
20.0077,0.998445
20.0256,0.998451
20.0435,0.998458
20.0614,0.998464
20.0793,0.99847
20.0973,0.998476
20.1152,0.998482
20.1331,0.998489
20.1511,0.998495
20.1691,0.998501
20.187,0.998507
20.205,0.998513
20.223,0.998519
20.241,0.998524
20.259,0.99853
20.277,0.998536
20.295,0.998542
20.3131,0.998548
20.3311,0.998553
20.3491,0.998559
20.3672,0.998565
20.3853,0.99857
20.4033,0.998576
20.4214,0.998582
20.4395,0.998587
20.4576,0.998593
20.4757,0.998598
20.4938,0.998603
20.5119,0.998609
20.53,0.998614
20.5481,0.99862
20.5663,0.998625
20.5844,0.99863
20.6026,0.998635
20.6208,0.998641
20.6389,0.998646
20.6571,0.998651
20.6753,0.998656
20.6935,0.998661
20.7117,0.998666
20.7299,0.998671
20.7481,0.998676
20.7664,0.998681
20.7846,0.998686
20.8028,0.998691
20.8211,0.998696
20.8393,0.998701
20.8576,0.998706
20.8759,0.998711
20.8942,0.998715
20.9125,0.99872
20.9308,0.998725
20.9491,0.99873
20.9674,0.998734
20.9857,0.998739
21.004,0.998744
21.0224,0.998748
21.0407,0.998753
21.0591,0.998757
21.0774,0.998762
21.0958,0.998766
21.1142,0.998771
21.1326,0.998775
21.151,0.99878
21.1694,0.998784
21.1878,0.998788
21.2062,0.998793
21.2246,0.998797
21.2431,0.998801
21.2615,0.998805
21.28,0.99881
21.2984,0.998814
21.3169,0.998818
21.3354,0.998822
21.3539,0.998826
21.3724,0.99883
21.3909,0.998835
21.4094,0.998839
21.4279,0.998843
21.4464,0.998847
21.4649,0.998851
21.4835,0.998855
21.502,0.998859
21.5206,0.998862
21.5391,0.998866
21.5577,0.99887
21.5763,0.998874
21.5949,0.998878
21.6135,0.998882
21.6321,0.998885
21.6507,0.998889
21.6693,0.998893
21.6879,0.998897
21.7066,0.9989
21.7252,0.998904
21.7439,0.998908
21.7625,0.998911
21.7812,0.998915
21.7999,0.998918
21.8186,0.998922
21.8373,0.998926
21.856,0.998929
21.8747,0.998933
21.8934,0.998936
21.9121,0.998939
21.9308,0.998943
21.9496,0.998946
21.9683,0.99895
21.9871,0.998953
22.0058,0.998956
22.0246,0.99896
22.0434,0.998963
22.0622,0.998966
22.081,0.99897
22.0998,0.998973
22.1186,0.998976
22.1374,0.998979
22.1562,0.998983
22.1751,0.998986
22.1939,0.998989
22.2128,0.998992
22.2316,0.998995
22.2505,0.998998
22.2694,0.999001
22.2883,0.999004
22.3072,0.999007
22.3261,0.99901
22.345,0.999013
22.3639,0.999016
22.3828,0.999019
22.4017,0.999022
22.4207,0.999025
22.4396,0.999028
22.4586,0.999031
22.4775,0.999034
22.4965,0.999037
22.5155,0.99904
22.5345,0.999042
22.5535,0.999045
22.5725,0.999048
22.5915,0.999051
22.6105,0.999054
22.6295,0.999056
22.6486,0.999059
22.6676,0.999062
22.6867,0.999064
22.7057,0.999067
22.7248,0.99907
22.7439,0.999072
22.763,0.999075
22.7821,0.999078
22.8012,0.99908
22.8203,0.999083
22.8394,0.999085
22.8585,0.999088
22.8776,0.99909
22.8968,0.999093
22.9159,0.999096
22.9351,0.999098
22.9542,0.9991
22.9734,0.999103
22.9926,0.999105
23.0118,0.999108
23.031,0.99911
23.0502,0.999113
23.0694,0.999115
23.0886,0.999117
23.1078,0.99912
23.1271,0.999122
23.1463,0.999124
23.1656,0.999127
23.1848,0.999129
23.2041,0.999131
23.2234,0.999133
23.2427,0.999136
23.262,0.999138
23.2813,0.99914
23.3006,0.999142
23.3199,0.999145
23.3392,0.999147
23.3585,0.999149
23.3779,0.999151
23.3972,0.999153
23.4166,0.999155
23.4359,0.999157
23.4553,0.99916
23.4747,0.999162
23.4941,0.999164
23.5135,0.999166
23.5329,0.999168
23.5523,0.99917
23.5717,0.999172
23.5911,0.999174
23.6106,0.999176
23.63,0.999178
23.6495,0.99918
23.6689,0.999182
23.6884,0.999184
23.7079,0.999186
23.7274,0.999188
23.7469,0.99919
23.7664,0.999191
23.7859,0.999193
23.8054,0.999195
23.8249,0.999197
23.8444,0.999199
23.864,0.999201
23.8835,0.999203
23.9031,0.999204
23.9226,0.999206
23.9422,0.999208
23.9618,0.99921
23.9814,0.999212
24.001,0.999213
24.0206,0.999215
24.0402,0.999217
24.0598,0.999219
24.0794,0.99922
24.0991,0.999222
24.1187,0.999224
24.1384,0.999225
24.158,0.999227
24.1777,0.999229
24.1974,0.99923
24.2171,0.999232
24.2368,0.999234
24.2565,0.999235
24.2762,0.999237
24.2959,0.999239
24.3156,0.99924
24.3353,0.999242
24.3551,0.999243
24.3748,0.999245
24.3946,0.999246
24.4144,0.999248
24.4341,0.999249
24.4539,0.999251
24.4737,0.999252
24.4935,0.999254
24.5133,0.999255
24.5331,0.999257
24.5529,0.999258
24.5728,0.99926
24.5926,0.999261
24.6124,0.999263
24.6323,0.999264
24.6521,0.999266
24.672,0.999267
24.6919,0.999269
24.7118,0.99927
24.7317,0.999271
24.7516,0.999273
24.7715,0.999274
24.7914,0.999275
24.8113,0.999277
24.8313,0.999278
24.8512,0.999279
24.8711,0.999281
24.8911,0.999282
24.9111,0.999283
24.931,0.999285
24.951,0.999286
24.971,0.999287
24.991,0.999289
25.011,0.99929
25.031,0.999291
25.051,0.999292
25.0711,0.999294
25.0911,0.999295
25.1111,0.999296
25.1312,0.999297
25.1513,0.999299
25.1713,0.9993
25.1914,0.999301
25.2115,0.999302
25.2316,0.999303
25.2517,0.999305
25.2718,0.999306
25.2919,0.999307
25.312,0.999308
25.3322,0.999309
25.3523,0.99931
25.3725,0.999311
25.3926,0.999313
25.4128,0.999314
25.4329,0.999315
25.4531,0.999316
25.4733,0.999317
25.4935,0.999318
25.5137,0.999319
25.5339,0.99932
25.5541,0.999321
25.5744,0.999322
25.5946,0.999323
25.6149,0.999324
25.6351,0.999325
25.6554,0.999326
25.6756,0.999328
25.6959,0.999329
25.7162,0.99933
25.7365,0.999331
25.7568,0.999332
25.7771,0.999333
25.7974,0.999334
25.8177,0.999335
25.8381,0.999335
25.8584,0.999336
25.8788,0.999337
25.8991,0.999338
25.9195,0.999339
25.9399,0.99934
25.9602,0.999341
25.9806,0.999342
26.001,0.999343
26.0214,0.999344
26.0418,0.999345
26.0623,0.999346
26.0827,0.999347
26.1031,0.999348
26.1236,0.999348
26.144,0.999349
26.1645,0.99935
26.185,0.999351
26.2054,0.999352
26.2259,0.999353
26.2464,0.999354
26.2669,0.999354
26.2874,0.999355
26.3079,0.999356
26.3285,0.999357
26.349,0.999358
26.3695,0.999359
26.3901,0.999359
26.4106,0.99936
26.4312,0.999361
26.4518,0.999362
26.4724,0.999363
26.4929,0.999363
26.5135,0.999364
26.5341,0.999365
26.5548,0.999366
26.5754,0.999367
26.596,0.999367
26.6166,0.999368
26.6373,0.999369
26.6579,0.99937
26.6786,0.99937
26.6993,0.999371
26.7199,0.999372
26.7406,0.999372
26.7613,0.999373
26.782,0.999374
26.8027,0.999375
26.8234,0.999375
26.8442,0.999376
26.8649,0.999377
26.8856,0.999377
26.9064,0.999378
26.9272,0.999379
26.9479,0.999379
26.9687,0.99938
26.9895,0.999381
27.0103,0.999381
27.0311,0.999382
27.0519,0.999383
27.0727,0.999383
27.0935,0.999384
27.1143,0.999385
27.1352,0.999385
27.156,0.999386
27.1769,0.999387
27.1977,0.999387
27.2186,0.999388
27.2395,0.999388
27.2603,0.999389
27.2812,0.99939
27.3021,0.99939
27.323,0.999391
27.344,0.999392
27.3649,0.999392
27.3858,0.999393
27.4068,0.999393
27.4277,0.999394
27.4487,0.999394
27.4696,0.999395
27.4906,0.999396
27.5116,0.999396
27.5326,0.999397
27.5536,0.999397
27.5746,0.999398
27.5956,0.999398
27.6166,0.999399
27.6376,0.999399
27.6587,0.9994
27.6797,0.999401
27.7008,0.999401
27.7218,0.999402
27.7429,0.999402
27.764,0.999403
27.7851,0.999403
27.8062,0.999404
27.8273,0.999404
27.8484,0.999405
27.8695,0.999405
27.8906,0.999406
27.9117,0.999406
27.9329,0.999407
27.954,0.999407
27.9752,0.999408
27.9964,0.999408
28.0175,0.999409
28.0387,0.999409
28.0599,0.99941
28.0811,0.99941
28.1023,0.99941
28.1235,0.999411
28.1447,0.999411
28.166,0.999412
28.1872,0.999412
28.2084,0.999413
28.2297,0.999413
28.251,0.999414
28.2722,0.999414
28.2935,0.999415
28.3148,0.999415
28.3361,0.999415
28.3574,0.999416
28.3787,0.999416
28.4,0.999417
28.4213,0.999417
28.4427,0.999417
28.464,0.999418
28.4854,0.999418
28.5067,0.999419
28.5281,0.999419
28.5495,0.99942
28.5708,0.99942
28.5922,0.99942
28.6136,0.999421
28.635,0.999421
28.6564,0.999422
28.6779,0.999422
28.6993,0.999422
28.7207,0.999423
28.7422,0.999423
28.7636,0.999423
28.7851,0.999424
28.8066,0.999424
28.828,0.999425
28.8495,0.999425
28.871,0.999425
28.8925,0.999426
28.914,0.999426
28.9355,0.999426
28.9571,0.999427
28.9786,0.999427
29.0001,0.999427
29.0217,0.999428
29.0432,0.999428
29.0648,0.999428
29.0864,0.999429
29.108,0.999429
29.1295,0.999429
29.1511,0.99943
29.1727,0.99943
29.1944,0.99943
29.216,0.999431
29.2376,0.999431
29.2592,0.999431
29.2809,0.999432
29.3025,0.999432
29.3242,0.999432
29.3459,0.999433
29.3676,0.999433
29.3892,0.999433
29.4109,0.999434
29.4326,0.999434
29.4543,0.999434
29.4761,0.999434
29.4978,0.999435
29.5195,0.999435
29.5413,0.999435
29.563,0.999436
29.5848,0.999436
29.6065,0.999436
29.6283,0.999436
29.6501,0.999437
29.6719,0.999437
29.6937,0.999437
29.7155,0.999438
29.7373,0.999438
29.7591,0.999438
29.7809,0.999438
29.8028,0.999439
29.8246,0.999439
29.8465,0.999439
29.8683,0.999439
29.8902,0.99944
29.9121,0.99944
29.934,0.99944
29.9559,0.99944
29.9778,0.999441
29.9997,0.999441
30.0216,0.999441
30.0435,0.999441
30.0654,0.999442
30.0874,0.999442
30.1093,0.999442
30.1313,0.999442
30.1533,0.999443
30.1752,0.999443
30.1972,0.999443
30.2192,0.999443
30.2412,0.999444
30.2632,0.999444
30.2852,0.999444
30.3072,0.999444
30.3293,0.999445
30.3513,0.999445
30.3733,0.999445
30.3954,0.999445
30.4175,0.999445
30.4395,0.999446
30.4616,0.999446
30.4837,0.999446
30.5058,0.999446
30.5279,0.999446
30.55,0.999447
30.5721,0.999447
30.5942,0.999447
