r,sigma_dipolo
0.000156425,5.77407e-06
0.000156786,5.80111e-06
0.000157147,5.82828e-06
0.00015751,5.85558e-06
0.000157873,5.883e-06
0.000158237,5.91055e-06
0.000158602,5.93824e-06
0.000158967,5.96605e-06
0.000159334,5.99399e-06
0.000159701,6.02206e-06
0.00016007,6.05026e-06
0.000160439,6.07859e-06
0.000160809,6.10706e-06
0.000161179,6.13566e-06
0.000161551,6.16439e-06
0.000161924,6.19326e-06
0.000162297,6.22226e-06
0.000162671,6.2514e-06
0.000163046,6.28068e-06
0.000163422,6.31009e-06
0.000163799,6.33964e-06
0.000164177,6.36933e-06
0.000164555,6.39915e-06
0.000164935,6.42912e-06
0.000165315,6.45923e-06
0.000165696,6.48947e-06
0.000166078,6.51986e-06
0.000166461,6.55039e-06
0.000166845,6.58106e-06
0.000167229,6.61188e-06
0.000167615,6.64284e-06
0.000168001,6.67395e-06
0.000168389,6.7052e-06
0.000168777,6.7366e-06
0.000169166,6.76814e-06
0.000169556,6.79983e-06
0.000169947,6.83167e-06
0.000170339,6.86366e-06
0.000170732,6.8958e-06
0.000171125,6.92809e-06
0.00017152,6.96053e-06
0.000171916,6.99312e-06
0.000172312,7.02586e-06
0.000172709,7.05876e-06
0.000173107,7.09181e-06
0.000173507,7.12501e-06
0.000173907,7.15837e-06
0.000174308,7.19189e-06
0.00017471,7.22556e-06
0.000175112,7.25939e-06
0.000175516,7.29338e-06
0.000175921,7.32753e-06
0.000176326,7.36184e-06
0.000176733,7.3963e-06
0.00017714,7.43093e-06
0.000177549,7.46572e-06
0.000177958,7.50068e-06
0.000178369,7.53579e-06
0.00017878,7.57108e-06
0.000179192,7.60652e-06
0.000179605,7.64213e-06
0.000180019,7.67791e-06
0.000180434,7.71386e-06
0.00018085,7.74997e-06
0.000181267,7.78625e-06
0.000181685,7.82271e-06
0.000182104,7.85933e-06
0.000182524,7.89612e-06
0.000182945,7.93309e-06
0.000183367,7.97023e-06
0.00018379,8.00754e-06
0.000184213,8.04503e-06
0.000184638,8.08269e-06
0.000185064,8.12053e-06
0.000185491,8.15854e-06
0.000185918,8.19673e-06
0.000186347,8.2351e-06
0.000186777,8.27366e-06
0.000187207,8.31239e-06
0.000187639,8.3513e-06
0.000188071,8.39039e-06
0.000188505,8.42967e-06
0.00018894,8.46913e-06
0.000189375,8.50877e-06
0.000189812,8.5486e-06
0.00019025,8.58862e-06
0.000190688,8.62882e-06
0.000191128,8.66921e-06
0.000191569,8.70979e-06
0.00019201,8.75056e-06
0.000192453,8.79152e-06
0.000192897,8.83267e-06
0.000193342,8.87402e-06
0.000193787,8.91556e-06
0.000194234,8.95729e-06
0.000194682,8.99921e-06
0.000195131,9.04134e-06
0.000195581,9.08366e-06
0.000196032,9.12617e-06
0.000196484,9.16889e-06
0.000196937,9.2118e-06
0.000197391,9.25492e-06
0.000197846,9.29824e-06
0.000198302,9.34176e-06
0.000198759,9.38548e-06
0.000199218,9.42941e-06
0.000199677,9.47354e-06
0.000200137,9.51788e-06
0.000200599,9.56243e-06
0.000201061,9.60718e-06
0.000201525,9.65215e-06
0.00020199,9.69732e-06
0.000202455,9.74271e-06
0.000202922,9.7883e-06
0.00020339,9.83412e-06
0.000203859,9.88014e-06
0.000204329,9.92638e-06
0.0002048,9.97284e-06
0.000205272,1.00195e-05
0.000205746,1.00664e-05
0.00020622,1.01135e-05
0.000206696,1.01608e-05
0.000207172,1.02084e-05
0.00020765,1.02562e-05
0.000208129,1.03042e-05
0.000208608,1.03524e-05
0.000209089,1.04008e-05
0.000209572,1.04495e-05
0.000210055,1.04984e-05
0.000210539,1.05475e-05
0.000211025,1.05969e-05
0.000211511,1.06465e-05
0.000211999,1.06963e-05
0.000212488,1.07464e-05
0.000212978,1.07966e-05
0.000213469,1.08472e-05
0.000213961,1.08979e-05
0.000214454,1.09489e-05
0.000214949,1.10002e-05
0.000215444,1.10516e-05
0.000215941,1.11033e-05
0.000216439,1.11553e-05
0.000216938,1.12075e-05
0.000217438,1.12599e-05
0.000217939,1.13126e-05
0.000218442,1.13656e-05
0.000218946,1.14187e-05
0.00021945,1.14722e-05
0.000219956,1.15259e-05
0.000220464,1.15798e-05
0.000220972,1.1634e-05
0.000221481,1.16884e-05
0.000221992,1.17431e-05
0.000222504,1.1798e-05
0.000223017,1.18532e-05
0.000223531,1.19087e-05
0.000224046,1.19644e-05
0.000224563,1.20204e-05
0.000225081,1.20766e-05
0.0002256,1.21331e-05
0.00022612,1.21899e-05
0.000226641,1.22469e-05
0.000227164,1.23042e-05
0.000227688,1.23618e-05
0.000228213,1.24196e-05
0.000228739,1.24777e-05
0.000229266,1.25361e-05
0.000229795,1.25948e-05
0.000230325,1.26537e-05
0.000230856,1.27129e-05
0.000231388,1.27724e-05
0.000231922,1.28321e-05
0.000232456,1.28922e-05
0.000232992,1.29525e-05
0.000233529,1.30131e-05
0.000234068,1.30739e-05
0.000234608,1.31351e-05
0.000235149,1.31965e-05
0.000235691,1.32583e-05
0.000236234,1.33203e-05
0.000236779,1.33826e-05
0.000237325,1.34452e-05
0.000237872,1.35081e-05
0.00023842,1.35713e-05
0.00023897,1.36348e-05
0.000239521,1.36986e-05
0.000240073,1.37627e-05
0.000240627,1.3827e-05
0.000241182,1.38917e-05
0.000241738,1.39567e-05
0.000242295,1.4022e-05
0.000242854,1.40876e-05
0.000243414,1.41535e-05
0.000243975,1.42197e-05
0.000244538,1.42862e-05
0.000245101,1.4353e-05
0.000245667,1.44201e-05
0.000246233,1.44876e-05
0.000246801,1.45554e-05
0.00024737,1.46234e-05
0.00024794,1.46918e-05
0.000248512,1.47606e-05
0.000249085,1.48296e-05
0.000249659,1.4899e-05
0.000250235,1.49686e-05
0.000250812,1.50387e-05
0.00025139,1.5109e-05
0.00025197,1.51797e-05
0.000252551,1.52507e-05
0.000253133,1.5322e-05
0.000253717,1.53937e-05
0.000254302,1.54656e-05
0.000254888,1.5538e-05
0.000255476,1.56107e-05
0.000256065,1.56837e-05
0.000256655,1.5757e-05
0.000257247,1.58307e-05
0.00025784,1.59047e-05
0.000258435,1.59791e-05
0.00025903,1.60539e-05
0.000259628,1.61289e-05
0.000260226,1.62044e-05
0.000260826,1.62801e-05
0.000261428,1.63563e-05
0.00026203,1.64328e-05
0.000262635,1.65096e-05
0.00026324,1.65868e-05
0.000263847,1.66644e-05
0.000264455,1.67423e-05
0.000265065,1.68206e-05
0.000265676,1.68993e-05
0.000266289,1.69783e-05
0.000266903,1.70577e-05
0.000267518,1.71375e-05
0.000268135,1.72176e-05
0.000268753,1.72981e-05
0.000269373,1.7379e-05
0.000269994,1.74603e-05
0.000270617,1.75419e-05
0.000271241,1.76239e-05
0.000271866,1.77064e-05
0.000272493,1.77891e-05
0.000273121,1.78723e-05
0.000273751,1.79559e-05
0.000274382,1.80399e-05
0.000275015,1.81242e-05
0.000275649,1.8209e-05
0.000276284,1.82941e-05
0.000276921,1.83796e-05
0.00027756,1.84656e-05
0.0002782,1.85519e-05
0.000278841,1.86386e-05
0.000279484,1.87258e-05
0.000280129,1.88133e-05
0.000280775,1.89013e-05
0.000281422,1.89897e-05
0.000282071,1.90785e-05
0.000282721,1.91677e-05
0.000283373,1.92573e-05
0.000284026,1.93473e-05
0.000284681,1.94378e-05
0.000285338,1.95286e-05
0.000285996,1.96199e-05
0.000286655,1.97117e-05
0.000287316,1.98038e-05
0.000287978,1.98964e-05
0.000288642,1.99894e-05
0.000289308,2.00829e-05
0.000289975,2.01768e-05
0.000290644,2.02711e-05
0.000291314,2.03659e-05
0.000291985,2.04611e-05
0.000292659,2.05567e-05
0.000293333,2.06528e-05
0.00029401,2.07494e-05
0.000294688,2.08464e-05
0.000295367,2.09438e-05
0.000296048,2.10417e-05
0.000296731,2.11401e-05
0.000297415,2.12389e-05
0.000298101,2.13382e-05
0.000298788,2.14379e-05
0.000299477,2.15381e-05
0.000300167,2.16388e-05
0.00030086,2.174e-05
0.000301553,2.18416e-05
0.000302248,2.19437e-05
0.000302945,2.20463e-05
0.000303644,2.21493e-05
0.000304344,2.22528e-05
0.000305046,2.23569e-05
0.000305749,2.24614e-05
0.000306454,2.25663e-05
0.000307161,2.26718e-05
0.000307869,2.27778e-05
0.000308579,2.28843e-05
0.00030929,2.29912e-05
0.000310003,2.30987e-05
0.000310718,2.32066e-05
0.000311435,2.33151e-05
0.000312153,2.34241e-05
0.000312872,2.35336e-05
0.000313594,2.36435e-05
0.000314317,2.3754e-05
0.000315041,2.38651e-05
0.000315768,2.39766e-05
0.000316496,2.40887e-05
0.000317226,2.42012e-05
0.000317957,2.43143e-05
0.00031869,2.4428e-05
0.000319425,2.45421e-05
0.000320162,2.46568e-05
0.0003209,2.47721e-05
0.00032164,2.48878e-05
0.000322381,2.50041e-05
0.000323125,2.5121e-05
0.00032387,2.52384e-05
0.000324616,2.53563e-05
0.000325365,2.54748e-05
0.000326115,2.55939e-05
0.000326867,2.57135e-05
0.000327621,2.58336e-05
0.000328376,2.59544e-05
0.000329133,2.60756e-05
0.000329892,2.61975e-05
0.000330653,2.63199e-05
0.000331415,2.64429e-05
0.000332179,2.65665e-05
0.000332945,2.66906e-05
0.000333713,2.68153e-05
0.000334482,2.69406e-05
0.000335253,2.70665e-05
0.000336026,2.7193e-05
0.000336801,2.732e-05
0.000337578,2.74477e-05
0.000338356,2.75759e-05
0.000339136,2.77048e-05
0.000339918,2.78342e-05
0.000340702,2.79643e-05
0.000341487,2.80949e-05
0.000342275,2.82262e-05
0.000343064,2.83581e-05
0.000343855,2.84906e-05
0.000344648,2.86237e-05
0.000345442,2.87574e-05
0.000346239,2.88918e-05
0.000347037,2.90268e-05
0.000347837,2.91624e-05
0.000348639,2.92986e-05
0.000349443,2.94355e-05
0.000350249,2.9573e-05
0.000351057,2.97112e-05
0.000351866,2.985e-05
0.000352677,2.99895e-05
0.00035349,3.01296e-05
0.000354306,3.02703e-05
0.000355122,3.04117e-05
0.000355941,3.05538e-05
0.000356762,3.06965e-05
0.000357585,3.08399e-05
0.000358409,3.0984e-05
0.000359235,3.11288e-05
0.000360064,3.12742e-05
0.000360894,3.14203e-05
0.000361726,3.1567e-05
0.00036256,3.17145e-05
0.000363396,3.18626e-05
0.000364234,3.20115e-05
0.000365074,3.2161e-05
0.000365915,3.23112e-05
0.000366759,3.24622e-05
0.000367605,3.26138e-05
0.000368452,3.27661e-05
0.000369302,3.29192e-05
0.000370153,3.3073e-05
0.000371007,3.32274e-05
0.000371862,3.33826e-05
0.00037272,3.35386e-05
0.000373579,3.36952e-05
0.00037444,3.38526e-05
0.000375304,3.40107e-05
0.000376169,3.41696e-05
0.000377036,3.43292e-05
0.000377906,3.44895e-05
0.000378777,3.46506e-05
0.00037965,3.48124e-05
0.000380526,3.4975e-05
0.000381403,3.51384e-05
0.000382283,3.53025e-05
0.000383164,3.54673e-05
0.000384047,3.5633e-05
0.000384933,3.57994e-05
0.000385821,3.59666e-05
0.00038671,3.61346e-05
0.000387602,3.63033e-05
0.000388495,3.64729e-05
0.000389391,3.66432e-05
0.000390289,3.68143e-05
0.000391189,3.69862e-05
0.000392091,3.7159e-05
0.000392995,3.73325e-05
0.000393901,3.75068e-05
0.000394809,3.7682e-05
0.00039572,3.78579e-05
0.000396632,3.80347e-05
0.000397547,3.82123e-05
0.000398463,3.83908e-05
0.000399382,3.857e-05
0.000400303,3.87501e-05
0.000401226,3.89311e-05
0.000402151,3.91129e-05
0.000403078,3.92955e-05
0.000404007,3.9479e-05
0.000404939,3.96633e-05
0.000405873,3.98485e-05
0.000406808,4.00346e-05
0.000407746,4.02215e-05
0.000408687,4.04093e-05
0.000409629,4.0598e-05
0.000410573,4.07876e-05
0.00041152,4.0978e-05
0.000412469,4.11693e-05
0.00041342,4.13616e-05
0.000414373,4.15547e-05
0.000415329,4.17487e-05
0.000416286,4.19436e-05
0.000417246,4.21394e-05
0.000418208,4.23362e-05
0.000419172,4.25338e-05
0.000420139,4.27324e-05
0.000421107,4.29319e-05
0.000422078,4.31323e-05
0.000423052,4.33337e-05
0.000424027,4.3536e-05
0.000425005,4.37392e-05
0.000425985,4.39434e-05
0.000426967,4.41486e-05
0.000427951,4.43547e-05
0.000428938,4.45617e-05
0.000429927,4.47698e-05
0.000430918,4.49788e-05
0.000431912,4.51887e-05
0.000432908,4.53997e-05
0.000433906,4.56116e-05
0.000434906,4.58245e-05
0.000435909,4.60384e-05
0.000436914,4.62533e-05
0.000437922,4.64692e-05
0.000438931,4.66861e-05
0.000439943,4.69041e-05
0.000440958,4.7123e-05
0.000441974,4.7343e-05
0.000442993,4.75639e-05
0.000444015,4.77859e-05
0.000445039,4.8009e-05
0.000446065,4.82331e-05
0.000447093,4.84582e-05
0.000448124,4.86844e-05
0.000449157,4.89116e-05
0.000450193,4.91399e-05
0.000451231,4.93692e-05
0.000452271,4.95997e-05
0.000453314,4.98312e-05
0.000454359,5.00637e-05
0.000455407,5.02974e-05
0.000456457,5.05321e-05
0.00045751,5.0768e-05
0.000458564,5.10049e-05
0.000459622,5.12429e-05
0.000460681,5.14821e-05
0.000461744,5.17223e-05
0.000462808,5.19637e-05
0.000463875,5.22062e-05
0.000464945,5.24499e-05
0.000466017,5.26946e-05
0.000467091,5.29405e-05
0.000468168,5.31876e-05
0.000469248,5.34358e-05
0.00047033,5.36851e-05
0.000471414,5.39357e-05
0.000472501,5.41874e-05
0.000473591,5.44402e-05
0.000474683,5.46942e-05
0.000475777,5.49495e-05
0.000476874,5.52059e-05
0.000477974,5.54635e-05
0.000479076,5.57223e-05
0.00048018,5.59823e-05
0.000481287,5.62435e-05
0.000482397,5.65059e-05
0.000483509,5.67696e-05
0.000484624,5.70345e-05
0.000485742,5.73006e-05
0.000486862,5.75679e-05
0.000487984,5.78365e-05
0.000489109,5.81064e-05
0.000490237,5.83775e-05
0.000491367,5.86499e-05
0.0004925,5.89235e-05
0.000493636,5.91984e-05
0.000494774,5.94746e-05
0.000495915,5.97521e-05
0.000497058,6.00308e-05
0.000498204,6.03109e-05
0.000499353,6.05923e-05
0.000500504,6.0875e-05
0.000501658,6.1159e-05
0.000502815,6.14443e-05
0.000503974,6.17309e-05
0.000505136,6.20189e-05
0.000506301,6.23082e-05
0.000507469,6.25989e-05
0.000508639,6.28909e-05
0.000509811,6.31843e-05
0.000510987,6.3479e-05
0.000512165,6.37752e-05
0.000513346,6.40726e-05
0.00051453,6.43715e-05
0.000515716,6.46718e-05
0.000516905,6.49735e-05
0.000518097,6.52765e-05
0.000519291,6.5581e-05
0.000520489,6.58869e-05
0.000521689,6.61943e-05
0.000522892,6.6503e-05
0.000524097,6.68132e-05
0.000525306,6.71248e-05
0.000526517,6.74379e-05
0.000527731,6.77525e-05
0.000528948,6.80685e-05
0.000530167,6.8386e-05
0.00053139,6.87049e-05
0.000532615,6.90253e-05
0.000533843,6.93473e-05
0.000535074,6.96707e-05
0.000536308,6.99956e-05
0.000537544,7.03221e-05
0.000538784,7.06501e-05
0.000540026,7.09795e-05
0.000541271,7.13106e-05
0.000542519,7.16431e-05
0.00054377,7.19772e-05
0.000545024,7.23129e-05
0.00054628,7.26501e-05
0.00054754,7.29889e-05
0.000548802,7.33293e-05
0.000550068,7.36713e-05
0.000551336,7.40148e-05
0.000552607,7.436e-05
0.000553881,7.47067e-05
0.000555158,7.50551e-05
0.000556438,7.54051e-05
0.000557721,7.57567e-05
0.000559007,7.611e-05
0.000560296,7.64648e-05
0.000561588,7.68214e-05
0.000562883,7.71796e-05
0.000564181,7.75395e-05
0.000565482,7.7901e-05
0.000566786,7.82642e-05
0.000568092,7.86292e-05
0.000569402,7.89958e-05
0.000570715,7.93641e-05
0.000572031,7.97341e-05
0.00057335,8.01059e-05
0.000574672,8.04794e-05
0.000575997,8.08546e-05
0.000577325,8.12316e-05
0.000578656,8.16103e-05
0.00057999,8.19908e-05
0.000581328,8.2373e-05
0.000582668,8.27571e-05
0.000584011,8.31429e-05
0.000585358,8.35305e-05
0.000586708,8.39199e-05
0.00058806,8.43111e-05
0.000589416,8.47042e-05
0.000590775,8.5099e-05
0.000592137,8.54958e-05
0.000593503,8.58943e-05
0.000594871,8.62947e-05
0.000596243,8.6697e-05
0.000597618,8.71011e-05
0.000598995,8.75071e-05
0.000600377,8.79151e-05
0.000601761,8.83249e-05
0.000603148,8.87366e-05
0.000604539,8.91502e-05
0.000605933,8.95658e-05
0.00060733,8.99832e-05
0.00060873,9.04027e-05
0.000610134,9.0824e-05
0.000611541,9.12474e-05
0.000612951,9.16727e-05
0.000614364,9.21e-05
0.000615781,9.25292e-05
0.0006172,9.29605e-05
0.000618623,9.33937e-05
0.00062005,9.3829e-05
0.000621479,9.42663e-05
0.000622912,9.47057e-05
0.000624349,9.51471e-05
0.000625788,9.55905e-05
0.000627231,9.6036e-05
0.000628677,9.64836e-05
0.000630127,9.69332e-05
0.00063158,9.73849e-05
0.000633036,9.78388e-05
0.000634495,9.82947e-05
0.000635958,9.87528e-05
0.000637425,9.9213e-05
0.000638894,9.96753e-05
0.000640368,0.00010014
0.000641844,0.000100606
0.000643324,0.000101075
0.000644807,0.000101546
0.000646294,0.000102019
0.000647784,0.000102495
0.000649278,0.000102972
0.000650775,0.000103452
0.000652275,0.000103934
0.000653779,0.000104419
0.000655287,0.000104905
0.000656798,0.000105394
0.000658312,0.000105885
0.00065983,0.000106378
0.000661351,0.000106874
0.000662876,0.000107372
0.000664404,0.000107872
0.000665936,0.000108375
0.000667472,0.00010888
0.000669011,0.000109387
0.000670553,0.000109897
0.000672099,0.000110409
0.000673649,0.000110923
0.000675202,0.00011144
0.000676759,0.000111959
0.00067832,0.00011248
0.000679884,0.000113005
0.000681451,0.000113531
0.000683022,0.00011406
0.000684597,0.000114591
0.000686176,0.000115125
0.000687758,0.000115661
0.000689344,0.0001162
0.000690933,0.000116741
0.000692526,0.000117285
0.000694123,0.000117831
0.000695723,0.00011838
0.000697327,0.000118932
0.000698935,0.000119486
0.000700547,0.000120042
0.000702162,0.000120601
0.000703781,0.000121163
0.000705404,0.000121728
0.00070703,0.000122295
0.00070866,0.000122864
0.000710294,0.000123436
0.000711932,0.000124011
0.000713574,0.000124589
0.000715219,0.000125169
0.000716868,0.000125752
0.000718521,0.000126338
0.000720177,0.000126926
0.000721838,0.000127517
0.000723502,0.000128111
0.000725171,0.000128708
0.000726843,0.000129307
0.000728518,0.000129909
0.000730198,0.000130514
0.000731882,0.000131122
0.000733569,0.000131733
0.000735261,0.000132346
0.000736956,0.000132962
0.000738655,0.000133582
0.000740358,0.000134204
0.000742065,0.000134829
0.000743776,0.000135456
0.000745491,0.000136087
0.00074721,0.000136721
0.000748933,0.000137357
0.00075066,0.000137997
0.000752391,0.00013864
0.000754125,0.000139285
0.000755864,0.000139934
0.000757607,0.000140585
0.000759354,0.00014124
0.000761105,0.000141897
0.000762859,0.000142558
0.000764618,0.000143222
0.000766381,0.000143888
0.000768148,0.000144558
0.00076992,0.000145231
0.000771695,0.000145908
0.000773474,0.000146587
0.000775257,0.000147269
0.000777045,0.000147955
0.000778837,0.000148644
0.000780632,0.000149336
0.000782432,0.000150031
0.000784236,0.000150729
0.000786045,0.000151431
0.000787857,0.000152136
0.000789673,0.000152844
0.000791494,0.000153555
0.000793319,0.00015427
0.000795148,0.000154988
0.000796982,0.00015571
0.000798819,0.000156435
0.000800661,0.000157163
0.000802507,0.000157894
0.000804358,0.000158629
0.000806212,0.000159368
0.000808071,0.000160109
0.000809934,0.000160854
0.000811802,0.000161603
0.000813673,0.000162355
0.00081555,0.000163111
0.00081743,0.00016387
0.000819315,0.000164633
0.000821204,0.000165399
0.000823097,0.000166169
0.000824995,0.000166942
0.000826897,0.000167719
0.000828804,0.000168499
0.000830715,0.000169284
0.00083263,0.000170071
0.00083455,0.000170863
0.000836474,0.000171658
0.000838403,0.000172457
0.000840336,0.000173259
0.000842274,0.000174066
0.000844216,0.000174876
0.000846162,0.000175689
0.000848113,0.000176507
0.000850069,0.000177328
0.000852029,0.000178153
0.000853993,0.000178982
0.000855962,0.000179815
0.000857936,0.000180652
0.000859914,0.000181492
0.000861897,0.000182337
0.000863884,0.000183185
0.000865876,0.000184037
0.000867872,0.000184893
0.000869873,0.000185754
0.000871879,0.000186618
0.000873889,0.000187486
0.000875904,0.000188358
0.000877924,0.000189235
0.000879948,0.000190115
0.000881977,0.000190999
0.00088401,0.000191888
0.000886049,0.000192781
0.000888092,0.000193678
0.000890139,0.000194578
0.000892192,0.000195484
0.000894249,0.000196393
0.000896311,0.000197307
0.000898377,0.000198224
0.000900449,0.000199146
0.000902525,0.000200073
0.000904606,0.000201003
0.000906692,0.000201938
0.000908782,0.000202878
0.000910877,0.000203821
0.000912978,0.000204769
0.000915083,0.000205722
0.000917193,0.000206679
0.000919307,0.00020764
0.000921427,0.000208606
0.000923552,0.000209576
0.000925681,0.00021055
0.000927815,0.00021153
0.000929955,0.000212513
0.000932099,0.000213502
0.000934248,0.000214495
0.000936402,0.000215492
0.000938561,0.000216494
0.000940725,0.000217501
0.000942894,0.000218513
0.000945068,0.000219529
0.000947247,0.00022055
0.000949431,0.000221575
0.00095162,0.000222606
0.000953815,0.000223641
0.000956014,0.000224681
0.000958218,0.000225725
0.000960427,0.000226775
0.000962642,0.000227829
0.000964861,0.000228889
0.000967086,0.000229953
0.000969316,0.000231022
0.000971551,0.000232096
0.000973791,0.000233176
0.000976036,0.00023426
0.000978287,0.000235349
0.000980542,0.000236443
0.000982803,0.000237542
0.000985069,0.000238647
0.000987341,0.000239756
0.000989617,0.000240871
0.000991899,0.000241991
0.000994186,0.000243116
0.000996478,0.000244246
0.000998776,0.000245381
0.00100108,0.000246522
0.00100339,0.000247668
0.0010057,0.000248819
0.00100802,0.000249976
0.00101034,0.000251138
0.00101267,0.000252305
0.00101501,0.000253478
0.00101735,0.000254656
0.00101969,0.00025584
0.00102204,0.000257029
0.0010244,0.000258224
0.00102676,0.000259424
0.00102913,0.00026063
0.0010315,0.000261841
0.00103388,0.000263058
0.00103627,0.000264281
0.00103866,0.000265509
0.00104105,0.000266743
0.00104345,0.000267983
0.00104586,0.000269228
0.00104827,0.000270479
0.00105068,0.000271737
0.00105311,0.000272999
0.00105554,0.000274268
0.00105797,0.000275543
0.00106041,0.000276823
0.00106285,0.000278109
0.0010653,0.000279402
0.00106776,0.0002807
0.00107022,0.000282005
0.00107269,0.000283315
0.00107516,0.000284631
0.00107764,0.000285954
0.00108013,0.000287283
0.00108262,0.000288617
0.00108511,0.000289959
0.00108762,0.000291306
0.00109012,0.000292659
0.00109264,0.000294019
0.00109516,0.000295385
0.00109768,0.000296757
0.00110021,0.000298136
0.00110275,0.000299521
0.00110529,0.000300913
0.00110784,0.000302311
0.00111039,0.000303715
0.00111295,0.000305126
0.00111552,0.000306544
0.00111809,0.000307968
0.00112067,0.000309398
0.00112325,0.000310836
0.00112584,0.00031228
0.00112844,0.00031373
0.00113104,0.000315188
0.00113365,0.000316652
0.00113626,0.000318123
0.00113888,0.0003196
0.00114151,0.000321085
0.00114414,0.000322576
0.00114678,0.000324074
0.00114942,0.00032558
0.00115207,0.000327092
0.00115473,0.000328611
0.00115739,0.000330137
0.00116006,0.000331671
0.00116274,0.000333211
0.00116542,0.000334758
0.0011681,0.000336313
0.0011708,0.000337875
0.0011735,0.000339444
0.0011762,0.000341021
0.00117891,0.000342604
0.00118163,0.000344195
0.00118436,0.000345794
0.00118709,0.000347399
0.00118983,0.000349013
0.00119257,0.000350633
0.00119532,0.000352261
0.00119807,0.000353897
0.00120084,0.00035554
0.00120361,0.000357191
0.00120638,0.00035885
0.00120916,0.000360516
0.00121195,0.00036219
0.00121474,0.000363872
0.00121755,0.000365561
0.00122035,0.000367258
0.00122317,0.000368963
0.00122599,0.000370676
0.00122881,0.000372397
0.00123165,0.000374126
0.00123449,0.000375863
0.00123733,0.000377608
0.00124019,0.000379361
0.00124305,0.000381122
0.00124591,0.000382891
0.00124878,0.000384669
0.00125166,0.000386454
0.00125455,0.000388248
0.00125744,0.000390051
0.00126034,0.000391861
0.00126325,0.00039368
0.00126616,0.000395507
0.00126908,0.000397343
0.00127201,0.000399188
0.00127494,0.00040104
0.00127788,0.000402902
0.00128082,0.000404772
0.00128378,0.00040665
0.00128674,0.000408538
0.0012897,0.000410434
0.00129268,0.000412339
0.00129566,0.000414252
0.00129865,0.000416175
0.00130164,0.000418106
0.00130464,0.000420047
0.00130765,0.000421996
0.00131066,0.000423954
0.00131369,0.000425922
0.00131672,0.000427898
0.00131975,0.000429884
0.00132279,0.000431879
0.00132584,0.000433883
0.0013289,0.000435896
0.00133197,0.000437918
0.00133504,0.00043995
0.00133811,0.000441992
0.0013412,0.000444043
0.00134429,0.000446103
0.00134739,0.000448173
0.0013505,0.000450252
0.00135361,0.000452341
0.00135673,0.00045444
0.00135986,0.000456548
0.001363,0.000458666
0.00136614,0.000460794
0.00136929,0.000462932
0.00137245,0.000465079
0.00137561,0.000467237
0.00137878,0.000469404
0.00138196,0.000471582
0.00138515,0.000473769
0.00138834,0.000475967
0.00139154,0.000478175
0.00139475,0.000480393
0.00139797,0.000482621
0.00140119,0.00048486
0.00140442,0.000487109
0.00140766,0.000489368
0.00141091,0.000491638
0.00141416,0.000493918
0.00141742,0.000496209
0.00142069,0.000498511
0.00142396,0.000500823
0.00142725,0.000503145
0.00143054,0.000505479
0.00143384,0.000507823
0.00143714,0.000510178
0.00144046,0.000512544
0.00144378,0.000514921
0.00144711,0.000517309
0.00145044,0.000519708
0.00145379,0.000522118
0.00145714,0.000524539
0.0014605,0.000526971
0.00146387,0.000529415
0.00146724,0.00053187
0.00147062,0.000534336
0.00147401,0.000536813
0.00147741,0.000539302
0.00148082,0.000541803
0.00148423,0.000544315
0.00148766,0.000546839
0.00149109,0.000549374
0.00149452,0.000551921
0.00149797,0.00055448
0.00150142,0.000557051
0.00150489,0.000559633
0.00150836,0.000562228
0.00151183,0.000564834
0.00151532,0.000567452
0.00151881,0.000570083
0.00152232,0.000572726
0.00152583,0.000575381
0.00152934,0.000578048
0.00153287,0.000580727
0.0015364,0.000583419
0.00153995,0.000586123
0.0015435,0.00058884
0.00154706,0.000591569
0.00155062,0.000594311
0.0015542,0.000597066
0.00155778,0.000599833
0.00156137,0.000602613
0.00156497,0.000605406
0.00156858,0.000608212
0.0015722,0.000611031
0.00157582,0.000613863
0.00157946,0.000616708
0.0015831,0.000619566
0.00158675,0.000622437
0.00159041,0.000625321
0.00159407,0.000628219
0.00159775,0.00063113
0.00160143,0.000634055
0.00160513,0.000636993
0.00160883,0.000639944
0.00161254,0.00064291
0.00161625,0.000645889
0.00161998,0.000648881
0.00162372,0.000651888
0.00162746,0.000654911
0.00163121,0.000657948
0.00163497,0.000660999
0.00163874,0.000664064
0.00164252,0.000667143
0.00164631,0.000670236
0.0016501,0.000673343
0.00165391,0.000676464
0.00165772,0.000679599
0.00166155,0.000682748
0.00166538,0.000685911
0.00166922,0.000689089
0.00167306,0.00069228
0.00167692,0.000695486
0.00168079,0.000698706
0.00168466,0.000701941
0.00168855,0.000705189
0.00169244,0.000708452
0.00169634,0.000711729
0.00170026,0.000715021
0.00170418,0.000718324
0.0017081,0.000721649
0.00171204,0.000724997
0.00171599,0.000728361
0.00171995,0.000731738
0.00172391,0.000735131
0.00172789,0.000738539
0.00173187,0.000741962
0.00173587,0.000745401
0.00173987,0.000748854
0.00174388,0.000752323
0.0017479,0.000755808
0.00175193,0.000759308
0.00175597,0.000762824
0.00176002,0.000766356
0.00176408,0.000769904
0.00176814,0.000773468
0.00177222,0.000777049
0.00177631,0.000780645
0.0017804,0.000784258
0.00178451,0.000787888
0.00178862,0.000791536
0.00179275,0.000795202
0.00179688,0.000798885
0.00180102,0.000802584
0.00180518,0.000806301
0.00180934,0.000810034
