W,sigma_GLC,sigma_BG
1,-nan,-nan
1.08423,1.75455e-08,1.88476e-08
1.17556,5.29728e-05,5.68562e-05
1.27458,0.00282069,0.0030249
1.38194,0.0352287,0.0377469
1.49835,0.2085,0.223212
1.62456,0.785437,0.840126
1.7614,2.19229,2.34289
1.90976,4.95349,5.28915
2.07063,9.58264,10.223
2.24504,16.4803,17.5661
2.43415,25.8719,27.5524
2.63918,37.7942,40.2137
2.86149,52.1181,55.4062
3.10252,68.5931,72.8573
3.36385,86.8962,92.2186
3.6472,106.677,113.114
3.95441,127.59,135.174
4.2875,149.32,158.064
4.64864,171.595,181.493
5.04021,194.19,205.224
5.46476,216.928,229.07
5.92507,239.674,252.89
6.42416,262.335,276.587
6.96528,284.846,300.094
7.55198,307.17,323.375
8.1881,329.289,346.413
8.87781,351.202,369.208
9.62561,372.917,391.77
10.4364,391.076,410.618
11.3155,401.508,421.439
12.2686,412.442,432.779
13.302,423.792,444.548
14.4225,435.491,456.675
15.6373,447.483,469.105
16.9545,459.724,481.792
18.3826,472.178,494.697
19.931,484.814,507.789
21.6099,497.604,521.04
23.4301,510.526,534.426
25.4037,523.559,547.927
27.5435,536.684,561.524
29.8636,549.885,575.199
32.3791,563.146,588.937
35.1065,576.453,602.723
38.0636,589.792,616.543
41.2698,603.151,630.385
44.746,616.517,644.235
48.5151,629.879,658.083
52.6017,643.226,671.917
57.0324,656.546,685.725
61.8364,669.83,699.497
67.0451,683.068,713.224
72.6924,696.249,726.895
78.8155,709.365,740.5
85.4543,722.407,754.031
92.6524,735.366,767.478
100.457,748.234,780.833
108.918,761.002,794.088
118.093,773.664,807.235
128.04,786.212,820.266
138.825,798.638,833.175
150.519,810.937,845.953
163.198,823.102,858.596
176.944,835.128,871.095
191.848,847.008,883.447
208.008,858.738,895.645
225.529,870.313,907.685
244.526,881.728,919.561
265.123,892.98,931.27
287.455,904.064,942.807
311.669,914.977,954.169
337.921,925.717,965.353
366.385,936.281,976.356
397.247,946.666,987.174
430.708,956.87,997.807
466.987,966.892,1008.25
506.323,976.73,1018.51
548.972,986.383,1028.57
595.213,995.851,1038.45
645.349,1005.13,1048.13
699.709,1014.23,1057.62
758.647,1023.14,1066.91
822.55,1031.86,1076.01
891.835,1040.4,1084.93
966.957,1048.75,1093.65
1048.41,1056.91,1102.17
1136.72,1064.9,1110.51
1232.46,1072.7,1118.66
1336.28,1080.33,1126.63
1448.84,1087.77,1134.4
1570.88,1095.04,1142
1703.19,1102.13,1149.41
1846.66,1109.05,1156.64
2002.21,1115.8,1163.7
2170.86,1122.38,1170.58
2353.72,1128.79,1177.28
2551.97,1135.04,1183.82
2766.93,1141.13,1190.19
3000,1147.06,1196.39
