r,x,sigma
0.0091158883,0.004912190126,0.0001135903998
0.0091158883,0.005306793821,0.0001076635346
0.0091158883,0.00573309663,0.0001019845929
0.0091158883,0.006193644991,9.65449395e-05
0.0091158883,0.006691189902,9.13361879e-05
0.0091158883,0.007228703351,8.635019508e-05
0.0091158883,0.007809396072,8.157905649e-05
0.0091158883,0.008436736722,7.701510144e-05
0.0091158883,0.009114472599,7.265088864e-05
0.0091158883,0.009846652028,6.847920204e-05
0.0091158883,0.01063764854,6.449304696e-05
0.0091158883,0.01149218701,6.068564641e-05
0.0091158883,0.01241537185,5.705043775e-05
0.0091158883,0.01341271753,5.358106955e-05
0.0091158883,0.0144901815,5.027139873e-05
0.0091158883,0.0156541998,4.711548786e-05
0.0091158883,0.01691172545,4.410760271e-05
0.0091158883,0.01827027004,4.124220998e-05
0.0091158883,0.01973794859,3.851397513e-05
0.0091158883,0.02132352798,3.591776036e-05
0.0091158883,0.02303647938,3.344862261e-05
0.0091158883,0.02488703476,3.110181152e-05
0.0091158883,0.02688624807,2.887276737e-05
0.0091158883,0.02904606122,2.675711903e-05
0.0091158883,0.03137937544,2.475068123e-05
0.0091158883,0.03390012833,2.284945191e-05
0.0091158883,0.03662337714,2.104960889e-05
0.0091158883,0.03956538866,1.934750611e-05
0.0091158883,0.04274373643,1.773966904e-05
0.0091158883,0.04617740571,1.62227894e-05
0.0091158883,0.04988690686,1.479356695e-05
0.0091158883,0.05389439787,1.344947896e-05
0.0091158883,0.05822381672,1.218718076e-05
0.0091158883,0.06290102436,1.100412424e-05
0.0091158883,0.0679539592,9.89771244e-06
0.0091158883,0.07341280397,8.865457032e-06
0.0091158883,0.07931016603,7.904963339e-06
0.0091158883,0.08568127215,7.013913708e-06
0.0091158883,0.0925641789,6.190049188e-06
0.0091158883,0.1,5.431149662e-06
0.009658832241,1e-06,0.008082060196
0.009658832241,1.080331519e-06,0.007848664124
0.009658832241,1.167116191e-06,0.007621307042
0.009658832241,1.260872408e-06,0.007399848653
0.009658832241,1.362160204e-06,0.007184151596
0.009658832241,1.471584602e-06,0.00697408139
0.009658832241,1.589799228e-06,0.006769506381
0.009658832241,1.717510215e-06,0.006570297687
0.009658832241,1.85548042e-06,0.006376329148
0.009658832241,2.004533981e-06,0.006187477267
0.009658832241,2.165561241e-06,0.006003621169
0.009658832241,2.339524065e-06,0.005824642542
0.009658832241,2.527461587e-06,0.005650425594
0.009658832241,2.730496415e-06,0.005480857001
0.009658832241,2.94984134e-06,0.005315825861
0.009658832241,3.186806576e-06,0.005155223647
0.009658832241,3.44280759e-06,0.004998944163
0.009658832241,3.719373553e-06,0.004846883494
0.009658832241,4.018156481e-06,0.004698939968
0.009658832241,4.340941095e-06,0.004555014106
0.009658832241,4.689655487e-06,0.004415008586
0.009658832241,5.066382636e-06,0.004278828197
0.009658832241,5.47337285e-06,0.004146379796
0.009658832241,5.913057205e-06,0.004017572273
0.009658832241,6.388062073e-06,0.003892316507
0.009658832241,6.901224803e-06,0.003770525327
0.009658832241,7.455610675e-06,0.003652113476
0.009658832241,8.054531206e-06,0.003536997571
0.009658832241,8.701563933e-06,0.003425096069
0.009658832241,9.400573782e-06,0.003316329226
0.009658832241,1.015573615e-05,0.003210619064
0.009658832241,1.097156187e-05,0.003107889338
0.009658832241,1.18529241e-05,0.003008065497
0.009658832241,1.28050875e-05,0.002911074654
0.009658832241,1.383373963e-05,0.002816845548
0.009658832241,1.494502495e-05,0.00272530852
0.009658832241,1.61455815e-05,0.00263639547
0.009658832241,1.744258059e-05,0.002550039834
0.009658832241,1.884376959e-05,0.00246617655
0.009658832241,2.035751822e-05,0.002384742027
0.009658832241,2.199286859e-05,0.002305674116
0.009658832241,2.375958913e-05,0.002228912081
0.009658832241,2.566823302e-05,0.002154396571
0.009658832241,2.773020117e-05,0.002082069589
0.009658832241,2.995781035e-05,0.002011874469
0.009658832241,3.236436676e-05,0.001943755842
0.009658832241,3.496424551e-05,0.001877659617
0.009658832241,3.777297646e-05,0.00181353295
0.009658832241,4.080733704e-05,0.00175132422
0.009658832241,4.408545242e-05,0.001690983001
0.009658832241,4.762690378e-05,0.001632460044
0.009658832241,5.145284531e-05,0.001575707243
0.009658832241,5.558613053e-05,0.001520677621
0.009658832241,6.005144884e-05,0.0014673253
0.009658832241,6.487547295e-05,0.001415605481
0.009658832241,7.008701824e-05,0.001365474419
0.009658832241,7.571721488e-05,0.001316889403
0.009658832241,8.179969378e-05,0.001269808736
0.009658832241,8.837078744e-05,0.001224191709
0.009658832241,9.546974703e-05,0.001179998584
0.009658832241,0.0001031389768,0.001137190571
0.009658832241,0.0001114242875,0.001095729809
0.009658832241,0.0001203751698,0.001055579348
0.009658832241,0.0001300450901,0.001016703126
0.009658832241,0.0001404918097,0.0009790659538
0.009658832241,0.0001517777302,0.0009426334926
0.009658832241,0.0001639702658,0.000907372239
0.009658832241,0.0001771422463,0.0008732495049
0.009658832241,0.0001913723521,0.0008402334012
0.009658832241,0.0002067455838,0.0008082928199
0.009658832241,0.0002233537706,0.0007773974171
0.009658832241,0.0002412961183,0.000747517597
0.009658832241,0.0002606798021,0.0007186244948
0.009658832241,0.0002816206065,0.0006906899615
0.009658832241,0.0003042436177,0.0006636865476
0.009658832241,0.0003286839697,0.000637587488
0.009658832241,0.0003550876522,0.0006123666871
0.009658832241,0.0003836123827,0.0005879987035
0.009658832241,0.0004144285482,0.0005644587359
0.009658832241,0.000447720223,0.0005417226089
0.009658832241,0.0004836862686,0.0005197667585
0.009658832241,0.0005225415214,0.0004985682191
0.009658832241,0.0005645180756,0.0004781046095
0.009658832241,0.0006098666701,0.0004583541202
0.009658832241,0.0006588581862,0.0004392954999
0.009658832241,0.0007117852651,0.0004209080433
0.009658832241,0.0007689640567,0.0004031715786
0.009658832241,0.0008307361075,0.000386066455
0.009658832241,0.000897470401,0.0003695735311
0.009658832241,0.0009695655616,0.0003536741629
0.009658832241,0.001047452236,0.0003383501925
0.009658832241,0.001131595665,0.0003235839366
0.009658832241,0.001222498464,0.0003093581759
0.009658832241,0.001320703623,0.0002956561435
0.009658832241,0.001426797751,0.000282461515
0.009658832241,0.001541414582,0.0002697583979
0.009658832241,0.001665238757,0.0002575313213
0.009658832241,0.001799009916,0.0002457652257
0.009658832241,0.001943527115,0.0002344454539
0.009658832241,0.0020996536,0.0002235577409
0.009658832241,0.002268321964,0.0002130882048
0.009658832241,0.002450539713,0.0002030233376
0.009658832241,0.00264739529,0.0001933499962
0.009658832241,0.002860064576,0.0001840553941
0.009658832241,0.003089817908,0.0001751270924
0.009658832241,0.003338027674,0.000166552992
0.009658832241,0.003606176508,0.0001583213254
0.009658832241,0.003895866145,0.0001504206488
0.009658832241,0.00420882699,0.0001428398348
0.009658832241,0.004546928456,0.0001355680649
0.009658832241,0.004912190126,0.0001285948227
0.009658832241,0.005306793821,0.0001219098865
0.009658832241,0.00573309663,0.0001155033237
0.009658832241,0.006193644991,0.0001093654836
0.009658832241,0.006691189902,0.0001034869919
0.009658832241,0.007228703351,9.785874481e-05
0.009658832241,0.007809396072,9.247190384e-05
0.009658832241,0.008436736722,8.73178903e-05
0.009658832241,0.009114472599,8.238838068e-05
0.009658832241,0.009846652028,7.767530204e-05
0.009658832241,0.01063764854,7.317082775e-05
0.009658832241,0.01149218701,6.886737351e-05
0.009658832241,0.01241537185,6.475759373e-05
0.009658832241,0.01341271753,6.083437809e-05
0.009658832241,0.0144901815,5.709084849e-05
0.009658832241,0.0156541998,5.352035612e-05
0.009658832241,0.01691172545,5.011647889e-05
0.009658832241,0.01827027004,4.687301897e-05
0.009658832241,0.01973794859,4.378400054e-05
0.009658832241,0.02132352798,4.084366766e-05
0.009658832241,0.02303647938,3.804648215e-05
0.009658832241,0.02488703476,3.53871215e-05
0.009658832241,0.02688624807,3.286047671e-05
0.009658832241,0.02904606122,3.04616501e-05
0.009658832241,0.03137937544,2.818595253e-05
0.009658832241,0.03390012833,2.602890042e-05
0.009658832241,0.03662337714,2.398621237e-05
0.009658832241,0.03956538866,2.205380491e-05
0.009658832241,0.04274373643,2.022778766e-05
0.009658832241,0.04617740571,1.850445739e-05
0.009658832241,0.04988690686,1.688012002e-05
0.009658832241,0.05389439787,1.535193799e-05
0.009658832241,0.05822381672,1.391620833e-05
0.009658832241,0.06290102436,1.257006437e-05
0.009658832241,0.0679539592,1.131060576e-05
0.009658832241,0.07341280397,1.013505493e-05
0.009658832241,0.07931016603,9.040740304e-06
0.009658832241,0.08568127215,8.025077349e-06
0.009658832241,0.0925641789,7.085547838e-06
0.009658832241,0.1,6.219677216e-06
0.01023411402,1e-06,0.009013436875
0.01023411402,1.080331519e-06,0.008754040397
0.01023411402,1.167116191e-06,0.008501329998
0.01023411402,1.260872408e-06,0.008255150998
0.01023411402,1.362160204e-06,0.008015351939
0.01023411402,1.471584602e-06,0.007781784526
0.01023411402,1.589799228e-06,0.007554303565
0.01023411402,1.717510215e-06,0.007332766908
0.01023411402,1.85548042e-06,0.007117035391
0.01023411402,2.004533981e-06,0.006906972779
0.01023411402,2.165561241e-06,0.006702445712
0.01023411402,2.339524065e-06,0.006503323648
0.01023411402,2.527461587e-06,0.006309478811
0.01023411402,2.730496415e-06,0.006120786137
0.01023411402,2.94984134e-06,0.005937123222
0.01023411402,3.186806576e-06,0.005758370273
0.01023411402,3.44280759e-06,0.005584410054
0.01023411402,3.719373553e-06,0.005415127841
0.01023411402,4.018156481e-06,0.005250411371
0.01023411402,4.340941095e-06,0.005090150794
0.01023411402,4.689655487e-06,0.00493423863
0.01023411402,5.066382636e-06,0.004782569716
0.01023411402,5.47337285e-06,0.004635041171
0.01023411402,5.913057205e-06,0.00449155234
0.01023411402,6.388062073e-06,0.004352004762
0.01023411402,6.901224803e-06,0.004216302117
0.01023411402,7.455610675e-06,0.004084350192
0.01023411402,8.054531206e-06,0.003956056835
0.01023411402,8.701563933e-06,0.003831331916
0.01023411402,9.400573782e-06,0.003710087286
0.01023411402,1.015573615e-05,0.003592236741
0.01023411402,1.097156187e-05,0.00347769598
0.01023411402,1.18529241e-05,0.003366382568
0.01023411402,1.28050875e-05,0.003258215903
0.01023411402,1.383373963e-05,0.003153117173
0.01023411402,1.494502495e-05,0.003051009324
0.01023411402,1.61455815e-05,0.002951817026
0.01023411402,1.744258059e-05,0.002855466636
0.01023411402,1.884376959e-05,0.002761886165
0.01023411402,2.035751822e-05,0.002671005245
0.01023411402,2.199286859e-05,0.002582755096
0.01023411402,2.375958913e-05,0.002497068496
0.01023411402,2.566823302e-05,0.002413879746
0.01023411402,2.773020117e-05,0.00233312464
0.01023411402,2.995781035e-05,0.002254740438
0.01023411402,3.236436676e-05,0.002178665832
0.01023411402,3.496424551e-05,0.002104840918
0.01023411402,3.777297646e-05,0.002033207171
0.01023411402,4.080733704e-05,0.00196370741
0.01023411402,4.408545242e-05,0.001896285777
0.01023411402,4.762690378e-05,0.001830887704
0.01023411402,5.145284531e-05,0.00176745989
0.01023411402,5.558613053e-05,0.001705950277
0.01023411402,6.005144884e-05,0.001646308018
0.01023411402,6.487547295e-05,0.001588483456
0.01023411402,7.008701824e-05,0.001532428099
0.01023411402,7.571721488e-05,0.001478094595
0.01023411402,8.179969378e-05,0.00142543671
0.01023411402,8.837078744e-05,0.001374409299
0.01023411402,9.546974703e-05,0.001324968291
0.01023411402,0.0001031389768,0.001277070662
0.01023411402,0.0001114242875,0.001230674412
0.01023411402,0.0001203751698,0.001185738546
0.01023411402,0.0001300450901,0.00114222305
0.01023411402,0.0001404918097,0.001100088875
0.01023411402,0.0001517777302,0.00105929791
0.01023411402,0.0001639702658,0.001019812966
0.01023411402,0.0001771422463,0.0009815977579
0.01023411402,0.0001913723521,0.0009446168793
0.01023411402,0.0002067455838,0.0009088357887
0.01023411402,0.0002233537706,0.0008742207891
0.01023411402,0.0002412961183,0.0008407390094
0.01023411402,0.0002606798021,0.0008083583874
0.01023411402,0.0002816206065,0.0007770476512
0.01023411402,0.0003042436177,0.0007467763027
0.01023411402,0.0003286839697,0.0007175146005
0.01023411402,0.0003550876522,0.0006892335433
0.01023411402,0.0003836123827,0.0006619048533
0.01023411402,0.0004144285482,0.0006355009607
0.01023411402,0.000447720223,0.000609994988
0.01023411402,0.0004836862686,0.0005853607341
0.01023411402,0.0005225415214,0.0005615726598
0.01023411402,0.0005645180756,0.0005386058727
0.01023411402,0.0006098666701,0.000516436113
0.01023411402,0.0006588581862,0.0004950397387
0.01023411402,0.0007117852651,0.0004743937122
0.01023411402,0.0007689640567,0.0004544755864
0.01023411402,0.0008307361075,0.0004352634909
0.01023411402,0.000897470401,0.0004167361197
0.01023411402,0.0009695655616,0.0003988727172
0.01023411402,0.001047452236,0.0003816530664
0.01023411402,0.001131595665,0.0003650574759
0.01023411402,0.001222498464,0.0003490667682
0.01023411402,0.001320703623,0.0003336622673
0.01023411402,0.001426797751,0.0003188257873
0.01023411402,0.001541414582,0.0003045396206
0.01023411402,0.001665238757,0.0002907865272
0.01023411402,0.001799009916,0.0002775497231
0.01023411402,0.001943527115,0.0002648128701
0.01023411402,0.0020996536,0.0002525600647
0.01023411402,0.002268321964,0.0002407758283
0.01023411402,0.002450539713,0.0002294450969
0.01023411402,0.00264739529,0.000218553211
0.01023411402,0.002860064576,0.0002080859068
0.01023411402,0.003089817908,0.0001980293058
0.01023411402,0.003338027674,0.0001883699068
0.01023411402,0.003606176508,0.0001790945762
0.01023411402,0.003895866145,0.0001701905397
0.01023411402,0.00420882699,0.0001616453742
0.01023411402,0.004546928456,0.0001534469992
0.01023411402,0.004912190126,0.0001455836696
0.01023411402,0.005306793821,0.000138043968
0.01023411402,0.00573309663,0.0001308167971
0.01023411402,0.006193644991,0.0001238913734
0.01023411402,0.006691189902,0.0001172572202
0.01023411402,0.007228703351,0.0001109041614
0.01023411402,0.007809396072,0.0001048223153
0.01023411402,0.008436736722,9.90020896e-05
0.01023411402,0.009114472599,9.343417529e-05
0.01023411402,0.009846652028,8.810954219e-05
0.01023411402,0.01063764854,8.301943409e-05
0.01023411402,0.01149218701,7.815536448e-05
0.01023411402,0.01241537185,7.350911261e-05
0.01023411402,0.01341271753,6.907271976e-05
0.01023411402,0.0144901815,6.483848595e-05
0.01023411402,0.0156541998,6.079896685e-05
0.01023411402,0.01691172545,5.694697099e-05
0.01023411402,0.01827027004,5.327555719e-05
0.01023411402,0.01973794859,4.977803221e-05
0.01023411402,0.02132352798,4.644794846e-05
0.01023411402,0.02303647938,4.327910192e-05
0.01023411402,0.02488703476,4.026552984e-05
0.01023411402,0.02688624807,3.740150861e-05
0.01023411402,0.02904606122,3.468155141e-05
0.01023411402,0.03137937544,3.210040532e-05
0.01023411402,0.03390012833,2.965304819e-05
0.01023411402,0.03662337714,2.733468494e-05
0.01023411402,0.03956538866,2.514074311e-05
0.01023411402,0.04274373643,2.306686747e-05
0.01023411402,0.04617740571,2.110891361e-05
0.01023411402,0.04988690686,1.926274739e-05
0.01023411402,0.05389439787,1.752520036e-05
0.01023411402,0.05822381672,1.589212881e-05
0.01023411402,0.06290102436,1.436033216e-05
0.01023411402,0.0679539592,1.292657228e-05
0.01023411402,0.07341280397,1.158774998e-05
0.01023411402,0.07931016603,1.034088594e-05
0.01023411402,0.08568127215,9.183099349e-06
0.01023411402,0.0925641789,8.11158431e-06
0.01023411402,0.1,7.123584101e-06
0.01084365969,1e-06,0.01005068647
0.01084365969,1.080331519e-06,0.009762449656
0.01084365969,1.167116191e-06,0.009481613456
0.01084365969,1.260872408e-06,0.009208007392
0.01084365969,1.362160204e-06,0.008941464517
0.01084365969,1.471584602e-06,0.008681821353
0.01084365969,1.589799228e-06,0.008428917827
0.01084365969,1.717510215e-06,0.008182597205
0.01084365969,1.85548042e-06,0.007942706031
0.01084365969,2.004533981e-06,0.007709094064
0.01084365969,2.165561241e-06,0.007481614216
0.01084365969,2.339524065e-06,0.007260122497
0.01084365969,2.527461587e-06,0.007044477949
0.01084365969,2.730496415e-06,0.006834542595
0.01084365969,2.94984134e-06,0.006630181379
0.01084365969,3.186806576e-06,0.006431262109
0.01084365969,3.44280759e-06,0.006237655407
0.01084365969,3.719373553e-06,0.006049234651
0.01084365969,4.018156481e-06,0.005865875921
0.01084365969,4.340941095e-06,0.005687457953
0.01084365969,4.689655487e-06,0.005513862082
0.01084365969,5.066382636e-06,0.005344972193
0.01084365969,5.47337285e-06,0.005180674676
0.01084365969,5.913057205e-06,0.005020858371
0.01084365969,6.388062073e-06,0.004865414525
0.01084365969,6.901224803e-06,0.004714236744
0.01084365969,7.455610675e-06,0.004567220946
0.01084365969,8.054531206e-06,0.004424265318
0.01084365969,8.701563933e-06,0.004285270269
0.01084365969,9.400573782e-06,0.004150138389
0.01084365969,1.015573615e-05,0.004018774404
0.01084365969,1.097156187e-05,0.003891085135
0.01084365969,1.18529241e-05,0.003766979457
0.01084365969,1.28050875e-05,0.003646368259
0.01084365969,1.383373963e-05,0.003529164402
0.01084365969,1.494502495e-05,0.003415282681
0.01084365969,1.61455815e-05,0.003304639787
0.01084365969,1.744258059e-05,0.003197154269
0.01084365969,1.884376959e-05,0.003092746497
0.01084365969,2.035751822e-05,0.002991338627
0.01084365969,2.199286859e-05,0.00289285456
0.01084365969,2.375958913e-05,0.002797219913
0.01084365969,2.566823302e-05,0.002704361983
0.01084365969,2.773020117e-05,0.00261420971
0.01084365969,2.995781035e-05,0.002526693648
0.01084365969,3.236436676e-05,0.00244174593
0.01084365969,3.496424551e-05,0.002359300235
0.01084365969,3.777297646e-05,0.002279291759
0.01084365969,4.080733704e-05,0.002201657185
0.01084365969,4.408545242e-05,0.002126334647
0.01084365969,4.762690378e-05,0.002053263706
0.01084365969,5.145284531e-05,0.00198238532
0.01084365969,5.558613053e-05,0.001913641811
0.01084365969,6.005144884e-05,0.001846976843
0.01084365969,6.487547295e-05,0.00178233539
0.01084365969,7.008701824e-05,0.001719663709
0.01084365969,7.571721488e-05,0.001658909317
0.01084365969,8.179969378e-05,0.001600020961
0.01084365969,8.837078744e-05,0.001542948594
0.01084365969,9.546974703e-05,0.001487643349
0.01084365969,0.0001031389768,0.001434057517
0.01084365969,0.0001114242875,0.001382144518
0.01084365969,0.0001203751698,0.001331858882
0.01084365969,0.0001300450901,0.001283156222
0.01084365969,0.0001404918097,0.001235993215
0.01084365969,0.0001517777302,0.001190327574
0.01084365969,0.0001639702658,0.001146118032
0.01084365969,0.0001771422463,0.001103324315
0.01084365969,0.0001913723521,0.001061907125
0.01084365969,0.0002067455838,0.001021828117
0.01084365969,0.0002233537706,0.0009830498788
0.01084365969,0.0002412961183,0.0009455359107
0.01084365969,0.0002606798021,0.0009092506065
0.01084365969,0.0002816206065,0.000874159234
0.01084365969,0.0003042436177,0.0008402279157
0.01084365969,0.0003286839697,0.0008074236106
0.01084365969,0.0003550876522,0.0007757140955
0.01084365969,0.0003836123827,0.0007450679475
0.01084365969,0.0004144285482,0.0007154545263
0.01084365969,0.000447720223,0.000686843957
0.01084365969,0.0004836862686,0.0006592071129
0.01084365969,0.0005225415214,0.0006325155995
0.01084365969,0.0005645180756,0.0006067417375
0.01084365969,0.0006098666701,0.0005818585474
0.01084365969,0.0006588581862,0.0005578397336
0.01084365969,0.0007117852651,0.000534659669
0.01084365969,0.0007689640567,0.00051229338
0.01084365969,0.0008307361075,0.0004907165315
0.01084365969,0.000897470401,0.0004699054127
0.01084365969,0.0009695655616,0.0004498369228
0.01084365969,0.001047452236,0.0004304885567
0.01084365969,0.001131595665,0.0004118383917
0.01084365969,0.001222498464,0.0003938650739
0.01084365969,0.001320703623,0.0003765478048
0.01084365969,0.001426797751,0.0003598663291
0.01084365969,0.001541414582,0.0003438009213
0.01084365969,0.001665238757,0.0003283323736
0.01084365969,0.001799009916,0.0003134419838
0.01084365969,0.001943527115,0.0002991115435
0.01084365969,0.0020996536,0.0002853233262
0.01084365969,0.002268321964,0.0002720600764
0.01084365969,0.002450539713,0.0002593049979
0.01084365969,0.00264739529,0.0002470417434
0.01084365969,0.002860064576,0.0002352544037
0.01084365969,0.003089817908,0.0002239274978
0.01084365969,0.003338027674,0.000213045962
0.01084365969,0.003606176508,0.000202595141
0.01084365969,0.003895866145,0.0001925607781
0.01084365969,0.00420882699,0.0001829290059
0.01084365969,0.004546928456,0.0001736863374
0.01084365969,0.004912190126,0.0001648196578
0.01084365969,0.005306793821,0.0001563162156
0.01084365969,0.00573309663,0.0001481636151
0.01084365969,0.006193644991,0.0001403498089
0.01084365969,0.006691189902,0.0001328630902
0.01084365969,0.007228703351,0.0001256920859
0.01084365969,0.007809396072,0.0001188257505
0.01084365969,0.008436736722,0.0001122533596
0.01084365969,0.009114472599,0.0001059645037
0.01084365969,0.009846652028,9.994908367e-05
0.01084365969,0.01063764854,9.419730471e-05
0.01084365969,0.01149218701,8.869967231e-05
0.01084365969,0.01241537185,8.344698766e-05
0.01084365969,0.01341271753,7.843034378e-05
0.01084365969,0.0144901815,7.36411219e-05
0.01084365969,0.0156541998,6.907098821e-05
0.01084365969,0.01691172545,6.471189087e-05
0.01084365969,0.01827027004,6.055605734e-05
0.01084365969,0.01973794859,5.659599191e-05
0.01084365969,0.02132352798,5.282447334e-05
0.01084365969,0.02303647938,4.923455266e-05
0.01084365969,0.02488703476,4.581955093e-05
0.01084365969,0.02688624807,4.257305691e-05
0.01084365969,0.02904606122,3.948892477e-05
0.01084365969,0.03137937544,3.656127095e-05
0.01084365969,0.03390012833,3.378447095e-05
0.01084365969,0.03662337714,3.115315538e-05
0.01084365969,0.03956538866,2.866220512e-05
0.01084365969,0.04274373643,2.630674555e-05
0.01084365969,0.04617740571,2.408213951e-05
0.01084365969,0.04988690686,2.198376139e-05
0.01084365969,0.05389439787,2.000807447e-05
0.01084365969,0.05822381672,1.815044287e-05
0.01084365969,0.06290102436,1.640729444e-05
0.01084365969,0.0679539592,1.477501525e-05
0.01084365969,0.07341280397,1.325014859e-05
0.01084365969,0.07931016603,1.18293734e-05
0.01084365969,0.08568127215,1.050948016e-05
0.01084365969,0.0925641789,9.287344058e-06
0.01084365969,0.1,8.159895691e-06
0.01148951,1e-06,0.01120562972
0.01148951,1.080331519e-06,0.01088541054
0.01148951,1.167116191e-06,0.01057338073
0.01148951,1.260872408e-06,0.01026935245
0.01148951,1.362160204e-06,0.009973141757
0.01148951,1.471584602e-06,0.009684568485
0.01148951,1.589799228e-06,0.009403456215
0.01148951,1.717510215e-06,0.00912963219
0.01148951,1.85548042e-06,0.008862927248
0.01148951,2.004533981e-06,0.008603175754
0.01148951,2.165561241e-06,0.008350215534
0.01148951,2.339524065e-06,0.008103887812
0.01148951,2.527461587e-06,0.007864037142
0.01148951,2.730496415e-06,0.007630511347
0.01148951,2.94984134e-06,0.007403161458
0.01148951,3.186806576e-06,0.007181841651
0.01148951,3.44280759e-06,0.006966409188
0.01148951,3.719373553e-06,0.006756724361
0.01148951,4.018156481e-06,0.006552650427
0.01148951,4.340941095e-06,0.006354053562
0.01148951,4.689655487e-06,0.006160802793
0.01148951,5.066382636e-06,0.005972769952
0.01148951,5.47337285e-06,0.00578982962
0.01148951,5.913057205e-06,0.005611859073
0.01148951,6.388062073e-06,0.005438738228
0.01148951,6.901224803e-06,0.005270349598
0.01148951,7.455610675e-06,0.005106578233
0.01148951,8.054531206e-06,0.00494731168
0.01148951,8.701563933e-06,0.004792439929
0.01148951,9.400573782e-06,0.004641855364
0.01148951,1.015573615e-05,0.004495452722
0.01148951,1.097156187e-05,0.00435312904
0.01148951,1.18529241e-05,0.004214783616
0.01148951,1.28050875e-05,0.004080317963
0.01148951,1.383373963e-05,0.00394963576
0.01148951,1.494502495e-05,0.003822642818
0.01148951,1.61455815e-05,0.003699247032
0.01148951,1.744258059e-05,0.003579358341
0.01148951,1.884376959e-05,0.003462888687
0.01148951,2.035751822e-05,0.003349751978
0.01148951,2.199286859e-05,0.003239864045
0.01148951,2.375958913e-05,0.003133142606
0.01148951,2.566823302e-05,0.003029507226
0.01148951,2.773020117e-05,0.002928879283
0.01148951,2.995781035e-05,0.002831181931
0.01148951,3.236436676e-05,0.002736340061
0.01148951,3.496424551e-05,0.002644280268
0.01148951,3.777297646e-05,0.00255493082
0.01148951,4.080733704e-05,0.002468221617
0.01148951,4.408545242e-05,0.002384084165
0.01148951,4.762690378e-05,0.002302451538
0.01148951,5.145284531e-05,0.002223258349
0.01148951,5.558613053e-05,0.002146440716
0.01148951,6.005144884e-05,0.002071936236
0.01148951,6.487547295e-05,0.001999683947
0.01148951,7.008701824e-05,0.001929624307
0.01148951,7.571721488e-05,0.001861699159
0.01148951,8.179969378e-05,0.001795851702
0.01148951,8.837078744e-05,0.001732026467
0.01148951,9.546974703e-05,0.001670169287
0.01148951,0.0001031389768,0.001610227268
0.01148951,0.0001114242875,0.001552148767
0.01148951,0.0001203751698,0.001495883363
0.01148951,0.0001300450901,0.001441381829
0.01148951,0.0001404918097,0.001388596113
0.01148951,0.0001517777302,0.001337479307
0.01148951,0.0001639702658,0.001287985629
0.01148951,0.0001771422463,0.001240070392
0.01148951,0.0001913723521,0.001193689987
0.01148951,0.0002067455838,0.001148801857
0.01148951,0.0002233537706,0.001105364476
0.01148951,0.0002412961183,0.001063337326
0.01148951,0.0002606798021,0.001022680874
0.01148951,0.0002816206065,0.0009833565536
0.01148951,0.0003042436177,0.0009453267432
0.01148951,0.0003286839697,0.0009085547445
0.01148951,0.0003550876522,0.0008730047635
0.01148951,0.0003836123827,0.0008386418906
0.01148951,0.0004144285482,0.0008054320809
0.01148951,0.000447720223,0.0007733421358
0.01148951,0.0004836862686,0.0007423396841
0.01148951,0.0005225415214,0.0007123931636
0.01148951,0.0005645180756,0.0006834718035
0.01148951,0.0006098666701,0.0006555456069
0.01148951,0.0006588581862,0.000628585333
0.01148951,0.0007117852651,0.0006025624808
0.01148951,0.0007689640567,0.0005774492722
0.01148951,0.0008307361075,0.0005532186355
0.01148951,0.000897470401,0.0005298441901
0.01148951,0.0009695655616,0.00050730023
0.01148951,0.001047452236,0.0004855617089
0.01148951,0.001131595665,0.0004646042251
0.01148951,0.001222498464,0.0004444040066
0.01148951,0.001320703623,0.0004249378965
0.01148951,0.001426797751,0.0004061833391
0.01148951,0.001541414582,0.0003881183655
0.01148951,0.001665238757,0.0003707215804
0.01148951,0.001799009916,0.0003539721484
0.01148951,0.001943527115,0.0003378497811
0.01148951,0.0020996536,0.0003223347241
0.01148951,0.002268321964,0.0003074077446
0.01148951,0.002450539713,0.0002930501193
0.01148951,0.00264739529,0.000279243622
0.01148951,0.002860064576,0.0002659705124
0.01148951,0.003089817908,0.0002532135245
0.01148951,0.003338027674,0.0002409558553
0.01148951,0.003606176508,0.0002291811544
0.01148951,0.003895866145,0.0002178735136
0.01148951,0.00420882699,0.0002070174564
0.01148951,0.004546928456,0.0001965979282
0.01148951,0.004912190126,0.0001866002872
0.01148951,0.005306793821,0.0001770102951
0.01148951,0.00573309663,0.0001678141082
0.01148951,0.006193644991,0.0001589982692
0.01148951,0.006691189902,0.0001505496992
0.01148951,0.007228703351,0.0001424556897
0.01148951,0.007809396072,0.0001347038962
0.01148951,0.008436736722,0.0001272823305
0.01148951,0.009114472599,0.0001201793549
0.01148951,0.009846652028,0.0001133836761
0.01148951,0.01063764854,0.0001068843397
0.01148951,0.01149218701,0.0001006707251
0.01148951,0.01241537185,9.473254051e-05
0.01148951,0.01341271753,8.90598194e-05
0.01148951,0.0144901815,8.364291604e-05
0.01148951,0.0156541998,7.847250226e-05
0.01148951,0.01691172545,7.353956431e-05
0.01148951,0.01827027004,6.883540004e-05
0.01148951,0.01973794859,6.43516163e-05
0.01148951,0.02132352798,6.008012658e-05
0.01148951,0.02303647938,5.601314874e-05
0.01148951,0.02488703476,5.214320273e-05
0.01148951,0.02688624807,4.846310822e-05
