r2,N_IIM
7.12161,0.525219
7.13229,0.5256
7.14298,0.52598
7.15367,0.526361
7.16438,0.526741
7.17509,0.527121
7.18581,0.5275
7.19654,0.52788
7.20728,0.528259
7.21802,0.528638
7.22877,0.529016
7.23953,0.529395
7.2503,0.529773
7.26108,0.530151
7.27186,0.530529
7.28266,0.530906
7.29346,0.531284
7.30427,0.531661
7.31508,0.532037
7.32591,0.532414
7.33674,0.532791
7.34758,0.533167
7.35843,0.533543
7.36929,0.533918
7.38015,0.534294
7.39102,0.534669
7.4019,0.535044
7.41279,0.535419
7.42369,0.535794
7.43459,0.536168
7.44551,0.536542
7.45643,0.536916
7.46736,0.53729
7.47829,0.537663
7.48924,0.538037
7.50019,0.53841
7.51115,0.538782
7.52212,0.539155
7.5331,0.539527
7.54408,0.539899
7.55508,0.540271
7.56608,0.540643
7.57708,0.541014
7.5881,0.541386
7.59913,0.541757
7.61016,0.542127
7.6212,0.542498
7.63225,0.542868
7.64331,0.543238
7.65437,0.543608
7.66544,0.543978
7.67652,0.544347
7.68761,0.544716
7.69871,0.545085
7.70981,0.545454
7.72093,0.545822
7.73205,0.546191
7.74318,0.546559
7.75431,0.546927
7.76546,0.547294
7.77661,0.547662
7.78777,0.548029
7.79894,0.548396
7.81012,0.548762
7.8213,0.549129
7.8325,0.549495
7.8437,0.549861
7.85491,0.550227
7.86612,0.550593
7.87735,0.550958
7.88858,0.551323
7.89982,0.551688
7.91107,0.552053
7.92233,0.552417
7.93359,0.552781
7.94487,0.553145
7.95615,0.553509
7.96743,0.553873
7.97873,0.554236
7.99004,0.554599
8.00135,0.554962
8.01267,0.555325
8.024,0.555687
8.03534,0.556049
8.04668,0.556411
8.05803,0.556773
8.0694,0.557135
8.08076,0.557496
8.09214,0.557857
8.10353,0.558218
8.11492,0.558578
8.12632,0.558939
8.13773,0.559298
8.14915,0.559658
8.16057,0.560017
8.172,0.560375
8.18344,0.560734
8.19489,0.561092
8.20635,0.561449
8.21782,0.561806
8.22929,0.562163
8.24077,0.56252
8.25226,0.562876
8.26376,0.563232
8.27526,0.563587
8.28677,0.563942
8.29829,0.564297
8.30982,0.564651
8.32136,0.565005
8.33291,0.565359
8.34446,0.565712
8.35602,0.566065
8.36759,0.566417
8.37917,0.566769
8.39075,0.567121
8.40234,0.567472
8.41395,0.567824
8.42555,0.568174
8.43717,0.568525
8.4488,0.568875
8.46043,0.569224
8.47207,0.569574
8.48372,0.569923
8.49538,0.570271
8.50704,0.570619
8.51871,0.570967
8.5304,0.571315
8.54208,0.571662
8.55378,0.572009
8.56549,0.572355
8.5772,0.572701
8.58892,0.573047
8.60065,0.573392
8.61239,0.573737
8.62413,0.574082
8.63589,0.574427
8.64765,0.574771
8.65942,0.575114
8.67119,0.575457
8.68298,0.5758
8.69477,0.576143
8.70657,0.576485
8.71838,0.576827
8.7302,0.577169
8.74202,0.57751
8.75386,0.577851
8.7657,0.578191
8.77755,0.578532
8.7894,0.578871
8.80127,0.579211
8.81314,0.57955
8.82502,0.579889
8.83691,0.580227
8.84881,0.580565
8.86072,0.580903
8.87263,0.581241
8.88455,0.581578
8.89648,0.581914
8.90842,0.582251
8.92036,0.582587
8.93231,0.582923
8.94428,0.583258
8.95624,0.583593
8.96822,0.583928
8.98021,0.584262
8.9922,0.584596
9.0042,0.58493
9.01621,0.585263
9.02823,0.585596
9.04025,0.585929
9.05229,0.586261
9.06433,0.586593
9.07638,0.586925
9.08843,0.587256
9.1005,0.587587
9.11257,0.587918
9.12465,0.588248
9.13674,0.588578
9.14884,0.588908
9.16095,0.589237
9.17306,0.589566
9.18518,0.589895
9.19731,0.590223
9.20945,0.590551
9.22159,0.590879
9.23374,0.591206
9.24591,0.591533
9.25808,0.59186
9.27025,0.592186
9.28244,0.592512
9.29463,0.592838
9.30683,0.593163
9.31904,0.593488
9.33126,0.593813
9.34348,0.594137
9.35572,0.594461
9.36796,0.594785
9.38021,0.595109
9.39247,0.595432
9.40473,0.595754
9.417,0.596077
9.42929,0.596399
9.44157,0.596721
9.45387,0.597042
9.46618,0.597363
9.47849,0.597684
9.49081,0.598004
9.50314,0.598324
9.51548,0.598644
9.52782,0.598964
9.54018,0.599283
9.55254,0.599602
9.56491,0.59992
9.57729,0.600239
9.58967,0.600556
9.60206,0.600874
9.61447,0.601191
9.62687,0.601508
9.63929,0.601825
9.65172,0.602141
9.66415,0.602457
9.67659,0.602773
9.68904,0.603088
9.7015,0.603403
9.71396,0.603718
9.72644,0.604032
9.73892,0.604346
9.75141,0.60466
9.76391,0.604973
9.77641,0.605286
9.78892,0.605599
9.80145,0.605912
9.81398,0.606224
9.82651,0.606536
9.83906,0.606847
9.85161,0.607159
9.86417,0.60747
9.87674,0.60778
9.88932,0.60809
9.90191,0.6084
9.9145,0.60871
9.9271,0.609019
9.93971,0.609329
9.95233,0.609637
9.96495,0.609946
9.97759,0.610254
9.99023,0.610562
10.0029,0.610869
10.0155,0.611176
10.0282,0.611483
10.0409,0.61179
10.0536,0.612096
10.0662,0.612402
10.0789,0.612708
10.0916,0.613013
10.1044,0.613318
10.1171,0.613623
10.1298,0.613927
10.1425,0.614231
10.1553,0.614535
10.168,0.614839
10.1808,0.615142
10.1936,0.615445
10.2064,0.615748
10.2191,0.61605
10.2319,0.616352
10.2447,0.616654
10.2575,0.616955
10.2704,0.617256
10.2832,0.617557
10.296,0.617857
10.3089,0.618158
10.3217,0.618457
10.3346,0.618757
10.3474,0.619056
10.3603,0.619355
10.3732,0.619654
10.3861,0.619952
10.399,0.620251
10.4119,0.620548
10.4248,0.620846
10.4377,0.621143
10.4507,0.62144
10.4636,0.621737
10.4765,0.622033
10.4895,0.622329
10.5024,0.622625
10.5154,0.62292
10.5284,0.623215
10.5414,0.62351
10.5544,0.623805
10.5674,0.624099
10.5804,0.624393
10.5934,0.624686
10.6064,0.62498
10.6195,0.625273
10.6325,0.625566
10.6456,0.625858
10.6586,0.62615
10.6717,0.626442
10.6848,0.626734
10.6978,0.627025
10.7109,0.627316
10.724,0.627607
10.7371,0.627898
10.7502,0.628188
10.7634,0.628478
10.7765,0.628767
10.7896,0.629057
10.8028,0.629346
10.8159,0.629634
10.8291,0.629923
10.8423,0.630211
10.8554,0.630499
10.8686,0.630786
10.8818,0.631074
10.895,0.631361
10.9082,0.631647
10.9214,0.631934
10.9347,0.63222
10.9479,0.632506
10.9611,0.632792
10.9744,0.633077
10.9877,0.633362
11.0009,0.633647
11.0142,0.633931
11.0275,0.634215
11.0408,0.634499
11.0541,0.634783
11.0674,0.635066
11.0807,0.635349
11.094,0.635632
11.1073,0.635914
11.1207,0.636197
11.134,0.636479
11.1474,0.63676
11.1607,0.637042
11.1741,0.637323
11.1875,0.637603
11.2009,0.637884
11.2143,0.638164
11.2277,0.638444
11.2411,0.638724
11.2545,0.639003
11.2679,0.639283
11.2813,0.639561
11.2948,0.63984
11.3082,0.640118
11.3217,0.640396
11.3352,0.640674
11.3486,0.640952
11.3621,0.641229
11.3756,0.641506
11.3891,0.641783
11.4026,0.642059
11.4161,0.642335
11.4296,0.642611
11.4432,0.642887
11.4567,0.643162
11.4703,0.643437
11.4838,0.643712
11.4974,0.643986
11.5109,0.64426
11.5245,0.644534
11.5381,0.644808
11.5517,0.645081
11.5653,0.645355
11.5789,0.645627
11.5925,0.6459
11.6062,0.646172
11.6198,0.646444
11.6334,0.646716
11.6471,0.646988
11.6607,0.647259
11.6744,0.64753
11.6881,0.647801
11.7018,0.648071
11.7155,0.648341
11.7292,0.648611
11.7429,0.648881
11.7566,0.64915
11.7703,0.64942
11.784,0.649688
11.7978,0.649957
11.8115,0.650225
11.8253,0.650494
11.839,0.650761
11.8528,0.651029
11.8666,0.651296
11.8804,0.651563
11.8942,0.65183
11.908,0.652096
11.9218,0.652363
11.9356,0.652629
11.9494,0.652894
11.9632,0.65316
11.9771,0.653425
11.9909,0.65369
12.0048,0.653955
12.0187,0.654219
12.0325,0.654483
12.0464,0.654747
12.0603,0.655011
12.0742,0.655274
12.0881,0.655537
12.102,0.6558
12.1159,0.656063
12.1299,0.656325
12.1438,0.656587
12.1578,0.656849
12.1717,0.657111
12.1857,0.657372
12.1996,0.657633
12.2136,0.657894
12.2276,0.658154
12.2416,0.658415
12.2556,0.658675
12.2696,0.658935
12.2836,0.659194
12.2977,0.659453
12.3117,0.659712
12.3257,0.659971
12.3398,0.66023
12.3538,0.660488
12.3679,0.660746
12.382,0.661004
12.3961,0.661261
12.4102,0.661519
12.4242,0.661776
12.4384,0.662032
12.4525,0.662289
12.4666,0.662545
12.4807,0.662801
12.4949,0.663057
12.509,0.663312
12.5232,0.663568
12.5373,0.663823
12.5515,0.664077
12.5657,0.664332
12.5799,0.664586
12.5941,0.66484
12.6083,0.665094
12.6225,0.665348
12.6367,0.665601
12.6509,0.665854
12.6651,0.666107
12.6794,0.666359
12.6936,0.666612
12.7079,0.666864
12.7222,0.667115
12.7364,0.667367
12.7507,0.667618
12.765,0.667869
12.7793,0.66812
12.7936,0.668371
12.8079,0.668621
12.8222,0.668871
12.8366,0.669121
12.8509,0.669371
12.8653,0.66962
12.8796,0.669869
12.894,0.670118
12.9083,0.670367
12.9227,0.670615
12.9371,0.670863
12.9515,0.671111
12.9659,0.671359
12.9803,0.671606
12.9947,0.671854
13.0092,0.6721
13.0236,0.672347
13.038,0.672594
13.0525,0.67284
13.0669,0.673086
13.0814,0.673332
13.0959,0.673577
13.1104,0.673823
13.1249,0.674068
13.1394,0.674312
13.1539,0.674557
13.1684,0.674801
13.1829,0.675045
13.1974,0.675289
13.212,0.675533
13.2265,0.675776
13.2411,0.676019
13.2556,0.676262
13.2702,0.676505
13.2848,0.676748
13.2994,0.67699
13.314,0.677232
13.3286,0.677474
13.3432,0.677715
13.3578,0.677956
13.3724,0.678197
13.387,0.678438
13.4017,0.678679
13.4163,0.678919
13.431,0.679159
13.4457,0.679399
13.4603,0.679639
13.475,0.679878
13.4897,0.680117
13.5044,0.680356
13.5191,0.680595
13.5338,0.680834
13.5486,0.681072
13.5633,0.68131
13.578,0.681548
13.5928,0.681785
13.6075,0.682023
13.6223,0.68226
13.6371,0.682497
13.6518,0.682734
13.6666,0.68297
13.6814,0.683206
13.6962,0.683442
13.711,0.683678
13.7258,0.683914
13.7407,0.684149
13.7555,0.684384
13.7703,0.684619
13.7852,0.684853
13.8001,0.685088
13.8149,0.685322
13.8298,0.685556
13.8447,0.68579
13.8596,0.686023
13.8745,0.686257
13.8894,0.68649
13.9043,0.686723
13.9192,0.686955
13.9341,0.687188
13.9491,0.68742
13.964,0.687652
13.979,0.687883
13.9939,0.688115
14.0089,0.688346
14.0239,0.688577
14.0389,0.688808
14.0539,0.689039
14.0689,0.689269
14.0839,0.689499
14.0989,0.689729
14.1139,0.689959
14.129,0.690189
14.144,0.690418
14.1591,0.690647
14.1741,0.690876
14.1892,0.691104
14.2043,0.691333
14.2193,0.691561
14.2344,0.691789
14.2495,0.692017
14.2646,0.692244
14.2798,0.692472
14.2949,0.692699
14.31,0.692926
14.3251,0.693152
14.3403,0.693379
14.3554,0.693605
14.3706,0.693831
14.3858,0.694057
14.401,0.694283
14.4161,0.694508
14.4313,0.694733
14.4465,0.694958
14.4617,0.695183
14.477,0.695408
14.4922,0.695632
14.5074,0.695856
14.5227,0.69608
14.5379,0.696304
14.5532,0.696527
14.5684,0.69675
14.5837,0.696973
14.599,0.697196
14.6143,0.697419
14.6296,0.697641
14.6449,0.697863
14.6602,0.698085
14.6755,0.698307
14.6909,0.698529
14.7062,0.69875
14.7216,0.698971
14.7369,0.699192
14.7523,0.699413
14.7676,0.699633
14.783,0.699854
14.7984,0.700074
14.8138,0.700294
14.8292,0.700513
14.8446,0.700733
14.86,0.700952
14.8755,0.701171
14.8909,0.70139
14.9063,0.701609
14.9218,0.701827
14.9372,0.702045
14.9527,0.702263
14.9682,0.702481
14.9837,0.702699
14.9992,0.702916
15.0147,0.703133
15.0302,0.70335
15.0457,0.703567
15.0612,0.703784
15.0767,0.704
15.0923,0.704216
15.1078,0.704432
15.1234,0.704648
15.1389,0.704864
15.1545,0.705079
15.1701,0.705294
15.1857,0.705509
15.2013,0.705724
15.2169,0.705938
15.2325,0.706153
15.2481,0.706367
15.2637,0.706581
15.2794,0.706795
15.295,0.707008
15.3106,0.707221
15.3263,0.707435
15.342,0.707647
15.3576,0.70786
15.3733,0.708073
15.389,0.708285
15.4047,0.708497
15.4204,0.708709
15.4361,0.708921
15.4519,0.709132
15.4676,0.709344
15.4833,0.709555
15.4991,0.709766
15.5148,0.709977
15.5306,0.710187
15.5464,0.710397
15.5621,0.710608
15.5779,0.710817
15.5937,0.711027
15.6095,0.711237
15.6253,0.711446
15.6412,0.711655
15.657,0.711864
15.6728,0.712073
15.6887,0.712282
15.7045,0.71249
15.7204,0.712698
15.7362,0.712906
15.7521,0.713114
15.768,0.713322
15.7839,0.713529
15.7998,0.713736
15.8157,0.713943
15.8316,0.71415
15.8475,0.714357
15.8635,0.714563
15.8794,0.714769
15.8954,0.714975
15.9113,0.715181
15.9273,0.715387
15.9432,0.715592
15.9592,0.715798
15.9752,0.716003
15.9912,0.716207
16.0072,0.716412
16.0232,0.716617
16.0392,0.716821
16.0553,0.717025
16.0713,0.717229
16.0873,0.717433
16.1034,0.717636
16.1194,0.71784
16.1355,0.718043
16.1516,0.718246
16.1677,0.718449
16.1838,0.718651
16.1999,0.718854
16.216,0.719056
16.2321,0.719258
16.2482,0.71946
16.2643,0.719661
16.2805,0.719863
16.2966,0.720064
16.3128,0.720265
16.3289,0.720466
16.3451,0.720667
16.3613,0.720867
16.3775,0.721068
16.3937,0.721268
16.4099,0.721468
16.4261,0.721668
16.4423,0.721867
16.4585,0.722067
16.4748,0.722266
16.491,0.722465
16.5073,0.722664
16.5235,0.722863
16.5398,0.723061
16.5561,0.723259
16.5723,0.723458
16.5886,0.723655
16.6049,0.723853
16.6212,0.724051
16.6376,0.724248
16.6539,0.724445
16.6702,0.724642
16.6865,0.724839
16.7029,0.725036
16.7192,0.725232
16.7356,0.725429
16.752,0.725625
16.7684,0.725821
16.7847,0.726017
16.8011,0.726212
16.8175,0.726407
16.834,0.726603
16.8504,0.726798
16.8668,0.726993
16.8832,0.727187
16.8997,0.727382
16.9161,0.727576
16.9326,0.72777
16.9491,0.727964
16.9655,0.728158
16.982,0.728351
16.9985,0.728545
17.015,0.728738
17.0315,0.728931
17.048,0.729124
17.0646,0.729317
17.0811,0.729509
17.0976,0.729702
17.1142,0.729894
17.1307,0.730086
17.1473,0.730278
17.1639,0.730469
17.1804,0.730661
17.197,0.730852
17.2136,0.731043
17.2302,0.731234
17.2468,0.731425
17.2635,0.731615
17.2801,0.731806
17.2967,0.731996
17.3134,0.732186
17.33,0.732376
17.3467,0.732566
17.3633,0.732755
17.38,0.732944
17.3967,0.733134
17.4134,0.733323
17.4301,0.733511
17.4468,0.7337
17.4635,0.733889
17.4802,0.734077
17.497,0.734265
17.5137,0.734453
17.5304,0.734641
17.5472,0.734828
17.564,0.735016
17.5807,0.735203
17.5975,0.73539
17.6143,0.735577
17.6311,0.735764
17.6479,0.73595
17.6647,0.736137
17.6815,0.736323
17.6984,0.736509
17.7152,0.736695
17.732,0.736881
17.7489,0.737066
17.7657,0.737252
17.7826,0.737437
17.7995,0.737622
17.8164,0.737807
17.8333,0.737992
17.8502,0.738176
17.8671,0.738361
17.884,0.738545
17.9009,0.738729
17.9178,0.738913
17.9348,0.739096
17.9517,0.73928
17.9687,0.739463
17.9856,0.739646
18.0026,0.73983
18.0196,0.740012
18.0366,0.740195
18.0536,0.740378
18.0706,0.74056
18.0876,0.740742
18.1046,0.740924
18.1216,0.741106
18.1387,0.741288
18.1557,0.741469
18.1728,0.741651
18.1898,0.741832
18.2069,0.742013
18.224,0.742194
18.241,0.742375
18.2581,0.742555
18.2752,0.742735
18.2923,0.742916
18.3095,0.743096
18.3266,0.743276
18.3437,0.743455
18.3609,0.743635
18.378,0.743814
18.3952,0.743994
18.4123,0.744173
18.4295,0.744352
18.4467,0.74453
18.4639,0.744709
18.4811,0.744887
18.4983,0.745066
18.5155,0.745244
18.5327,0.745422
18.5499,0.745599
18.5672,0.745777
18.5844,0.745954
18.6016,0.746132
18.6189,0.746309
18.6362,0.746486
18.6534,0.746663
18.6707,0.746839
18.688,0.747016
18.7053,0.747192
18.7226,0.747368
18.7399,0.747544
18.7573,0.74772
18.7746,0.747896
18.7919,0.748071
18.8093,0.748247
18.8266,0.748422
18.844,0.748597
18.8614,0.748772
18.8788,0.748947
18.8961,0.749121
18.9135,0.749296
18.9309,0.74947
18.9484,0.749644
18.9658,0.749818
18.9832,0.749992
19.0006,0.750165
19.0181,0.750339
19.0355,0.750512
19.053,0.750685
19.0705,0.750858
19.0879,0.751031
19.1054,0.751204
19.1229,0.751377
19.1404,0.751549
19.1579,0.751721
19.1754,0.751893
19.193,0.752065
19.2105,0.752237
19.228,0.752409
19.2456,0.75258
19.2631,0.752751
19.2807,0.752922
19.2983,0.753093
19.3158,0.753264
19.3334,0.753435
19.351,0.753606
19.3686,0.753776
19.3862,0.753946
19.4039,0.754116
19.4215,0.754286
19.4391,0.754456
19.4568,0.754626
19.4744,0.754795
19.4921,0.754964
19.5097,0.755134
19.5274,0.755303
19.5451,0.755471
19.5628,0.75564
19.5805,0.755809
19.5982,0.755977
19.6159,0.756145
19.6336,0.756313
19.6514,0.756481
19.6691,0.756649
19.6869,0.756817
19.7046,0.756984
19.7224,0.757152
19.7401,0.757319
19.7579,0.757486
19.7757,0.757653
19.7935,0.75782
19.8113,0.757986
19.8291,0.758153
19.8469,0.758319
19.8648,0.758485
19.8826,0.758651
19.9005,0.758817
19.9183,0.758983
19.9362,0.759148
19.954,0.759314
19.9719,0.759479
19.9898,0.759644
20.0077,0.759809
20.0256,0.759974
20.0435,0.760139
20.0614,0.760303
20.0793,0.760467
20.0973,0.760632
20.1152,0.760796
20.1331,0.76096
20.1511,0.761124
20.1691,0.761287
20.187,0.761451
20.205,0.761614
20.223,0.761777
20.241,0.76194
20.259,0.762103
20.277,0.762266
20.295,0.762429
20.3131,0.762591
20.3311,0.762754
20.3491,0.762916
20.3672,0.763078
20.3853,0.76324
20.4033,0.763401
20.4214,0.763563
20.4395,0.763725
20.4576,0.763886
20.4757,0.764047
20.4938,0.764208
20.5119,0.764369
20.53,0.76453
20.5481,0.76469
20.5663,0.764851
20.5844,0.765011
20.6026,0.765171
20.6208,0.765332
20.6389,0.765491
20.6571,0.765651
20.6753,0.765811
20.6935,0.76597
20.7117,0.76613
20.7299,0.766289
20.7481,0.766448
20.7664,0.766607
20.7846,0.766766
20.8028,0.766924
20.8211,0.767083
20.8393,0.767241
20.8576,0.767399
20.8759,0.767557
20.8942,0.767715
20.9125,0.767873
20.9308,0.768031
20.9491,0.768188
20.9674,0.768346
20.9857,0.768503
21.004,0.76866
21.0224,0.768817
21.0407,0.768974
21.0591,0.769131
21.0774,0.769287
21.0958,0.769444
21.1142,0.7696
21.1326,0.769756
21.151,0.769912
21.1694,0.770068
21.1878,0.770224
21.2062,0.770379
21.2246,0.770535
21.2431,0.77069
21.2615,0.770845
21.28,0.771
21.2984,0.771155
21.3169,0.77131
21.3354,0.771464
21.3539,0.771619
21.3724,0.771773
21.3909,0.771928
21.4094,0.772082
21.4279,0.772236
21.4464,0.772389
21.4649,0.772543
21.4835,0.772697
21.502,0.77285
21.5206,0.773003
21.5391,0.773156
21.5577,0.77331
21.5763,0.773462
21.5949,0.773615
21.6135,0.773768
21.6321,0.77392
21.6507,0.774073
21.6693,0.774225
21.6879,0.774377
21.7066,0.774529
21.7252,0.774681
21.7439,0.774832
21.7625,0.774984
21.7812,0.775135
21.7999,0.775286
21.8186,0.775438
21.8373,0.775589
21.856,0.775739
21.8747,0.77589
21.8934,0.776041
21.9121,0.776191
21.9308,0.776342
21.9496,0.776492
21.9683,0.776642
21.9871,0.776792
22.0058,0.776942
22.0246,0.777091
22.0434,0.777241
22.0622,0.77739
22.081,0.77754
22.0998,0.777689
22.1186,0.777838
22.1374,0.777987
22.1562,0.778136
22.1751,0.778284
22.1939,0.778433
22.2128,0.778581
22.2316,0.778729
22.2505,0.778878
22.2694,0.779026
22.2883,0.779174
22.3072,0.779321
22.3261,0.779469
22.345,0.779616
22.3639,0.779764
22.3828,0.779911
22.4017,0.780058
22.4207,0.780205
22.4396,0.780352
22.4586,0.780499
22.4775,0.780645
22.4965,0.780792
22.5155,0.780938
22.5345,0.781084
22.5535,0.78123
22.5725,0.781376
22.5915,0.781522
22.6105,0.781668
22.6295,0.781813
22.6486,0.781959
22.6676,0.782104
22.6867,0.782249
22.7057,0.782394
22.7248,0.782539
22.7439,0.782684
22.763,0.782829
22.7821,0.782973
22.8012,0.783118
22.8203,0.783262
22.8394,0.783406
22.8585,0.783551
22.8776,0.783694
22.8968,0.783838
22.9159,0.783982
22.9351,0.784126
22.9542,0.784269
22.9734,0.784412
22.9926,0.784556
23.0118,0.784699
23.031,0.784842
23.0502,0.784984
23.0694,0.785127
23.0886,0.78527
23.1078,0.785412
23.1271,0.785554
23.1463,0.785697
23.1656,0.785839
23.1848,0.785981
23.2041,0.786123
23.2234,0.786264
23.2427,0.786406
23.262,0.786547
23.2813,0.786689
23.3006,0.78683
23.3199,0.786971
23.3392,0.787112
23.3585,0.787253
23.3779,0.787394
23.3972,0.787534
23.4166,0.787675
23.4359,0.787815
23.4553,0.787955
23.4747,0.788096
23.4941,0.788236
23.5135,0.788376
23.5329,0.788515
23.5523,0.788655
23.5717,0.788795
23.5911,0.788934
23.6106,0.789073
23.63,0.789212
23.6495,0.789351
23.6689,0.78949
23.6884,0.789629
23.7079,0.789768
23.7274,0.789907
23.7469,0.790045
23.7664,0.790183
23.7859,0.790322
23.8054,0.79046
23.8249,0.790598
23.8444,0.790736
23.864,0.790873
23.8835,0.791011
23.9031,0.791148
23.9226,0.791286
23.9422,0.791423
23.9618,0.79156
23.9814,0.791697
24.001,0.791834
24.0206,0.791971
24.0402,0.792108
24.0598,0.792244
24.0794,0.792381
24.0991,0.792517
24.1187,0.792653
24.1384,0.79279
24.158,0.792926
24.1777,0.793061
24.1974,0.793197
24.2171,0.793333
24.2368,0.793468
24.2565,0.793604
24.2762,0.793739
24.2959,0.793874
24.3156,0.794009
24.3353,0.794144
24.3551,0.794279
24.3748,0.794414
24.3946,0.794548
24.4144,0.794683
24.4341,0.794817
24.4539,0.794952
24.4737,0.795086
24.4935,0.79522
24.5133,0.795354
24.5331,0.795488
24.5529,0.795621
24.5728,0.795755
24.5926,0.795888
24.6124,0.796022
24.6323,0.796155
24.6521,0.796288
24.672,0.796421
24.6919,0.796554
24.7118,0.796687
24.7317,0.796819
24.7516,0.796952
24.7715,0.797084
24.7914,0.797217
24.8113,0.797349
24.8313,0.797481
24.8512,0.797613
24.8711,0.797745
24.8911,0.797877
24.9111,0.798008
24.931,0.79814
24.951,0.798271
24.971,0.798403
24.991,0.798534
25.011,0.798665
25.031,0.798796
25.051,0.798927
25.0711,0.799058
25.0911,0.799188
25.1111,0.799319
25.1312,0.799449
25.1513,0.79958
25.1713,0.79971
25.1914,0.79984
25.2115,0.79997
25.2316,0.8001
25.2517,0.80023
25.2718,0.800359
25.2919,0.800489
25.312,0.800618
25.3322,0.800748
25.3523,0.800877
25.3725,0.801006
25.3926,0.801135
25.4128,0.801264
25.4329,0.801393
25.4531,0.801522
25.4733,0.80165
25.4935,0.801779
25.5137,0.801907
25.5339,0.802035
25.5541,0.802163
25.5744,0.802291
25.5946,0.802419
25.6149,0.802547
25.6351,0.802675
25.6554,0.802802
25.6756,0.80293
25.6959,0.803057
25.7162,0.803185
25.7365,0.803312
25.7568,0.803439
25.7771,0.803566
25.7974,0.803693
25.8177,0.803819
25.8381,0.803946
25.8584,0.804073
25.8788,0.804199
25.8991,0.804325
25.9195,0.804452
25.9399,0.804578
25.9602,0.804704
25.9806,0.80483
26.001,0.804955
26.0214,0.805081
26.0418,0.805207
26.0623,0.805332
26.0827,0.805458
26.1031,0.805583
26.1236,0.805708
26.144,0.805833
26.1645,0.805958
26.185,0.806083
26.2054,0.806208
26.2259,0.806332
26.2464,0.806457
26.2669,0.806581
26.2874,0.806706
26.3079,0.80683
26.3285,0.806954
26.349,0.807078
26.3695,0.807202
26.3901,0.807326
26.4106,0.807449
26.4312,0.807573
26.4518,0.807696
26.4724,0.80782
26.4929,0.807943
26.5135,0.808066
26.5341,0.808189
26.5548,0.808312
26.5754,0.808435
26.596,0.808558
26.6166,0.808681
26.6373,0.808803
26.6579,0.808926
26.6786,0.809048
26.6993,0.80917
26.7199,0.809293
26.7406,0.809415
26.7613,0.809537
26.782,0.809659
26.8027,0.80978
26.8234,0.809902
26.8442,0.810023
26.8649,0.810145
26.8856,0.810266
26.9064,0.810388
26.9272,0.810509
26.9479,0.81063
26.9687,0.810751
26.9895,0.810872
27.0103,0.810992
27.0311,0.811113
27.0519,0.811233
27.0727,0.811354
27.0935,0.811474
27.1143,0.811595
27.1352,0.811715
27.156,0.811835
27.1769,0.811955
27.1977,0.812075
27.2186,0.812194
27.2395,0.812314
27.2603,0.812433
27.2812,0.812553
27.3021,0.812672
27.323,0.812792
27.344,0.812911
27.3649,0.81303
27.3858,0.813149
27.4068,0.813268
27.4277,0.813386
27.4487,0.813505
27.4696,0.813624
27.4906,0.813742
27.5116,0.81386
27.5326,0.813979
27.5536,0.814097
27.5746,0.814215
27.5956,0.814333
27.6166,0.814451
27.6376,0.814569
27.6587,0.814686
27.6797,0.814804
27.7008,0.814921
27.7218,0.815039
27.7429,0.815156
27.764,0.815273
27.7851,0.81539
27.8062,0.815507
27.8273,0.815624
27.8484,0.815741
27.8695,0.815858
27.8906,0.815974
27.9117,0.816091
27.9329,0.816207
27.954,0.816324
27.9752,0.81644
27.9964,0.816556
28.0175,0.816672
28.0387,0.816788
28.0599,0.816904
28.0811,0.81702
28.1023,0.817135
28.1235,0.817251
28.1447,0.817366
28.166,0.817482
28.1872,0.817597
28.2084,0.817712
28.2297,0.817827
28.251,0.817942
28.2722,0.818057
28.2935,0.818172
28.3148,0.818287
28.3361,0.818401
28.3574,0.818516
28.3787,0.81863
28.4,0.818745
28.4213,0.818859
28.4427,0.818973
28.464,0.819087
28.4854,0.819201
28.5067,0.819315
28.5281,0.819429
28.5495,0.819542
28.5708,0.819656
28.5922,0.819769
28.6136,0.819883
28.635,0.819996
28.6564,0.820109
28.6779,0.820222
28.6993,0.820335
28.7207,0.820448
28.7422,0.820561
28.7636,0.820674
28.7851,0.820787
28.8066,0.820899
28.828,0.821012
28.8495,0.821124
28.871,0.821236
28.8925,0.821349
28.914,0.821461
28.9355,0.821573
28.9571,0.821685
28.9786,0.821796
29.0001,0.821908
29.0217,0.82202
29.0432,0.822131
29.0648,0.822243
29.0864,0.822354
29.108,0.822466
29.1295,0.822577
29.1511,0.822688
29.1727,0.822799
29.1944,0.82291
29.216,0.823021
29.2376,0.823131
29.2592,0.823242
29.2809,0.823353
29.3025,0.823463
29.3242,0.823573
29.3459,0.823684
29.3676,0.823794
29.3892,0.823904
29.4109,0.824014
29.4326,0.824124
29.4543,0.824234
29.4761,0.824344
29.4978,0.824453
29.5195,0.824563
29.5413,0.824672
29.563,0.824782
29.5848,0.824891
29.6065,0.825
29.6283,0.825109
29.6501,0.825219
29.6719,0.825327
29.6937,0.825436
29.7155,0.825545
29.7373,0.825654
29.7591,0.825762
29.7809,0.825871
29.8028,0.825979
29.8246,0.826088
29.8465,0.826196
29.8683,0.826304
29.8902,0.826412
29.9121,0.82652
29.934,0.826628
29.9559,0.826736
29.9778,0.826844
29.9997,0.826951
30.0216,0.827059
30.0435,0.827166
30.0654,0.827274
30.0874,0.827381
30.1093,0.827488
30.1313,0.827595
