r2,N_IIM
7.36929,0.667562
7.38015,0.667892
7.39102,0.668222
7.4019,0.668551
7.41279,0.66888
7.42369,0.669209
7.43459,0.669537
7.44551,0.669865
7.45643,0.670192
7.46736,0.670519
7.47829,0.670845
7.48924,0.671171
7.50019,0.671497
7.51115,0.671822
7.52212,0.672147
7.5331,0.672472
7.54408,0.672795
7.55508,0.673119
7.56608,0.673442
7.57708,0.673765
7.5881,0.674087
7.59913,0.674409
7.61016,0.674731
7.6212,0.675052
7.63225,0.675372
7.64331,0.675693
7.65437,0.676013
7.66544,0.676332
7.67652,0.676651
7.68761,0.67697
7.69871,0.677288
7.70981,0.677606
7.72093,0.677923
7.73205,0.67824
7.74318,0.678557
7.75431,0.678873
7.76546,0.679189
7.77661,0.679504
7.78777,0.679819
7.79894,0.680134
7.81012,0.680448
7.8213,0.680762
7.8325,0.681076
7.8437,0.681389
7.85491,0.681701
7.86612,0.682014
7.87735,0.682325
7.88858,0.682637
7.89982,0.682948
7.91107,0.683259
7.92233,0.683569
7.93359,0.683879
7.94487,0.684188
7.95615,0.684497
7.96743,0.684806
7.97873,0.685114
7.99004,0.685422
8.00135,0.68573
8.01267,0.686037
8.024,0.686344
8.03534,0.68665
8.04668,0.686956
8.05803,0.687262
8.0694,0.687567
8.08076,0.687872
8.09214,0.688176
8.10353,0.68848
8.11492,0.688784
8.12632,0.689087
8.13773,0.68939
8.14915,0.689693
8.16057,0.689995
8.172,0.690297
8.18344,0.690598
8.19489,0.690899
8.20635,0.6912
8.21782,0.6915
8.22929,0.6918
8.24077,0.6921
8.25226,0.692399
8.26376,0.692697
8.27526,0.692996
8.28677,0.693294
8.29829,0.693592
8.30982,0.693889
8.32136,0.694186
8.33291,0.694482
8.34446,0.694778
8.35602,0.695074
8.36759,0.69537
8.37917,0.695665
8.39075,0.695959
8.40234,0.696254
8.41395,0.696548
8.42555,0.696841
8.43717,0.697134
8.4488,0.697427
8.46043,0.69772
8.47207,0.698012
8.48372,0.698303
8.49538,0.698595
8.50704,0.698886
8.51871,0.699176
8.5304,0.699467
8.54208,0.699757
8.55378,0.700046
8.56549,0.700335
8.5772,0.700624
8.58892,0.700913
8.60065,0.701201
8.61239,0.701489
8.62413,0.701776
8.63589,0.702063
8.64765,0.70235
8.65942,0.702636
8.67119,0.702922
8.68298,0.703208
8.69477,0.703493
8.70657,0.703778
8.71838,0.704062
8.7302,0.704347
8.74202,0.70463
8.75386,0.704914
8.7657,0.705197
8.77755,0.70548
8.7894,0.705762
8.80127,0.706044
8.81314,0.706326
8.82502,0.706607
8.83691,0.706888
8.84881,0.707169
8.86072,0.70745
8.87263,0.70773
8.88455,0.708009
8.89648,0.708288
8.90842,0.708567
8.92036,0.708846
8.93231,0.709124
8.94428,0.709402
8.95624,0.70968
8.96822,0.709957
8.98021,0.710234
8.9922,0.71051
9.0042,0.710787
9.01621,0.711063
9.02823,0.711338
9.04025,0.711613
9.05229,0.711888
9.06433,0.712163
9.07638,0.712437
9.08843,0.712711
9.1005,0.712984
9.11257,0.713257
9.12465,0.71353
9.13674,0.713802
9.14884,0.714075
9.16095,0.714346
9.17306,0.714618
9.18518,0.714889
9.19731,0.71516
9.20945,0.71543
9.22159,0.7157
9.23374,0.71597
9.24591,0.71624
9.25808,0.716509
9.27025,0.716778
9.28244,0.717046
9.29463,0.717314
9.30683,0.717582
9.31904,0.71785
9.33126,0.718117
9.34348,0.718384
9.35572,0.71865
9.36796,0.718916
9.38021,0.719182
9.39247,0.719448
9.40473,0.719713
9.417,0.719978
9.42929,0.720242
9.44157,0.720507
9.45387,0.720771
9.46618,0.721034
9.47849,0.721297
9.49081,0.72156
9.50314,0.721823
9.51548,0.722085
9.52782,0.722347
9.54018,0.722609
9.55254,0.72287
9.56491,0.723131
9.57729,0.723392
9.58967,0.723652
9.60206,0.723912
9.61447,0.724172
9.62687,0.724432
9.63929,0.724691
9.65172,0.724949
9.66415,0.725208
9.67659,0.725466
9.68904,0.725724
9.7015,0.725981
9.71396,0.726239
9.72644,0.726496
9.73892,0.726752
9.75141,0.727008
9.76391,0.727264
9.77641,0.72752
9.78892,0.727775
9.80145,0.728031
9.81398,0.728285
9.82651,0.72854
9.83906,0.728794
9.85161,0.729048
9.86417,0.729301
9.87674,0.729554
9.88932,0.729807
9.90191,0.73006
9.9145,0.730312
9.9271,0.730564
9.93971,0.730816
9.95233,0.731067
9.96495,0.731318
9.97759,0.731569
9.99023,0.731819
10.0029,0.732069
10.0155,0.732319
10.0282,0.732569
10.0409,0.732818
10.0536,0.733067
10.0662,0.733315
10.0789,0.733564
10.0916,0.733812
10.1044,0.73406
10.1171,0.734307
10.1298,0.734554
10.1425,0.734801
10.1553,0.735047
10.168,0.735294
10.1808,0.73554
10.1936,0.735785
10.2064,0.736031
10.2191,0.736276
10.2319,0.73652
10.2447,0.736765
10.2575,0.737009
10.2704,0.737253
10.2832,0.737496
10.296,0.73774
10.3089,0.737983
10.3217,0.738225
10.3346,0.738468
10.3474,0.73871
10.3603,0.738952
10.3732,0.739193
10.3861,0.739435
10.399,0.739675
10.4119,0.739916
10.4248,0.740156
10.4377,0.740397
10.4507,0.740636
10.4636,0.740876
10.4765,0.741115
10.4895,0.741354
10.5024,0.741593
10.5154,0.741831
10.5284,0.742069
10.5414,0.742307
10.5544,0.742544
10.5674,0.742782
10.5804,0.743019
10.5934,0.743255
10.6064,0.743492
10.6195,0.743728
10.6325,0.743963
10.6456,0.744199
10.6586,0.744434
10.6717,0.744669
10.6848,0.744904
10.6978,0.745138
10.7109,0.745372
10.724,0.745606
10.7371,0.74584
10.7502,0.746073
10.7634,0.746306
10.7765,0.746539
10.7896,0.746771
10.8028,0.747003
10.8159,0.747235
10.8291,0.747467
10.8423,0.747698
10.8554,0.747929
10.8686,0.74816
10.8818,0.748391
10.895,0.748621
10.9082,0.748851
10.9214,0.749081
10.9347,0.74931
10.9479,0.749539
10.9611,0.749768
10.9744,0.749997
10.9877,0.750225
11.0009,0.750453
11.0142,0.750681
11.0275,0.750908
11.0408,0.751136
11.0541,0.751363
11.0674,0.751589
11.0807,0.751816
11.094,0.752042
11.1073,0.752268
11.1207,0.752494
11.134,0.752719
11.1474,0.752944
11.1607,0.753169
11.1741,0.753393
11.1875,0.753618
11.2009,0.753842
11.2143,0.754066
11.2277,0.754289
11.2411,0.754512
11.2545,0.754735
11.2679,0.754958
11.2813,0.755181
11.2948,0.755403
11.3082,0.755625
11.3217,0.755846
11.3352,0.756068
11.3486,0.756289
11.3621,0.75651
11.3756,0.75673
11.3891,0.756951
11.4026,0.757171
11.4161,0.757391
11.4296,0.75761
11.4432,0.75783
11.4567,0.758049
11.4703,0.758268
11.4838,0.758486
11.4974,0.758705
11.5109,0.758923
11.5245,0.75914
11.5381,0.759358
11.5517,0.759575
11.5653,0.759792
11.5789,0.760009
11.5925,0.760225
11.6062,0.760442
11.6198,0.760658
11.6334,0.760874
11.6471,0.761089
11.6607,0.761304
11.6744,0.761519
11.6881,0.761734
11.7018,0.761949
11.7155,0.762163
11.7292,0.762377
11.7429,0.762591
11.7566,0.762804
11.7703,0.763017
11.784,0.76323
11.7978,0.763443
11.8115,0.763655
11.8253,0.763868
11.839,0.76408
11.8528,0.764291
11.8666,0.764503
11.8804,0.764714
11.8942,0.764925
11.908,0.765136
11.9218,0.765347
11.9356,0.765557
11.9494,0.765767
11.9632,0.765977
11.9771,0.766186
11.9909,0.766395
12.0048,0.766605
12.0187,0.766813
12.0325,0.767022
12.0464,0.76723
12.0603,0.767438
12.0742,0.767646
12.0881,0.767854
12.102,0.768061
12.1159,0.768268
12.1299,0.768475
12.1438,0.768682
12.1578,0.768888
12.1717,0.769094
12.1857,0.7693
12.1996,0.769506
12.2136,0.769711
12.2276,0.769916
12.2416,0.770121
12.2556,0.770326
12.2696,0.770531
12.2836,0.770735
12.2977,0.770939
12.3117,0.771143
12.3257,0.771346
12.3398,0.77155
12.3538,0.771753
12.3679,0.771955
12.382,0.772158
12.3961,0.77236
12.4102,0.772563
12.4242,0.772764
12.4384,0.772966
12.4525,0.773168
12.4666,0.773369
12.4807,0.77357
12.4949,0.77377
12.509,0.773971
12.5232,0.774171
12.5373,0.774371
12.5515,0.774571
12.5657,0.774771
12.5799,0.77497
12.5941,0.775169
12.6083,0.775368
12.6225,0.775567
12.6367,0.775765
12.6509,0.775963
12.6651,0.776161
12.6794,0.776359
12.6936,0.776557
12.7079,0.776754
12.7222,0.776951
12.7364,0.777148
12.7507,0.777344
12.765,0.777541
12.7793,0.777737
12.7936,0.777933
12.8079,0.778129
12.8222,0.778324
12.8366,0.778519
12.8509,0.778714
12.8653,0.778909
12.8796,0.779104
12.894,0.779298
12.9083,0.779492
12.9227,0.779686
12.9371,0.77988
12.9515,0.780074
12.9659,0.780267
12.9803,0.78046
12.9947,0.780653
13.0092,0.780845
13.0236,0.781038
13.038,0.78123
13.0525,0.781422
13.0669,0.781613
13.0814,0.781805
13.0959,0.781996
13.1104,0.782187
13.1249,0.782378
13.1394,0.782569
13.1539,0.782759
13.1684,0.782949
13.1829,0.783139
13.1974,0.783329
13.212,0.783519
13.2265,0.783708
13.2411,0.783897
13.2556,0.784086
13.2702,0.784275
13.2848,0.784463
13.2994,0.784651
13.314,0.78484
13.3286,0.785027
13.3432,0.785215
13.3578,0.785402
13.3724,0.78559
13.387,0.785777
13.4017,0.785963
13.4163,0.78615
13.431,0.786336
13.4457,0.786522
13.4603,0.786708
13.475,0.786894
13.4897,0.787079
13.5044,0.787265
13.5191,0.78745
13.5338,0.787635
13.5486,0.787819
13.5633,0.788004
13.578,0.788188
13.5928,0.788372
13.6075,0.788556
13.6223,0.788739
13.6371,0.788923
13.6518,0.789106
13.6666,0.789289
13.6814,0.789472
13.6962,0.789654
13.711,0.789837
13.7258,0.790019
13.7407,0.790201
13.7555,0.790383
13.7703,0.790564
13.7852,0.790746
13.8001,0.790927
13.8149,0.791108
13.8298,0.791288
13.8447,0.791469
13.8596,0.791649
13.8745,0.791829
13.8894,0.792009
13.9043,0.792189
13.9192,0.792369
13.9341,0.792548
13.9491,0.792727
13.964,0.792906
13.979,0.793085
13.9939,0.793263
14.0089,0.793441
14.0239,0.79362
14.0389,0.793797
14.0539,0.793975
14.0689,0.794153
14.0839,0.79433
14.0989,0.794507
14.1139,0.794684
14.129,0.794861
14.144,0.795037
14.1591,0.795214
14.1741,0.79539
14.1892,0.795566
14.2043,0.795741
14.2193,0.795917
14.2344,0.796092
14.2495,0.796267
14.2646,0.796442
14.2798,0.796617
14.2949,0.796792
14.31,0.796966
14.3251,0.79714
14.3403,0.797314
14.3554,0.797488
14.3706,0.797661
14.3858,0.797835
14.401,0.798008
14.4161,0.798181
14.4313,0.798354
14.4465,0.798526
14.4617,0.798699
14.477,0.798871
14.4922,0.799043
14.5074,0.799215
14.5227,0.799387
14.5379,0.799558
14.5532,0.799729
14.5684,0.7999
14.5837,0.800071
14.599,0.800242
14.6143,0.800413
14.6296,0.800583
14.6449,0.800753
14.6602,0.800923
14.6755,0.801093
14.6909,0.801262
14.7062,0.801432
14.7216,0.801601
14.7369,0.80177
14.7523,0.801939
14.7676,0.802107
14.783,0.802276
14.7984,0.802444
14.8138,0.802612
14.8292,0.80278
14.8446,0.802948
14.86,0.803115
14.8755,0.803283
14.8909,0.80345
14.9063,0.803617
14.9218,0.803783
14.9372,0.80395
14.9527,0.804116
14.9682,0.804283
14.9837,0.804449
14.9992,0.804614
15.0147,0.80478
15.0302,0.804946
15.0457,0.805111
15.0612,0.805276
15.0767,0.805441
15.0923,0.805606
15.1078,0.80577
15.1234,0.805935
15.1389,0.806099
15.1545,0.806263
15.1701,0.806427
15.1857,0.80659
15.2013,0.806754
15.2169,0.806917
15.2325,0.80708
15.2481,0.807243
15.2637,0.807406
15.2794,0.807569
15.295,0.807731
15.3106,0.807893
15.3263,0.808055
15.342,0.808217
15.3576,0.808379
15.3733,0.80854
15.389,0.808702
15.4047,0.808863
15.4204,0.809024
15.4361,0.809185
15.4519,0.809345
15.4676,0.809506
15.4833,0.809666
15.4991,0.809826
15.5148,0.809986
15.5306,0.810146
15.5464,0.810306
15.5621,0.810465
15.5779,0.810624
15.5937,0.810783
15.6095,0.810942
15.6253,0.811101
15.6412,0.811259
15.657,0.811418
15.6728,0.811576
15.6887,0.811734
15.7045,0.811892
15.7204,0.81205
15.7362,0.812207
15.7521,0.812364
15.768,0.812522
15.7839,0.812679
15.7998,0.812835
15.8157,0.812992
15.8316,0.813148
15.8475,0.813305
15.8635,0.813461
15.8794,0.813617
15.8954,0.813773
15.9113,0.813928
15.9273,0.814084
15.9432,0.814239
15.9592,0.814394
15.9752,0.814549
15.9912,0.814704
16.0072,0.814858
16.0232,0.815013
16.0392,0.815167
16.0553,0.815321
16.0713,0.815475
16.0873,0.815629
16.1034,0.815783
16.1194,0.815936
16.1355,0.816089
16.1516,0.816242
16.1677,0.816395
16.1838,0.816548
16.1999,0.816701
16.216,0.816853
16.2321,0.817006
16.2482,0.817158
16.2643,0.81731
16.2805,0.817461
16.2966,0.817613
16.3128,0.817764
16.3289,0.817916
16.3451,0.818067
16.3613,0.818218
16.3775,0.818369
16.3937,0.818519
16.4099,0.81867
16.4261,0.81882
16.4423,0.81897
16.4585,0.81912
16.4748,0.81927
16.491,0.81942
16.5073,0.819569
16.5235,0.819719
16.5398,0.819868
16.5561,0.820017
16.5723,0.820166
16.5886,0.820314
16.6049,0.820463
16.6212,0.820611
16.6376,0.82076
16.6539,0.820908
16.6702,0.821056
16.6865,0.821203
16.7029,0.821351
16.7192,0.821498
16.7356,0.821646
16.752,0.821793
16.7684,0.82194
16.7847,0.822086
16.8011,0.822233
16.8175,0.82238
16.834,0.822526
16.8504,0.822672
16.8668,0.822818
16.8832,0.822964
16.8997,0.82311
16.9161,0.823255
16.9326,0.823401
16.9491,0.823546
16.9655,0.823691
16.982,0.823836
16.9985,0.82398
17.015,0.824125
17.0315,0.82427
17.048,0.824414
17.0646,0.824558
17.0811,0.824702
17.0976,0.824846
17.1142,0.82499
17.1307,0.825133
17.1473,0.825276
17.1639,0.82542
17.1804,0.825563
17.197,0.825706
17.2136,0.825848
17.2302,0.825991
17.2468,0.826133
17.2635,0.826276
17.2801,0.826418
17.2967,0.82656
17.3134,0.826702
17.33,0.826844
17.3467,0.826985
17.3633,0.827126
17.38,0.827268
17.3967,0.827409
17.4134,0.82755
17.4301,0.827691
17.4468,0.827831
17.4635,0.827972
17.4802,0.828112
17.497,0.828252
17.5137,0.828392
17.5304,0.828532
17.5472,0.828672
17.564,0.828812
17.5807,0.828951
17.5975,0.82909
17.6143,0.82923
17.6311,0.829369
17.6479,0.829507
17.6647,0.829646
17.6815,0.829785
17.6984,0.829923
17.7152,0.830061
17.732,0.8302
17.7489,0.830338
17.7657,0.830475
17.7826,0.830613
17.7995,0.830751
17.8164,0.830888
17.8333,0.831025
17.8502,0.831163
17.8671,0.831299
17.884,0.831436
17.9009,0.831573
17.9178,0.83171
17.9348,0.831846
17.9517,0.831982
17.9687,0.832118
17.9856,0.832254
18.0026,0.83239
18.0196,0.832526
18.0366,0.832661
18.0536,0.832797
18.0706,0.832932
18.0876,0.833067
18.1046,0.833202
18.1216,0.833337
18.1387,0.833472
18.1557,0.833606
18.1728,0.83374
18.1898,0.833875
18.2069,0.834009
18.224,0.834143
18.241,0.834277
18.2581,0.83441
18.2752,0.834544
18.2923,0.834677
18.3095,0.834811
18.3266,0.834944
18.3437,0.835077
18.3609,0.83521
18.378,0.835342
18.3952,0.835475
18.4123,0.835607
18.4295,0.83574
18.4467,0.835872
18.4639,0.836004
18.4811,0.836136
18.4983,0.836267
18.5155,0.836399
18.5327,0.83653
18.5499,0.836662
18.5672,0.836793
18.5844,0.836924
18.6016,0.837055
18.6189,0.837186
18.6362,0.837316
18.6534,0.837447
18.6707,0.837577
18.688,0.837707
18.7053,0.837838
18.7226,0.837968
18.7399,0.838097
18.7573,0.838227
18.7746,0.838357
18.7919,0.838486
18.8093,0.838615
18.8266,0.838745
18.844,0.838874
18.8614,0.839002
18.8788,0.839131
18.8961,0.83926
18.9135,0.839388
18.9309,0.839517
18.9484,0.839645
18.9658,0.839773
18.9832,0.839901
19.0006,0.840029
19.0181,0.840156
19.0355,0.840284
19.053,0.840411
19.0705,0.840539
19.0879,0.840666
19.1054,0.840793
19.1229,0.84092
19.1404,0.841046
19.1579,0.841173
19.1754,0.8413
19.193,0.841426
19.2105,0.841552
19.228,0.841678
19.2456,0.841804
19.2631,0.84193
19.2807,0.842056
19.2983,0.842181
19.3158,0.842307
19.3334,0.842432
19.351,0.842557
19.3686,0.842682
19.3862,0.842807
19.4039,0.842932
19.4215,0.843057
19.4391,0.843181
19.4568,0.843306
19.4744,0.84343
19.4921,0.843554
19.5097,0.843678
19.5274,0.843802
19.5451,0.843926
19.5628,0.84405
19.5805,0.844173
19.5982,0.844297
19.6159,0.84442
19.6336,0.844543
19.6514,0.844666
19.6691,0.844789
19.6869,0.844912
19.7046,0.845034
19.7224,0.845157
19.7401,0.845279
19.7579,0.845401
19.7757,0.845524
19.7935,0.845646
19.8113,0.845767
19.8291,0.845889
19.8469,0.846011
19.8648,0.846132
19.8826,0.846254
19.9005,0.846375
19.9183,0.846496
19.9362,0.846617
19.954,0.846738
19.9719,0.846859
19.9898,0.846979
20.0077,0.8471
20.0256,0.84722
20.0435,0.847341
20.0614,0.847461
20.0793,0.847581
20.0973,0.847701
20.1152,0.84782
20.1331,0.84794
20.1511,0.84806
20.1691,0.848179
20.187,0.848298
20.205,0.848417
20.223,0.848536
20.241,0.848655
20.259,0.848774
20.277,0.848893
20.295,0.849011
20.3131,0.84913
20.3311,0.849248
20.3491,0.849366
20.3672,0.849484
20.3853,0.849602
20.4033,0.84972
20.4214,0.849838
20.4395,0.849955
20.4576,0.850073
20.4757,0.85019
20.4938,0.850308
20.5119,0.850425
20.53,0.850542
20.5481,0.850659
20.5663,0.850775
20.5844,0.850892
20.6026,0.851008
20.6208,0.851125
20.6389,0.851241
20.6571,0.851357
20.6753,0.851473
20.6935,0.851589
20.7117,0.851705
20.7299,0.851821
20.7481,0.851936
20.7664,0.852052
20.7846,0.852167
20.8028,0.852282
20.8211,0.852397
20.8393,0.852512
20.8576,0.852627
20.8759,0.852742
20.8942,0.852857
20.9125,0.852971
20.9308,0.853086
20.9491,0.8532
20.9674,0.853314
20.9857,0.853428
21.004,0.853542
21.0224,0.853656
21.0407,0.85377
21.0591,0.853883
21.0774,0.853997
21.0958,0.85411
21.1142,0.854223
21.1326,0.854337
21.151,0.85445
21.1694,0.854562
21.1878,0.854675
21.2062,0.854788
21.2246,0.854901
21.2431,0.855013
21.2615,0.855125
21.28,0.855238
21.2984,0.85535
21.3169,0.855462
21.3354,0.855574
21.3539,0.855685
21.3724,0.855797
21.3909,0.855909
21.4094,0.85602
21.4279,0.856131
21.4464,0.856243
21.4649,0.856354
21.4835,0.856465
21.502,0.856576
21.5206,0.856686
21.5391,0.856797
21.5577,0.856908
21.5763,0.857018
21.5949,0.857128
21.6135,0.857239
21.6321,0.857349
21.6507,0.857459
21.6693,0.857569
21.6879,0.857678
21.7066,0.857788
21.7252,0.857898
21.7439,0.858007
21.7625,0.858116
21.7812,0.858226
21.7999,0.858335
21.8186,0.858444
21.8373,0.858553
21.856,0.858661
21.8747,0.85877
21.8934,0.858879
21.9121,0.858987
21.9308,0.859095
21.9496,0.859204
21.9683,0.859312
21.9871,0.85942
22.0058,0.859528
22.0246,0.859636
22.0434,0.859743
22.0622,0.859851
22.081,0.859958
22.0998,0.860066
22.1186,0.860173
22.1374,0.86028
22.1562,0.860387
22.1751,0.860494
22.1939,0.860601
22.2128,0.860708
22.2316,0.860815
22.2505,0.860921
22.2694,0.861028
22.2883,0.861134
22.3072,0.86124
22.3261,0.861346
22.345,0.861452
22.3639,0.861558
22.3828,0.861664
22.4017,0.86177
22.4207,0.861875
22.4396,0.861981
22.4586,0.862086
22.4775,0.862191
22.4965,0.862296
22.5155,0.862402
22.5345,0.862506
22.5535,0.862611
22.5725,0.862716
22.5915,0.862821
22.6105,0.862925
22.6295,0.86303
22.6486,0.863134
22.6676,0.863238
22.6867,0.863342
22.7057,0.863446
22.7248,0.86355
22.7439,0.863654
22.763,0.863758
22.7821,0.863862
22.8012,0.863965
22.8203,0.864068
22.8394,0.864172
22.8585,0.864275
22.8776,0.864378
22.8968,0.864481
22.9159,0.864584
22.9351,0.864687
22.9542,0.864789
22.9734,0.864892
22.9926,0.864995
23.0118,0.865097
23.031,0.865199
23.0502,0.865301
23.0694,0.865404
23.0886,0.865506
23.1078,0.865607
23.1271,0.865709
23.1463,0.865811
23.1656,0.865912
23.1848,0.866014
23.2041,0.866115
23.2234,0.866217
23.2427,0.866318
23.262,0.866419
23.2813,0.86652
23.3006,0.866621
23.3199,0.866722
23.3392,0.866822
23.3585,0.866923
23.3779,0.867023
23.3972,0.867124
23.4166,0.867224
23.4359,0.867324
23.4553,0.867424
23.4747,0.867524
23.4941,0.867624
23.5135,0.867724
23.5329,0.867824
23.5523,0.867923
23.5717,0.868023
23.5911,0.868122
23.6106,0.868222
23.63,0.868321
23.6495,0.86842
23.6689,0.868519
23.6884,0.868618
23.7079,0.868717
23.7274,0.868816
23.7469,0.868914
23.7664,0.869013
23.7859,0.869111
23.8054,0.86921
23.8249,0.869308
23.8444,0.869406
23.864,0.869504
23.8835,0.869602
23.9031,0.8697
23.9226,0.869798
23.9422,0.869895
23.9618,0.869993
23.9814,0.87009
24.001,0.870188
24.0206,0.870285
24.0402,0.870382
24.0598,0.87048
24.0794,0.870577
24.0991,0.870673
24.1187,0.87077
24.1384,0.870867
24.158,0.870964
24.1777,0.87106
24.1974,0.871157
24.2171,0.871253
24.2368,0.871349
24.2565,0.871445
24.2762,0.871542
24.2959,0.871638
24.3156,0.871733
24.3353,0.871829
24.3551,0.871925
24.3748,0.872021
24.3946,0.872116
24.4144,0.872212
24.4341,0.872307
24.4539,0.872402
24.4737,0.872497
24.4935,0.872592
24.5133,0.872687
24.5331,0.872782
24.5529,0.872877
24.5728,0.872972
24.5926,0.873066
24.6124,0.873161
24.6323,0.873255
24.6521,0.87335
24.672,0.873444
24.6919,0.873538
24.7118,0.873632
24.7317,0.873726
24.7516,0.87382
24.7715,0.873914
24.7914,0.874007
24.8113,0.874101
24.8313,0.874194
24.8512,0.874288
24.8711,0.874381
24.8911,0.874474
24.9111,0.874568
24.931,0.874661
24.951,0.874754
24.971,0.874846
24.991,0.874939
25.011,0.875032
25.031,0.875125
25.051,0.875217
25.0711,0.87531
25.0911,0.875402
25.1111,0.875494
25.1312,0.875586
25.1513,0.875678
25.1713,0.87577
25.1914,0.875862
25.2115,0.875954
25.2316,0.876046
25.2517,0.876137
25.2718,0.876229
25.2919,0.87632
25.312,0.876412
25.3322,0.876503
25.3523,0.876594
25.3725,0.876685
25.3926,0.876776
25.4128,0.876867
25.4329,0.876958
25.4531,0.877049
25.4733,0.87714
25.4935,0.87723
25.5137,0.877321
25.5339,0.877411
25.5541,0.877502
25.5744,0.877592
25.5946,0.877682
25.6149,0.877772
25.6351,0.877862
25.6554,0.877952
25.6756,0.878042
25.6959,0.878131
25.7162,0.878221
25.7365,0.878311
25.7568,0.8784
25.7771,0.878489
25.7974,0.878579
25.8177,0.878668
25.8381,0.878757
25.8584,0.878846
25.8788,0.878935
25.8991,0.879024
25.9195,0.879113
25.9399,0.879202
25.9602,0.87929
25.9806,0.879379
26.001,0.879467
26.0214,0.879555
26.0418,0.879644
26.0623,0.879732
26.0827,0.87982
26.1031,0.879908
26.1236,0.879996
26.144,0.880084
26.1645,0.880172
26.185,0.880259
26.2054,0.880347
26.2259,0.880435
26.2464,0.880522
26.2669,0.880609
26.2874,0.880697
26.3079,0.880784
26.3285,0.880871
26.349,0.880958
26.3695,0.881045
26.3901,0.881132
26.4106,0.881219
26.4312,0.881305
26.4518,0.881392
26.4724,0.881478
26.4929,0.881565
26.5135,0.881651
26.5341,0.881738
26.5548,0.881824
26.5754,0.88191
26.596,0.881996
26.6166,0.882082
26.6373,0.882168
26.6579,0.882254
26.6786,0.882339
26.6993,0.882425
26.7199,0.882511
26.7406,0.882596
26.7613,0.882682
26.782,0.882767
26.8027,0.882852
26.8234,0.882937
26.8442,0.883022
26.8649,0.883107
26.8856,0.883192
26.9064,0.883277
26.9272,0.883362
26.9479,0.883447
26.9687,0.883531
26.9895,0.883616
27.0103,0.8837
27.0311,0.883784
27.0519,0.883869
27.0727,0.883953
27.0935,0.884037
27.1143,0.884121
27.1352,0.884205
27.156,0.884289
27.1769,0.884373
27.1977,0.884456
27.2186,0.88454
27.2395,0.884624
27.2603,0.884707
27.2812,0.884791
27.3021,0.884874
27.323,0.884957
27.344,0.88504
27.3649,0.885123
27.3858,0.885206
27.4068,0.885289
27.4277,0.885372
27.4487,0.885455
27.4696,0.885538
27.4906,0.88562
27.5116,0.885703
27.5326,0.885785
27.5536,0.885868
27.5746,0.88595
27.5956,0.886032
27.6166,0.886115
27.6376,0.886197
27.6587,0.886279
27.6797,0.886361
27.7008,0.886443
27.7218,0.886524
27.7429,0.886606
27.764,0.886688
27.7851,0.886769
27.8062,0.886851
27.8273,0.886932
27.8484,0.887013
27.8695,0.887095
27.8906,0.887176
27.9117,0.887257
27.9329,0.887338
27.954,0.887419
27.9752,0.8875
27.9964,0.887581
28.0175,0.887661
28.0387,0.887742
28.0599,0.887823
28.0811,0.887903
28.1023,0.887984
28.1235,0.888064
28.1447,0.888144
28.166,0.888224
28.1872,0.888305
28.2084,0.888385
28.2297,0.888465
28.251,0.888544
28.2722,0.888624
28.2935,0.888704
28.3148,0.888784
28.3361,0.888863
28.3574,0.888943
28.3787,0.889022
28.4,0.889102
28.4213,0.889181
28.4427,0.88926
28.464,0.889339
28.4854,0.889419
28.5067,0.889498
28.5281,0.889576
28.5495,0.889655
28.5708,0.889734
28.5922,0.889813
28.6136,0.889892
28.635,0.88997
28.6564,0.890049
28.6779,0.890127
28.6993,0.890205
28.7207,0.890284
28.7422,0.890362
28.7636,0.89044
28.7851,0.890518
28.8066,0.890596
28.828,0.890674
28.8495,0.890752
28.871,0.89083
28.8925,0.890907
28.914,0.890985
28.9355,0.891063
28.9571,0.89114
28.9786,0.891218
29.0001,0.891295
29.0217,0.891372
29.0432,0.891449
29.0648,0.891527
29.0864,0.891604
29.108,0.891681
29.1295,0.891758
29.1511,0.891834
29.1727,0.891911
29.1944,0.891988
29.216,0.892065
29.2376,0.892141
29.2592,0.892218
29.2809,0.892294
29.3025,0.89237
29.3242,0.892447
29.3459,0.892523
29.3676,0.892599
29.3892,0.892675
29.4109,0.892751
29.4326,0.892827
29.4543,0.892903
29.4761,0.892979
29.4978,0.893055
29.5195,0.89313
29.5413,0.893206
29.563,0.893281
29.5848,0.893357
29.6065,0.893432
29.6283,0.893508
29.6501,0.893583
29.6719,0.893658
29.6937,0.893733
29.7155,0.893808
29.7373,0.893883
29.7591,0.893958
29.7809,0.894033
29.8028,0.894108
29.8246,0.894182
29.8465,0.894257
29.8683,0.894332
29.8902,0.894406
29.9121,0.89448
29.934,0.894555
29.9559,0.894629
29.9778,0.894703
29.9997,0.894778
30.0216,0.894852
30.0435,0.894926
30.0654,0.895
30.0874,0.895073
30.1093,0.895147
30.1313,0.895221
30.1533,0.895295
30.1752,0.895368
30.1972,0.895442
30.2192,0.895515
30.2412,0.895589
30.2632,0.895662
30.2852,0.895735
30.3072,0.895809
30.3293,0.895882
30.3513,0.895955
30.3733,0.896028
30.3954,0.896101
30.4175,0.896174
30.4395,0.896247
30.4616,0.896319
30.4837,0.896392
30.5058,0.896465
30.5279,0.896537
30.55,0.89661
30.5721,0.896682
30.5942,0.896754
30.6164,0.896827
30.6385,0.896899
