r2,N_IIM
0.206289,0.0847046
0.20811,0.0852628
0.20994,0.0858216
0.211777,0.086381
0.213622,0.086941
0.215475,0.0875016
0.217336,0.0880627
0.219205,0.0886245
0.221082,0.0891868
0.222968,0.0897496
0.224861,0.090313
0.226762,0.090877
0.228671,0.0914415
0.230588,0.0920065
0.232513,0.0925721
0.234447,0.0931382
0.236388,0.0937048
0.238337,0.0942719
0.240294,0.0948395
0.242259,0.0954077
0.244232,0.0959763
0.246214,0.0965454
0.248203,0.097115
0.2502,0.0976851
0.252205,0.0982556
0.254218,0.0988266
0.25624,0.0993981
0.258269,0.09997
0.260306,0.100542
0.262351,0.101115
0.264405,0.101689
0.266466,0.102262
0.268535,0.102836
0.270612,0.103411
0.272697,0.103986
0.274791,0.104561
0.276892,0.105137
0.279001,0.105713
0.281118,0.10629
0.283244,0.106867
0.285377,0.107444
0.287518,0.108022
0.289667,0.1086
0.291825,0.109179
0.29399,0.109758
0.296163,0.110337
0.298345,0.110917
0.300534,0.111497
0.302731,0.112077
0.304936,0.112658
0.30715,0.113239
0.309371,0.11382
0.3116,0.114402
0.313838,0.114984
0.316083,0.115567
0.318336,0.116149
0.320597,0.116732
0.322867,0.117316
0.325144,0.117899
0.327429,0.118483
0.329723,0.119068
0.332024,0.119652
0.334333,0.120237
0.336651,0.120822
0.338976,0.121408
0.341309,0.121994
0.343651,0.12258
0.346,0.123166
0.348357,0.123753
0.350723,0.124339
0.353096,0.124927
0.355477,0.125514
0.357867,0.126102
0.360264,0.12669
0.362669,0.127278
0.365083,0.127866
0.367504,0.128455
0.369934,0.129044
0.372371,0.129633
0.374816,0.130222
0.37727,0.130812
0.379731,0.131401
0.3822,0.131991
0.384678,0.132582
0.387163,0.133172
0.389657,0.133763
0.392158,0.134354
0.394667,0.134945
0.397185,0.135536
0.39971,0.136128
0.402244,0.136719
0.404785,0.137311
0.407335,0.137903
0.409892,0.138495
0.412457,0.139088
0.415031,0.139681
0.417612,0.140273
0.420202,0.140866
0.422799,0.141459
0.425405,0.142053
0.428018,0.142646
0.430639,0.14324
0.433269,0.143834
0.435906,0.144428
0.438552,0.145022
0.441205,0.145616
0.443867,0.146211
0.446536,0.146805
0.449214,0.1474
0.451899,0.147995
0.454593,0.14859
0.457294,0.149185
0.460004,0.14978
0.462721,0.150375
0.465447,0.150971
0.46818,0.151567
0.470922,0.152162
0.473671,0.152758
0.476429,0.153354
0.479194,0.15395
0.481968,0.154547
0.484749,0.155143
0.487539,0.155739
0.490336,0.156336
0.493142,0.156933
0.495955,0.157529
0.498777,0.158126
0.501606,0.158723
0.504444,0.15932
0.507289,0.159917
0.510143,0.160515
0.513004,0.161112
0.515874,0.161709
0.518751,0.162307
0.521637,0.162904
0.524531,0.163502
0.527432,0.1641
0.530342,0.164697
0.533259,0.165295
0.536185,0.165893
0.539118,0.166491
0.54206,0.167089
0.54501,0.167687
0.547967,0.168285
0.550933,0.168883
0.553906,0.169482
0.556888,0.17008
0.559878,0.170678
0.562875,0.171277
0.565881,0.171875
0.568894,0.172474
0.571916,0.173072
0.574946,0.173671
0.577983,0.17427
0.581029,0.174868
0.584082,0.175467
0.587144,0.176066
0.590214,0.176664
0.593291,0.177263
0.596377,0.177862
0.599471,0.178461
0.602572,0.17906
0.605682,0.179659
0.608799,0.180257
0.611925,0.180856
0.615059,0.181455
0.6182,0.182054
0.62135,0.182653
0.624508,0.183252
0.627673,0.183851
0.630847,0.18445
0.634029,0.185049
0.637218,0.185648
0.640416,0.186247
0.643622,0.186846
0.646835,0.187445
0.650057,0.188044
0.653287,0.188643
0.656525,0.189242
0.65977,0.189841
0.663024,0.19044
0.666286,0.191039
0.669555,0.191638
0.672833,0.192237
0.676119,0.192836
0.679413,0.193435
0.682714,0.194034
0.686024,0.194632
0.689342,0.195231
0.692667,0.19583
0.696001,0.196429
0.699343,0.197028
0.702693,0.197626
0.70605,0.198225
0.709416,0.198824
0.71279,0.199422
0.716172,0.200021
0.719561,0.20062
0.722959,0.201218
0.726365,0.201817
0.729779,0.202415
0.7332,0.203013
0.73663,0.203612
0.740068,0.20421
0.743514,0.204808
0.746968,0.205407
0.750429,0.206005
0.753899,0.206603
0.757377,0.207201
0.760863,0.207799
0.764356,0.208397
0.767858,0.208995
0.771368,0.209593
0.774886,0.210191
0.778412,0.210788
0.781946,0.211386
0.785487,0.211984
0.789037,0.212581
0.792595,0.213179
0.796161,0.213776
0.799735,0.214374
0.803316,0.214971
0.806906,0.215568
0.810504,0.216165
0.81411,0.216762
0.817724,0.217359
0.821346,0.217956
0.824976,0.218553
0.828613,0.21915
0.832259,0.219747
0.835913,0.220343
0.839575,0.22094
0.843245,0.221536
0.846923,0.222133
0.850609,0.222729
0.854302,0.223325
0.858004,0.223922
0.861714,0.224518
0.865432,0.225114
0.869158,0.22571
0.872892,0.226305
0.876634,0.226901
0.880384,0.227497
0.884142,0.228092
0.887907,0.228688
0.891681,0.229283
0.895463,0.229878
0.899253,0.230473
0.903051,0.231069
0.906857,0.231663
0.910671,0.232258
0.914493,0.232853
0.918323,0.233448
0.922161,0.234042
0.926007,0.234637
0.929861,0.235231
0.933723,0.235825
0.937593,0.23642
0.941471,0.237014
0.945356,0.237608
0.94925,0.238201
0.953152,0.238795
0.957062,0.239389
0.96098,0.239982
0.964906,0.240576
0.96884,0.241169
0.972782,0.241762
0.976732,0.242355
0.98069,0.242948
0.984656,0.243541
0.98863,0.244133
0.992612,0.244726
0.996602,0.245319
1.0006,0.245911
1.00461,0.246503
1.00862,0.247095
1.01264,0.247687
1.01667,0.248279
1.02071,0.248871
1.02476,0.249462
1.02881,0.250054
1.03287,0.250645
1.03694,0.251236
1.04102,0.251827
1.04511,0.252418
1.0492,0.253009
1.0533,0.2536
1.05741,0.254191
1.06153,0.254781
1.06566,0.255371
1.06979,0.255962
1.07393,0.256552
1.07808,0.257141
1.08224,0.257731
1.08641,0.258321
1.09058,0.25891
1.09476,0.2595
1.09895,0.260089
1.10315,0.260678
1.10736,0.261267
1.11157,0.261856
1.11579,0.262445
1.12002,0.263033
1.12426,0.263621
1.12851,0.26421
1.13276,0.264798
1.13702,0.265386
1.14129,0.265974
1.14557,0.266561
1.14986,0.267149
1.15415,0.267736
1.15845,0.268323
1.16276,0.26891
1.16708,0.269497
1.17141,0.270084
1.17574,0.270671
1.18009,0.271257
1.18444,0.271844
1.18879,0.27243
1.19316,0.273016
1.19753,0.273602
1.20192,0.274187
1.20631,0.274773
1.2107,0.275358
1.21511,0.275944
1.21952,0.276529
1.22395,0.277114
1.22838,0.277698
1.23282,0.278283
1.23726,0.278868
1.24172,0.279452
1.24618,0.280036
1.25065,0.28062
1.25513,0.281204
1.25961,0.281787
1.26411,0.282371
1.26861,0.282954
1.27312,0.283537
1.27764,0.28412
1.28216,0.284703
1.2867,0.285286
1.29124,0.285869
1.29579,0.286451
1.30035,0.287033
1.30491,0.287615
1.30949,0.288197
1.31407,0.288779
1.31866,0.28936
1.32326,0.289942
1.32787,0.290523
1.33248,0.291104
1.3371,0.291685
1.34173,0.292265
1.34637,0.292846
1.35102,0.293426
1.35567,0.294006
1.36033,0.294586
1.365,0.295166
1.36968,0.295746
1.37437,0.296325
1.37906,0.296905
1.38376,0.297484
1.38847,0.298063
1.39319,0.298641
1.39792,0.29922
1.40265,0.299798
1.4074,0.300377
1.41215,0.300955
1.4169,0.301533
1.42167,0.30211
1.42645,0.302688
1.43123,0.303265
1.43602,0.303842
1.44082,0.304419
1.44562,0.304996
1.45044,0.305573
1.45526,0.306149
1.46009,0.306726
1.46493,0.307302
1.46977,0.307878
1.47463,0.308453
1.47949,0.309029
1.48436,0.309604
1.48924,0.31018
1.49413,0.310755
1.49902,0.311329
1.50392,0.311904
1.50883,0.312478
1.51375,0.313053
1.51868,0.313627
1.52361,0.314201
1.52855,0.314774
1.5335,0.315348
1.53846,0.315921
1.54343,0.316494
1.5484,0.317067
1.55339,0.31764
1.55838,0.318213
1.56338,0.318785
1.56838,0.319357
1.5734,0.319929
1.57842,0.320501
1.58345,0.321073
1.58849,0.321644
1.59353,0.322216
1.59859,0.322787
1.60365,0.323357
1.60872,0.323928
1.6138,0.324499
1.61889,0.325069
1.62398,0.325639
1.62908,0.326209
1.63419,0.326779
1.63931,0.327348
1.64444,0.327918
1.64957,0.328487
1.65471,0.329056
1.65987,0.329624
1.66502,0.330193
1.67019,0.330761
1.67536,0.331329
1.68055,0.331897
1.68574,0.332465
1.69094,0.333033
1.69614,0.3336
1.70136,0.334167
1.70658,0.334734
1.71181,0.335301
1.71705,0.335868
1.7223,0.336434
1.72755,0.337
1.73281,0.337566
1.73808,0.338132
1.74336,0.338698
1.74865,0.339263
1.75394,0.339828
1.75924,0.340393
1.76456,0.340958
1.76987,0.341523
1.7752,0.342087
1.78053,0.342651
1.78588,0.343215
1.79123,0.343779
1.79659,0.344343
1.80195,0.344906
1.80733,0.345469
1.81271,0.346032
1.8181,0.346595
1.8235,0.347158
1.82891,0.34772
1.83432,0.348282
1.83974,0.348844
1.84517,0.349406
1.85061,0.349967
1.85606,0.350529
1.86151,0.35109
1.86698,0.351651
1.87245,0.352212
1.87793,0.352772
1.88341,0.353333
1.88891,0.353893
1.89441,0.354453
1.89992,0.355012
1.90544,0.355572
1.91096,0.356131
1.9165,0.35669
1.92204,0.357249
1.92759,0.357808
1.93315,0.358366
1.93872,0.358925
1.94429,0.359483
1.94988,0.360041
1.95547,0.360598
1.96106,0.361156
1.96667,0.361713
1.97229,0.36227
1.97791,0.362827
1.98354,0.363384
1.98918,0.36394
1.99482,0.364496
2.00048,0.365052
2.00614,0.365608
2.01181,0.366164
2.01749,0.366719
2.02318,0.367274
2.02887,0.367829
2.03457,0.368384
2.04029,0.368938
2.046,0.369493
2.05173,0.370047
2.05747,0.370601
2.06321,0.371154
2.06896,0.371708
2.07472,0.372261
2.08048,0.372814
2.08626,0.373367
2.09204,0.37392
2.09783,0.374472
2.10363,0.375024
2.10944,0.375576
2.11525,0.376128
2.12108,0.37668
2.12691,0.377231
2.13274,0.377782
2.13859,0.378333
2.14445,0.378884
2.15031,0.379434
2.15618,0.379985
2.16206,0.380535
2.16795,0.381085
2.17384,0.381634
2.17974,0.382184
2.18565,0.382733
2.19157,0.383282
2.1975,0.383831
2.20343,0.384379
2.20938,0.384928
2.21533,0.385476
2.22129,0.386024
2.22725,0.386572
2.23323,0.387119
2.23921,0.387667
2.2452,0.388214
2.2512,0.38876
2.25721,0.389307
2.26322,0.389854
2.26924,0.3904
2.27528,0.390946
2.28131,0.391492
2.28736,0.392037
2.29342,0.392583
2.29948,0.393128
2.30555,0.393673
2.31163,0.394218
2.31772,0.394762
2.32381,0.395306
2.32991,0.39585
2.33602,0.396394
2.34214,0.396938
2.34827,0.397481
2.3544,0.398025
2.36055,0.398568
2.3667,0.39911
2.37286,0.399653
2.37902,0.400195
2.3852,0.400737
2.39138,0.401279
2.39757,0.401821
2.40377,0.402363
2.40998,0.402904
2.41619,0.403445
2.42242,0.403986
2.42865,0.404526
2.43489,0.405067
2.44113,0.405607
2.44739,0.406147
2.45365,0.406687
2.45992,0.407226
2.4662,0.407765
2.47249,0.408305
2.47878,0.408843
2.48509,0.409382
2.4914,0.409921
2.49771,0.410459
2.50404,0.410997
2.51038,0.411535
2.51672,0.412072
2.52307,0.41261
2.52943,0.413147
2.5358,0.413684
2.54217,0.41422
2.54855,0.414757
2.55495,0.415293
2.56134,0.415829
2.56775,0.416365
2.57417,0.4169
2.58059,0.417436
2.58702,0.417971
2.59346,0.418506
2.59991,0.419041
2.60636,0.419575
2.61282,0.420109
2.6193,0.420644
2.62577,0.421177
2.63226,0.421711
2.63876,0.422244
2.64526,0.422778
2.65177,0.423311
2.65829,0.423843
2.66482,0.424376
2.67135,0.424908
2.67789,0.42544
2.68445,0.425972
2.691,0.426504
2.69757,0.427035
2.70415,0.427567
2.71073,0.428098
2.71732,0.428628
2.72392,0.429159
2.73053,0.429689
2.73714,0.430219
2.74376,0.430749
2.7504,0.431279
2.75703,0.431808
2.76368,0.432338
2.77034,0.432867
2.777,0.433395
2.78367,0.433924
2.79035,0.434452
2.79704,0.434981
2.80373,0.435508
2.81044,0.436036
2.81715,0.436564
2.82387,0.437091
2.83059,0.437618
2.83733,0.438145
2.84407,0.438671
2.85082,0.439198
2.85758,0.439724
2.86435,0.44025
2.87112,0.440776
2.87791,0.441301
2.8847,0.441826
2.8915,0.442351
2.8983,0.442876
2.90512,0.443401
2.91194,0.443925
2.91877,0.44445
2.92561,0.444973
2.93246,0.445497
2.93931,0.446021
2.94618,0.446544
2.95305,0.447067
2.95993,0.44759
2.96681,0.448113
2.97371,0.448635
2.98061,0.449157
2.98752,0.449679
2.99444,0.450201
3.00137,0.450722
3.00831,0.451244
3.01525,0.451765
3.0222,0.452286
3.02916,0.452806
3.03613,0.453327
3.0431,0.453847
3.05009,0.454367
3.05708,0.454887
3.06408,0.455406
3.07108,0.455926
3.0781,0.456445
3.08512,0.456964
3.09215,0.457482
3.09919,0.458001
3.10624,0.458519
3.11329,0.459037
3.12036,0.459555
3.12743,0.460072
3.13451,0.46059
3.14159,0.461107
3.14869,0.461624
3.15579,0.462141
3.1629,0.462657
3.17002,0.463173
3.17715,0.463689
3.18429,0.464205
3.19143,0.464721
3.19858,0.465236
3.20574,0.465751
3.21291,0.466266
3.22008,0.466781
3.22727,0.467295
3.23446,0.46781
3.24166,0.468324
3.24886,0.468837
3.25608,0.469351
3.2633,0.469864
3.27053,0.470378
3.27777,0.470891
3.28502,0.471403
3.29228,0.471916
3.29954,0.472428
3.30681,0.47294
3.31409,0.473452
3.32138,0.473964
3.32867,0.474475
3.33598,0.474986
3.34329,0.475497
3.35061,0.476008
3.35793,0.476518
3.36527,0.477029
3.37261,0.477539
3.37996,0.478049
3.38732,0.478558
3.39469,0.479068
3.40207,0.479577
3.40945,0.480086
3.41684,0.480595
3.42424,0.481103
3.43165,0.481612
3.43906,0.48212
3.44649,0.482628
3.45392,0.483135
3.46136,0.483643
3.4688,0.48415
3.47626,0.484657
3.48372,0.485164
3.49119,0.48567
3.49867,0.486177
3.50616,0.486683
3.51366,0.487189
3.52116,0.487694
3.52867,0.4882
3.53619,0.488705
3.54372,0.48921
3.55125,0.489715
3.5588,0.49022
3.56635,0.490724
3.57391,0.491228
3.58147,0.491732
3.58905,0.492236
3.59663,0.492739
3.60423,0.493243
3.61182,0.493746
3.61943,0.494249
3.62705,0.494751
3.63467,0.495254
3.6423,0.495756
3.64994,0.496258
3.65759,0.49676
3.66524,0.497261
3.67291,0.497762
3.68058,0.498264
3.68826,0.498764
3.69595,0.499265
3.70364,0.499766
3.71135,0.500266
3.71906,0.500766
3.72678,0.501266
3.7345,0.501765
3.74224,0.502264
3.74998,0.502764
3.75773,0.503263
3.76549,0.503761
3.77326,0.50426
3.78104,0.504758
3.78882,0.505256
3.79661,0.505754
3.80441,0.506251
3.81222,0.506749
3.82003,0.507246
3.82786,0.507743
3.83569,0.50824
3.84353,0.508736
3.85138,0.509233
3.85923,0.509729
3.8671,0.510225
3.87497,0.51072
3.88285,0.511216
3.89073,0.511711
3.89863,0.512206
3.90653,0.512701
3.91445,0.513195
3.92236,0.51369
3.93029,0.514184
3.93823,0.514678
3.94617,0.515171
3.95412,0.515665
3.96208,0.516158
3.97005,0.516651
3.97803,0.517144
3.98601,0.517637
3.994,0.518129
4.002,0.518621
4.01001,0.519113
4.01802,0.519605
4.02605,0.520096
4.03408,0.520588
4.04212,0.521079
4.05017,0.52157
4.05822,0.52206
4.06629,0.522551
4.07436,0.523041
4.08244,0.523531
4.09052,0.524021
4.09862,0.524511
4.10672,0.525
4.11484,0.525489
4.12295,0.525978
4.13108,0.526467
4.13922,0.526955
4.14736,0.527444
4.15551,0.527932
4.16367,0.52842
4.17184,0.528907
4.18002,0.529395
4.1882,0.529882
4.19639,0.530369
4.20459,0.530856
4.2128,0.531342
4.22101,0.531829
4.22924,0.532315
4.23747,0.532801
4.24571,0.533287
4.25396,0.533772
4.26221,0.534257
4.27048,0.534742
4.27875,0.535227
4.28703,0.535712
4.29532,0.536196
4.30361,0.536681
4.31192,0.537165
4.32023,0.537648
4.32855,0.538132
4.33687,0.538615
4.34521,0.539099
4.35355,0.539581
4.36191,0.540064
4.37027,0.540547
4.37863,0.541029
4.38701,0.541511
4.39539,0.541993
4.40378,0.542475
4.41218,0.542956
4.42059,0.543437
4.42901,0.543918
4.43743,0.544399
4.44586,0.54488
4.4543,0.54536
4.46275,0.54584
4.47121,0.54632
4.47967,0.5468
4.48814,0.54728
4.49662,0.547759
4.50511,0.548238
4.51361,0.548717
4.52211,0.549196
4.53062,0.549674
4.53914,0.550152
4.54767,0.55063
4.55621,0.551108
4.56475,0.551586
4.5733,0.552063
4.58186,0.55254
4.59043,0.553017
4.599,0.553494
4.60759,0.553971
4.61618,0.554447
4.62478,0.554923
4.63339,0.555399
4.642,0.555875
4.65063,0.55635
4.65926,0.556826
4.6679,0.557301
4.67655,0.557776
4.6852,0.55825
4.69387,0.558724
4.70254,0.559197
4.71122,0.55967
4.71991,0.560142
4.7286,0.560614
4.73731,0.561085
4.74602,0.561555
4.75474,0.562024
4.76347,0.562493
4.7722,0.562962
4.78095,0.563429
4.7897,0.563897
4.79846,0.564363
4.80723,0.564829
4.816,0.565294
4.82478,0.565759
4.83358,0.566223
4.84238,0.566686
4.85118,0.567149
4.86,0.567611
4.86882,0.568072
4.87766,0.568533
4.8865,0.568993
4.89534,0.569453
4.9042,0.569912
4.91306,0.57037
4.92194,0.570828
4.93082,0.571285
4.9397,0.571742
4.9486,0.572198
4.9575,0.572653
4.96642,0.573108
4.97534,0.573562
4.98426,0.574016
4.9932,0.574468
5.00214,0.574921
5.0111,0.575372
5.02006,0.575824
5.02902,0.576274
5.038,0.576724
5.04698,0.577173
5.05598,0.577622
5.06498,0.57807
5.07398,0.578518
5.083,0.578965
5.09202,0.579411
5.10106,0.579857
5.1101,0.580302
5.11914,0.580746
5.1282,0.58119
5.13726,0.581633
5.14634,0.582076
5.15542,0.582518
5.1645,0.58296
5.1736,0.583401
5.1827,0.583841
5.19182,0.584281
5.20094,0.58472
5.21006,0.585159
5.2192,0.585597
5.22834,0.586035
5.2375,0.586471
5.24666,0.586908
5.25582,0.587344
5.265,0.587779
5.27418,0.588213
5.28338,0.588647
5.29258,0.589081
5.30178,0.589513
5.311,0.589946
5.32022,0.590377
5.32946,0.590809
5.3387,0.591239
5.34795,0.591669
5.3572,0.592098
5.36647,0.592527
5.37574,0.592956
5.38502,0.593383
5.39431,0.59381
5.4036,0.594237
5.41291,0.594663
5.42222,0.595088
5.43154,0.595513
5.44087,0.595937
5.4502,0.596361
5.45955,0.596784
5.4689,0.597207
5.47826,0.597629
5.48763,0.59805
5.497,0.598471
5.50639,0.598892
5.51578,0.599312
5.52518,0.599731
5.53459,0.60015
5.544,0.600568
5.55343,0.600985
5.56286,0.601402
5.5723,0.601819
5.58175,0.602235
5.5912,0.60265
5.60067,0.603065
5.61014,0.603479
5.61962,0.603893
5.62911,0.604306
5.63861,0.604719
5.64811,0.605131
5.65762,0.605542
5.66714,0.605953
5.67667,0.606364
5.68621,0.606774
5.69575,0.607183
5.7053,0.607592
5.71486,0.608
5.72443,0.608408
5.73401,0.608815
5.74359,0.609222
5.75318,0.609628
5.76278,0.610034
5.77239,0.610439
5.78201,0.610843
5.79163,0.611247
5.80127,0.611651
5.81091,0.612054
5.82055,0.612456
5.83021,0.612858
5.83987,0.613259
5.84955,0.61366
5.85923,0.61406
5.86892,0.61446
5.87861,0.614859
5.88832,0.615258
5.89803,0.615656
5.90775,0.616054
5.91748,0.616451
5.92721,0.616848
5.93696,0.617244
5.94671,0.617639
5.95647,0.618034
5.96624,0.618429
5.97601,0.618823
5.9858,0.619217
5.99559,0.61961
6.00539,0.620002
6.0152,0.620394
6.02502,0.620785
6.03484,0.621176
6.04467,0.621567
6.05451,0.621957
6.06436,0.622346
6.07422,0.622735
6.08408,0.623123
6.09395,0.623511
6.10384,0.623898
6.11372,0.624285
6.12362,0.624671
6.13352,0.625057
6.14344,0.625443
6.15336,0.625827
6.16329,0.626212
6.17322,0.626595
6.18317,0.626979
6.19312,0.627362
6.20308,0.627744
6.21305,0.628126
6.22302,0.628507
6.23301,0.628888
6.243,0.629268
6.253,0.629648
6.26301,0.630027
6.27303,0.630406
6.28305,0.630784
6.29308,0.631162
6.30312,0.631539
6.31317,0.631916
6.32323,0.632293
6.33329,0.632668
6.34336,0.633044
6.35345,0.633419
6.36353,0.633793
6.37363,0.634167
6.38373,0.63454
6.39385,0.634913
6.40397,0.635286
6.4141,0.635657
6.42423,0.636029
6.43438,0.6364
6.44453,0.63677
6.45469,0.63714
6.46486,0.63751
6.47503,0.637879
6.48522,0.638247
6.49541,0.638616
6.50561,0.638983
6.51582,0.63935
6.52604,0.639717
6.53626,0.640083
6.54649,0.640449
6.55673,0.640814
6.56698,0.641179
6.57724,0.641543
6.5875,0.641907
6.59778,0.64227
6.60806,0.642633
6.61835,0.642995
6.62864,0.643357
6.63895,0.643719
6.64926,0.64408
6.65958,0.64444
6.66991,0.6448
6.68024,0.64516
6.69059,0.645519
6.70094,0.645877
6.7113,0.646236
6.72167,0.646593
6.73205,0.64695
6.74243,0.647307
6.75282,0.647664
6.76322,0.648019
6.77363,0.648375
6.78405,0.64873
6.79447,0.649084
6.80491,0.649438
6.81535,0.649792
6.8258,0.650145
6.83625,0.650497
6.84672,0.65085
6.85719,0.651201
6.86767,0.651553
6.87816,0.651903
6.88866,0.652254
6.89916,0.652604
6.90967,0.652953
6.92019,0.653302
6.93072,0.653651
6.94126,0.653999
6.9518,0.654347
6.96236,0.654694
6.97292,0.65504
6.98349,0.655387
6.99406,0.655733
7.00465,0.656078
7.01524,0.656423
7.02584,0.656768
7.03645,0.657112
7.04707,0.657455
7.05769,0.657799
7.06832,0.658141
7.07896,0.658484
7.08961,0.658826
7.10027,0.659167
7.11093,0.659508
7.12161,0.659849
7.13229,0.660189
7.14298,0.660528
7.15367,0.660868
7.16438,0.661206
7.17509,0.661545
7.18581,0.661883
7.19654,0.66222
7.20728,0.662557
7.21802,0.662894
7.22877,0.66323
7.23953,0.663566
7.2503,0.663901
7.26108,0.664236
7.27186,0.664571
7.28266,0.664905
7.29346,0.665238
7.30427,0.665572
7.31508,0.665904
7.32591,0.666237
7.33674,0.666569
7.34758,0.6669
7.35843,0.667231
