# W,,sigma, delta_sigma
8.1009,0.506,0.090
8.6626,0.524,0.101
8.8787,0.568,0.091
9.3900,0.546,0.089
9.6850,0.446,0.056
10.6094,0.417,0.063
10.6094,0.625,0.063
11.4595,0.545,0.074
11.5427,0.646,0.065
12.1742,0.648,0.052
12.2507,0.656,0.093
12.9938,0.526,0.084
13.6967,0.635,0.120
14.1027,0.661,0.053
14.6881,0.608,0.116
14.8147,0.630,0.101
16.4930,0.594,0.131
17.1612,0.740,0.092
